name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015
TotalAssets,"1,989,830,000","1,972,172,000","1,946,563,000","2,042,090,000","2,043,491,000","2,005,855,000","1,931,861,000","1,842,440,000","1,643,111,000","1,596,247,000","1,530,474,000","1,544,341,000","1,479,288,000","1,159,003,000","1,131,452,000","1,067,769,000","1,047,336,000","1,038,199,000","1,064,828,000","1,012,737,000","1,011,131,000","1,039,375,000","1,009,584,000","979,520,000","971,766,000","945,325,000","950,341,000","918,387,000","926,287,000","917,131,000"
	CurrentAssets,"731,356,000","726,828,000","712,515,000","826,850,000","833,249,000","808,767,000","732,502,000","657,260,000","472,436,000","433,538,000","401,468,000","439,643,000","394,260,000","358,497,000","344,525,000","328,375,000","312,200,000","303,676,000","331,367,000","282,787,000","283,992,000","312,830,000","282,374,000","254,103,000","249,957,000","223,806,000","228,289,000","198,528,000","206,252,000","198,277,000"
		CashCashEquivalentsAndShortTermInvestments,"205,463,000","246,977,000","229,726,000","444,262,000","472,167,000","447,126,000","325,525,000","305,110,000","119,351,000","89,950,000","10,101,000","78,473,000","58,511,000","51,941,000","736,000","29,415,000","27,614,000","39,234,000","42,164,000","24,820,000","33,720,000","98,683,000","35,961,000","30,732,000","37,129,000","30,259,000","3,960,000","782,000","4,053,000","21,952,000"
			CashAndCashEquivalents,"205,463,000","246,977,000","229,726,000","444,262,000","472,167,000","447,126,000","325,525,000","305,110,000","119,351,000","89,950,000","10,101,000","78,473,000","58,511,000","51,941,000","736,000","29,415,000","27,614,000","39,234,000","42,164,000","24,820,000","33,720,000","98,683,000","35,961,000","30,732,000","37,129,000","30,259,000","3,960,000","782,000","4,053,000","21,952,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,"30,259,000","3,960,000","782,000","4,053,000","21,952,000"
		Receivables,"1,054,000","1,372,000","603,000","824,000","363,000","621,000","203,000","2,447,000","4,146,000","2,840,000","977,000","1,191,000","961,000","570,000","2,401,000","1,602,000","414,000","1,271,000","990,000","766,000","330,000","301,000","283,000","163,000","262,000","183,000","418,000","570,000","270,000","318,000"
			AccountsReceivable,"1,054,000","1,372,000","603,000","824,000","363,000","621,000","203,000","2,447,000","4,146,000","2,840,000","977,000","1,191,000","961,000","570,000","2,401,000","1,602,000","414,000","1,271,000","990,000","766,000","330,000","301,000","283,000","163,000","262,000","183,000","418,000","570,000","270,000","318,000"
		Inventory,"517,033,000","467,306,000","471,800,000","373,550,000","355,193,000","353,704,000","394,896,000","327,164,000","343,755,000","335,181,000","385,296,000","354,576,000","329,065,000","296,407,000","332,325,000","287,440,000","276,040,000","255,185,000","284,331,000","253,008,000","246,630,000","210,107,000","240,767,000","215,724,000","206,413,000","190,608,000","212,581,000","187,242,000","191,622,000","169,872,000"
		PrepaidAssets,"7,806,000","11,173,000","10,386,000","8,214,000","5,526,000","7,316,000","11,878,000","22,539,000","5,184,000","5,567,000","5,094,000","5,403,000","5,723,000","9,579,000","9,063,000","9,918,000","8,132,000","7,986,000","3,882,000","4,193,000","3,312,000","3,739,000","5,363,000","7,484,000","6,153,000","2,756,000","6,771,000","5,612,000","6,096,000","1,969,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"4,559,000","4,322,000","4,211,000","4,166,000"
