name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"3,912,327,000","1,168,918,000","1,063,397,000","845,757,000","834,255,000","742,798,000","721,487,000","697,223,000","646,099,000","653,228,000","662,350,000","682,330,000","660,112,000","619,330,000","639,547,000","647,289,000","605,969,000","491,444,000","501,401,000","489,044,000","474,458,000","441,363,000","444,135,000","453,102,000","431,589,000","414,024,000","426,470,000","427,890,000","403,760,000","358,460,000","398,060,000","397,650,000","382,790,000","333,580,000"
	OperatingRevenue,"3,912,327,000","1,168,918,000","1,063,397,000","845,757,000","834,255,000","742,798,000","721,487,000","697,223,000","646,099,000","653,228,000","662,350,000","682,330,000","660,112,000","619,330,000","639,547,000","647,289,000","605,969,000","491,444,000","501,401,000","489,044,000","474,458,000","441,363,000","444,135,000","453,102,000","431,589,000","414,024,000","426,470,000","427,890,000","403,760,000","358,460,000","398,060,000","397,650,000","382,790,000","333,580,000"
CostOfRevenue,"2,804,496,000","837,717,000","780,237,000","595,466,000","591,075,000","545,039,000","523,467,000","498,895,000","468,045,000","481,272,000","491,032,000","502,999,000","485,190,000","463,635,000","481,320,000","485,424,000","460,928,000","380,426,000","379,368,000","368,205,000","357,849,000","339,735,000","339,073,000","344,963,000","333,901,000","324,569,000","321,951,000","333,890,000","318,070,000","284,640,000","305,290,000","309,270,000","297,850,000","268,000,000"
GrossProfit,"1,107,831,000","331,201,000","283,160,000","250,291,000","243,180,000","197,759,000","198,020,000","198,328,000","178,054,000","171,956,000","171,318,000","179,331,000","174,922,000","155,695,000","158,227,000","161,865,000","145,041,000","111,018,000","122,033,000","120,839,000","116,609,000","101,628,000","105,062,000","108,139,000","97,688,000","89,455,000","104,519,000","94,000,000","85,690,000","73,820,000","92,770,000","88,380,000","84,940,000","65,580,000"
OperatingExpense,"563,345,000","167,247,000","164,718,000","116,485,000","114,894,000","101,872,000","94,943,000","96,805,000","97,600,000","101,967,000","94,898,000","98,886,000","98,883,000","99,077,000","93,065,000","95,648,000","101,360,000","77,125,000","72,064,000","71,277,000","75,813,000","75,091,000","69,117,000","69,038,000","70,898,000","69,688,000","61,528,000","63,810,000","74,190,000","74,970,000","68,180,000","74,600,000","74,720,000","73,450,000"
	SellingGeneralAndAdministration,"563,345,000","167,247,000","164,718,000","116,485,000","114,894,000","101,872,000","94,943,000","96,805,000","97,600,000","101,967,000","94,898,000","98,886,000","98,883,000","99,077,000","93,065,000","95,648,000","101,360,000","77,125,000","72,064,000","71,277,000","75,813,000","75,091,000","69,117,000","69,038,000","70,898,000","69,688,000","61,528,000","63,810,000","74,190,000","74,970,000","68,180,000","74,600,000","74,720,000","73,450,000"
OperatingIncome,"544,486,000","163,954,000","118,442,000","133,806,000","128,286,000","95,887,000","103,077,000","101,523,000","80,454,000","69,989,000","76,420,000","80,445,000","76,039,000","56,618,000","65,162,000","66,217,000","43,681,000","33,893,000","49,969,000","49,562,000","40,796,000","26,537,000","35,945,000","39,101,000","26,790,000","19,767,000","42,991,000","30,190,000","11,500,000","-1,150,000","24,590,000","13,780,000","10,220,000","-7,870,000"
NetNonOperatingInterestIncomeExpense,"-34,506,000","-11,966,000","-10,933,000","-5,503,000","-6,105,000","-6,603,000","-7,745,000","-7,692,000","-8,277,000","-8,742,000","-9,083,000","-9,507,000","-9,631,000","-9,602,000","-9,661,000","-9,381,000","-7,322,000","-2,324,000","-2,252,000","-2,479,000","-1,918,000","-1,370,000","-1,293,000","-1,271,000","-1,371,000","-1,673,000","-1,575,000","-1,570,000","-3,160,000","-3,160,000","-3,100,000","-3,100,000","-3,100,000","-3,100,000"
	InterestExpenseNonOperating,"34,506,000","11,966,000","10,933,000","5,503,000","6,105,000","6,603,000","7,745,000","7,692,000","8,277,000","8,742,000","9,083,000","9,507,000","9,631,000","9,602,000","9,661,000","9,381,000","7,322,000","2,324,000","2,252,000","2,479,000","1,918,000","1,370,000","1,293,000","1,271,000","1,371,000","1,673,000","1,575,000","1,570,000","3,160,000","3,160,000","3,100,000","3,100,000","3,100,000","3,100,000"
OtherIncomeExpense,"636,000","684,000","-181,000","66,000","66,000","-13,785,000","85,000","86,000","89,000","239,000","566,000","653,000","526,000","333,000","266,000","178,000","82,000","34,000","42,000","27,000","-981,000","-29,893,000","76,000","65,000","61,000","75,000","39,000","10,000","-10,000","10,000","0","10,000",,"10,000"
	SpecialIncomeCharges,"25,000","0","25,000","0","0","-13,862,000","0","0","0","-233,000",,,,,"0","0","0","0","0",,"-1,086,000","-30,000,000",,,,,,,,,,,,
		OtherSpecialCharges,,,"-25,000",,,"13,862,000","0",,,"233,000",,,,,,,,,"0",,"1,086,000","30,000,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"611,000","684,000","-206,000","66,000","66,000","77,000","85,000","86,000","89,000","472,000","566,000","653,000","526,000","333,000","266,000","178,000","82,000","34,000","42,000","27,000","105,000","107,000","76,000","65,000","61,000","75,000","39,000","10,000","-10,000","10,000","0","10,000",,"10,000"
PretaxIncome,"510,616,000","152,672,000","107,328,000","128,369,000","122,247,000","75,499,000","95,417,000","93,917,000","72,266,000","61,486,000","67,903,000","71,591,000","66,934,000","47,349,000","55,767,000","57,014,000","36,441,000","31,603,000","47,759,000","47,110,000","37,897,000","-4,726,000","34,728,000","37,895,000","25,480,000","18,169,000","41,455,000","28,630,000","8,330,000","-4,300,000","21,490,000","10,690,000","7,120,000","-10,960,000"
TaxProvision,"131,731,000","37,961,000","28,970,000","32,934,000","31,867,000","15,657,000","24,660,000","23,921,000","16,770,000","10,715,000","21,919,000","16,615,000","14,883,000","9,366,000","17,213,000","14,356,000","9,288,000","5,215,000","-57,232,000","15,717,000","14,437,000","-3,016,000","13,421,000","13,329,000","9,865,000","7,053,000","-18,208,000","12,000,000","1,700,000","-500,000","15,550,000","4,220,000","940,000","-2,870,000"
NetIncomeCommonStockholders,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,741,000","16,630,000","6,400,000","-3,800,000","5,770,000","6,380,000","5,830,000","-8,580,000"
	NetIncome,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,741,000","16,630,000","6,400,000","-3,800,000","5,770,000","6,380,000","5,830,000","-8,580,000"
		NetIncomeIncludingNoncontrollingInterests,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,741,000","16,630,000","6,400,000","-3,800,000","5,770,000","6,380,000","5,830,000","-8,580,000"
			NetIncomeContinuousOperations,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,663,000","16,630,000","6,630,000","-3,800,000","5,940,000","6,470,000","6,180,000","-8,090,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000",,"-230,000","0","-170,000","-90,000","-350,000","-490,000"
DilutedNIAvailtoComStockholders,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,741,000","16,630,000","6,400,000","-3,800,000","5,770,000","6,380,000","5,830,000","-8,580,000"
BasicEPS,,"3.5","2.39","2.91","2.75","1.82","2.16","2.13","1.69","1.53","1.38","1.63","1.53","1.11","1.12","1.22","0.77","0.75","3","0.9","0.64","-0.05","0.57","0.65","0.41","0.29",,"0.44","0.17","-0.1",,"0.167","0.153","-0.225"
DilutedEPS,,"3.47","2.37","2.88","2.72","1.8","2.13","2.11","1.67","1.51","1.36","1.6","1.51","1.09","1.1","1.19","0.76","0.74","2.93","0.88","0.63","-0.05","0.57","0.65","0.41","0.29",,"0.44","0.17","-0.1",,"0.167","0.153","-0.225"
BasicAverageShares,,"32,738,525","32,753,719","32,763,311","32,865,303","32,826,515","32,789,911","32,847,652","32,867,842","33,168,453","33,297,613","33,790,857","33,976,169","34,169,315","34,436,518","35,091,388","35,102,429","35,059,920","34,997,000","35,022,113","36,488,222","37,123,245","37,380,702","37,599,137","37,691,259","37,761,423",,"37,681,765","37,667,947","38,100,000",,"38,100,000","38,100,000","38,100,000"
DilutedAverageShares,,"33,042,490","33,117,227","33,088,680","33,177,435","33,202,563","33,189,104","33,210,545","33,202,423","33,599,847","33,886,904","34,367,902","34,557,664","34,703,289","35,012,535","35,789,383","35,837,102","35,819,242","35,772,124","35,737,629","37,191,299","37,123,245","37,644,065","37,952,333","37,976,703","37,899,110",,"37,907,784","37,667,947","38,100,000",,"38,100,000","38,100,000","38,100,000"
TotalOperatingIncomeAsReported,"544,486,000","163,954,000","118,442,000","133,806,000","128,286,000","95,887,000","103,077,000","101,523,000","80,454,000","69,989,000","76,420,000","80,445,000","76,039,000","56,618,000","65,162,000","66,217,000","43,681,000","33,893,000","49,969,000","49,562,000","40,796,000","-3,463,000","35,945,000","39,101,000","26,790,000","19,767,000","42,991,000","30,190,000","11,500,000","-1,150,000","24,590,000","13,780,000","10,220,000","-7,870,000"
TotalExpenses,"3,367,841,000","1,004,964,000","944,955,000","711,951,000","705,969,000","646,911,000","618,410,000","595,700,000","565,645,000","583,239,000","585,930,000","601,885,000","584,073,000","562,712,000","574,385,000","581,072,000","562,288,000","457,551,000","451,432,000","439,482,000","433,662,000","414,826,000","408,190,000","414,001,000","404,799,000","394,257,000","383,479,000","397,700,000","392,260,000","359,610,000","373,470,000","383,870,000","372,570,000","341,450,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,741,000","16,630,000","6,400,000","-3,800,000","5,770,000","6,380,000","5,830,000","-8,580,000"
NormalizedIncome,"378,866,449.612","114,711,000","78,339,748.006","95,435,000","90,380,000","70,834,566","70,757,000","69,996,000","55,496,000","50,963,458","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","24,132,234","16,290,000","21,307,000","24,566,000","15,615,000","11,116,000","59,663,000","16,630,000","6,630,000","-3,800,000","5,940,000","6,470,000","6,180,000","-8,090,000"
InterestExpense,"34,506,000","11,966,000","10,933,000","5,503,000","6,105,000","6,603,000","7,745,000","7,692,000","8,277,000","8,742,000","9,083,000","9,507,000","9,631,000","9,602,000","9,661,000","9,381,000","7,322,000","2,324,000","2,252,000","2,479,000","1,918,000","1,370,000","1,293,000","1,271,000","1,371,000","1,673,000","1,575,000","1,570,000","3,160,000","3,160,000","3,100,000","3,100,000","3,100,000","3,100,000"
NetInterestIncome,"-34,506,000","-11,966,000","-10,933,000","-5,503,000","-6,105,000","-6,603,000","-7,745,000","-7,692,000","-8,277,000","-8,742,000","-9,083,000","-9,507,000","-9,631,000","-9,602,000","-9,661,000","-9,381,000","-7,322,000","-2,324,000","-2,252,000","-2,479,000","-1,918,000","-1,370,000","-1,293,000","-1,271,000","-1,371,000","-1,673,000","-1,575,000","-1,570,000","-3,160,000","-3,160,000","-3,100,000","-3,100,000","-3,100,000","-3,100,000"
EBIT,"545,122,000","164,638,000","118,261,000","133,872,000","128,352,000","82,102,000","103,162,000","101,609,000","80,543,000","70,228,000","76,986,000","81,098,000","76,565,000","56,951,000","65,428,000","66,395,000","43,763,000","33,927,000","50,011,000","49,589,000","39,815,000","-3,356,000","36,021,000","39,166,000","26,851,000","19,842,000","43,030,000","30,200,000","11,490,000","-1,140,000","24,590,000","13,790,000","10,220,000","-7,860,000"
EBITDA,"639,492,000"
ReconciledCostOfRevenue,"2,804,496,000","837,717,000","780,237,000","595,466,000","591,075,000","545,039,000","523,467,000","498,895,000","468,045,000","481,272,000","491,032,000","502,999,000","485,190,000","463,635,000","481,320,000","485,424,000","460,928,000","380,426,000","379,368,000","368,205,000","357,849,000","339,735,000","339,073,000","344,963,000","333,901,000","324,569,000","321,951,000","333,890,000","318,070,000","284,640,000","305,290,000","309,270,000","297,850,000","268,000,000"
ReconciledDepreciation,"94,370,000","30,499,000","28,385,000","17,784,000","17,702,000","15,519,000","14,883,000","14,216,000","19,121,000","14,190,000","13,695,000","13,467,000","13,063,000","12,475,000","12,286,000","11,948,000","9,743,000","5,442,000","4,700,000","4,918,000","3,604,000","3,231,000","3,088,000","3,015,000","3,013,000","2,895,000","2,948,000","3,020,000",,,"6,490,000","6,540,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"378,885,000","114,711,000","78,358,000","95,435,000","90,380,000","59,842,000","70,757,000","69,996,000","55,496,000","50,771,000","45,984,000","54,976,000","52,051,000","37,983,000","38,554,000","42,658,000","27,153,000","26,388,000","104,991,000","31,393,000","23,460,000","-1,710,000","21,307,000","24,566,000","15,615,000","11,116,000","59,663,000","16,630,000","6,630,000","-3,800,000","5,940,000","6,470,000","6,180,000","-8,090,000"
TotalUnusualItemsExcludingGoodwill,"25,000","0","25,000","0","0","-13,862,000","0","0","0","-233,000",,,,,"0","0","0","0","0",,"-1,086,000","-30,000,000",,,,,,,,,,,,
TotalUnusualItems,"25,000","0","25,000","0","0","-13,862,000","0","0","0","-233,000",,,,,"0","0","0","0","0",,"-1,086,000","-30,000,000",,,,,,,,,,,,
NormalizedEBITDA,"639,467,000","195,137,000","146,621,000","151,656,000","146,054,000","111,483,000","118,045,000","115,825,000","99,664,000","84,651,000","90,681,000","94,565,000","89,628,000","69,426,000","77,714,000","78,343,000","53,506,000","39,369,000","54,711,000","54,507,000","44,505,000","29,875,000","39,109,000","42,181,000","29,864,000","22,737,000","45,978,000","33,220,000","11,490,000","-1,140,000","31,080,000","20,330,000","10,220,000","-7,860,000"
