name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalAssets,"3,137,529,000","3,144,261,000","2,840,293,000","2,661,147,000","3,291,164,000","2,598,518,000","2,191,984,000","2,141,524,000","2,045,497,000","1,891,892,000","2,134,220,000","2,385,991,000","2,369,626,000","2,372,335,000","2,437,765,000","2,271,296,000","2,257,746,000","1,820,303,000","1,820,806,000","1,802,945,000","1,686,507,000","1,777,155,000","1,845,754,000","1,449,731,000","1,392,239,000","1,425,645,000","1,476,136,000","1,530,696,000","1,508,855,000","1,547,430,000","1,344,862,000","1,129,440,000","1,096,182,000","1,044,913,000","1,107,681,000","980,292,000","965,498,000","955,201,000","989,811,000","1,004,224,000","1,073,192,000","1,029,906,000","1,252,112,000","976,368,000","971,053,000","984,041,000","1,027,749,000","949,782,000","924,050,000","831,012,000","850,676,000","852,381,000","806,088,000","984,336,000","984,520,000","1,012,245,000","1,019,219,000","828,002,000","708,217,000","652,722,000","574,337,000","525,597,000","510,972,000","458,427,000","6,353,590"
	CurrentAssets,"1,151,192,000","1,143,469,000","864,361,000","772,600,000","1,380,996,000","708,367,000","800,675,000","747,987,000","814,463,000","644,272,000","881,457,000","1,086,122,000","705,205,000","681,185,000","711,810,000","648,082,000","632,554,000","526,818,000","509,560,000","489,497,000","514,726,000","452,819,000","455,190,000","247,561,000","299,603,000","291,363,000","357,721,000","339,775,000","316,293,000","320,799,000","268,898,000","443,053,000","407,413,000","399,133,000","443,860,000","312,086,000","285,589,000","267,659,000","295,969,000","301,526,000","293,778,000","360,221,000","405,539,000","334,467,000","328,531,000","333,339,000","373,458,000","327,860,000","294,369,000","275,027,000","287,578,000","282,379,000","225,512,000","335,201,000","358,038,000","380,425,000","296,061,000","299,241,000","183,156,000","204,544,000","133,442,000","140,356,000","137,035,000","122,458,000","6,353,590"
		CashCashEquivalentsAndShortTermInvestments,"97,345,000","157,125,000","70,239,000","110,166,000","710,881,000","70,744,000","176,819,000","205,228,000","291,013,000","100,314,000","285,838,000","485,864,000","39,837,000","53,326,000","36,156,000","37,456,000","46,325,000","39,885,000","41,487,000","39,287,000","115,281,000","39,772,000","26,389,000","21,160,000","72,567,000","85,869,000","88,725,000","25,379,000","20,450,000","23,703,000","23,269,000","115,349,000","86,622,000","113,229,000","151,163,000","17,848,000","16,500,000","18,241,000","19,989,000","16,017,000","22,363,000","132,370,000","10,564,000","9,241,000","17,120,000","13,536,000","24,468,000","15,112,000","22,144,000","31,495,000","46,997,000","58,152,000","32,420,000","97,473,000","89,676,000","100,221,000","14,033,000","119,358,000","6,397,000","73,228,000","8,692,000","7,006,000","13,049,000","16,113,000","100,000"
			CashAndCashEquivalents,"97,345,000","157,125,000","70,239,000","110,166,000","63,193,000","70,744,000","176,819,000","205,228,000","291,013,000","100,314,000","285,838,000","485,864,000","39,837,000","53,326,000","36,156,000","37,456,000","46,325,000","39,885,000","41,487,000","39,287,000","115,281,000","39,772,000","26,389,000","21,160,000","72,567,000","85,869,000","88,725,000","25,379,000","20,450,000","23,703,000","23,269,000","115,349,000","86,622,000","113,229,000","151,163,000","17,848,000","16,500,000","18,241,000","19,989,000","16,017,000","22,363,000","132,370,000","10,564,000","9,241,000","17,120,000","13,536,000","24,468,000","15,112,000","22,144,000","31,495,000","46,997,000","58,152,000","32,420,000","97,473,000","89,676,000","100,221,000","14,033,000","119,358,000","6,397,000","73,228,000","8,692,000","7,006,000","13,049,000","16,113,000","100,000"
			OtherShortTermInvestments,,,,,"647,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"265,287,000","268,262,000","258,941,000","231,369,000","242,471,000","232,507,000","242,947,000","192,177,000","184,103,000","191,405,000","221,423,000","187,321,000","263,494,000","272,403,000","308,627,000","272,707,000","256,807,000","215,108,000","198,111,000","194,823,000","172,885,000","181,191,000","173,921,000","125,314,000","127,432,000","114,320,000","124,240,000","161,015,000","153,511,000","157,535,000","128,658,000","137,215,000","129,563,000","111,736,000","129,011,000","127,279,000","119,354,000","100,647,000","119,532,000","118,449,000","120,338,000","99,389,000","253,541,000","208,151,000","204,237,000","208,487,000","233,010,000","196,745,000","173,465,000","165,550,000","159,539,000","140,020,000","119,917,000","164,035,000","192,907,000","184,841,000","199,653,000","125,043,000","126,398,000","104,230,000","98,484,000","74,899,000","91,142,000","84,062,000",
			AccountsReceivable,"265,287,000","268,262,000","258,941,000","231,369,000","242,471,000","232,507,000","242,947,000","192,177,000","184,103,000","191,405,000","221,423,000","187,321,000","263,494,000","272,403,000","308,627,000","272,707,000","256,807,000","215,108,000","198,111,000","194,823,000","172,885,000","181,191,000","173,921,000","125,314,000","127,432,000","114,320,000","124,240,000","161,015,000","153,511,000","157,535,000","128,658,000","137,215,000","129,563,000","111,736,000","129,011,000","127,279,000","119,354,000","100,647,000","119,532,000","118,449,000","120,338,000","99,389,000","253,541,000","208,151,000","204,237,000","208,487,000","233,010,000","196,745,000","173,465,000","165,550,000","159,539,000","140,020,000","119,917,000","164,035,000","192,907,000","184,841,000","182,762,000","125,043,000","126,398,000","104,230,000","98,484,000","74,899,000","91,142,000","84,062,000",
				GrossAccountsReceivable,"279,305,000","282,113,000","276,430,000","249,606,000",,"250,827,000",,"207,242,000","198,210,000","206,205,000","236,296,000","200,265,000","276,692,000","285,020,000","321,736,000","285,689,000","268,663,000",,"208,580,000","204,525,000","181,007,000","186,702,000","179,851,000","129,488,000","131,078,000","117,928,000","127,997,000","166,130,000","158,555,000","162,735,000","133,040,000","141,451,000","133,321,000","115,160,000","132,645,000","130,698,000","122,484,000","103,696,000","123,120,000","122,036,000","124,024,000","102,073,000","258,434,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-14,018,000","-13,851,000","-17,489,000","-18,237,000",,"-18,320,000",,"-15,065,000","-14,107,000","-14,800,000","-14,873,000","-12,944,000","-13,198,000","-12,617,000","-13,109,000","-12,982,000","-11,856,000",,"-10,469,000","-9,702,000","-8,122,000","-5,511,000","-5,930,000","-4,174,000","-3,646,000","-3,608,000","-3,757,000","-5,115,000","-5,044,000","-5,200,000","-4,382,000","-4,236,000","-3,758,000","-3,424,000","-3,634,000","-3,419,000","-3,130,000","-3,049,000","-3,588,000","-3,587,000","-3,686,000","-2,684,000","-4,893,000",,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,"0",,"16,891,000",,,"0",,"0",,,
