name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"573,513,000,000","596,112,000,000","594,800,000,000","598,250,000,000","584,390,000,000","586,481,000,000","577,230,000,000","569,388,000,000","510,477,000,000","525,064,000,000","525,122,000,000","522,269,000,000","512,922,000,000","491,984,000,000","504,860,000,000","496,829,000,000","499,143,000,000","498,301,000,000","503,073,000,000","499,762,000,000","500,162,000,000","498,264,000,000","514,568,000,000","510,349,000,000","502,777,000,000","496,943,000,000","501,985,000,000","509,987,000,000","520,701,000,000","515,581,000,000","527,190,000,000","529,109,000,000","547,111,000,000","541,329,000,000","540,744,000,000","537,438,000,000","548,880,000,000","548,633,000,000","550,723,000,000","555,383,000,000","554,403,000,000","555,773,000,000","544,257,000,000","616,798,000,000","611,247,000,000","683,443,000,000","871,965,000,000","850,531,000,000","863,697,000,000","847,585,000,000","844,344,000,000","830,412,000,000","819,758,000,000","860,418,000,000","1,022,237,000,000","1,049,876,000,000","1,051,086,000,000","1,060,505,000,000","1,072,105,000,000","1,033,866,000,000","999,747,000,000","979,414,000,000","941,544,000,000","900,670,000,000","879,798,000,000","853,370,000,000","843,397,000,000","828,642,000,000","828,256,000,000","798,660,000,000","776,420,000,000","735,982,000,000","724,154,000,000","678,346,000,000","647,656,000,000","620,612,000,000","591,809,000,000","561,229,000,000","547,295,000,000","524,394,000,000","507,556,000,000","492,982,000,000","468,675,000,000","333,191,000,000","320,800,000,000","306,577,000,000","295,406,000,000","281,214,000,000","279,259,000,000","268,238,000,000","259,786,000,000","255,019,000,000","247,070,000,000","194,398,000,000","183,922,800,000","176,103,200,000","169,383,900,000","163,970,687,000","158,612,100,000","156,235,300,000","151,149,400,000","148,431,002,000","144,649,300,000","142,715,700,000","136,602,000,000","134,136,398,000","130,287,800,000","130,533,700,000","125,352,600,000","114,346,117,000","114,559,500,000","112,746,500,000","110,246,400,000","101,014,800,000","96,732,700,000","94,599,100,000","90,797,500,000","79,835,200,000","81,312,900,000","76,822,800,000","70,612,700,000","69,389,500,000","63,999,700,000","60,672,600,000","59,423,100,000","58,143,100,000","55,224,100,000","48,957,300,000","46,637,300,000","46,142,900,000","37,408,700,000","27,907,700,000","21,022,900,000","15,570,700,000"
TotalLiabilitiesNetMinorityInterest,"515,410,000,000","527,200,000,000","529,141,000,000","531,342,000,000","520,830,000,000","519,282,000,000","512,623,000,000","506,570,000,000","448,634,000,000","457,637,000,000","457,677,000,000","456,164,000,000","450,829,000,000","434,675,000,000","445,683,000,000","435,032,000,000","435,786,000,000","432,593,000,000","430,061,000,000","425,438,000,000","425,495,000,000","421,406,000,000","425,403,000,000","419,812,000,000","413,696,000,000","406,733,000,000","402,366,000,000","405,345,000,000","412,334,000,000","408,309,000,000","418,207,000,000","420,528,000,000","442,718,000,000","440,248,000,000","441,295,000,000","439,283,000,000","448,697,000,000","449,964,000,000","448,150,000,000","449,742,000,000","449,938,000,000","441,444,000,000","448,047,000,000","511,593,000,000","513,800,000,000","569,770,000,000","761,225,000,000","745,884,000,000","760,038,000,000","749,509,000,000","766,649,000,000","768,279,000,000","766,549,000,000","797,692,000,000","939,342,000,000","960,639,000,000","960,449,000,000","954,282,000,000","957,543,000,000","920,146,000,000","888,426,000,000","869,768,000,000","838,911,000,000","806,730,000,000","785,347,000,000","761,743,000,000","748,802,000,000","734,448,000,000","740,415,000,000","713,270,000,000","693,165,000,000","658,255,000,000","643,390,000,000","603,590,000,000","577,501,000,000","550,434,000,000","527,873,000,000","500,546,000,000","486,930,000,000","467,865,000,000","453,327,000,000","439,323,000,000","416,413,000,000","288,995,000,000","277,526,000,000","265,493,000,000","257,372,000,000","245,002,000,000","244,039,000,000","233,582,000,000","225,218,000,000","220,844,000,000","213,783,000,000","166,867,000,000","157,692,100,000","149,973,700,000","144,017,600,000","139,569,560,000","134,345,100,000","132,812,200,000","128,388,400,000","125,986,778,000","123,188,000,000","121,924,700,000","116,139,000,000","113,909,295,000","111,262,300,000","112,106,000,000","108,006,000,000","97,724,456,000","98,159,700,000","96,801,200,000","94,509,400,000","85,590,600,000","82,264,300,000","80,668,100,000","77,355,700,000","66,953,000,000","68,841,400,000","64,711,500,000","58,897,300,000","57,926,100,000","53,037,300,000","50,098,200,000","49,059,800,000","48,238,700,000","45,680,600,000","40,026,900,000","38,060,800,000","37,737,800,000","30,406,200,000","22,147,500,000","16,155,100,000","11,867,300,000"
TotalEquityGrossMinorityInterest,"58,103,000,000","68,912,000,000","65,659,000,000","66,908,000,000","63,560,000,000","67,199,000,000","64,607,000,000","62,818,000,000","61,843,000,000","67,427,000,000","67,445,000,000","66,105,000,000","62,093,000,000","57,309,000,000","59,177,000,000","61,797,000,000","63,357,000,000","65,708,000,000","73,012,000,000","74,324,000,000","74,667,000,000","76,858,000,000","89,165,000,000","90,537,000,000","89,081,000,000","90,210,000,000","99,619,000,000","104,642,000,000","108,367,000,000","107,272,000,000","108,983,000,000","108,581,000,000","104,393,000,000","101,081,000,000","99,449,000,000","98,155,000,000","100,183,000,000","98,669,000,000","102,573,000,000","105,641,000,000","104,465,000,000","114,329,000,000","96,210,000,000","105,205,000,000","97,447,000,000","113,673,000,000","110,740,000,000","104,647,000,000","103,659,000,000","98,076,000,000","77,695,000,000","62,133,000,000","53,209,000,000","62,726,000,000","82,895,000,000","89,237,000,000","90,537,000,000","106,223,000,000","114,462,000,000","113,620,000,000","111,221,000,000","109,455,000,000","102,444,000,000","93,747,000,000","94,262,000,000","91,441,000,000","94,402,000,000","93,998,000,000","87,643,000,000","85,191,000,000","83,062,000,000","77,535,000,000","80,571,000,000","74,564,000,000","69,969,000,000","70,178,000,000","63,936,000,000","60,683,000,000","60,365,000,000","56,529,000,000","54,229,000,000","53,659,000,000","52,262,000,000","44,196,000,000","43,274,000,000","41,084,000,000","38,034,000,000","36,212,000,000","35,220,000,000","34,656,000,000","34,568,000,000","34,175,000,000","33,287,000,000","27,531,000,000","26,230,700,000","26,129,500,000","25,366,300,000","24,401,127,000","24,267,000,000","23,423,100,000","22,761,000,000","22,444,224,000","21,461,300,000","20,791,000,000","20,463,000,000","20,227,103,000","19,025,500,000","18,427,700,000","17,346,600,000","16,621,661,000","16,399,800,000","15,945,300,000","15,737,000,000","15,424,200,000","14,468,400,000","13,931,000,000","13,441,800,000","12,882,200,000","12,471,500,000","12,111,300,000","11,715,400,000","11,463,400,000","10,962,400,000","10,574,400,000","10,363,300,000","9,904,400,000","9,543,500,000","8,930,400,000","8,576,500,000","8,405,100,000","7,002,500,000","5,760,200,000","4,867,800,000","3,703,400,000"
	StockholdersEquity,"55,944,000,000","65,956,000,000","64,863,000,000","66,083,000,000","62,679,000,000","66,362,000,000","64,108,000,000","62,234,000,000","60,173,000,000","65,675,000,000","65,603,000,000","64,539,000,000","60,787,000,000","56,361,000,000","58,586,000,000","61,186,000,000","62,792,000,000","65,171,000,000","72,468,000,000","73,732,000,000","74,069,000,000","76,300,000,000","88,663,000,000","89,946,000,000","88,518,000,000","89,658,000,000","98,999,000,000","104,258,000,000","107,979,000,000","106,898,000,000","108,581,000,000","108,161,000,000","103,833,000,000","100,470,000,000","98,793,000,000","97,463,000,000","99,520,000,000","98,002,000,000","101,666,000,000","104,709,000,000","103,451,000,000","104,951,000,000","86,031,000,000","92,681,000,000","85,026,000,000","85,319,000,000","80,842,000,000","75,470,000,000","75,001,000,000","69,824,000,000","72,712,000,000","57,958,000,000","45,759,000,000","52,710,000,000","71,182,000,000","78,088,000,000","79,703,000,000","95,801,000,000","104,067,000,000","104,330,000,000","103,055,000,000","101,677,000,000","96,154,000,000","87,709,000,000","88,390,000,000","86,317,000,000","89,282,000,000","88,879,000,000","82,683,000,000","80,607,000,000","78,903,000,000","73,577,000,000","76,779,000,000","71,253,000,000","68,170,000,000","68,355,000,000","62,257,000,000","59,103,000,000","58,783,000,000","54,963,000,000","52,675,000,000","52,150,000,000","50,786,000,000","42,655,000,000","41,752,000,000","39,619,000,000","36,571,000,000","34,805,000,000","33,838,000,000","33,306,000,000","32,300,000,000","31,872,000,000","30,967,000,000","27,131,000,000","25,830,700,000","25,729,500,000","24,966,300,000","24,001,127,000","23,867,000,000","23,023,100,000","22,361,000,000","22,044,224,000","21,061,300,000","20,391,000,000","20,063,000,000","19,827,103,000","18,725,500,000","18,127,700,000","17,046,600,000","16,421,661,000","16,199,800,000","15,745,300,000","15,537,000,000","15,224,200,000","14,368,400,000","13,831,000,000","13,341,800,000","12,782,200,000","12,471,500,000","12,111,300,000","11,715,400,000","11,463,400,000","10,962,400,000","10,574,400,000","10,363,300,000","9,904,400,000","9,543,500,000","8,930,400,000","8,576,500,000","8,405,100,000","7,002,500,000","5,760,200,000","4,867,800,000","3,703,400,000"
		CapitalStock,"86,871,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","5,251,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,764,000,000","4,761,000,000","4,508,000,000","72,351,000,000","72,337,000,000","72,337,000,000","72,337,000,000","70,138,000,000","68,014,000,000","372,000,000","7,391,000,000","7,390,000,000","7,370,000,000","7,370,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,876,000,000","6,870,000,000","6,189,000,000","6,189,000,000","6,189,000,000","6,189,000,000","4,152,000,000","4,152,000,000","4,152,000,000","4,152,000,000","3,334,000,000","3,334,000,000","2,847,000,000",,,,"1,897,804,000",,,,"1,265,210,000",,,,"1,265,210,000",,,,"843,477,000",,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000","485,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","71,983,000,000","71,983,000,000","71,983,000,000","71,983,000,000","69,784,000,000","67,646,000,000","4,000,000","21,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"86,871,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,766,000,000","4,764,000,000","4,761,000,000","4,508,000,000","368,000,000","354,000,000","354,000,000","354,000,000","354,000,000","368,000,000","368,000,000","7,370,000,000","7,370,000,000","7,370,000,000","7,370,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,878,000,000","6,876,000,000","6,870,000,000","6,189,000,000","6,189,000,000","6,189,000,000","6,189,000,000","4,152,000,000","4,152,000,000","4,152,000,000","4,152,000,000","3,334,000,000","3,334,000,000","2,847,000,000",,,,"1,897,804,000",,,,"1,265,210,000",,,,"1,265,210,000",,,,"843,477,000",,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"81,620,000,000","81,851,000,000","81,327,000,000","81,322,000,000","81,253,000,000","81,418,000,000","81,368,000,000","81,294,000,000","81,188,000,000","81,345,000,000","81,287,000,000","81,211,000,000","81,148,000,000","81,268,000,000","81,008,000,000","80,924,000,000","80,841,000,000","81,078,000,000","80,976,000,000","80,913,000,000","80,846,000,000","81,064,000,000","81,281,000,000","81,232,000,000","81,415,000,000","81,510,000,000","81,435,000,000","81,330,000,000","81,303,000,000","80,958,000,000","80,904,000,000","80,967,000,000","80,975,000,000","80,899,000,000","80,497,000,000","80,468,000,000","80,456,000,000","80,410,000,000","81,768,000,000","81,764,000,000","81,772,000,000","81,787,000,000","81,776,000,000","81,056,000,000","77,697,000,000","9,683,000,000","5,864,000,000","6,297,000,000","6,356,000,000","6,358,000,000","14,664,000,000","80,259,000,000","72,316,000,000","72,466,000,000","32,501,000,000","9,446,000,000","2,938,000,000","2,848,000,000","2,818,000,000","2,708,000,000","2,674,000,000","2,590,000,000","2,572,000,000","2,533,000,000","2,513,000,000","2,339,000,000","2,249,000,000","2,069,000,000","1,991,000,000","1,954,000,000","575,000,000","565,000,000","567,000,000","568,000,000","583,000,000","592,000,000","599,000,000","607,000,000","639,000,000","670,000,000","691,000,000","669,000,000","559,000,000","2,564,000,000","2,618,000,000","2,668,000,000","1,981,000,000","2,037,000,000","2,054,000,000","2,080,000,000","2,077,000,000","2,075,000,000","2,008,000,000","85,000,000",,,,"105,689,000",,,,"127,415,000",,,,"131,828,000",,,,"565,410,000",,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"27,764,000,000","23,785,000,000","20,320,000,000","18,935,000,000","19,121,000,000","15,504,000,000","15,838,000,000","15,847,000,000","24,062,000,000","23,084,000,000","22,439,000,000","22,077,000,000","21,259,000,000","20,884,000,000","21,749,000,000","23,318,000,000","22,671,000,000","21,457,000,000","28,389,000,000","30,420,000,000","29,591,000,000","28,711,000,000","32,077,000,000","31,951,000,000","30,396,000,000","30,943,000,000","33,122,000,000","33,707,000,000","32,073,000,000","29,775,000,000","29,300,000,000","27,286,000,000","24,393,000,000","22,965,000,000","21,136,000,000","19,113,000,000","16,382,000,000","14,176,000,000","18,170,000,000","16,314,000,000","13,982,000,000","14,332,000,000","-5,466,000,000","-1,357,000,000","-3,202,000,000","-3,466,000,000","-14,486,000,000","-12,120,000,000","-9,871,000,000","-11,491,000,000","-2,618,000,000","-3,073,000,000","-16,706,000,000","-12,368,000,000","49,291,000,000","73,743,000,000","79,732,000,000","89,029,000,000","94,830,000,000","92,251,000,000","88,493,000,000","84,996,000,000","81,987,000,000","78,192,000,000","75,433,000,000","72,330,000,000","73,246,000,000","71,428,000,000","67,752,000,000","64,393,000,000","68,456,000,000","66,138,000,000","63,446,000,000","60,960,000,000","58,422,000,000","56,255,000,000","54,101,000,000","52,270,000,000","52,497,000,000","50,779,000,000","49,088,000,000","47,218,000,000","45,463,000,000","37,289,000,000","35,749,000,000","34,304,000,000","32,893,000,000","33,638,000,000","32,309,000,000","31,040,000,000","29,806,000,000","29,442,000,000","28,235,000,000","25,513,000,000","24,566,100,000","24,645,100,000","23,755,600,000","22,920,991,000","22,089,200,000","21,934,600,000","21,154,900,000","20,420,881,000","19,697,600,000","19,013,100,000","18,328,700,000","17,697,739,000","17,064,300,000","16,474,200,000","15,876,800,000","15,340,928,000","14,799,600,000","14,293,400,000","13,775,400,000","13,301,500,000","12,823,200,000","12,403,900,000","11,952,100,000","11,486,600,000","11,044,300,000","10,730,500,000","10,332,300,000","9,946,300,000","9,574,800,000","9,226,300,000","8,850,600,000","8,500,300,000","8,144,200,000","7,832,700,000","7,487,100,000","7,153,700,000","5,906,600,000","4,755,700,000","3,763,700,000","3,015,600,000"
		TreasuryStock,"52,791,000,000","51,618,000,000","50,641,000,000","49,634,000,000","49,412,000,000","49,322,000,000","49,327,000,000","49,327,000,000","49,334,000,000","48,987,000,000","48,989,000,000","48,991,000,000","48,999,000,000","49,144,000,000","48,401,000,000","48,052,000,000","47,706,000,000","47,595,000,000","47,602,000,000","47,329,000,000","44,915,000,000","41,471,000,000","38,518,000,000","36,262,000,000","33,584,000,000","30,098,000,000","26,881,000,000","23,165,000,000","20,820,000,000","19,218,000,000","17,720,000,000","16,369,000,000","15,386,000,000","14,520,000,000","14,115,000,000","13,923,000,000","13,923,000,000","13,924,000,000","13,925,000,000","5,926,000,000","3,942,000,000","942,000,000","872,000,000","872,000,000","873,000,000","873,000,000","873,000,000","873,000,000","874,000,000","874,000,000","8,273,000,000","8,314,000,000","8,382,000,000","8,450,000,000","8,500,000,000","8,568,000,000","8,395,000,000","6,685,000,000","5,378,000,000","3,358,000,000","1,993,000,000","1,897,000,000","2,027,000,000","2,095,000,000","2,143,000,000","2,197,000,000","2,266,000,000","2,301,000,000","2,312,000,000","2,211,000,000","1,706,000,000","1,644,000,000","1,427,000,000","1,397,000,000","1,424,000,000","1,367,000,000","1,394,000,000","1,343,000,000","1,407,000,000","1,300,000,000","1,154,000,000","888,000,000","912,000,000","1,531,000,000","1,548,000,000","1,406,000,000","2,456,000,000","2,567,000,000","2,634,000,000","1,863,000,000","1,882,000,000","1,850,000,000","1,771,000,000","1,108,000,000",,,,"1,095,498,000",,,,"654,382,000",,,,"206,666,000",,,,"224,636,000",,,,,,,,,,,,,,,,,,,,,,,,
