name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
OperatingCashFlow,"531,806,000","72,922,000","111,002,000","107,670,000","240,212,000","198,431,000","470,039,000","-82,930,000","467,016,000","1,785,744,000","189,328,000","-1,455,503,000","861,743,000","164,164,000","-291,006,000","-219,810,000","-174,223,000","5,324,000","-9,356,000","-48,650,000","28,415,000","161,752,000","-299,092,000","-359,918,000","-89,985,000","22,702,000","-22,884,000","18,520,000","37,593,000","35,714,000","40,200,000","86,288,000","-11,277,000","36,749,000","-884,498,000","620,680,000","-218,698,000","671,666,000","-340,077,000","-395,597,000","-131,647,000","-153,024,000","-136,989,000","-796,385,000","-305,310,000","419,362,000","225,828,000","-375,543,000","-392,338,000","138,131,000","-134,717,000","21,811,000","-130,709,000","102,705,000","-166,941,000","-2,539,000","-86,651,000","-59,558,000","-26,018,000","63,061,000","46,745,000","15,555,000","-34,471,000","-42,559,000","14,156,000","-16,528,000","11,385,000","18,895,000","-39,751,000","51,319,000","-35,404,000","-12,877,000","19,285,000","12,817,000","19,682,000","77,166,000","-37,092,000","-4,579,000","-35,629,000","-37,713,000","10,229,000","-313,000","4,041,000","6,082,000","1,065,000","1,226,000","-1,444,000","-129,000"
	CashFlowFromContinuingOperatingActivities,"531,806,000","72,922,000","111,002,000","107,670,000","240,212,000","198,431,000","470,039,000","-82,930,000","467,016,000","1,785,744,000","189,328,000","-1,455,503,000","861,743,000","164,164,000","-291,006,000","-219,810,000","-174,223,000","5,324,000","-9,356,000","-48,650,000","28,415,000","161,752,000","-299,092,000","-359,918,000","-89,985,000","22,702,000","-22,884,000","18,520,000","37,593,000","35,714,000","40,212,000","86,287,000","-11,282,000","36,743,000","-884,504,000","620,677,000","-218,701,000","671,665,000","-340,074,000","-395,646,000","-131,648,000","-153,031,000","-136,986,000","-796,379,000","-305,348,000","419,420,000","225,848,000","-375,540,000","-392,286,000","138,184,000","-134,665,000","21,863,000","-130,627,000","102,705,000","-166,941,000","-2,539,000","-86,651,000","-59,558,000","-26,018,000","63,061,000","46,745,000","15,555,000","-34,471,000","-42,559,000","14,156,000","-16,528,000","11,385,000","18,895,000","-39,751,000","51,319,000","-35,404,000","-12,877,000","19,285,000","12,817,000","19,682,000","77,166,000","-37,092,000","-4,579,000","-35,629,000","-37,713,000","10,229,000","-313,000","4,041,000","6,082,000","1,065,000","1,226,000","-1,444,000","-129,000"
		NetIncomeFromContinuingOperations,"221,651,000","39,650,000","65,130,000","43,390,000","73,481,000","71,938,000","60,176,000","57,116,000","-34,316,000","-16,687,000","73,917,000","88,141,000","77,969,000","82,839,000","71,891,000","85,552,000","71,436,000","71,945,000","44,742,000","58,684,000","51,095,000","42,542,000","48,386,000","42,725,000","38,880,000","25,128,000","34,753,000","37,114,000","37,937,000","35,050,000","37,841,000","36,832,000","33,418,000","28,261,000","30,356,000","33,474,000","24,072,000","33,144,000","31,435,000","32,570,000","29,623,000","27,081,000","25,745,000","21,710,000","16,708,000","11,939,000","12,076,000","9,531,000","8,116,000","7,600,000","6,427,000","5,353,000","6,482,000","6,125,000","3,487,000","7,829,000","5,684,000","7,882,000","5,353,000","8,242,000","8,205,000","7,622,000","8,070,000","7,870,000","6,341,000","6,643,000","7,745,000","7,584,000","6,587,000","5,276,000","6,027,000","5,236,000","4,360,000","3,937,000","3,614,000","3,332,000","3,857,000","3,031,000","1,872,000","2,094,000","1,819,000","1,558,000","2,106,000","2,047,000","1,166,000","537,000","-5,960,000","-3,000,000"
		OperatingGainsLosses,,,"0","1,185,000","3,070,000","-5,572,000","-6,761,000","-25,242,000","-39,023,000","13,000,000","7,757,000","6,011,000","5,986,000","505,000","-14,687,000","-1,466,000","22,937,000","9,150,000","7,188,000","912,000","-895,000","988,000","-1,212,000","-1,319,000","-21,000","33,000","45,000","110,000",,,"-1,000","-112,000","-845,000","136,000","-441,000","-51,000","-387,000","-52,000","739,637,000","-410,712,000","-154,091,000","-175,751,000","-169,397,000","-716,358,000","-382,945,000","382,745,000","206,472,000","-402,518,000","-405,678,000","101,112,000","-129,665,000","-5,553,000",,,,,,,,,,,,,"-2,150,000","-1,623,000",,,,"-1,765,000",,,,,"20,000","0","-345,000","-341,000",,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,"0","17,747,000","4,692,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000","0","-345,000","-341,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"77,943,000","10,604,000","27,463,000","18,412,000","21,464,000","26,067,000","23,209,000","20,396,000","18,198,000","13,122,000","11,513,000","9,816,000","8,146,000","7,792,000","7,246,000","8,562,000","7,974,000","8,240,000","8,247,000","7,278,000","6,130,000","6,216,000","5,635,000","5,733,000","5,322,000","5,124,000","4,265,000","3,941,000","4,229,000","4,060,000","4,215,000","3,890,000","3,681,000","3,012,000","3,256,000","5,730,000","1,269,000","1,225,000","1,213,000","1,191,000","1,192,000","1,186,000","1,250,000","1,292,000","1,353,000","1,469,000","1,549,000","1,476,000","-2,428,000","6,224,000","1,873,000","1,859,000","1,029,000","3,058,000","1,904,000","1,812,000","1,999,000","1,951,000","1,908,000","1,967,000","1,866,000","1,850,000","1,868,000","1,755,000","1,742,000","1,438,000","-1,101,000","1,021,000","992,000","1,073,000","1,106,000","1,234,000","1,838,000","1,770,000","2,067,000","3,573,000","2,949,000","2,341,000","3,118,000","412,000","426,000","461,000","499,000","486,000","475,000","462,000","271,000","515,000"
			DepreciationAndAmortization,"77,943,000","10,604,000","27,463,000","18,412,000","21,464,000","26,067,000","23,209,000","20,396,000","18,198,000","13,122,000","11,513,000","9,816,000","8,146,000","7,792,000","7,246,000","8,562,000","7,974,000","8,240,000","8,247,000","7,278,000","6,130,000","6,216,000","5,635,000","5,733,000","5,322,000","5,124,000","4,265,000","3,941,000","4,229,000","4,060,000","4,215,000","3,890,000","3,681,000","3,012,000","3,256,000","5,730,000","1,269,000","1,225,000","1,213,000","1,191,000","1,192,000","1,186,000","1,250,000","1,292,000","1,353,000","1,469,000","1,549,000","1,476,000","-2,428,000","6,224,000","1,873,000","1,859,000","1,029,000","3,058,000","1,904,000","1,812,000","1,999,000","1,951,000","1,908,000","1,967,000","1,866,000","1,850,000","1,868,000","1,755,000","1,742,000","1,438,000","-1,101,000","1,021,000","992,000","1,073,000","1,106,000","1,234,000","1,838,000","1,770,000","2,067,000","3,573,000","2,949,000","2,341,000","3,118,000","412,000","426,000","461,000","499,000","486,000","475,000","462,000","271,000","515,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,135,000","2,512,000","1,740,000","1,521,000","-5,739,000","580,000","456,000","1,160,000","-5,287,000",,,"115,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,135,000","2,512,000","1,740,000","1,521,000","-5,739,000","580,000","456,000","1,160,000","-5,287,000",,,"115,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-1,000","1,000","3,000","5,000","7,000","7,000","7,000","7,000","10,000","14,000","15,000","17,000","21,000","25,000","29,000","35,000","36,000","39,000","46,000","54,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,"-2,557,000","2,588,000","2,841,000","2,931,000","0","-2,066,000","0","-757,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"30,546,000","5,588,000","8,134,000","8,388,000","8,436,000","6,368,000","5,377,000","5,035,000","3,660,000","3,369,000","4,631,000","4,028,000","4,457,000","4,488,000","1,305,000","4,436,000","5,226,000","5,971,000","6,998,000","6,067,000","4,395,000","4,559,000","7,403,000","2,450,000","3,266,000","459,000","3,018,000","2,645,000","4,284,000","2,357,000","2,887,000","4,457,000","2,578,000","4,655,000","6,489,000","3,214,000","9,306,000","1,944,000","2,132,000","6,333,000","1,601,000","1,952,000","1,538,000","1,617,000","2,051,000","2,134,000","1,839,000","1,765,000","1,594,000","1,572,000","1,565,000","1,505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","0","0","-685,000","-775,000","-444,000","-109,000","-365,000","-355,000","-474,000","-305,000","1,779,000","-1,960,000","-974,000","-1,774,000","-3,196,000","-1,454,000","-1,305,000","2,528,000","-11,477,000","-9,010,000","1,114,000","-2,824,000","-1,753,000","-1,076,000","-849,000","-2,153,000","-2,291,000","36,000","658,000","444,000","220,000","-598,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
