name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"4,226,248,000","4,082,145,000","3,912,303,000","3,638,558,000","3,487,145,000","2,270,542,000","2,104,010,000","1,846,422,000","1,541,709,000","1,470,234,000","897,305,000","820,825,000","628,132,000","464,997,000","428,358,000","381,668,000","360,480,000","371,897,000","225,502,000","184,996,000","179,078,000"
	CurrentAssets,"3,102,787,000","3,054,507,000","2,961,781,000","2,799,232,000","2,749,391,000","1,697,640,000","1,533,095,000","1,276,286,000","968,604,000","925,663,000","686,891,000","649,951,000","520,368,000","432,935,000","397,796,000","353,780,000","336,811,000","344,917,000","197,511,000","164,904,000","165,220,000"
		CashCashEquivalentsAndShortTermInvestments,"2,235,092,000","2,146,043,000","2,179,745,000","2,083,273,000","2,077,514,000","1,092,815,000","1,047,478,000","885,825,000","588,294,000","515,479,000","387,495,000","386,496,000","263,901,000","197,710,000","179,727,000","174,167,000","160,750,000","177,250,000","66,918,000","70,169,000","34,562,000"
			CashAndCashEquivalents,"2,235,092,000","2,146,043,000","2,179,745,000","2,083,273,000","2,077,514,000","1,092,815,000","1,047,478,000","885,825,000","588,294,000","515,479,000","385,999,000","375,509,000","236,500,000","155,564,000","137,670,000","174,167,000","160,750,000","177,250,000","66,918,000","70,169,000","34,562,000"
				CashFinancial,,,,,,,,,,,,,,,,,"160,750,000","177,250,000","66,918,000","70,169,000","34,562,000"
			OtherShortTermInvestments,,,,,,,,,,"0","1,496,000","10,987,000","27,401,000","42,146,000","42,057,000",,,,,,
		Receivables,"675,705,000","752,393,000","595,911,000","587,481,000","496,173,000","523,852,000","391,277,000","306,719,000","295,361,000","332,673,000","196,044,000","204,037,000","174,195,000","183,078,000","133,895,000","123,612,000","106,094,000","120,553,000","84,993,000","56,340,000","79,473,000"
			AccountsReceivable,"675,705,000","752,393,000","595,911,000","587,481,000","496,173,000","523,852,000","391,277,000","306,719,000","295,361,000","332,673,000","196,044,000","204,037,000","174,195,000","183,078,000","133,895,000","123,612,000","106,094,000","120,553,000","84,840,000","56,340,000","79,325,000"
				GrossAccountsReceivable,"711,043,000","809,220,000","621,542,000","611,936,000","524,429,000","565,088,000","408,420,000","325,841,000","314,580,000","360,194,000","209,149,000","218,296,000","185,971,000","204,975,000","146,156,000","134,564,000","115,851,000","138,292,000","100,059,000","70,952,000","95,538,000"
				AllowanceForDoubtfulAccountsReceivable,"-35,338,000","-56,827,000","-25,631,000","-24,455,000","-28,256,000","-41,236,000","-17,143,000","-19,122,000","-19,219,000","-27,521,000","-13,105,000","-14,259,000","-11,776,000","-21,897,000","-12,261,000","-10,952,000","-9,757,000","-17,739,000","-15,219,000","-14,612,000","-16,213,000"
