name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,04/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,04/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,04/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,04/30/2018,12/31/2017,09/30/2017,07/31/2017,04/30/2017,12/31/2016,09/30/2016,07/31/2016,04/30/2016,12/31/2015,09/30/2015,07/31/2015,04/30/2015,12/31/2014,09/30/2014,06/30/2014,04/30/2014,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalAssets,"2,264,233,000","2,206,782,000","2,242,680,000","2,209,147,000","2,275,566,000","2,275,566,000","2,277,391,000","2,321,559,000","2,296,549,000","2,314,215,000","2,314,215,000","2,275,609,000","2,334,546,000","2,291,964,000","2,359,496,000","2,359,496,000","1,971,912,000","2,054,041,000","2,010,812,000","2,016,937,000","2,055,797,000","2,033,774,000","2,198,535,000","2,180,615,000","1,930,336,000","1,993,879,000","1,923,863,000","1,920,784,000","1,925,448,000","1,966,353,000","1,932,992,000","1,915,795,000","1,932,282,000","1,991,269,000","1,989,234,000","1,972,447,000","797,689,000","792,291,000","789,667,000","794,561,000","784,013,000","784,346,000","763,473,000","788,488,000","796,126,000","783,094,000","751,396,000","763,498,000","773,970,000","756,330,000","753,481,000","765,838,000","765,592,000","745,154,000","723,932,000","739,390,000","633,810,000","627,840,000","610,137,000","598,072,000","597,922,000","575,132,000","487,499,000","495,799,000","494,605,000","489,600,000","378,597,000","378,872,000","378,101,000","377,402,000","384,457,000","381,240,000","379,401,000","387,003,000","392,511,000","415,807,000","427,167,000","477,427,000","556,306,000","567,284,000","687,354,000","695,091,000","746,540,000","797,129,000","818,958,000","815,369,000","810,845,000","814,466,000","823,177,000","580,889,000","570,573,000","579,635,139"
	CurrentAssets,"1,031,891,000","957,193,000","1,007,230,000","992,920,000","1,039,004,000","1,039,004,000","1,014,740,000","1,095,502,000","1,058,675,000","1,048,256,000","1,048,256,000","996,682,000","1,048,543,000","998,496,000","1,052,823,000","1,052,823,000","1,001,096,000","1,028,763,000","985,773,000","985,166,000","1,004,286,000","1,015,555,000","960,468,000","944,666,000","893,484,000","939,748,000","895,395,000","896,032,000","883,587,000","930,345,000","891,120,000","919,319,000","913,399,000","971,488,000","941,163,000","918,911,000","218,923,000","212,173,000","206,169,000","213,002,000","225,454,000","226,105,000","209,637,000","246,259,000","255,104,000","245,382,000","212,916,000","219,204,000","219,027,000","201,866,000","196,195,000","208,623,000","218,343,000","208,083,000","186,559,000","204,320,000","229,013,000","228,690,000","212,278,000","213,990,000","229,495,000","211,269,000","185,195,000","195,149,000","196,703,000","186,598,000","167,695,000","172,557,000","171,667,000","169,663,000","171,448,000","169,497,000","165,484,000","166,987,000","170,384,000","192,269,000","198,739,000","239,445,000","315,140,000","278,147,000","299,811,000","300,112,000","297,244,000","338,718,000","352,081,000","338,958,000","327,538,000","383,790,000","382,525,000","270,978,000","256,780,000","269,193,748"
		CashCashEquivalentsAndShortTermInvestments,"16,330,000","10,666,000","24,645,000","24,136,000","23,292,000","23,292,000","19,903,000","26,903,000","34,645,000","21,255,000","21,255,000","24,172,000","23,436,000","19,949,000","21,360,000","21,360,000","18,585,000","20,673,000","15,913,000","17,167,000","15,667,000","13,154,000","22,726,000","19,516,000","24,351,000","26,398,000","23,816,000","28,687,000","22,719,000","8,510,000","13,085,000","8,475,000","6,443,000","8,048,000","6,420,000","15,064,000","5,545,000","4,163,000","6,097,000","8,960,000","7,491,000","6,093,000","26,476,000","55,059,000","62,080,000","37,713,000","43,824,000","25,267,000","25,124,000","6,441,000","9,170,000","7,180,000","6,746,000","7,802,000","6,519,000","9,650,000","28,477,000","30,616,000","19,867,000","11,396,000","12,308,000","14,690,000","12,063,000","13,160,000","10,221,000","9,918,000","7,655,000","11,782,000","13,494,000","13,367,000","14,880,000","14,576,000","13,450,000","12,236,000","12,679,000","20,739,000","16,743,000","20,257,000","25,011,000","20,947,000","19,377,000","8,911,000","24,273,000","23,014,000","47,211,000","38,972,000","49,539,000","84,805,000","89,462,000","69,055,000","57,050,000","62,626,063"
			CashAndCashEquivalents,"16,330,000","10,666,000","24,645,000","24,136,000","23,292,000","23,292,000","19,903,000","26,903,000","34,645,000","21,255,000","21,255,000","24,172,000","23,436,000","19,949,000","21,360,000","21,360,000","18,585,000","20,673,000","15,913,000","17,167,000","15,667,000","13,154,000","22,726,000","19,516,000","24,351,000","26,398,000","23,816,000","28,687,000","22,719,000","8,510,000","13,085,000","8,475,000","6,443,000","8,048,000","6,420,000","15,064,000","5,545,000","4,163,000","6,097,000","8,960,000","7,491,000","6,093,000","26,476,000","55,059,000","62,080,000","37,713,000","43,824,000","25,267,000","25,124,000","6,441,000","9,170,000","7,180,000","6,746,000","7,802,000","6,519,000","9,650,000","28,477,000","30,616,000","19,867,000","11,396,000","12,308,000","14,690,000","12,063,000","13,160,000","10,221,000","9,918,000","7,655,000","11,782,000","13,494,000","13,367,000","14,880,000","14,576,000","13,450,000","12,236,000","12,679,000","19,083,000","15,121,000","18,492,000","23,306,000","19,041,000","17,673,000","7,346,000","13,903,000","12,622,000","32,004,000","24,499,000","27,561,000","64,025,000","69,632,000","48,071,000","36,422,000","42,821,749"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,656,000","1,622,000","1,765,000","1,705,000","1,906,000","1,704,000","1,565,000","10,370,000","10,392,000","15,207,000","14,473,000","21,978,000","20,780,000","19,830,000","20,984,000","20,628,000","19,804,314"
		Receivables,"395,467,000","361,686,000","372,029,000","370,669,000","346,725,000","346,725,000","357,564,000","387,114,000","374,394,000","417,684,000","417,684,000","345,320,000","374,287,000","362,605,000","376,708,000","376,708,000","346,260,000","363,951,000","355,050,000","330,254,000","344,057,000","370,482,000","349,279,000","342,364,000","291,568,000","321,989,000","306,418,000","304,754,000","317,183,000","320,019,000","298,034,000","312,521,000","282,697,000","305,433,000","334,440,000","311,188,000","59,207,000","60,087,000","60,979,000","50,267,000","59,719,000","61,253,000","58,637,000","56,764,000","60,026,000","62,228,000","56,344,000","48,941,000","54,848,000","53,639,000","54,529,000","52,020,000","53,673,000","53,413,000","51,470,000","46,811,000","54,479,000","58,976,000","59,885,000","53,196,000","57,164,000","48,221,000","45,347,000","43,862,000","47,369,000","50,833,000","45,280,000","41,075,000","42,468,000","45,785,000","43,445,000","40,859,000","41,956,000","41,749,000","39,952,000","46,900,000","52,283,000","55,335,000","70,747,000","74,905,000","83,513,000","83,783,000","84,533,000","96,142,000","100,878,000","96,509,000","82,671,000","89,042,000","93,130,000","84,610,000","83,998,000","87,599,704"
			AccountsReceivable,"395,467,000","328,093,000","372,029,000","370,669,000","346,725,000","346,725,000","337,276,000","387,114,000","374,394,000","417,684,000","417,684,000","320,958,000","374,287,000","362,605,000","376,708,000","376,708,000","314,791,000","329,696,000","322,710,000","304,194,000","312,214,000","370,482,000","349,279,000","342,364,000","252,778,000","321,989,000","306,418,000","304,754,000","282,153,000","320,019,000","298,034,000","312,521,000","265,976,000","305,433,000","334,440,000","311,188,000","59,207,000","60,087,000","60,979,000","50,267,000","59,719,000","61,253,000","58,637,000","56,764,000","60,026,000","62,228,000","56,344,000","48,941,000","54,848,000","53,639,000","54,529,000","52,020,000","53,673,000","53,413,000","51,470,000","46,811,000","54,479,000","58,976,000","59,885,000","53,196,000","57,164,000","48,221,000","45,347,000","43,862,000","47,369,000","50,833,000","45,280,000","41,075,000","42,468,000","45,785,000","43,445,000","40,859,000","41,956,000","41,749,000","39,952,000","46,900,000","52,283,000","55,335,000","70,747,000","74,905,000","83,513,000","83,783,000","84,533,000","96,142,000","100,878,000","96,509,000","82,671,000","89,042,000",,,,"87,599,704"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,179,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"1,915,000",,,,,"2,565,000",,,,,"3,363,000",,,,,"3,130,000","2,848,000","3,069,000","2,686,000","2,555,000",,,,"3,219,000",,,,"2,385,000",,,,"1,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
