name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003
TotalAssets,"36,680,542,000","36,369,560,000","35,847,646,000","36,151,220,000","35,542,491,000","36,076,291,000","35,435,333,000","33,862,638,000","33,113,300,000","23,068,131,000","23,172,765,000","23,430,091,000","23,342,067,000","23,766,695,000","21,462,110,000","21,411,423,000","21,581,917,000","21,404,345,000","21,232,498,000","12,579,571,000","12,329,548,000","12,192,585,000","12,299,035,000","11,292,375,000","11,421,975,000","11,451,267,000","9,501,013,000","9,586,009,000","9,408,426,000","9,526,784,000","9,722,007,000","9,910,231,000","9,805,394,000","9,685,745,000","9,426,041,000","9,184,859,000","8,971,492,000","8,819,214,000","8,512,598,000","6,717,113,000","6,418,061,000","6,098,566,000","5,826,412,000","5,658,405,000","5,537,345,000","5,329,483,000","5,170,899,000","4,501,032,000","4,147,586,000","3,745,059,000","3,532,418,000","3,444,708,000","3,351,613,000","3,279,669,000","3,158,885,000","3,070,850,000","2,895,036,000","2,809,464,000","2,576,119,000","2,393,476,000","2,333,791,000","2,186,219,000","1,971,762,000","1,713,857,000","1,574,041,000","1,529,170,000","1,454,222,000","1,368,256,000","1,099,727,000","1,013,287,000","822,189,000","1,022,826,000","479,698,000"
	CurrentAssets,"932,541,000","814,419,000","726,418,000","750,568,000","878,236,000","711,612,000","1,556,811,000","1,058,905,000","774,179,000","625,252,000","1,279,429,000","354,474,000","451,888,000","434,843,000","363,019,000","309,319,000","380,735,000","429,066,000","601,639,000","358,646,000","276,957,000","282,071,000","312,142,000","439,709,000","376,276,000","432,599,000","366,953,000","367,270,000","243,925,000","309,278,000","190,977,000","282,199,000","319,587,000","278,333,000","300,305,000","223,084,000","264,010,000","268,617,000","523,675,000","424,357,000","378,572,000","378,026,000","361,204,000","329,890,000","327,068,000","272,123,000","328,258,000","559,791,000","260,532,000","263,956,000","221,014,000","232,334,000","227,772,000","212,399,000","184,696,000","148,778,000",,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"157,964,000","142,698,000","116,002,000","120,482,000","221,140,000","108,501,000","971,305,000","505,174,000","246,480,000","89,817,000","7,190,000","33,536,000","123,879,000","126,700,000","46,242,000","17,589,000","22,370,000","51,000","192,578,000","22,383,000","14,950,000","10,528,000","36,445,000","33,241,000","31,134,000","57,053,000","22,998,000","59,152,000","37,329,000","41,321,000","36,528,000","80,926,000","70,242,000","56,808,000","55,118,000","24,260,000","42,130,000","56,281,000","76,115,000","47,777,000","26,243,000","40,631,000","38,732,000","27,900,000","44,368,000","11,719,000","66,493,000","342,623,000","50,809,000","72,320,000","41,152,000","69,316,000","78,936,000","73,334,000","41,978,000","19,764,000","42,737,000","39,873,000","58,773,000","48,014,000","46,999,000","22,261,000","27,650,000","13,408,000","25,179,000","10,930,000","7,070,000","3,982,000","2,875,000","4,557,000","2,629,000",,"5,174,000"
			CashAndCashEquivalents,"157,964,000","142,698,000","116,002,000","120,482,000","221,140,000","108,501,000","971,305,000","505,174,000","246,480,000","89,817,000","7,190,000","33,536,000","123,879,000","126,700,000","46,242,000","17,589,000","22,370,000","51,000","192,578,000","22,383,000","14,950,000","10,528,000","36,445,000","33,241,000","31,134,000","57,053,000","22,998,000","59,152,000","37,329,000","41,321,000","36,528,000","80,926,000","70,242,000","56,808,000","55,118,000","24,260,000","42,130,000","56,281,000","76,115,000","47,777,000","26,243,000","40,631,000","38,732,000","27,900,000","44,368,000","11,719,000","66,493,000","342,623,000","50,809,000","72,320,000","41,152,000","69,316,000","78,936,000","73,334,000","41,978,000","19,764,000","34,367,000","31,352,000","49,182,000","48,014,000","46,999,000","22,261,000","27,650,000","13,408,000","25,179,000","10,930,000","7,070,000","3,982,000","2,875,000","4,557,000","2,629,000",,"5,174,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,370,000","8,521,000","9,591,000",,,,,,,,,,,,,,
		Receivables,"774,577,000","671,721,000","610,416,000","630,086,000","657,096,000","603,111,000","585,506,000","542,750,000","527,699,000","305,501,000","304,712,000","320,938,000","328,009,000","299,621,000","308,709,000","282,287,000","309,328,000","276,347,000","258,490,000","229,450,000","195,406,000","203,938,000","208,097,000","165,867,000","180,456,000","177,398,000","157,994,000","126,734,000","112,995,000","135,931,000","140,463,000","161,495,000","181,433,000","181,163,000","191,715,000","159,847,000","177,951,000","168,286,000","146,025,000","96,609,000","91,132,000","90,580,000","90,647,000","83,672,000","78,992,000","70,337,000","83,309,000","52,174,000","54,090,000","46,086,000","45,404,000","40,195,000","37,923,000","39,108,000","53,809,000","47,469,000","119,083,000","108,079,000","87,639,000","82,000,000","73,312,000","71,518,000","51,971,000","48,042,000","56,805,000","32,681,000","26,837,000","22,186,000","17,986,000","15,287,000","13,819,000",,"6,317,000"
			AccountsReceivable,"622,320,000","545,619,000","610,416,000","630,086,000","657,096,000","603,111,000","585,506,000","542,750,000","527,699,000","305,501,000","304,712,000","320,938,000","328,009,000","299,621,000","308,709,000","282,287,000","309,328,000","276,347,000","258,490,000","229,450,000","195,406,000","203,938,000","208,097,000","165,867,000","180,456,000","177,398,000","157,994,000","126,734,000","112,995,000","135,931,000","140,463,000","161,495,000","181,433,000","181,163,000","191,715,000","159,847,000","177,951,000","168,286,000","146,025,000","99,233,000","91,132,000","93,016,000","92,807,000","85,627,000","78,992,000","73,587,000","85,710,000","55,161,000","56,887,000","48,777,000","47,780,000","42,409,000","39,990,000","41,217,000","55,986,000","50,414,000",,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"809,966,000","700,295,000","634,454,000","650,442,000","681,071,000","621,936,000","604,606,000","561,150,000","546,599,000","319,254,000","317,912,000","337,438,000","344,919,000","311,175,000","317,769,000","291,112,000","316,234,000","283,084,000","264,677,000","234,380,000","201,553,000","211,384,000","218,149,000","171,739,000","184,369,000","183,242,000","165,035,000","132,997,000","119,434,000","142,233,000","148,115,000","168,025,000","188,589,000","186,739,000","196,984,000","163,450,000","182,660,000","171,895,000","148,387,000","99,233,000","94,593,000",,,,"81,323,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-35,387,000","-28,574,000","-24,038,000","-20,356,000","-23,975,000","-18,825,000","-19,100,000","-18,400,000","-18,900,000","-13,753,000","-13,200,000","-16,500,000","-16,910,000","-11,554,000","-9,060,000","-8,825,000","-6,906,000","-6,737,000","-6,187,000","-4,930,000","-6,147,000","-7,446,000","-10,052,000","-5,872,000","-3,913,000","-5,844,000","-7,041,000","-6,263,000","-6,439,000","-6,302,000","-7,652,000","-6,530,000","-7,156,000","-5,576,000","-5,269,000","-3,603,000","-4,709,000","-3,609,000","-2,362,000","-2,624,000","-3,461,000",,,,"-2,331,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"113,415,000","104,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
