name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
OperatingCashFlow,"-3,587,000","318,000","-3,373,000","-874,000","342,000","8,489,000","-5,832,000","5,178,000","3,487,000","-7,789,000","-10,066,000","229,000","-2,455,000","-9,127,000","-2,997,000","-14,122,000","3,742,000","4,551,000","3,133,000","1,005,000","-2,476,000","848,000","1,122,000","-6,265,000","1,271,000","4,328,000","507,000","362,000","2,681,155","65,320","-3,039,456","-1,404,761","2,267,442","2,162,782","1,743,352","911,824","3,656,204","-217,437","1,922,175","678,010","6,152,463","232,171","-2,527,097","-1,731,397","-1,543,595","-1,459,640","-233,517","-1,934,777","-1,478,640","-3,663,225","-4,378,703","-2,826,614","-1,386,739","-2,248,247","-3,081,563","-1,761,131","-3,819,682","-3,510,092","-1,325,747","-4,938,533","-2,780,933","-4,885,351","-3,013,588","-2,998,171","-3,126,845","-2,650,009","-2,404,720","-2,900,833","-3,063,872","-2,498,054","-2,893,091","-3,445,504","-4,903,599","-2,169,706","-2,756,436","-2,727,715","-4,799,243","-1,343,594","-1,784,970","-1,301,092","-1,782,564","-2,134,296","-753,480","-1,463,426","-25,887","-1,411,781","-957,401","-1,173,855","-1,683,960","-2,110,157","-580,873","-1,363,792"
	CashFlowFromContinuingOperatingActivities,"-3,587,000","318,000","-3,373,000","-874,000","342,000","8,489,000","-5,832,000","5,178,000","3,487,000","-7,789,000","-10,066,000","229,000","-2,455,000","-9,127,000","-2,997,000","-14,122,000","3,742,000","4,551,000","3,133,000","1,005,000","-2,476,000","848,000","1,122,000","-6,265,000","1,271,000","4,328,000","507,000","362,000","2,681,155","65,320","-3,039,456","-1,404,761","2,267,442","2,162,782","1,743,352","911,824","3,656,204","-217,437","1,922,175","678,010","6,152,463","232,171","-2,527,097","-1,731,397","-1,543,595","-1,459,640","-233,517","-1,934,777","-1,478,640","-3,663,225","-4,378,703","-2,826,614","-1,386,739","-2,248,247","-3,081,563","-1,761,131","-3,819,682","-3,510,092","-1,325,747","-4,938,533","-2,780,933","-4,885,351","-3,013,588","-2,998,171","-3,126,845","-2,650,009","-2,404,720","-2,900,833","-3,063,872","-2,498,054","-2,893,091","-3,445,504","-4,903,599","-2,169,706","-2,756,436","-2,727,715","-4,799,243","-1,343,594","-1,784,970","-1,301,092","-1,782,564","-2,134,296","-753,480","-1,463,426","-25,887","-1,411,781","-957,401","-1,173,855","-1,683,960","-2,110,157","-580,873","-1,363,792"
		NetIncomeFromContinuingOperations,"3,035,000","2,137,000","-469,000","-1,291,000","2,658,000","-1,848,000","-2,902,000","-6,613,000","-11,414,000","-9,295,000","-6,989,000","-12,897,000","-10,541,000","-4,510,000","-10,657,000","-6,320,000","285,000","1,160,000","-12,516,000","-213,000","243,000","136,000","233,000","-2,464,000","-872,000","-5,420,000","-874,000","360,000","-201,001","-566,610","-260,915","-60,956","-38,719","26,866,526","409,191","293,654","1,677,167","-1,015,943","153,758","39,140",,"-538,618","-1,821,061","-78,954","-1,923,055","-2,514,269","-133,129","-1,886,614","-2,089,801","-2,310,139","-4,245,356","-2,926,199","-2,918,337","-3,530,553","-3,429,033","-3,853,895","-3,754,692","-3,760,546","-3,639,666","-5,262,989","-5,605,598","-4,119,458","-4,377,088","-3,680,314","-5,472,246","-3,313,867","-2,864,091","-3,196,872","-4,351,499","-3,702,050","-3,805,004","-3,640,637","-5,001,900","-3,383,570","-3,737,624","-9,303,084","-9,422,601","-5,337,683","-3,630,997","-3,574,218","-9,132,312","-3,462,183","-2,462,674","-2,257,638","-4,729,437","-2,650,455","-1,937,693","-1,638,659","-2,406,792","-2,175,039","-1,935,119","-1,887,531"
		OperatingGainsLosses,,,,,,,"1,057,000","-3,000","1,317,000","-1,023,000","56,000","-15,000","711,000","-10,000","-36,000","7,000","-19,000","-29,000","-65,000","-18,000","-118,000","-28,000","-31,000","1,490,000","-128,000","4,790,000","1,189,000","-344,000","-318,747","1,094,888","-139,196","-313,336","-55,933","166,466","32,445","-204,162","-1,519,312","1,294,139","400,035",,"132,509","-81,230","-163,762",,"103,896","2,552","-8,316","18,696","-23,262","-19,617","51,462","15,970","-57,710",,,,,,,,"0","-2,212","-19,763","-22,310","-867,316","235,978","321,374","327,108","698,847","644,004","360,221","317,650","903,489","114","541,910","6,735,841","5,223,376","2,627,408","1,192,670","812,860","1,869,932","1,591,213","1,341,620","1,227,431","2,565,367","307,021","264,174","286,396","1,077,497","1,078,311","264,797","268,560"
			GainLossOnSaleOfPPE,,,,,,,"1,057,000","-3,000","247,000","47,000","56,000","-15,000","711,000","-10,000","-36,000","7,000","-19,000","-29,000","-65,000","-18,000","-118,000","-28,000","-31,000",,"-110,000","-15,000","-41,000","-1,000","-3,926","-6,353","-3,794","-3,284","-2,808","-2,431","-5,451","14,935","-1,928","-14,815","-3,600",,"132,509","13,844","-12,003","0","106,448","0","0","10,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,"0",,,"1,490,000","-18,000","4,805,000","1,230,000","-343,000","-262,643","1,101,241","-135,402","-310,052","-53,125","168,897","37,896","-219,097","-1,517,384","1,308,954","403,635",,,"-95,074","-151,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,281,000","1,282,000","1,367,000","1,286,000","1,346,000","992,000","1,567,000","1,607,000","1,824,000","1,700,000","2,280,000","1,213,000","1,709,000","2,043,000","2,110,000","2,147,000","1,971,000","2,382,000","1,984,000","1,492,000","1,817,000","1,210,000","1,263,000","1,301,000","1,315,000","1,234,000","1,323,000","1,350,000","1,380,983","1,433,251","1,443,710","1,473,412","1,553,875","1,413,521","1,278,518","1,240,024","1,280,578","1,189,210","1,090,180","1,019,606","917,709","889,930","811,590","821,725","739,303","727,211","596,958","524,906","522,873","452,769","430,041","412,132","420,166","403,922","409,199","439,500","425,723","490,093","507,048","500,627","462,507","428,275","429,524","426,972","430,177","437,642","421,981","409,793","412,141","313,253","440,959","433,767","405,222","744,089","769,975","757,461","1,018,073","647,795","538,855","538,360","4,705,523","80,810","81,181","81,821","71,924","44,133","47,992","45,597","41,810","29,134","22,438","17,169"
			DepreciationAndAmortization,"5,281,000","1,282,000","1,367,000","1,286,000","1,346,000","992,000","1,567,000","1,607,000","1,824,000","1,700,000","2,280,000","1,213,000","1,709,000","2,043,000","2,110,000","2,147,000","1,971,000","2,382,000","1,984,000","1,492,000","1,817,000","1,210,000","1,263,000","1,301,000","1,315,000","1,234,000","1,323,000","1,350,000","1,380,983","1,433,251","1,443,710","1,473,412","1,553,875","1,413,521","1,278,518","1,240,024","1,280,578","1,189,210","1,090,180","1,019,606","917,709","889,930","811,590","821,725","739,303","727,211","596,958","524,906","522,873","452,769","430,041","412,132","420,166","403,922","409,199","439,500","425,723","490,093","507,048","500,627","462,507","428,275","429,524","426,972","430,177","437,642","421,981","409,793","412,141","313,253","440,959","433,767","405,222","744,089","769,975","757,461","1,018,073","647,795","538,855","538,360","4,705,523","80,810","81,181","81,821","71,924","44,133","47,992","45,597","41,810","29,134","22,438","17,169"
				Depreciation,"5,281,000","1,282,000","1,367,000","1,286,000","1,346,000","992,000","1,567,000","1,607,000",,,,,,,,,,,,,,"1,165,000","1,220,000","1,257,000","1,272,000","1,190,000","1,323,000","1,350,000","1,380,983","1,433,251","1,443,710","1,473,412","1,553,875","1,413,521","1,278,518","1,218,071","1,094,978","1,003,610","904,580","834,006","695,609","631,330","552,990","563,125","480,703","468,611","338,358","266,306","264,273","194,169","171,441","153,532","161,566","145,322","150,599","174,921","116,573","180,943","197,898","191,477","153,357","119,125","120,374","117,822","121,027","128,492","112,831","100,643","102,991","90,295","83,206","87,028","96,071","102,053","127,938","143,356","487,354","283,519","174,579","174,084",,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,"45,000","43,000","44,000","43,000","44,000",,,"0","0","0","0","0","0","0","21,953","185,600","185,600","185,600","185,600","222,100","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","258,600","264,579","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","309,150","222,958","357,753","346,739","309,151","642,036","642,037","614,105","530,719","364,276","364,276","364,276",,,,,,,,,,,,
