name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"236,836,000","50,160,000","64,050,000","70,066,000","52,559,000","55,757,000","44,888,000","47,440,000","48,610,000","38,980,000","46,473,000","45,531,000","36,048,000","31,166,000","35,977,000","34,695,000","34,943,000","32,401,000","35,277,000","28,243,000","21,096,000","23,110,000","26,051,000","54,940,000","26,798,000","27,078,000","26,926,000","33,662,000","32,028,000","28,019,000","29,902,000","38,507,000","29,009,000","30,144,000","55,324,000","49,279,000","55,214,000","47,578,000","48,413,000","66,916,000","56,338,000","54,429,000","47,784,000","52,982,000","41,145,000","47,977,000","51,163,000","57,630,000","48,157,000","68,848,000","84,797,000","71,582,000","68,621,000","50,680,000","66,338,000","56,638,000","46,487,000","47,605,000","63,982,000","60,993,000","61,395,000","40,215,000","44,793,000","35,093,000","35,813,000","25,174,000","42,353,000","40,632,000"
	OperatingRevenue,"236,836,000","50,160,000","64,050,000","70,066,000","52,559,000","55,757,000","44,888,000","47,440,000","48,610,000","38,980,000","46,473,000","45,531,000","36,048,000","31,166,000","35,977,000","34,695,000","34,943,000","32,401,000","35,277,000","28,243,000","21,096,000","23,110,000","26,051,000","54,940,000","26,798,000","27,078,000","26,926,000","33,662,000","32,028,000","28,019,000","29,902,000","38,507,000","29,009,000","30,144,000","55,324,000","49,279,000","55,214,000","47,578,000","48,413,000","66,916,000","56,338,000","54,429,000","47,784,000","52,982,000","41,145,000","47,977,000","51,163,000","57,630,000","48,157,000","68,848,000","84,797,000","71,582,000","68,621,000","50,680,000","66,338,000","56,638,000","46,487,000","47,605,000","63,982,000","60,993,000","61,395,000","40,215,000","44,793,000","35,093,000","35,813,000","25,174,000","42,353,000","40,632,000"
CostOfRevenue,"146,405,000","31,289,000","39,004,000","43,998,000","32,002,000","41,400,000","28,845,000","30,878,000","31,037,000","26,738,000","29,433,000","29,218,000","26,033,000","22,190,000","21,512,000","18,408,000","22,865,000","22,169,000","19,808,000","18,981,000","13,705,000","14,667,000","17,178,000","40,402,000","17,346,000","16,496,000","18,875,000","24,988,000","24,858,000","21,241,000","24,292,000","31,003,000","23,613,000","23,702,000","42,425,000","40,480,000","46,330,000","39,560,000","37,167,000","52,013,000","41,735,000","40,375,000","35,158,000","41,285,000","29,824,000","36,079,000","38,777,000","42,372,000","37,759,000","59,589,000","73,140,000","57,844,000","56,496,000","42,627,000","54,422,000","43,879,000","37,477,000","36,863,000","55,671,000","52,008,000","49,980,000","27,347,000","37,987,000","31,506,000","28,853,000","20,679,000","37,762,000","33,435,000"
GrossProfit,"90,431,000","18,871,000","25,046,000","26,068,000","20,557,000","14,357,000","16,043,000","16,562,000","17,573,000","12,242,000","17,040,000","16,313,000","10,015,000","8,976,000","14,465,000","16,287,000","12,078,000","10,232,000","15,469,000","9,262,000","7,391,000","8,443,000","8,873,000","14,538,000","9,452,000","10,582,000","8,051,000","8,674,000","7,170,000","6,778,000","5,610,000","7,504,000","5,396,000","6,442,000","12,899,000","8,799,000","8,884,000","8,018,000","11,246,000","14,903,000","14,603,000","14,054,000","12,626,000","11,697,000","11,321,000","11,898,000","12,386,000","15,258,000","10,398,000","9,259,000","11,657,000","13,738,000","12,125,000","8,053,000","11,916,000","12,759,000","9,010,000","10,742,000","8,311,000","8,985,000","11,415,000","12,868,000","6,806,000","3,587,000","6,960,000","4,495,000","4,591,000","7,197,000"
OperatingExpense,"133,135,000","33,605,000","29,206,000","31,321,000","39,113,000","27,851,000","25,728,000","12,049,000","12,507,000","11,839,000","15,887,000","10,637,000","10,437,000","10,358,000","14,021,000","9,851,000","9,922,000","10,254,000","12,468,000","9,296,000","8,744,000","9,643,000","10,926,000","11,670,000","9,393,000","9,345,000","9,312,000","8,189,000","8,297,000","8,492,000","7,181,000","9,743,000","9,782,000","9,891,000","7,848,000","7,716,000","8,244,000","8,680,000","8,641,000","11,132,000","8,791,000","8,542,000","10,016,000","9,035,000","7,976,000","7,829,000","8,113,000","8,708,000","7,297,000","8,177,000","6,508,000","8,888,000","8,195,000","8,268,000","8,442,000","8,736,000","6,063,000","6,572,000","9,788,000","6,076,000","7,271,000","9,092,000","6,303,000","7,212,000","6,946,000","10,413,000","8,110,000","6,841,000"
	SellingGeneralAndAdministration,"112,670,000","28,175,000","24,893,000","25,925,000","33,786,000","23,790,000","11,485,000","12,049,000","12,507,000","11,839,000","15,887,000","10,637,000","10,437,000","10,358,000","14,021,000","9,851,000","9,922,000","10,254,000","12,468,000","9,296,000","8,744,000","9,643,000","10,926,000","11,670,000","9,393,000","9,345,000","9,312,000","8,189,000","8,297,000","8,492,000","7,181,000","9,743,000","9,782,000","9,891,000","7,848,000","7,716,000","8,244,000","8,680,000","8,641,000","11,132,000","8,791,000","8,542,000","10,016,000","9,035,000","7,976,000","7,829,000","8,113,000","8,708,000","7,297,000","8,177,000","6,508,000","8,888,000","8,195,000","8,268,000","8,442,000","8,736,000","6,063,000","6,572,000","9,788,000","6,076,000","7,271,000","9,092,000","6,303,000","7,212,000","6,946,000","10,413,000","8,110,000","6,841,000"
		GeneralAndAdministrativeExpense,"91,589,000","22,923,000","19,471,000","20,562,000","28,743,000","19,964,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"91,589,000","22,923,000","19,471,000","20,562,000","28,743,000","19,964,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"21,081,000","5,252,000","5,422,000","5,363,000","5,043,000","3,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"20,465,000","5,430,000","4,313,000","5,396,000","5,327,000","4,061,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-42,704,000","-14,734,000","-4,160,000","-5,253,000","-18,556,000","-13,494,000","-9,685,000","4,513,000","5,066,000","403,000","1,153,000","5,676,000","-422,000","-1,382,000","444,000","6,436,000","2,156,000","-22,000","3,001,000","-34,000","-1,353,000","-1,200,000","-2,053,000","2,868,000","59,000","1,237,000","-1,261,000","485,000","-1,127,000","-1,714,000","-1,571,000","-2,239,000","-4,386,000","-3,449,000","5,051,000","1,083,000","640,000","-662,000","2,605,000","3,771,000","5,812,000","5,512,000","2,610,000","2,662,000","3,345,000","4,069,000","4,273,000","6,550,000","3,101,000","1,082,000","5,149,000","4,850,000","3,930,000","-215,000","3,474,000","4,023,000","2,947,000","4,170,000","-1,477,000","2,909,000","4,144,000","3,776,000","503,000","-3,625,000","14,000","-5,918,000","-3,519,000","356,000"
