name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
MarketCap,"2,960,247,093","4,107,234,146","4,347,283,601","4,382,540,616","4,134,056,167","3,929,648,519","4,451,356,995","4,157,758,806","3,952,288,312","2,875,530,390","3,679,367,988","2,974,131,650","3,546,391,759","3,188,132,934","2,367,111,342","2,766,155,043","2,484,608,869","2,600,366,539","2,208,643,681","2,245,020,306","1,742,324,720","1,414,276,591","1,517,643,771","1,564,355,814","1,424,692,849","1,160,437,054","1,253,076,911","1,074,553,101","1,439,046,983","1,974,080,548","1,697,524,248","1,543,487,625","1,670,569,226","1,368,126,026","1,365,203,606","1,046,527,481","797,326,959","566,547,869","451,361,666","377,683,558","386,685,420","399,030,766","380,338,166","318,005,100","471,237,262","425,006,507","535,152,103","327,837,769"
EnterpriseValue,"3,564,501,093","4,643,736,146","4,920,990,601","4,978,949,616","4,730,002,167","4,427,417,519","4,936,011,995","4,747,071,806","4,580,620,312","3,460,719,390","4,277,766,988","3,601,023,650","3,851,176,759","3,359,223,934","2,669,650,342","3,083,984,043","2,862,449,869","2,780,409,539","2,418,460,681","2,477,065,306","1,987,660,720","1,652,594,591","1,757,851,771","1,816,665,814","1,680,964,849","1,414,280,054","1,198,984,911","1,028,506,101","1,380,988,983","1,915,079,548","1,627,351,248","1,483,169,625","1,621,222,226","1,321,731,026","1,331,901,606","1,010,467,481","768,861,959","540,450,869","425,264,666","307,221,558","316,223,420","334,292,766","296,953,166","234,620,100","392,801,262","372,526,507","486,608,103","281,462,769"
PeRatio,,"310.167","172.478","276.69","216.743",,,,,,,,,"544.917","94.596","145.119","140.897",,,,,,,,,"226.667","93.281","90.818","109.27","147.579","163.8","195.652","305.75","401.8","575.714","536.797","2,460","437.75","348.75","106.364","57.143","54.435","49.833","41.667","57.115","67.2",,
ForwardPeRatio,"24.57","32.258","31.153","33.445","36.63","35.211","31.646","28.09","36.101","24.213","26.385","21.93","32.468","30.864","22.727","27.701","30.303","31.447","30.864","31.25","31.949","25.84","26.11","25.381","33.003","20.243","25.51","23.095","29.155","40.323","43.478","41.667","56.18","47.847","60.606","51.02","40.161","31.847","34.247","23.923","19.305","17.513","22.422","16.051","20.367","18.939","33.113",
PegRatio,"2.196","2.206","3.919","4.824","6.429","5.629","2.039","1.811","3.804","2.031","1.76",,,"2.056","1.515","1.847","2.018","2.099","2.058","2.08",,,,,,,,,,"1.612","1.736","1.67","2.243","1.916","2.424","2.045","1.609","1.274","1.369","0.958","0.772","0.7","0.816","0.535","0.678","0.758","1.325",
PsRatio,"2.378","3.475","3.856","4.049","4.087","3.878","4.495","4.255","4.048","3.043","3.98","3.289","4.003","3.814","2.912","3.665","3.391","3.665","3.303","3.502","2.82","2.392","2.752","3.013","2.897","2.481","2.798","2.905","4.087","5.93","5.548","5.361","6.46","5.909","6.619","5.732","4.839","3.717","2.961","2.893","3.117","3.34","3.24","2.709","4.05","3.279","3.62","3.273"
PbRatio,"3.111","4.291","4.603","4.779","4.522","4.025","4.663","4.747","4.566","3.309","4.267","3.477","5.717","5.021","4.623","5.563","5.482","5.937","5.446","5.598","4.318","3.425","3.504","3.627","3.286","2.64","5.061","4.534","6.659","9.8","9.827","9.459","10.95","9.258","9.55","7.775","6.384","4.502","3.58","3.104","3.282","3.459","3.365","2.813","4.285","4.028","5.23","3.246"
EnterprisesValueRevenueRatio,"2.891","14.45","15.396","16.429","16.382","16.094","18.71","18.796","19.466","14.037","17.829","15.253","17.159","16.824","12.708","15.18","14.233","14.042","13.226","14.105","11.873","10.474","11.306","12.18","11.862","10.729","10.124","9.95","13.452","19.855","16.811","16.744","19.112","16.829","17.902","14.46","14.891","11.591","9.583","7.266","8.33","10.241","9.723","7.323","12.536","12.731","17.629","11.456"
EnterprisesValueEBITDARatio,"27.905","186.518","274.701","113.197","115.532","110.085","124.008","116.903","151.948","172.467","115.139","135.341","578.428","311.616","91.158","134.332","149.164","147.831","104.038","124.852","109.164","132.409","242.462","117.958","153.906","425.988","210.644","71.005","108.662","159.391","113.761","145.338","184.628","155.626","218.416","162.769","153.038","145.635","78.622","71.182","150.154","91.839","99.85","49.012","67.146","90.178","140.152","102.761"
