name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalAssets,"22,475,634,000","22,365,258,000","22,848,810,000","22,059,076,000","22,213,552,000","22,858,190,000","22,959,215,000","23,000,777,000","21,829,698,000","21,284,905,000","21,288,575,000","21,268,275,000","20,501,604,000","20,256,477,000","20,137,498,000","19,961,163,000","19,583,939,000","19,372,233,000","19,308,518,000","19,281,762,000","18,966,627,000","18,851,643,000","18,789,899,000","18,963,965,000","19,175,830,000","18,379,456,000","18,980,263,000","19,113,959,000","19,179,071,000","19,886,767,000","18,875,160,000","18,898,533,000","18,979,568,000","20,162,251,000","19,519,708,000","19,462,784,000","15,623,279,000","15,462,321,000","15,141,943,000","15,280,629,000","14,212,857,000","14,782,966,000","13,980,798,000","13,884,212,000","13,835,473,000","13,348,263,000","13,048,836,000","12,787,701,000","12,251,342,000","12,348,703,000","11,631,777,000","11,580,664,000","10,871,936,000","10,911,645,000","10,873,334,000","10,387,925,000","10,349,487,000","11,192,637,000","10,985,621,000","10,994,602,000","11,085,740,000","9,695,022,000","9,777,509,000","9,710,516,000","8,690,401,000","8,902,368,000","9,183,888,000","9,124,624,000","9,097,991,000","9,063,228,000","9,012,414,000","8,982,267,000","8,837,035,000","8,551,100,000","8,408,655,000","8,276,209,000","8,408,754,000","8,427,203,000","8,481,315,000","7,358,671,000","7,301,392,000","7,253,510,000","7,193,521,000","7,093,296,000","6,310,079,000","6,226,470,000","5,611,117,000","5,539,054,000","5,716,317,000","5,434,772,000","5,354,800,000","5,018,800,000","4,935,700,000","5,235,087,000","3,459,300,000","2,637,900,000","2,515,900,000","1,672,521,000","1,295,600,000","1,110,000,000"
	CurrentAssets,"1,998,560,000","1,943,877,000","2,542,031,000","2,012,220,000","2,371,153,000","3,049,363,000","3,161,617,000","3,303,972,000","2,239,010,000","1,981,086,000","2,120,105,000","2,392,237,000","1,709,888,000","1,841,127,000","1,662,003,000","1,789,344,000","1,564,693,000","1,537,101,000","1,636,816,000","1,542,474,000","1,390,224,000","1,441,440,000","1,521,823,000","2,251,597,000","2,655,449,000","1,835,374,000","2,424,453,000","2,499,282,000","2,580,241,000","3,153,426,000","1,951,994,000","1,953,794,000","2,111,843,000","3,317,882,000","2,629,896,000","2,534,994,000","2,113,052,000","2,242,830,000","2,276,180,000","2,698,849,000","1,618,817,000","2,845,897,000","1,517,806,000","1,985,605,000","1,925,934,000","1,638,212,000","2,383,419,000","2,505,512,000","1,997,859,000","1,843,986,000","1,508,777,000","1,541,325,000","842,970,000","613,813,000","750,033,000","830,391,000","1,323,278,000",,"2,254,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232,500,000","282,000,000","546,100,000","170,200,000","148,000,000","295,600,000"
		CashCashEquivalentsAndShortTermInvestments,"436,271,000","452,692,000","1,002,728,000","557,307,000","697,369,000","1,668,742,000","1,714,783,000","1,691,047,000","660,733,000","644,950,000","751,210,000","1,087,001,000","360,091,000","543,359,000","322,502,000","472,555,000","294,571,000","434,767,000","493,055,000","492,435,000","302,939,000","356,914,000","419,323,000","1,180,044,000","1,605,678,000","723,718,000","1,387,007,000","1,342,751,000","1,064,396,000","1,763,079,000","846,664,000","1,036,576,000","1,179,573,000","2,365,137,000","1,641,275,000","1,608,731,000","909,376,000","1,041,978,000","1,235,007,000","1,683,033,000","602,389,000","1,832,756,000","1,072,336,000","790,559,000","757,105,000","487,680,000","1,277,985,000","1,710,474,000","1,227,984,000","1,458,879,000","792,542,000","830,418,000","153,197,000","253,100,000","71,757,000","132,482,000","1,028,629,000","1,611,177,000","1,996,686,000","1,978,262,000","2,108,291,000","725,788,000","1,132,511,000","1,264,640,000","32,214,000","261,496,000","488,077,000","532,182,000","209,307,000","239,344,000","213,873,000","227,698,000","182,151,000","22,686,000","37,621,000","158,587,000","384,418,000","55,275,000","28,793,000","81,640,000","71,007,000","102,364,000","165,308,000","170,061,000","247,879,000","287,969,000","26,495,000","34,602,000","91,358,000","12,035,000",,,,"12,166,000","15,500,000","109,000,000","391,400,000","17,560,000","26,000,000","136,700,000"
			CashAndCashEquivalents,"436,271,000","452,692,000","1,002,728,000","557,307,000","697,369,000","1,668,742,000","1,714,783,000","1,691,047,000","660,733,000","644,950,000","751,210,000","1,087,001,000","360,091,000","543,359,000","322,502,000","472,555,000","294,571,000","434,767,000","493,055,000","492,435,000","302,939,000","356,914,000","419,323,000","1,180,044,000","1,605,678,000","723,718,000","1,387,007,000","1,342,751,000","1,064,396,000","1,763,079,000","846,664,000","1,036,576,000","1,179,573,000","2,365,137,000","1,641,275,000","1,608,731,000","909,376,000","1,041,978,000","1,223,215,000","1,671,997,000","591,196,000","1,823,208,000","1,063,024,000","780,584,000","747,305,000","478,948,000","1,270,074,000","1,703,448,000","1,220,392,000","1,448,933,000","782,106,000","819,245,000","143,789,000","241,510,000","55,597,000","112,110,000","852,283,000","1,506,921,000","1,894,198,000","1,885,318,000","2,016,336,000","725,788,000","1,049,026,000","1,264,640,000","32,214,000","261,496,000","450,577,000","507,182,000","209,307,000","239,344,000","213,873,000","227,698,000","182,151,000","22,686,000","37,621,000","158,587,000","384,418,000","55,275,000","28,793,000","81,640,000","71,007,000","98,067,000","161,011,000","165,764,000","241,819,000","280,957,000","12,430,000","6,319,000","18,335,000","12,035,000",,,,"12,166,000","15,500,000","109,000,000","391,400,000","17,560,000","26,000,000","136,700,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305,692,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"747,305,000",,,,,,,,,,,,,"1,506,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,792,000","11,036,000","11,193,000","9,548,000","9,312,000","9,975,000","9,800,000","8,732,000","7,911,000","7,026,000","7,592,000","9,946,000","10,436,000","11,173,000","9,408,000","11,590,000","16,160,000","20,372,000","176,346,000","104,256,000","102,488,000","92,944,000","91,955,000",,"83,485,000",,,,"37,500,000","25,000,000",,,,,,,,,,,"0","0","0","4,297,000","4,297,000","4,297,000","6,060,000","7,012,000","14,065,000","28,283,000","73,023,000",,,,,,,,,,,
		Receivables,"1,387,745,000","1,384,908,000","1,362,550,000","1,327,994,000","1,292,868,000","1,296,194,000","1,290,304,000","1,255,549,000","1,243,702,000","1,247,515,000","1,205,032,000","1,160,612,000","1,146,118,000","1,120,993,000","1,104,776,000","976,312,000","962,308,000","953,761,000","915,165,000","908,709,000","885,136,000","891,686,000","861,827,000","861,677,000","841,623,000","852,748,000","803,591,000","785,980,000","761,642,000","738,594,000","733,095,000","724,935,000","699,542,000","711,067,000","696,434,000","691,693,000","1,076,510,000","1,055,061,000","1,008,920,000","984,435,000","985,731,000","972,809,000","408,711,000","892,607,000","863,137,000","842,501,000","804,663,000","368,602,000","372,085,000","363,240,000","341,845,000","348,495,000","339,116,000","338,743,000","327,554,000","312,116,000","34,580,000","58,074,000","43,199,000","48,398,000","50,799,000","57,052,000","42,128,000","35,814,000","41,458,000","52,668,000","32,463,000","28,230,000","27,442,000","25,500,000","12,936,000","11,637,000","14,962,000","18,425,000","21,813,000","21,185,000","23,193,000","20,458,000","48,716,000","31,298,000","36,846,000","43,546,000","41,087,000","26,337,000","24,443,000","26,852,000","40,039,000","32,340,000","34,539,000","28,362,000",,,,"40,830,000","33,200,000","24,800,000","18,900,000","24,458,000","13,200,000","13,200,000"
			AccountsReceivable,"56,132,000","70,186,000","61,269,000","58,624,000","51,271,000","77,411,000","76,330,000","82,545,000","89,431,000","112,807,000","102,155,000","87,727,000","92,462,000","86,629,000","98,502,000","63,660,000","73,401,000","92,186,000","79,750,000","88,687,000","73,012,000","92,548,000","76,258,000","84,861,000","73,759,000","97,865,000","66,446,000","55,183,000","47,768,000","46,595,000","43,210,000","51,348,000","37,812,000","59,464,000","55,393,000","66,039,000","75,849,000","69,555,000","45,039,000","45,341,000","69,645,000","81,604,000","47,554,000","126,152,000","56,527,000","129,818,000","113,655,000","98,602,000","102,085,000","93,240,000","71,845,000","78,495,000","69,116,000","68,743,000","57,554,000","42,116,000","-65,420,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,"140,695,000","80,790,000",,,,,,,,,"74,910,000","99,062,000","67,610,000","56,244,000","48,867,000","47,737,000","44,290,000","52,844,000","39,437,000","61,100,000","56,908,000","67,416,000","77,505,000","71,515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
