name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"-361,231,000","-140,763,000","-7,624,000","-70,910,000","-141,934,000","-197,684,000","-182,369,000","-193,970,000","-436,272,000","39,434,000","156,755,000","165,657,000","104,513,000","151,952,000","186,076,000","198,051,000","144,722,000","194,053,000","220,915,000","177,174,000","153,907,000","121,189,000","263,154,000","165,391,000","115,092,000","136,285,000","140,641,000","146,839,000","128,346,000","113,617,000","85,416,000","43,107,000","-4,993,000","58,141,000","-115,374,000","63,115,000","101,199,000","94,152,000","-111,331,000"
	CashFlowFromContinuingOperatingActivities,"-356,334,000","-139,083,000","-6,502,000","-69,692,000","-141,057,000","-197,403,000","-183,176,000","-192,033,000","-435,467,000","40,431,000","156,895,000","166,704,000","105,661,000","152,000,000","188,604,000","194,354,000","146,647,000","195,192,000","222,127,000","178,030,000","154,841,000","123,035,000","266,866,000","168,750,000","123,619,000","140,165,000","139,497,000","121,711,000","136,226,000","131,773,000","265,980,000","44,171,000","5,310,000","72,198,000","-112,935,000","99,067,000","78,673,000","92,383,000","-118,170,000"
		NetIncomeFromContinuingOperations,"-618,435,000","47,678,000","-186,191,000","-234,527,000","-245,395,000","-260,194,000","-305,352,000","-310,093,000","-444,202,000","-211,897,000","10,756,000","64,584,000","29,444,000","57,762,000","85,550,000","74,543,000","93,325,000","89,242,000","83,477,000","92,296,000","-5,374,000","77,245,000","25,711,000","41,862,000","73,097,000","106,269,000","130,421,000","177,016,000","33,285,000","208,241,000","46,964,000","37,283,000","-10,195,000","-2,097,000","27,488,000","6,086,000","-116,025,000","-15,180,000","-555,454,000"
		OperatingGainsLosses,"-165,584,000","-188,618,000","985,000","17,702,000","4,347,000","-14,532,000","14,176,000","24,336,000","499,000","686,000","-71,000","-1,027,000","-413,000","-533,000","-101,000","-333,000","-951,000","1,020,000","-812,000","3,683,000","-513,000","10,832,000","-536,000","2,965,000","-763,000","-763,000","12,904,000","-86,454,000","27,928,000","-8,519,000","-2,715,000","-2,867,000","26,499,000","3,829,000","-22,108,000","12,586,000","-3,286,000","23,438,000","-6,509,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,880,000",,,,"0"
			GainLossOnInvestmentSecurities,,,"0","0","0","-14,532,000",,,,,,,,,,,,,,"192,000",,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"1,574,000",,,,,,,"460,000","499,000","686,000","-71,000","-1,027,000","-413,000","-533,000","-101,000","-333,000","-951,000","-1,171,000","-812,000","-357,000","-513,000","-898,000","-536,000","-718,000","-763,000","-763,000","7,356,000","-86,454,000","-5,307,000","-8,519,000","-2,715,000","-2,867,000","-4,059,000","-2,441,000","-5,228,000","-4,294,000","-3,286,000","-2,746,000","-6,509,000"
			PensionAndEmployeeBenefitExpense,,,"985,000","2,197,000",,,"4,528,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"239,070,000","50,108,000","57,877,000","63,655,000","67,430,000","73,223,000","84,584,000","89,344,000","93,954,000","95,861,000","102,716,000","103,615,000","104,847,000","103,443,000","105,793,000","102,732,000","102,943,000","101,876,000","105,142,000","97,042,000","93,017,000","105,670,000","110,030,000","109,230,000","98,443,000","96,283,000","96,626,000","88,237,000","76,556,000","90,061,000","59,169,000","71,713,000","73,354,000","85,394,000","75,852,000","77,833,000","74,531,000","79,379,000","84,485,000"
			DepreciationAndAmortization,"239,070,000","50,108,000","57,877,000","63,655,000","67,430,000","73,223,000","84,584,000","89,344,000","93,954,000","95,861,000","102,716,000","103,615,000","104,847,000","103,443,000","105,793,000","102,732,000","102,943,000","101,876,000","105,142,000","97,042,000","93,017,000","105,670,000","110,030,000","109,230,000","98,443,000","96,283,000","96,626,000","88,237,000","76,556,000","90,061,000","59,169,000","71,713,000","73,354,000","85,394,000","75,852,000","77,833,000","74,531,000","79,379,000","84,485,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,852,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"801,000",,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"801,000",,,,
		DeferredTax,"-28,081,000","-2,570,000","-14,026,000","-6,197,000","-5,288,000","-2,004,000","20,896,000","-21,337,000","-4,061,000","-41,732,000","3,697,000","-12,482,000","-208,000","-13,932,000","-31,164,000","16,725,000","37,125,000","20,413,000","40,420,000","24,461,000","-36,417,000","20,296,000","-18,222,000","7,361,000","28,559,000","30,756,000","33,823,000","26,645,000","9,369,000","27,388,000","-10,061,000","23,740,000","-11,867,000","-5,641,000","-39,682,000","-5,458,000","-4,238,000","-15,312,000","-135,971,000"
			DeferredIncomeTax,"-28,081,000","-2,570,000","-14,026,000","-6,197,000","-5,288,000","-2,004,000","20,896,000","-21,337,000","-4,061,000","-41,732,000","3,697,000","-12,482,000","-208,000","-13,932,000","-31,164,000","16,725,000","37,125,000","20,413,000","40,420,000","24,461,000","-36,417,000","20,296,000","-18,222,000","7,361,000","28,559,000","30,756,000","33,823,000","26,645,000","9,369,000","27,388,000","-10,061,000","23,740,000","-11,867,000","-5,641,000","-39,682,000","-5,458,000","-4,238,000","-15,312,000","-135,971,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,"18,005,000",,,,,,,,,,,,,,,"1,781,000",,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,"0",,,,"-10,910,000","0",,,,,,,,,,,"0","0",,,"801,000","5,240,000",,,"532,201,000"
		ProvisionandWriteOffofAssets,"-3,565,000","1,997,000","-4,060,000","186,000","-1,688,000","-2,226,000","7,335,000","10,648,000","11,368,000","36,359,000","3,817,000","3,133,000","8,243,000","5,370,000","316,000","4,281,000","756,000","2,396,000","1,580,000","2,523,000","2,880,000","2,476,000","1,335,000","3,101,000","2,159,000","3,972,000","1,813,000","1,416,000","1,974,000","3,355,000","3,985,000","2,719,000","1,988,000","1,664,000","1,136,000","1,772,000","3,818,000","2,713,000","167,000"
