name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"468,737,000","129,674,000","120,783,000","112,693,000","105,587,000","104,222,000","93,834,000","88,099,000","83,860,000","85,801,000","80,265,000","74,179,000","73,484,000","69,963,000","64,435,000","60,873,000","59,130,000","59,906,000","54,506,000","52,068,000","49,391,000","51,904,000","46,374,000","44,710,000","43,011,000","44,551,000","39,882,000","36,268,000","33,968,000","35,154,000","30,129,000","27,919,000","26,514,000","28,132,000","23,569,000"
	OperatingRevenue,"468,737,000","129,674,000","120,783,000","112,693,000","105,587,000","104,222,000","93,834,000","88,099,000","83,860,000","85,801,000","80,265,000","74,179,000","73,484,000","69,963,000","64,435,000","60,873,000","59,130,000","59,906,000","54,506,000","52,068,000","49,391,000","51,904,000","46,374,000","44,710,000","43,011,000","44,551,000","39,882,000","36,268,000","33,968,000","35,154,000","30,129,000","27,919,000","26,514,000","28,132,000","23,569,000"
CostOfRevenue,"111,030,000","30,873,000","29,161,000","26,405,000","24,591,000","23,676,000","23,651,000","21,886,000","22,244,000","22,396,000","23,048,000","21,751,000","20,677,000","19,536,000","17,394,000","15,659,000","16,296,000","16,511,000","16,089,000","15,652,000","14,286,000","14,218,000","13,208,000","12,734,000","12,577,000","13,106,000","11,013,000","9,776,000","9,753,000","9,662,000","9,974,000","8,539,000","7,911,000","7,467,000","6,457,000"
GrossProfit,"357,707,000","98,801,000","91,622,000","86,288,000","80,996,000","80,546,000","70,183,000","66,213,000","61,616,000","63,405,000","57,217,000","52,428,000","52,807,000","50,427,000","47,041,000","45,214,000","42,834,000","43,395,000","38,417,000","36,416,000","35,105,000","37,686,000","33,166,000","31,976,000","30,434,000","31,445,000","28,869,000","26,492,000","24,215,000","25,492,000","20,155,000","19,380,000","18,603,000","20,665,000","17,112,000"
OperatingExpense,"400,095,000","115,978,000","103,121,000","94,257,000","86,739,000","84,690,000","75,085,000","73,165,000","78,410,000","72,559,000","71,702,000","67,906,000","61,234,000","57,759,000","54,831,000","55,916,000","64,624,000","52,901,000","53,090,000","50,198,000","44,969,000","43,670,000","40,574,000","44,711,000","41,757,000","43,557,000","39,028,000","40,822,000","34,816,000","32,447,000","31,952,000","31,995,000","28,705,000","24,955,000","22,642,000"
	SellingGeneralAndAdministration,"275,110,000","80,094,000","71,691,000","64,416,000","58,909,000","58,056,000","50,699,000","49,209,000","54,902,000","49,565,000","48,486,000","45,007,000","39,439,000","35,748,000","34,058,000","35,932,000","43,906,000","32,774,000","34,220,000","32,671,000","28,730,000","28,134,000","26,041,000","30,369,000","27,710,000","29,041,000","27,170,000","28,056,000","22,620,000","20,439,000","19,949,000","20,820,000","17,933,000","14,668,000","14,233,000"
		GeneralAndAdministrativeExpense,"81,260,000","23,994,000","21,492,000","18,390,000","17,384,000","17,021,000","12,886,000","13,722,000","19,632,000","13,448,000","14,754,000","12,017,000","11,226,000","10,383,000","11,047,000","11,864,000","21,654,000","11,768,000","12,271,000","8,959,000","8,943,000","9,421,000","7,845,000","8,015,000","7,882,000","8,953,000","8,538,000","7,153,000","6,291,000","6,734,000","5,842,000","4,572,000","5,186,000","4,228,000","3,790,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,"2,226,000",,"2,938,000",,,,,,,,
			OtherGandA,"81,260,000","23,994,000","21,492,000","18,390,000","17,384,000","17,021,000","12,886,000","13,722,000","19,632,000","13,448,000","14,754,000","12,017,000","11,226,000","10,383,000","11,047,000","11,864,000","21,654,000","11,768,000","12,271,000","8,959,000","8,943,000","9,421,000","7,845,000","8,015,000","7,882,000","8,953,000","8,538,000","7,153,000","6,291,000","6,734,000","5,842,000","4,572,000","5,186,000","4,228,000","3,790,000"
		SellingAndMarketingExpense,"193,850,000","56,100,000","50,199,000","46,026,000","41,525,000","41,035,000","37,813,000","35,487,000","35,270,000","36,117,000","33,732,000","32,990,000","28,213,000","25,365,000","23,011,000","24,068,000","22,252,000","21,006,000","21,949,000","23,712,000","19,787,000","18,713,000","18,196,000","22,354,000","19,828,000","20,088,000","18,632,000","20,903,000","16,329,000","13,705,000","14,107,000","16,248,000","12,747,000","10,440,000","10,443,000"
	ResearchAndDevelopment,"124,985,000","35,884,000","31,430,000","29,841,000","27,830,000","26,634,000","24,386,000","23,956,000","23,508,000","22,994,000","23,216,000","22,899,000","21,795,000","22,011,000","20,773,000","19,984,000","20,718,000","20,127,000","18,870,000","17,527,000","16,239,000","15,536,000","14,533,000","14,342,000","14,047,000","14,516,000","13,496,000","12,766,000","12,196,000","12,008,000","12,003,000","11,175,000","10,772,000","10,287,000","8,409,000"
OperatingIncome,"-42,388,000","-17,177,000","-11,499,000","-7,969,000","-5,743,000","-4,144,000","-4,902,000","-6,952,000","-16,794,000","-9,154,000","-14,485,000","-15,478,000","-8,427,000","-7,332,000","-7,790,000","-10,702,000","-21,790,000","-9,506,000","-14,673,000","-13,782,000","-9,864,000","-5,984,000","-7,408,000","-12,735,000","-11,323,000","-12,112,000","-10,159,000","-14,330,000","-10,601,000","-6,955,000","-11,797,000","-12,615,000","-10,102,000","-4,290,000","-5,530,000"
NetNonOperatingInterestIncomeExpense,"-11,087,000","-1,238,000","-3,313,000","-3,289,000","-3,247,000","-3,125,000","-2,825,000","-3,101,000","-2,908,000","-1,848,000","-1,470,000","-499,000","-433,000","-440,000","-45,000","-107,000","-170,000","-227,000","-253,000","-296,000","-346,000","-364,000","-378,000","-398,000","-406,000","-407,000","-357,000","-494,000","-513,000","-510,000","-690,000","-700,000","-316,000","-265,000","213,000"
	InterestIncomeNonOperating,"961,000","280,000","207,000","219,000","255,000","360,000","450,000","471,000","655,000","1,706,000","2,064,000","1,460,000",,,"435,000","341,000","279,000","223,000","198,000","168,000","129,000","91,000","77,000","64,000","62,000","83,000",,,,,,,,,
	InterestExpenseNonOperating,"12,048,000","1,518,000","3,520,000","3,508,000","3,502,000","3,485,000","3,275,000","3,572,000","3,563,000","3,554,000","3,534,000","1,959,000","433,000","440,000","480,000","448,000","449,000","450,000","451,000","464,000","475,000","455,000","455,000","462,000","468,000","490,000","508,000","494,000","513,000","510,000","763,000","700,000","316,000","265,000","7,000"
OtherIncomeExpense,"3,448,000","-165,000","-36,000","3,805,000","-156,000","-384,000","-468,000","-387,000","-68,000","718,000","-305,000","24,000","530,000","320,000","318,000","-138,000","213,000","120,000","599,000","30,000","47,000","521,000","271,000","234,000","216,000","493,000","225,000","163,000","191,000","-66,000","-281,000","-67,000","-145,000","3,000","-186,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,"797,000","30,000","47,000","521,000","-943,000","234,000","216,000","493,000","1,863,000","163,000","191,000","-66,000","-281,000","-67,000","-145,000","3,000","-186,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"-797,000","-30,000","-47,000","-521,000",,,"-216,000","-493,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,448,000","-165,000","-36,000","3,805,000","-156,000","-384,000","-468,000","-387,000","-68,000","718,000","304,000","24,000","530,000","320,000","29,000","-138,000","213,000","120,000","971,000","30,000","47,000","521,000","204,000","234,000","216,000","493,000","225,000","163,000","191,000","-66,000","23,000","-67,000","-145,000","3,000","-186,000"
PretaxIncome,"-50,027,000","-18,580,000","-14,848,000","-7,453,000","-9,146,000","-7,653,000","-8,195,000","-10,440,000","-19,770,000","-10,284,000","-16,260,000","-15,953,000","-8,330,000","-7,452,000","-7,517,000","-10,947,000","-21,747,000","-9,613,000","-14,327,000","-14,048,000","-10,163,000","-5,827,000","-7,515,000","-12,899,000","-11,513,000","-12,026,000","-10,291,000","-14,661,000","-10,923,000","-7,531,000","-12,768,000","-13,382,000","-10,563,000","-4,552,000","-5,503,000"
TaxProvision,"-1,128,000","-87,000","-524,000","-885,000","368,000","-329,000","-642,000","67,000","-5,000","289,000","38,000","98,000","-8,000","11,000","204,000","17,000","21,000","5,000","-6,000","25,000","33,000","9,000","1,000","-8,000","12,000","19,000","2,000","-31,000","106,000","-84,000","32,000","0","0","0",
NetIncomeCommonStockholders,"-48,899,000","-18,493,000","-14,324,000","-6,568,000","-9,514,000","-7,324,000","-7,553,000","-10,507,000","-19,765,000","-10,573,000","-16,298,000","-16,051,000","-8,322,000","-7,463,000","-7,721,000","-10,964,000","-21,768,000","-9,618,000","-14,321,000","-14,073,000","-10,196,000","-5,836,000","-7,516,000","-12,891,000","-11,525,000","-12,045,000","-10,293,000","-14,630,000","-11,029,000","-7,447,000","-12,800,000","-13,382,000","-10,563,000","-4,552,000","-5,503,000"
	NetIncome,"-48,899,000","-18,493,000","-14,324,000","-6,568,000","-9,514,000","-7,324,000","-7,553,000","-10,507,000","-19,765,000","-10,573,000","-16,298,000","-16,051,000","-8,322,000","-7,463,000","-7,721,000","-10,964,000","-21,768,000","-9,618,000","-14,321,000","-14,073,000","-10,196,000","-5,836,000","-7,516,000","-12,891,000","-11,525,000","-12,045,000","-10,293,000","-14,630,000","-11,029,000","-7,447,000","-12,800,000","-13,382,000","-10,563,000","-4,552,000","-5,503,000"
		NetIncomeIncludingNoncontrollingInterests,"-48,899,000","-18,493,000","-14,324,000","-6,568,000","-9,514,000","-7,324,000","-7,553,000","-10,507,000","-19,765,000","-10,573,000","-16,298,000","-16,051,000","-8,322,000","-7,463,000","-7,721,000","-10,964,000","-21,768,000","-9,618,000","-14,321,000","-14,073,000","-10,196,000","-5,836,000","-7,516,000","-12,891,000","-11,525,000","-12,045,000","-10,293,000","-14,630,000","-11,029,000","-7,447,000","-12,800,000","-13,382,000","-10,563,000","-4,552,000","-5,503,000"
