name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"1,419,592,000","1,376,644,000","1,342,313,000","1,309,964,000","1,244,202,000","1,053,267,000","1,043,600,000","1,007,876,000"
	CurrentAssets,"349,243,000","375,443,000","346,441,000","371,246,000","328,159,000","126,740,000","101,779,000","112,525,000"
		CashCashEquivalentsAndShortTermInvestments,"278,635,000","315,621,000","281,329,000","316,799,000","275,376,000","67,652,000","49,886,000","56,700,000"
			CashAndCashEquivalents,"272,402,000","309,338,000","275,332,000","310,723,000","269,599,000","62,028,000","44,288,000","51,006,000"
			OtherShortTermInvestments,"6,233,000","6,283,000","5,997,000","6,076,000","5,777,000","5,624,000","5,598,000","5,694,000"
		Receivables,"31,733,000","30,156,000","31,221,000","25,989,000","25,897,000","28,690,000","25,548,000","22,408,000"
			AccountsReceivable,"31,733,000","30,156,000","31,221,000","25,989,000","25,897,000","28,690,000","25,548,000","22,408,000"
				GrossAccountsReceivable,"32,109,000","30,406,000","31,453,000","26,286,000","26,190,000","28,914,000","26,182,000","23,038,000"
				AllowanceForDoubtfulAccountsReceivable,"-376,000","-250,000","-232,000","-297,000","-293,000","-224,000","-634,000","-630,000"
		Inventory,"5,624,000","5,405,000","5,496,000","5,382,000","5,457,000","5,407,000","5,610,000","5,273,000"
		PrepaidAssets,"16,864,000","14,016,000","11,155,000","15,937,000","13,401,000","11,103,000","10,611,000","9,687,000"
		RestrictedCash,"8,085,000","8,447,000","15,693,000","4,762,000","6,019,000","8,335,000","6,245,000","13,472,000"
		HedgingAssetsCurrent,,,"248,000","1,598,000","1,205,000","0","0","2,233,000"
		OtherCurrentAssets,"8,302,000","1,798,000","1,299,000","779,000","804,000","5,553,000","3,879,000","2,752,000"
	TotalNonCurrentAssets,"1,070,349,000","1,001,201,000","995,872,000","938,718,000","916,043,000","926,527,000","941,821,000","895,351,000"
		NetPPE,"715,764,000","645,290,000","635,336,000","578,413,000","545,543,000","546,037,000","562,574,000","510,195,000"
			GrossPPE,"844,883,000","760,303,000","736,692,000","667,117,000","622,010,000","611,102,000","616,418,000","537,923,000"
				MachineryFurnitureEquipment,"9,125,000","8,785,000","8,459,000","8,331,000","7,949,000","7,845,000","7,574,000","8,702,000"
				OtherProperties,"338,553,000","280,265,000","264,235,000","241,458,000","207,228,000","247,793,000","254,886,000","356,450,000"
				ConstructionInProgress,"10,831,000","10,021,000","9,092,000","7,657,000","8,027,000","10,253,000","10,253,000","17,970,000"
				Leases,,"20,876,000","19,005,000","14,025,000","13,856,000","13,526,000","13,196,000","12,701,000"
			AccumulatedDepreciation,"-129,119,000","-115,013,000","-101,356,000","-88,704,000","-76,467,000","-65,065,000","-53,844,000","-27,728,000"
		GoodwillAndOtherIntangibleAssets,"310,333,000","311,333,000","312,333,000","313,333,000","314,333,000","315,333,000","316,333,000","319,333,000"
