name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"1,431,750,000","1,451,875,000","1,464,812,500","1,459,062,500","1,466,250,000","1,539,562,500","1,768,125,000"
EnterpriseValue,"1,432,672,799","1,452,650,202","1,465,350,717","1,459,436,860","1,466,624,360","1,539,936,860","1,768,499,360"
PeRatio,"27.112","29.938",,,,,
PbRatio,"1.354","1.411",,,,,
EnterprisesValueEBITDARatio,"-357.663","-2,047.962","-1,721.273","-4,945.165","-682.186","-3,426.994","-4,367.075"
