name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"507,652,000","-51,848,000","284,614,000","206,050,000","68,836,000","12,827,000","159,432,000","175,564,000","146,156,000","63,255,000","124,587,000","119,039,000","44,029,000","-202,000","123,130,000","102,299,000","59,459,000","7,330,000","71,384,000","64,884,000","27,868,000","31,228,000","53,651,000","61,812,000","38,493,000","10,861,000","11,839,000","55,520,000","2,163,000","6,871,000","48,705,000","23,142,000","16,839,000","16,188,000","46,430,000","15,575,000","7,958,000","-11,738,000","35,759,000","11,111,000","6,374,000","-4,745,000","26,366,000","17,376,000","10,416,000","362,000","18,741,000","5,028,000","-772,000","-2,524,000"
	CashFlowFromContinuingOperatingActivities,"507,652,000","-51,848,000","284,614,000","206,050,000","68,836,000","12,827,000","159,432,000","175,564,000","146,156,000","63,255,000","124,587,000","119,039,000","44,029,000","-202,000","123,130,000","102,299,000","59,459,000","7,330,000","71,384,000","64,884,000","27,868,000","31,228,000","53,651,000","61,812,000","38,493,000","10,861,000","11,839,000","55,520,000","2,163,000","6,871,000","48,705,000","23,142,000","16,839,000","16,188,000","46,430,000","15,575,000","7,958,000","-11,738,000","35,759,000","11,111,000","6,374,000","-4,745,000","26,366,000","17,376,000","10,416,000","362,000","18,741,000","5,028,000","-772,000","-2,524,000"
		NetIncomeFromContinuingOperations,"462,325,000","89,719,000","142,279,000","115,656,000","114,671,000","109,046,000","85,539,000","89,432,000","66,624,000","85,565,000","74,524,000","67,002,000","58,777,000","60,754,000","59,965,000","65,618,000","50,255,000","64,418,000","-30,874,000","42,634,000","37,359,000","23,641,000","24,763,000","26,174,000","24,430,000","23,899,000","27,638,000","22,873,000","19,231,000","14,714,000","18,423,000","19,040,000","14,814,000","17,364,000","18,759,000","16,437,000","14,118,000","12,680,000",,,,,,,,,,,,
		OperatingGainsLosses,,"41,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"41,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"150,714,000","39,046,000","38,654,000","36,740,000","36,274,000","33,483,000","32,681,000","32,562,000","32,244,000","31,756,000","28,618,000","25,598,000","24,573,000","22,387,000","10,183,000","9,319,000","8,962,000","8,176,000","7,696,000","7,174,000","7,020,000","6,672,000","6,237,000","5,925,000","6,123,000","5,102,000","4,899,000","4,393,000","3,903,000","4,200,000","2,833,000","5,510,000","5,451,000","3,689,000","3,743,000","3,906,000","3,854,000","3,617,000","3,208,000","3,040,000","2,423,000","2,211,000","1,806,000","2,083,000","1,959,000","1,690,000","1,723,000","1,526,000","1,552,000","1,441,000"
			DepreciationAndAmortization,"150,714,000","39,046,000","38,654,000","36,740,000","36,274,000","33,483,000","32,681,000","32,562,000","32,244,000","31,756,000","28,618,000","25,598,000","24,573,000","22,387,000","10,183,000","9,319,000","8,962,000","8,176,000","7,696,000","7,174,000","7,020,000","6,672,000","6,237,000","5,925,000","6,123,000","5,102,000","4,899,000","4,393,000","3,903,000","4,200,000","2,833,000","5,510,000","5,451,000","3,689,000","3,743,000","3,906,000","3,854,000","3,617,000","3,208,000","3,040,000","2,423,000","2,211,000","1,806,000","2,083,000","1,959,000","1,690,000","1,723,000","1,526,000","1,552,000","1,441,000"
				Depreciation,"150,714,000","39,046,000","38,654,000","36,740,000","36,274,000","33,483,000","32,681,000","32,562,000","32,244,000","31,756,000","28,618,000","25,598,000","24,573,000","22,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-64,422,000","-10,830,000","-39,952,000","-8,124,000","-5,516,000","6,692,000","-15,448,000","-7,517,000","-5,317,000","8,288,000","-4,659,000","-1,912,000","-2,039,000","846,000","-11,628,000","-8,791,000","-4,291,000","-23,290,000","11,175,000","2,152,000","-3,361,000","2,595,000","-3,293,000","-80,000","551,000","-482,000","-15,863,000","163,000","277,000","95,000","-3,545,000","80,000","98,000","97,000","-694,000","205,000","262,000","268,000","-3,559,000","-413,000","62,000","-23,000","426,000","0","365,000","-294,000","-2,704,000","0","742,000","-742,000"
			DeferredIncomeTax,"-64,422,000","-10,830,000","-39,952,000","-8,124,000","-5,516,000","6,692,000","-15,448,000","-7,517,000","-5,317,000","8,288,000","-4,659,000","-1,912,000","-2,039,000","846,000","-11,628,000","-8,791,000","-4,291,000","-23,290,000","11,175,000","2,152,000","-3,361,000","2,595,000","-3,293,000","-80,000","551,000","-482,000","-15,863,000","163,000","277,000","95,000","-3,545,000","80,000","98,000","97,000","-694,000","205,000","262,000","268,000","-3,559,000","-413,000","62,000","-23,000","426,000","0","365,000","-294,000","-2,704,000","0","742,000","-742,000"
