name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"498,911,000","130,144,000","132,887,000","121,970,000","113,910,000","246,348,000","247,502,000","238,460,000","229,900,000","224,722,000","235,086,000","225,914,000","217,608,000","210,544,000","217,533,000","211,651,000","202,696,000","199,070,000","202,273,000","189,603,000","185,472,000","173,738,000","184,696,000","186,411,000","175,041,000","167,966,000","184,774,000","165,616,000","147,207,000","125,370,000","142,982,000","114,211,000","94,489,000","73,980,000","57,262,000","42,652,000","33,222,000","28,416,000","31,679,000","21,896,000"
	OperatingRevenue,"498,911,000","130,144,000","132,887,000","121,970,000","113,910,000","246,348,000","247,502,000","238,460,000","229,900,000","224,722,000","235,086,000","225,914,000","217,608,000","210,544,000","217,533,000","211,651,000","202,696,000","199,070,000","202,273,000","189,603,000","185,472,000","173,738,000","184,696,000","186,411,000","175,041,000","167,966,000","184,774,000","165,616,000","147,207,000","125,370,000","142,982,000","114,211,000","94,489,000","73,980,000","57,262,000","42,652,000","33,222,000","28,416,000","31,679,000","21,896,000"
CostOfRevenue,"267,509,000","72,202,000","66,677,000","65,105,000","63,525,000","84,570,000","87,043,000","84,406,000","80,993,000","81,586,000","80,711,000","79,220,000","77,393,000","71,568,000","69,830,000","67,434,000","67,282,000","67,929,000","69,372,000","68,218,000","66,692,000","64,605,000","63,958,000","69,053,000","67,427,000","71,430,000","63,175,000","61,871,000","56,107,000","52,051,000","53,292,000","44,928,000","41,580,000","35,293,000","17,160,000","13,437,000","10,286,000","6,882,000","6,047,000","4,717,000"
GrossProfit,"231,402,000","57,942,000","66,210,000","56,865,000","50,385,000","161,778,000","160,459,000","154,054,000","148,907,000","143,136,000","154,375,000","146,694,000","140,215,000","138,976,000","147,703,000","144,217,000","135,414,000","131,141,000","132,901,000","121,385,000","118,780,000","109,133,000","120,738,000","117,358,000","107,614,000","96,536,000","121,599,000","103,745,000","91,100,000","73,319,000","89,690,000","69,283,000","52,909,000","38,687,000","40,102,000","29,215,000","22,936,000","21,534,000","25,632,000","17,179,000"
OperatingExpense,"568,484,000","146,283,000","145,760,000","143,473,000","132,968,000","198,510,000","185,451,000","178,719,000","175,919,000","195,132,000","189,475,000","194,929,000","196,958,000","198,667,000","184,404,000","180,658,000","183,950,000","191,865,000","198,688,000","183,060,000","178,210,000","180,847,000","169,798,000","206,281,000","231,586,000","251,267,000","245,100,000","227,023,000","219,493,000","205,807,000","203,132,000","196,451,000","179,930,000","145,924,000","101,473,000","76,610,000","61,980,000","45,942,000","37,805,000","25,113,000"
	SellingGeneralAndAdministration,"399,035,000","101,822,000","106,516,000","98,659,000","92,038,000","126,090,000","122,442,000","117,057,000","115,323,000","127,629,000","121,939,000","126,072,000","129,420,000","131,272,000","122,153,000","118,538,000","120,375,000","125,669,000","138,830,000","118,744,000","117,463,000","122,495,000","115,224,000","143,616,000","155,214,000","165,284,000","173,410,000","153,649,000","150,695,000","140,202,000","150,030,000","141,744,000","126,522,000","103,954,000","80,007,000","56,118,000","47,964,000","35,880,000","31,097,000","20,922,000"
		GeneralAndAdministrativeExpense,"128,196,000","32,413,000","34,003,000","32,760,000","29,020,000","26,489,000","25,646,000","23,096,000","25,281,000","27,429,000","28,862,000","27,717,000","27,926,000","27,376,000","24,935,000","26,241,000","26,179,000","28,418,000","40,306,000","29,843,000","27,833,000","27,615,000","30,914,000","32,860,000","33,809,000","42,256,000","37,978,000","36,518,000","34,687,000","32,607,000","31,949,000","30,119,000","31,931,000","27,100,000","23,118,000","11,704,000","10,370,000","7,311,000","6,323,000","4,188,000"
			OtherGandA,"128,196,000","32,413,000","34,003,000","32,760,000","29,020,000","26,489,000","25,646,000","23,096,000","25,281,000","27,429,000","28,862,000","27,717,000","27,926,000","27,376,000","24,935,000","26,241,000","26,179,000","28,418,000","40,306,000","29,843,000","27,833,000","27,615,000","30,914,000","32,860,000","33,809,000","42,256,000","37,978,000","36,518,000","34,687,000","32,607,000","31,949,000","30,119,000","31,931,000","27,100,000","23,118,000","11,704,000","10,370,000","7,311,000","6,323,000","4,188,000"
		SellingAndMarketingExpense,"270,839,000","69,409,000","72,513,000","65,899,000","63,018,000","99,601,000","96,796,000","93,961,000","90,042,000","100,200,000","93,077,000","98,355,000","101,494,000","103,896,000","97,218,000","92,297,000","94,196,000","97,251,000","98,524,000","88,901,000","89,630,000","94,880,000","84,310,000","110,756,000","121,405,000","123,028,000","135,432,000","117,131,000","116,008,000","107,595,000","118,081,000","111,625,000","94,591,000","76,854,000","56,889,000","44,414,000","37,594,000","28,569,000","24,774,000","16,734,000"
	ResearchAndDevelopment,"169,449,000","44,461,000","39,244,000","44,814,000","40,930,000","72,420,000","63,009,000","61,662,000","60,596,000","67,503,000","67,536,000","68,857,000","67,538,000","67,395,000","62,251,000","62,120,000","63,575,000","66,196,000","59,858,000","64,316,000","60,747,000","58,352,000","54,574,000","62,665,000","76,372,000","85,983,000","71,690,000","73,374,000","68,798,000","65,605,000","53,102,000","54,707,000","53,408,000","41,970,000","21,466,000","20,492,000","14,016,000","10,062,000","6,708,000","4,191,000"
OperatingIncome,"-337,082,000","-88,341,000","-79,550,000","-86,608,000","-82,583,000","-36,732,000","-24,992,000","-24,665,000","-27,012,000","-51,996,000","-35,100,000","-48,235,000","-56,743,000","-59,691,000","-36,701,000","-36,441,000","-48,536,000","-60,724,000","-65,787,000","-61,675,000","-59,430,000","-71,714,000","-49,060,000","-88,923,000","-123,972,000","-154,731,000","-123,501,000","-123,278,000","-128,393,000","-132,488,000","-113,442,000","-127,168,000","-127,021,000","-107,237,000","-61,371,000","-47,395,000","-39,044,000","-24,408,000","-12,173,000","-7,934,000"
