name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"1,024,844,000","1,012,800,000","1,008,804,000","1,010,093,000","953,676,000","945,837,000","959,494,000","979,088,000","973,452,000","1,014,653,000","1,051,792,000","756,874,000","711,510,000","711,949,000","731,884,000","770,248,000","740,485,000","726,908,000","597,884,000","483,346,000","456,581,000","449,997,000","363,109,000","374,849,000","368,991,000","392,787,000","393,487,000","428,660,000","431,378,000","475,311,000","489,050,000","526,432,000","507,794,000","517,455,000","318,970,000","311,424,000","278,433,000","285,403,000","289,913,000","284,590,000","278,566,000","268,246,000","256,290,000","270,973,000","267,755,000","279,299,000","257,436,000","259,945,000","250,362,000","254,957,000","253,466,000","246,637,000","248,857,000","273,265,000","273,471,000","365,761,000","345,402,000","349,810,000","342,973,000","341,897,000","341,749,000","338,276,000","550,683,000","558,718,000","576,158,000","587,467,000","579,948,000","583,614,000","588,786,000","588,347,000","585,195,000","579,273,000","578,575,000","565,634,000","539,098,000","550,257,000","714,727,000","715,147,000","740,460,000","735,751,000","781,436,000","854,630,000","651,468,000","688,357,000","666,535,000","592,742,000","528,911,000","515,930,000","407,376,000","367,953,000","184,202,000","171,800,000","33,300,000"
	CurrentAssets,"446,876,000","430,517,000","424,171,000","487,595,000","420,880,000","403,298,000","406,680,000","414,207,000","395,513,000","417,612,000","434,708,000","441,989,000","390,597,000","382,937,000","395,801,000","427,913,000","396,000,000","390,163,000","345,851,000","324,967,000","292,272,000","283,805,000","225,413,000","228,968,000","214,046,000","226,206,000","215,240,000","237,994,000","231,977,000","270,083,000","274,338,000","302,856,000","280,782,000","285,425,000","281,241,000","208,781,000","185,176,000","191,107,000","201,271,000","169,109,000","167,662,000","166,465,000","134,818,000","157,414,000","158,047,000","169,823,000","158,159,000","182,081,000","167,214,000","169,108,000","159,016,000","116,441,000","114,557,000","117,376,000","132,760,000","196,559,000","177,935,000","225,645,000","227,463,000","225,956,000","244,809,000","242,039,000","449,917,000","446,728,000","457,009,000","429,207,000","387,837,000","324,490,000","277,329,000","278,206,000","275,206,000","288,180,000","249,474,000","219,103,000","211,294,000","225,999,000","264,583,000","300,016,000","350,812,000","368,476,000","356,150,000","451,841,000","290,223,000","350,761,000","340,570,000","371,604,000","278,506,000","302,484,000","292,463,000","267,398,000","146,954,000","149,000,000","28,200,000"
		CashCashEquivalentsAndShortTermInvestments,"166,566,000","173,548,000","191,349,000","246,894,000","203,139,000","183,969,000","193,116,000","193,872,000","196,350,000","140,414,000","161,074,000","169,607,000","156,813,000","140,643,000","140,167,000","121,139,000","103,177,000","127,108,000","153,014,000","130,450,000","117,280,000","103,786,000","102,265,000","94,122,000","88,334,000","85,865,000","82,025,000","76,225,000","75,573,000","109,293,000","104,462,000","105,882,000","106,055,000","112,017,000","199,435,000","138,837,000","119,928,000","124,970,000","137,539,000","77,954,000","75,672,000","83,669,000","76,147,000","91,329,000","95,244,000","90,503,000","93,030,000","113,858,000","103,559,000","108,962,000","96,535,000","55,171,000","43,105,000","45,506,000","58,062,000","113,292,000","119,978,000","159,617,000","168,759,000","163,172,000","184,529,000","177,149,000","389,667,000","390,324,000","395,223,000","367,158,000","329,029,000","255,359,000","206,267,000","215,907,000","212,802,000","221,242,000","180,317,000","164,355,000","156,623,000","163,617,000","160,228,000","194,920,000","223,134,000","236,497,000","218,225,000","313,094,000","160,265,000","157,096,000","145,428,000","166,697,000","113,099,000","183,361,000","230,508,000","231,265,000","116,449,000","123,500,000","10,700,000"
			CashAndCashEquivalents,"166,566,000","173,548,000","191,349,000","246,894,000","203,139,000","183,969,000","193,116,000","193,872,000","196,350,000","140,414,000","131,369,000","169,607,000","156,813,000","140,643,000","140,167,000","121,139,000","103,177,000","127,108,000","153,014,000","130,450,000","117,280,000","103,786,000","102,265,000","94,122,000","88,334,000","85,865,000","82,025,000","76,225,000","74,067,000","88,972,000","74,067,000","73,190,000","71,355,000","68,304,000","103,008,000","95,803,000","77,592,000","89,766,000","96,712,000","54,596,000","53,323,000","49,419,000","44,214,000","49,972,000","50,379,000","46,878,000","44,643,000","49,004,000","40,362,000","50,299,000","39,261,000","46,195,000","38,595,000","34,318,000","45,459,000","70,370,000","71,886,000","46,042,000","46,886,000","71,573,000","84,549,000","64,667,000","138,282,000","92,598,000","82,696,000","86,636,000","73,145,000","127,470,000","65,542,000","72,542,000","66,341,000","59,164,000","64,395,000","59,544,000","46,192,000","44,340,000","39,717,000","35,477,000","84,109,000","71,830,000","201,258,000","273,531,000","123,334,000","87,722,000","83,061,000","126,078,000","63,506,000","116,721,000","229,194,000","108,447,000","109,657,000","107,100,000","10,700,000"
				CashFinancial,"166,566,000","173,548,000","191,349,000","246,894,000","203,139,000","183,969,000","193,116,000","193,872,000","196,350,000",,,"169,607,000","156,813,000","140,643,000","140,167,000","121,139,000","98,677,000","122,608,000","148,514,000","126,159,000","112,996,000","99,506,000","97,988,000","89,847,000","83,564,000","81,096,000","77,257,000","71,455,000","54,288,000",,"71,190,000","72,623,000",,,,"41,518,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,"0","4,500,000","4,500,000","4,500,000","4,291,000","4,284,000","4,280,000","4,277,000","4,275,000","4,770,000","4,769,000","4,768,000","4,770,000","19,779,000",,"2,877,000","567,000",,,,"54,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,"29,705,000",,,,,,,,,,,,,,,,,"0","1,506,000","20,321,000","30,395,000","32,692,000","34,700,000","43,713,000","96,427,000","43,034,000","42,336,000","35,204,000","40,827,000","23,358,000","22,349,000","34,250,000","31,933,000","41,357,000","44,865,000","43,625,000","48,387,000","64,854,000","63,197,000","58,663,000","57,274,000","8,976,000","4,510,000","11,188,000","12,603,000","42,922,000","48,092,000","113,575,000","121,873,000","91,599,000","99,980,000","112,482,000","251,385,000","297,726,000","312,527,000","280,522,000","255,884,000","127,889,000","140,725,000","143,365,000","146,461,000","162,078,000","115,922,000","104,811,000","110,431,000","119,277,000","120,511,000","159,443,000","139,025,000","164,667,000","16,967,000","39,563,000","36,931,000","69,374,000","62,367,000","40,619,000","49,593,000","66,640,000","1,314,000","122,818,000","6,792,000","16,400,000",
		Receivables,"162,967,000","133,255,000","129,611,000","156,476,000","130,558,000","128,242,000","123,637,000","122,727,000","96,212,000","159,790,000","152,277,000","174,414,000","141,455,000","144,909,000","164,683,000","212,423,000","188,408,000","154,906,000","116,500,000","120,770,000","101,960,000","117,819,000","68,246,000","81,419,000","62,670,000","73,110,000","60,330,000","92,737,000","78,727,000","93,519,000","99,980,000","124,664,000","94,187,000","94,337,000","39,297,000","47,642,000","43,612,000","42,583,000","34,706,000","41,166,000","45,739,000","39,025,000","28,638,000","33,689,000","34,948,000","46,820,000","39,663,000","42,057,000","36,598,000","40,598,000","42,036,000","44,278,000","43,588,000","44,285,000","53,283,000","64,417,000","27,629,000","30,042,000","26,579,000","23,066,000","25,088,000","30,248,000","27,845,000","27,681,000","27,490,000","33,585,000","30,058,000","30,778,000","31,575,000","30,837,000","28,788,000","32,998,000","30,748,000","24,388,000","27,358,000","26,794,000","18,650,000","21,729,000","39,755,000","51,344,000","55,765,000","54,010,000","52,077,000","75,738,000","88,913,000","106,605,000","74,186,000","60,996,000","43,216,000","28,861,000","22,391,000","20,800,000","11,400,000"
			AccountsReceivable,"162,967,000","133,255,000","129,611,000","156,476,000","130,558,000","128,242,000","123,637,000","122,727,000","96,212,000","159,790,000","152,277,000","174,414,000","141,455,000","144,909,000","164,683,000","212,423,000","188,408,000","154,906,000","116,500,000","120,770,000","101,960,000","117,819,000","68,246,000","81,419,000","62,670,000","73,110,000","60,330,000","92,737,000","78,727,000","93,519,000","99,980,000","124,664,000","94,187,000","94,337,000","39,297,000","47,642,000","43,612,000","42,583,000","34,706,000","41,166,000","45,739,000","39,025,000","28,638,000","33,689,000","34,948,000","46,820,000","39,663,000","42,057,000","36,598,000","40,598,000","42,036,000","44,278,000","43,588,000","44,285,000","53,283,000","64,417,000","27,629,000","30,042,000","26,579,000","23,066,000","25,088,000","30,248,000","27,845,000","27,681,000","27,490,000","33,585,000","30,058,000","30,778,000","31,575,000","30,837,000","28,788,000","32,998,000","30,748,000","24,388,000","27,358,000","26,794,000","18,650,000","21,729,000","39,755,000","51,344,000","55,765,000","54,010,000","52,077,000","75,738,000","88,913,000","106,605,000","74,186,000","60,996,000","43,216,000","28,861,000","22,391,000",,
				GrossAccountsReceivable,,,,"174,833,000","131,817,000","129,577,000","124,830,000","151,902,000","97,898,000","160,873,000","153,708,000","201,365,000","143,216,000","146,587,000","166,344,000","225,167,000","190,204,000","156,288,000","118,185,000","122,502,000","104,120,000","120,270,000","70,828,000","84,676,000","67,760,000","79,574,000","63,206,000","95,133,000","83,071,000","99,657,000","104,549,000","128,282,000","96,337,000","95,964,000","40,385,000","48,894,000","45,130,000","44,272,000","35,905,000","42,812,000","47,124,000","40,075,000","29,769,000","35,101,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
