name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
			FinishedGoods,"458,000,000","461,000,000","556,000,000","497,000,000","581,000,000","668,000,000","672,000,000","677,000,000","566,000,000","573,000,000","529,000,000","528,000,000","245,000,000","225,000,000","198,000,000","188,000,000","197,000,000",,,,,,,"194,000,000","215,000,000",,,,,,"309,000,000","299,000,000","362,000,000","417,000,000","344,000,000","325,000,000","406,000,000","477,000,000","554,300,000","593,000,000","168,400,000","130,300,000",,,"80,000,000","157,900,000","193,200,000","228,700,000","200,600,000","188,000,000","177,600,000","183,800,000","174,800,000","147,200,000","163,600,000","186,100,000","154,700,000","150,900,000"
			OtherInventories,,,,,,,,,,,,,,,,,,"0","0","0","0",,,"0",,,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0","0",,"0","0","0","0","65,300,000","61,700,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,700,000",,"-8,100,000","-7,700,000","-7,500,000",,,,,,
		PrepaidAssets,"187,000,000","132,000,000","147,000,000","171,000,000","163,000,000","200,000,000","174,000,000","135,000,000","115,000,000","143,000,000","125,000,000","156,000,000","49,000,000","50,000,000","59,000,000","81,000,000","55,000,000","53,000,000","44,000,000","54,000,000","40,000,000","49,000,000","45,000,000","42,000,000","36,000,000","46,000,000","62,000,000","60,000,000","29,000,000","42,000,000","52,000,000","48,000,000","48,000,000","61,000,000","44,000,000","37,000,000","28,000,000","38,000,000","31,200,000","15,700,000","18,000,000","10,200,000","27,900,000","44,700,000","17,600,000","21,700,000","34,900,000","26,000,000","23,600,000","19,100,000","19,200,000","20,100,000","15,200,000","27,200,000","25,700,000","19,600,000","28,500,000","35,100,000"
		RestrictedCash,"4,000,000","4,000,000","4,000,000","4,000,000","8,000,000","29,000,000","27,000,000","27,000,000","9,000,000","9,000,000","11,000,000","9,000,000","666,000,000","662,000,000","659,000,000","656,000,000","655,000,000","653,000,000","653,000,000","2,000,000","2,000,000","3,000,000","3,000,000","3,000,000","3,000,000","5,000,000","4,000,000","5,000,000","608,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6,000,000","10,000,000","12,000,000","13,000,000","29,000,000","33,000,000","35,000,000","47,000,000","96,000,000","54,000,000","41,000,000","114,000,000","19,200,000","60,200,000","4,300,000","4,300,000","4,400,000","5,900,000","4,300,000","2,700,000","2,700,000","2,700,000","3,700,000","35,000,000","35,000,000","35,000,000","43,600,000","29,600,000","38,100,000","36,900,000","35,600,000","38,400,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6,000,000","10,000,000","12,000,000","13,000,000","29,000,000","33,000,000","35,000,000","47,000,000","96,000,000","54,000,000","41,000,000","114,000,000","19,200,000","60,200,000",,"4,300,000","4,400,000","5,900,000","4,300,000","2,700,000","2,700,000","2,700,000","3,700,000","35,000,000","35,000,000","35,000,000","43,600,000","29,600,000","38,100,000","36,900,000","35,600,000","38,400,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,"1,000,000",,,,,"32,000,000","31,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","23,400,000","0","11,500,000","0","0","127,200,000","0","0","0","0","0","0",,"0","0","0","0","0",
	TotalNonCurrentAssets,"4,026,000,000","3,938,000,000","3,941,000,000","3,997,000,000","3,983,000,000","4,039,000,000","3,890,000,000","2,975,000,000","2,972,000,000","3,195,000,000","3,104,000,000","3,154,000,000","2,155,000,000","2,098,000,000","2,110,000,000","2,128,000,000","2,235,000,000","2,225,000,000","2,167,000,000","3,672,000,000","3,677,000,000","3,697,000,000","3,723,000,000","3,689,000,000","3,733,000,000","3,771,000,000","3,911,000,000","4,060,000,000","2,596,000,000","2,684,000,000","2,839,000,000","2,986,000,000","3,039,000,000","3,046,000,000","3,081,000,000","3,193,000,000","3,305,000,000","3,338,000,000","3,443,600,000","3,346,500,000","903,500,000","888,400,000","903,500,000","907,900,000","362,200,000","967,800,000","1,007,300,000","1,041,900,000","1,030,300,000","1,012,200,000","1,009,200,000","1,021,700,000","1,029,300,000","1,125,200,000","1,121,700,000","1,102,400,000","978,900,000","940,500,000"
		NetPPE,"2,619,000,000","2,542,000,000","2,550,000,000","2,596,000,000","2,583,000,000","2,643,000,000","2,513,000,000","2,506,000,000","2,505,000,000","2,715,000,000","2,621,000,000","2,562,000,000","1,841,000,000","1,800,000,000","1,823,000,000","1,861,000,000","2,016,000,000","2,000,000,000","1,928,000,000","3,424,000,000","3,422,000,000","3,438,000,000","3,467,000,000","3,434,000,000","3,471,000,000","3,447,000,000","3,564,000,000","3,703,000,000","2,205,000,000","2,285,000,000","2,293,000,000","2,373,000,000","2,430,000,000","2,474,000,000","2,545,000,000","2,630,000,000","2,737,000,000","2,862,000,000","2,898,600,000","2,901,800,000","558,800,000","554,500,000","519,000,000","525,300,000","315,500,000","776,200,000","830,900,000","853,700,000","848,900,000","855,100,000","852,900,000","856,600,000","864,600,000","860,800,000","859,200,000","846,800,000","839,700,000","811,900,000"
			GrossPPE,"4,669,000,000","4,514,000,000","4,517,000,000","4,534,000,000","4,449,000,000","4,446,000,000","4,167,000,000","4,056,000,000","3,982,000,000","4,222,000,000","4,029,000,000","3,963,000,000","3,149,000,000","3,073,000,000","3,068,000,000","3,082,000,000","3,252,000,000","3,196,000,000","3,060,000,000","4,653,000,000","4,589,000,000","4,548,000,000","4,544,000,000","4,447,000,000","4,435,000,000","4,350,000,000","4,452,000,000","4,547,000,000","2,981,000,000","3,012,000,000","2,969,000,000","3,003,000,000","2,985,000,000","2,965,000,000","2,983,000,000","2,986,000,000","3,032,000,000","3,100,000,000","3,027,000,000","2,997,000,000","630,800,000","610,400,000",,,"1,242,800,000","2,167,000,000","2,235,100,000","2,232,600,000","2,176,000,000","2,175,200,000","2,142,600,000","2,118,300,000","2,130,900,000","2,110,300,000","2,108,700,000","2,096,300,000","2,089,200,000","2,001,300,000"
				Properties,"1,338,000,000","1,306,000,000","1,325,000,000","1,347,000,000","1,335,000,000","1,333,000,000","1,314,000,000","1,301,000,000","1,293,000,000","1,352,000,000","1,294,000,000","1,303,000,000","1,237,000,000","1,238,000,000","1,244,000,000","1,257,000,000","1,325,000,000","1,303,000,000","1,263,000,000","2,017,000,000","2,005,000,000","1,996,000,000","1,996,000,000","1,968,000,000","1,968,000,000","1,948,000,000","1,992,000,000","2,050,000,000","1,312,000,000","1,336,000,000","1,347,000,000","1,379,000,000","1,384,000,000","1,388,000,000","1,412,000,000","1,423,000,000","1,462,000,000","1,502,000,000","0","1,365,300,000","0","42,000,000",,,"12,400,000","0","0","0","0","0","0","0","0",,,,"0",
				LandAndImprovements,"189,000,000","188,000,000","188,000,000","188,000,000","188,000,000","189,000,000","181,000,000","177,000,000","175,000,000","191,000,000","161,000,000","158,000,000","96,000,000","96,000,000","96,000,000","97,000,000","100,000,000","95,000,000","94,000,000","163,000,000","159,000,000","159,000,000","157,000,000","155,000,000","156,000,000","143,000,000","109,000,000","139,000,000","77,000,000","80,000,000","80,000,000","81,000,000","81,000,000","79,000,000","80,000,000","80,000,000","81,000,000","80,000,000","93,200,000","92,900,000","24,200,000","24,200,000",,,"33,300,000","72,200,000","84,100,000","83,700,000","83,800,000","72,100,000","72,200,000","72,200,000","72,200,000",,,,"63,100,000",
				BuildingsAndImprovements,"390,000,000","365,000,000","371,000,000","377,000,000","368,000,000","368,000,000","342,000,000","327,000,000","319,000,000","340,000,000","311,000,000","309,000,000","245,000,000","242,000,000","241,000,000","247,000,000","275,000,000","267,000,000","244,000,000","322,000,000","314,000,000","309,000,000","304,000,000","292,000,000","291,000,000","189,000,000","208,000,000","258,000,000","180,000,000","187,000,000","186,000,000","192,000,000","192,000,000","181,000,000","188,000,000","190,000,000","186,000,000","194,000,000","208,000,000","205,900,000","45,800,000","44,900,000",,,"93,100,000","170,200,000","176,300,000","171,500,000","167,300,000","165,600,000","162,700,000","160,000,000","159,400,000",,,,"145,000,000",
				MachineryFurnitureEquipment,"2,298,000,000","2,234,000,000","2,244,000,000","2,268,000,000","2,197,000,000","2,197,000,000","2,004,000,000","1,934,000,000","1,893,000,000","2,028,000,000","1,933,000,000","1,857,000,000","1,415,000,000","1,395,000,000","1,357,000,000","1,326,000,000","1,409,000,000","1,387,000,000","1,316,000,000","1,945,000,000","1,916,000,000","1,888,000,000","1,885,000,000","1,839,000,000","1,837,000,000","1,765,000,000","1,842,000,000","1,803,000,000","1,218,000,000","1,225,000,000","1,201,000,000","1,211,000,000","1,198,000,000","1,141,000,000","1,166,000,000","1,157,000,000","1,149,000,000","1,165,000,000","1,229,100,000","1,210,600,000","421,700,000","417,100,000",,,"995,100,000","1,795,400,000","1,856,200,000","1,851,900,000","1,798,600,000","1,851,600,000","1,818,200,000","1,775,000,000","1,795,600,000",,,,"1,769,200,000",
				OtherProperties,"148,000,000","158,000,000","147,000,000","152,000,000","165,000,000","167,000,000","152,000,000","143,000,000","146,000,000","155,000,000","150,000,000","152,000,000","101,000,000","39,000,000","40,000,000","42,000,000","41,000,000","41,000,000","40,000,000","57,000,000","52,000,000","50,000,000","49,000,000","48,000,000","47,000,000","44,000,000","36,000,000","47,000,000","37,000,000","35,000,000","32,000,000","31,000,000","28,000,000","43,000,000","9,000,000","6,000,000","7,000,000","6,000,000","8,700,000","6,200,000","78,300,000","33,100,000",,,"62,700,000","100,700,000","89,800,000","91,100,000","88,000,000","85,900,000","89,500,000","111,100,000","103,700,000",,,,"111,900,000",
				ConstructionInProgress,"306,000,000","263,000,000","242,000,000","202,000,000","196,000,000","192,000,000","174,000,000","174,000,000","156,000,000","156,000,000","180,000,000","184,000,000","55,000,000","63,000,000","90,000,000","113,000,000","102,000,000","103,000,000","103,000,000","149,000,000","143,000,000","146,000,000","153,000,000","145,000,000","136,000,000","261,000,000","265,000,000","250,000,000","157,000,000","149,000,000","123,000,000","109,000,000","102,000,000","133,000,000","128,000,000","130,000,000","147,000,000","153,000,000","145,200,000","116,100,000","60,800,000","49,100,000",,,"46,200,000","28,500,000","28,700,000","34,400,000","38,300,000",,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,"1,303,000,000","859,000,000","1,608,000,000","1,606,000,000","1,607,000,000","1,996,000,000","1,602,000,000",,"1,604,000,000",,"2,050,000,000",,"1,058,000,000",,"1,145,000,000","1,185,000,000","1,216,000,000","1,269,000,000","1,321,000,000","1,377,000,000","1,439,000,000","1,342,800,000","1,356,600,000",,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-2,050,000,000","-1,972,000,000","-1,967,000,000","-1,938,000,000","-1,866,000,000","-1,803,000,000","-1,654,000,000","-1,550,000,000","-1,477,000,000","-1,507,000,000","-1,408,000,000","-1,401,000,000","-1,308,000,000","-1,273,000,000","-1,245,000,000","-1,221,000,000","-1,236,000,000","-1,196,000,000","-1,132,000,000","-1,229,000,000","-1,167,000,000","-1,110,000,000","-1,077,000,000","-1,013,000,000","-964,000,000","-903,000,000","-888,000,000","-844,000,000","-776,000,000","-727,000,000","-676,000,000","-630,000,000","-555,000,000","-491,000,000","-438,000,000","-356,000,000","-295,000,000","-238,000,000","-128,400,000","-95,200,000","-72,000,000","-55,900,000",,,"-927,300,000","-1,390,800,000","-1,404,200,000","-1,378,900,000","-1,327,100,000","-1,320,100,000","-1,289,700,000","-1,261,700,000","-1,266,300,000","-1,249,500,000","-1,249,500,000","-1,249,500,000","-1,249,500,000","-1,189,400,000"
		GoodwillAndOtherIntangibleAssets,"229,000,000","217,000,000","214,000,000","206,000,000","201,000,000","201,000,000","203,000,000","195,000,000","202,000,000","208,000,000","222,000,000","299,000,000","169,000,000","176,000,000","182,000,000","188,000,000","192,000,000","198,000,000","203,000,000","210,000,000","217,000,000","223,000,000","226,000,000","232,000,000","238,000,000","244,000,000","252,000,000","260,000,000","265,000,000","272,000,000","279,000,000","286,000,000","293,000,000","300,000,000","306,000,000","313,000,000","318,000,000","326,000,000","312,000,000","318,400,000","307,400,000","313,300,000","358,700,000","365,500,000",,"54,200,000",,"71,000,000","12,700,000","66,900,000","64,900,000","64,500,000","64,100,000","62,700,000","63,000,000","61,200,000","60,400,000","60,900,000"
			Goodwill,,,,,,,,,,,,"68,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"13,700,000","12,700,000","12,400,000","11,700,000","11,600,000","64,100,000","62,700,000","63,000,000","61,200,000",,
			OtherIntangibleAssets,"229,000,000","217,000,000","214,000,000","206,000,000","201,000,000","201,000,000","203,000,000","195,000,000","202,000,000","208,000,000","222,000,000","231,000,000","169,000,000","176,000,000","182,000,000","188,000,000","192,000,000","198,000,000","203,000,000","210,000,000","217,000,000","223,000,000","226,000,000","232,000,000","238,000,000","244,000,000","252,000,000","260,000,000","265,000,000","272,000,000","279,000,000","286,000,000","293,000,000","300,000,000","306,000,000","313,000,000","318,000,000","326,000,000","312,000,000","318,400,000","307,400,000","313,300,000",,,,"54,200,000",,"57,300,000",,"54,500,000","53,200,000","52,900,000",,,,,"60,400,000","60,900,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"14,800,000",,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"14,800,000",,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600,000",,,,,,,,,,,,,
		NonCurrentDeferredAssets,"981,000,000","985,000,000","995,000,000","1,013,000,000","1,022,000,000","1,020,000,000","997,000,000","103,000,000","107,000,000","110,000,000","110,000,000","123,000,000","35,000,000","37,000,000","43,000,000","43,000,000",,,,,,,,,,,"6,000,000","8,000,000","9,000,000","9,000,000","203,000,000","257,000,000","238,000,000","192,000,000","148,000,000","170,000,000","169,000,000","91,000,000","169,900,000","80,500,000",,"17,400,000",,,"9,400,000",,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"981,000,000","985,000,000","995,000,000","1,013,000,000","1,022,000,000","1,020,000,000","997,000,000","103,000,000","107,000,000","110,000,000","110,000,000","123,000,000","35,000,000","37,000,000","43,000,000","43,000,000",,,,,,,,,,,"6,000,000","8,000,000","9,000,000","9,000,000","203,000,000","257,000,000","238,000,000","192,000,000","148,000,000","170,000,000","169,000,000","91,000,000","169,900,000","80,500,000",,"9,000,000",,,"9,400,000",,,,,,,,,,,,,
		OtherNonCurrentAssets,"197,000,000","194,000,000","182,000,000","182,000,000","177,000,000","175,000,000","177,000,000","171,000,000","158,000,000","162,000,000","151,000,000","170,000,000","110,000,000","85,000,000","62,000,000","36,000,000","27,000,000","27,000,000","36,000,000","38,000,000","38,000,000","36,000,000","30,000,000","23,000,000","24,000,000","80,000,000","89,000,000","89,000,000","117,000,000","118,000,000","64,000,000","70,000,000","78,000,000","80,000,000","82,000,000","80,000,000","81,000,000","59,000,000","63,100,000","45,800,000","37,300,000","3,200,000","25,800,000","17,100,000","18,900,000","137,400,000","176,400,000","117,200,000","168,700,000","90,200,000","91,400,000","100,600,000","100,600,000","201,700,000","199,500,000","194,400,000","78,800,000","67,700,000"
TotalLiabilitiesNetMinorityInterest,"4,086,000,000","3,945,000,000","4,044,000,000","4,206,000,000","4,766,000,000","4,697,000,000","4,788,000,000","4,754,000,000","4,451,000,000","4,352,000,000","4,333,000,000","4,487,000,000","4,046,000,000","3,780,000,000","3,835,000,000","3,836,000,000","3,825,000,000","3,849,000,000","3,785,000,000","3,819,000,000","3,778,000,000","3,789,000,000","3,918,000,000","3,893,000,000","3,861,000,000","3,962,000,000","3,980,000,000","4,063,000,000","3,778,000,000","3,277,000,000","3,181,000,000","3,243,000,000","3,251,000,000","3,262,000,000","3,264,000,000","3,257,000,000","3,319,000,000","2,629,000,000","2,522,700,000","1,683,100,000","1,055,000,000","905,100,000","852,300,000","913,600,000","1,727,900,000","1,237,500,000","1,274,700,000","1,294,600,000","1,293,800,000","1,286,300,000","1,376,500,000","1,388,000,000","1,386,100,000","1,402,500,000","1,379,600,000","1,374,200,000","1,269,300,000","685,400,000"
