name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"156,033,000","47,227,000","41,271,000","37,650,000","29,886,000","28,917,000","31,640,000","20,974,000","26,586,000","20,483,000","11,041,000","419,757","92,342","450"
	SellingGeneralAndAdministration,"54,225,000","15,241,000","11,515,000","16,289,000","11,181,000","10,302,000","10,549,000","8,998,000","9,664,000","6,315,000","6,088,000",,,
		GeneralAndAdministrativeExpense,"54,225,000","15,241,000","11,515,000","16,289,000","11,181,000","10,302,000","10,549,000","8,998,000","9,664,000","6,315,000","6,088,000",,,
			OtherGandA,"54,225,000","15,241,000","11,515,000","16,289,000","11,181,000","-1,487,000","10,549,000","8,998,000","9,664,000","6,315,000","6,088,000",,,
	ResearchAndDevelopment,"101,808,000","31,986,000","29,756,000","21,361,000","18,705,000","18,615,000","21,091,000","11,976,000","16,922,000","14,168,000","4,953,000",,,
	OtherTaxes,,,,,,,,,,,,"24,600","24,600",
	OtherOperatingExpenses,,,,,,,,,,,,"395,157","67,742","450"
OperatingIncome,"-156,033,000","-47,227,000","-41,271,000","-37,650,000","-29,886,000","-28,917,000","-31,640,000","-20,974,000","-26,586,000","-20,483,000","-11,041,000","-419,757","-92,342","-450"
NetNonOperatingInterestIncomeExpense,,,,,,"0","0","0",,"0","-376,000","683,140","341,558",
	InterestIncomeNonOperating,,,,,,,,,,,,"683,140","341,558",
	InterestExpenseNonOperating,,,,,,"0","0","0",,"0","376,000",,,
OtherIncomeExpense,"-781,000","44,000","-114,000","-84,000","-626,000","680,000","-503,000","225,000","-74,000","-127,000","221,000",,,
	OtherNonOperatingIncomeExpenses,"-781,000","44,000","-114,000","-84,000","-626,000","680,000","-503,000","225,000","-74,000","-127,000","221,000",,,
PretaxIncome,"-156,814,000","-47,183,000","-41,385,000","-37,734,000","-30,512,000","-28,237,000","-32,143,000","-20,749,000","-26,660,000","-20,610,000","-11,196,000","263,383","249,216","-450"
