name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"447,086,000","120,236,000","115,326,000","109,402,000","102,122,000","98,856,000","95,710,000","90,157,000","83,272,000","82,598,000","80,258,000","74,925,000","69,664,000","64,129,000","62,316,000","58,734,000","55,454,000","51,284,000","50,233,000","45,871,000","42,293,000","38,634,000","35,340,000","32,196,000","29,026,000","26,561,000","24,474,000","21,661,000"
	OperatingRevenue,"447,086,000","120,236,000","115,326,000","109,402,000","102,122,000","98,856,000","95,710,000","90,157,000","83,272,000","82,598,000","80,258,000","74,925,000","69,664,000","64,129,000","62,316,000","58,734,000","55,454,000","51,284,000","50,233,000","45,871,000","42,293,000","38,634,000","35,340,000","32,196,000","29,026,000","26,561,000","24,474,000","21,661,000"
CostOfRevenue,"106,654,000","30,673,000","27,972,000","24,437,000","23,572,000","21,890,000","19,182,000","16,982,000","16,743,000","16,065,000","15,121,000","15,292,000","14,944,000","13,618,000","13,885,000","13,517,000","11,866,000","11,606,000","10,981,000","10,898,000","10,375,000","9,232,000","8,667,000","7,541,000","7,063,000","6,940,000","6,347,000","5,943,000"
GrossProfit,"340,432,000","89,563,000","87,354,000","84,965,000","78,550,000","76,966,000","76,528,000","73,175,000","66,529,000","66,533,000","65,137,000","59,633,000","54,720,000","50,511,000","48,431,000","45,217,000","43,588,000","39,678,000","39,252,000","34,973,000","31,918,000","29,402,000","26,673,000","24,655,000","21,963,000","19,621,000","18,127,000","15,718,000"
OperatingExpense,"385,705,000","114,927,000","103,542,000","79,014,000","88,222,000","95,671,000","83,720,000","75,211,000","69,855,000","73,870,000","69,874,000","67,494,000","60,698,000","59,834,000","56,855,000","50,238,000","52,419,000","47,238,000","44,960,000","48,178,000","39,770,000","37,697,000","35,382,000","31,822,000","30,222,000","29,420,000","28,090,000","25,560,000"
	SellingGeneralAndAdministration,"302,108,000","89,679,000","82,831,000","60,171,000","69,427,000","76,698,000","65,679,000","60,382,000","58,008,000","62,123,000","59,562,000","55,936,000","49,869,000","49,527,000","48,102,000","42,977,000","44,608,000","40,309,000","38,926,000","42,295,000","33,761,000","31,749,000","29,809,000","26,735,000","25,029,000","24,148,000","22,812,000","20,656,000"
		GeneralAndAdministrativeExpense,"87,890,000","29,652,000","26,621,000","11,372,000","20,245,000","28,269,000","20,297,000","17,794,000","16,182,000","17,338,000","15,613,000","14,088,000","12,677,000","13,679,000","12,380,000","11,268,000","12,458,000","11,082,000","11,147,000","8,920,000","8,636,000","8,253,000","8,278,000","7,698,000","5,956,000","5,979,000","5,960,000","5,916,000"
			OtherGandA,"87,890,000","29,652,000","26,621,000","11,372,000","20,245,000","28,269,000","20,297,000","17,794,000","16,182,000","17,338,000","15,613,000","14,088,000","12,677,000","13,679,000","12,380,000","11,268,000","12,458,000","11,082,000","11,147,000","8,920,000","8,636,000","8,253,000","8,278,000","7,698,000","5,956,000","5,979,000","5,960,000","5,916,000"
		SellingAndMarketingExpense,"214,218,000","60,027,000","56,210,000","48,799,000","49,182,000","48,429,000","45,382,000","42,588,000","41,826,000","44,785,000","43,949,000","41,848,000","37,192,000","35,848,000","35,722,000","31,709,000","32,150,000","29,227,000","27,779,000","33,375,000","25,125,000","23,496,000","21,531,000","19,037,000","19,073,000","18,169,000","16,852,000","14,740,000"
	ResearchAndDevelopment,"83,597,000","25,248,000","20,711,000","18,843,000","18,795,000","18,973,000","18,041,000","14,829,000","11,847,000","11,747,000","10,312,000","11,558,000","10,829,000","10,307,000","8,753,000","7,261,000","7,811,000","6,929,000","6,034,000","5,883,000","6,009,000","5,948,000","5,573,000","5,087,000","5,193,000","5,272,000","5,278,000","4,904,000"
