name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
		GoodwillAndOtherIntangibleAssets,"1,387,612,000","1,399,672,000","1,411,145,000","1,413,126,000","1,420,679,000","1,435,456,000","1,447,391,000","1,459,703,000","1,472,325,000","1,486,434,000","1,500,043,000","1,514,883,000","1,529,243,000"
			Goodwill,"1,281,876,000","1,281,764,000","1,282,631,000","1,275,133,000","1,271,195,000","1,272,574,000","1,271,602,000","1,270,986,000","1,270,733,000","1,270,650,000","1,270,163,000","1,270,485,000","1,270,120,000"
			OtherIntangibleAssets,"105,736,000","117,908,000","128,514,000","137,993,000","149,484,000","162,882,000","175,789,000","188,717,000","201,592,000","215,784,000","229,880,000","244,398,000","259,123,000"
		NonCurrentAccountsReceivable,,,,,,,,,"3,746,000","5,977,000","7,480,000",,
		DuefromRelatedPartiesNonCurrent,,,,,,,,,"3,746,000","5,977,000","7,480,000",,
		NonCurrentDeferredAssets,"91,541,000","74,476,000","67,258,000","67,013,000","65,449,000","68,834,000","62,523,000","58,959,000","60,196,000","47,441,000","36,960,000","41,398,000","42,223,000"
			NonCurrentDeferredTaxesAssets,"28,106,000","16,390,000","16,492,000","17,012,000","16,811,000","25,259,000","24,449,000","21,181,000","20,460,000","10,714,000","10,806,000","10,781,000","10,678,000"
		OtherNonCurrentAssets,"9,615,000","10,003,000","11,114,000","9,735,000","9,933,000","8,850,000","8,616,000","8,350,000","8,126,000","8,981,000","8,117,000","8,765,000","8,757,000"
TotalLiabilitiesNetMinorityInterest,"1,236,864,000","1,121,746,000","1,021,895,000","1,055,145,000","1,142,617,000","1,106,816,000","1,033,248,000","1,058,253,000","1,080,583,000","1,089,117,000","1,046,540,000","2,213,212,000","2,201,624,000"
	CurrentLiabilities,"865,599,000","713,155,000","594,093,000","598,872,000","647,911,000","550,303,000","451,535,000","441,189,000","488,900,000","449,233,000","381,093,000","938,630,000","950,901,000"
		PayablesAndAccruedExpenses,"87,988,000","138,410,000","121,436,000","102,386,000","65,258,000","63,606,000","43,213,000","45,436,000","64,153,000","60,674,000","62,546,000","30,652,000","36,287,000"
			Payables,"59,537,000","22,256,000","16,013,000","3,431,000","41,739,000","42,723,000","25,208,000","28,933,000","45,218,000","42,350,000","43,909,000","16,231,000","16,644,000"
				AccountsPayable,"22,715,000","22,256,000","16,013,000","3,431,000","9,621,000","12,146,000","8,185,000","3,767,000","11,112,000","10,832,000","10,532,000","4,702,000","6,559,000"
				TotalTaxPayable,"36,822,000",,,,"32,118,000","30,577,000","17,023,000","25,166,000","34,106,000","31,518,000","33,377,000","11,529,000","10,085,000"
					IncomeTaxPayable,"14,291,000",,,,"9,117,000","8,165,000","4,224,000","11,951,000","20,756,000","18,154,000","27,267,000","6,493,000","3,811,000"
				DuetoRelatedPartiesCurrent,,,,,,,,,"0","0","0","600,203,000","597,150,000"
			CurrentAccruedExpenses,"28,451,000","116,154,000","105,423,000","98,955,000","23,519,000","20,883,000","18,005,000","16,503,000","18,935,000","18,324,000","18,637,000","14,421,000","19,643,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"76,283,000",,,,"63,890,000","53,328,000","49,470,000","33,238,000","40,687,000","36,352,000","26,690,000","25,798,000","35,192,000"
		CurrentDebtAndCapitalLeaseObligation,"12,774,000","11,700,000","11,214,000","10,420,000","9,491,000","9,368,000","9,311,000","9,712,000",,,,"600,203,000","606,650,000"
			CurrentDebt,,,,,,,,,,,,"600,203,000","606,650,000"
				CurrentNotesPayable,,,,,,,,,"0","0","0","600,203,000","597,150,000"
				OtherCurrentBorrowings,,,,,,,,,,,,,"9,500,000"
			CurrentCapitalLeaseObligation,"12,774,000","11,700,000","11,214,000","10,420,000","9,491,000","9,368,000","9,311,000","9,712,000",,,,,
		CurrentDeferredLiabilities,"688,554,000","563,045,000","461,443,000","486,066,000","509,272,000","424,001,000","349,541,000","352,803,000","384,060,000","352,207,000","291,857,000","281,977,000","272,772,000"
			CurrentDeferredRevenue,"688,554,000","563,045,000","461,443,000","486,066,000","509,272,000","424,001,000","349,541,000","352,803,000","384,060,000","352,207,000","291,857,000","281,977,000","272,772,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"371,265,000","408,591,000","427,802,000","456,273,000","494,706,000","556,513,000","581,713,000","617,064,000","591,683,000","639,884,000","665,447,000","1,274,582,000","1,250,723,000"
		LongTermDebtAndCapitalLeaseObligation,"325,988,000","356,391,000","387,278,000","405,227,000","430,116,000","490,256,000","518,758,000","549,422,000","509,985,000","540,236,000","569,789,000","1,002,792,000","1,011,793,000"
			LongTermDebt,"273,918,000","303,415,000","332,907,000","362,404,000","391,913,000","451,427,000","480,941,000","510,452,000","509,985,000","540,236,000","569,789,000","1,002,792,000","1,011,793,000"
			LongTermCapitalLeaseObligation,"52,070,000","52,976,000","54,371,000","42,823,000","38,203,000","38,829,000","37,817,000","38,970,000",,,,,
		NonCurrentDeferredLiabilities,"25,868,000","32,154,000","23,991,000","34,697,000","48,518,000","47,849,000","44,647,000","49,580,000","60,711,000","81,600,000","77,630,000","132,317,000","140,571,000"
			NonCurrentDeferredTaxesLiabilities,"85,000","1,217,000","1,361,000","1,014,000","1,014,000",,,,"0","2,489,000","0","38,721,000","47,598,000"
			NonCurrentDeferredRevenue,"25,783,000","30,937,000","22,630,000","33,683,000","47,504,000","47,849,000","44,647,000","49,580,000","60,711,000","79,111,000","77,630,000","93,596,000","92,973,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,"14,356,000",,,
		NonCurrentAccruedExpenses,"19,409,000","20,046,000","16,533,000","16,349,000","16,072,000","18,408,000","18,308,000","18,062,000","20,987,000","3,692,000","18,028,000","6,494,000","98,359,000"
		EmployeeBenefits,,,,,,,,,,"0","0","132,979,000",
TotalEquityGrossMinorityInterest,"1,304,446,000","1,276,015,000","1,221,002,000","1,158,954,000","1,113,601,000","1,059,742,000","1,022,912,000","988,577,000","961,497,000","899,190,000","886,282,000","-437,629,000","-390,258,000"
	StockholdersEquity,"1,304,446,000","1,276,015,000","1,221,002,000","1,158,954,000","1,113,601,000","1,059,742,000","1,022,912,000","988,577,000","961,497,000","899,190,000","886,282,000","-437,629,000","-390,258,000"
		CapitalStock,"286,000","286,000","285,000","284,000","283,000","281,000","281,000","281,000","281,000","281,000","281,000","0","0"
			CommonStock,"286,000","286,000","285,000","284,000","283,000","281,000","281,000","281,000","281,000","281,000","281,000","0","0"
		AdditionalPaidInCapital,"1,792,197,000","1,762,789,000","1,723,056,000","1,687,044,000","1,653,328,000","1,632,446,000","1,609,246,000","1,589,598,000","1,573,347,000","1,560,559,000","1,547,051,000","-184,599,000","-184,546,000"
		RetainedEarnings,"-461,348,000","-462,277,000","-476,864,000","-500,505,000","-513,799,000","-544,960,000","-563,376,000","-580,855,000","-594,026,000","-640,728,000","-642,491,000","-225,157,000","-176,002,000"
		GainsLossesNotAffectingRetainedEarnings,"-26,689,000","-24,783,000","-25,475,000","-27,869,000","-26,211,000","-28,025,000","-23,239,000","-20,447,000","-18,105,000","-20,922,000","-18,559,000","-27,873,000","-29,710,000"
TotalCapitalization,"1,578,364,000","1,579,430,000","1,553,909,000","1,521,358,000","1,505,514,000","1,511,169,000","1,503,853,000","1,499,029,000","1,471,482,000","1,439,426,000","1,456,071,000","565,163,000","621,535,000"
CommonStockEquity,"1,304,446,000","1,276,015,000","1,221,002,000","1,158,954,000","1,113,601,000","1,059,742,000","1,022,912,000","988,577,000","961,497,000","899,190,000","886,282,000","-437,629,000","-390,258,000"
CapitalLeaseObligations,"64,844,000","64,676,000","65,585,000","53,243,000","47,694,000","48,197,000","47,128,000","48,682,000",,,,,
NetTangibleAssets,"-83,166,000","-123,657,000","-190,143,000","-254,172,000","-307,078,000","-375,714,000","-424,479,000","-471,126,000","-510,828,000","-587,244,000","-613,761,000","-1,952,512,000","-1,919,501,000"
WorkingCapital,"82,823,000","99,165,000","58,617,000","39,174,000","32,371,000","24,201,000","9,604,000","747,000","-18,975,000","-37,789,000","-25,535,000","-748,375,000","-737,683,000"
InvestedCapital,"1,578,364,000","1,579,430,000","1,553,909,000","1,521,358,000","1,505,514,000","1,511,169,000","1,503,853,000","1,499,029,000","1,471,482,000","1,439,426,000","1,456,071,000","1,165,366,000","1,228,185,000"
TangibleBookValue,"-83,166,000","-123,657,000","-190,143,000","-254,172,000","-307,078,000","-375,714,000","-424,479,000","-471,126,000","-510,828,000","-587,244,000","-613,761,000","-1,952,512,000","-1,919,501,000"
TotalDebt,"338,762,000","368,091,000","398,492,000","415,647,000","439,607,000","499,624,000","528,069,000","559,134,000","509,985,000","540,236,000","569,789,000","1,602,995,000","1,618,443,000"
NetDebt,,,,,"66,951,000","151,922,000","232,504,000","260,075,000","296,815,000","351,681,000","358,093,000","1,545,542,000","1,567,129,000"
ShareIssued,"286,053,276","285,701,744","285,025,237","284,217,750","283,130,238","282,542,649","282,023,558","281,055,994","280,853,040","280,784,786","280,509,056","281,463,124","281,463,124"
OrdinarySharesNumber,"286,053,276","285,701,744","285,025,237","284,217,750","283,130,238","282,542,649","282,023,558","281,055,994","280,853,040","280,784,786","280,509,056","281,463,124","281,463,124"
