name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalAssets,"2,541,310,000","2,397,761,000","2,242,897,000","2,214,099,000","2,256,218,000","2,166,558,000","2,056,160,000","2,046,830,000","2,042,080,000","1,988,307,000","1,932,822,000","1,775,583,000","1,811,366,000"
	CurrentAssets,"948,422,000","812,320,000","652,710,000","638,046,000","680,282,000","574,504,000","461,139,000","441,936,000","469,925,000","411,444,000","355,558,000","190,255,000","213,218,000"
		CashCashEquivalentsAndShortTermInvestments,"462,967,000","408,723,000","370,319,000","387,218,000","324,962,000","299,505,000","248,437,000","250,377,000","213,170,000","188,555,000","211,696,000","57,453,000","51,314,000"
			CashAndCashEquivalents,"462,967,000","408,723,000","370,319,000","387,218,000","324,962,000","299,505,000","248,437,000","250,377,000","213,170,000","188,555,000","211,696,000","57,453,000","51,314,000"
		Receivables,"391,389,000","264,293,000","149,801,000","134,003,000","283,954,000","210,845,000","154,472,000","136,858,000","204,547,000","170,400,000","89,502,000","86,366,000","119,509,000"
			AccountsReceivable,"350,666,000","264,293,000","149,801,000","134,003,000","242,079,000","200,849,000","110,251,000","93,763,000","157,058,000","166,481,000","85,602,000","82,380,000","115,431,000"
				GrossAccountsReceivable,"353,866,000",,,,"243,379,000",,,,"160,158,000",,,"85,680,000",
				AllowanceForDoubtfulAccountsReceivable,"-3,200,000",,,,"-1,300,000",,,,"-3,100,000",,,"-3,300,000",
			TaxesReceivable,"40,723,000",,,,"41,875,000","9,996,000","44,221,000","43,095,000","47,489,000","3,919,000","3,900,000","3,986,000","4,078,000"
		PrepaidAssets,"24,791,000","81,326,000","80,065,000","65,838,000","20,308,000","18,126,000","16,337,000","15,086,000","13,189,000","16,064,000","19,152,000","13,120,000","13,334,000"
		CurrentDeferredAssets,"62,601,000","57,978,000","52,525,000","50,987,000","48,986,000","45,645,000","41,190,000","39,080,000","38,509,000","36,343,000","35,094,000","29,367,000","27,705,000"
		OtherCurrentAssets,"6,674,000",,,,"2,072,000","383,000","703,000","535,000","510,000","82,000","114,000","3,949,000","1,356,000"
	TotalNonCurrentAssets,"1,592,888,000","1,585,441,000","1,590,187,000","1,576,053,000","1,575,936,000","1,592,054,000","1,595,021,000","1,604,894,000","1,572,155,000","1,576,863,000","1,577,264,000","1,585,328,000","1,598,148,000"
		NetPPE,"104,120,000","101,290,000","100,670,000","86,179,000","79,875,000","78,914,000","76,491,000","77,882,000","31,508,000","28,030,000","24,664,000","20,282,000","17,925,000"
			GrossPPE,"137,555,000","101,290,000","100,670,000","86,179,000","104,722,000","78,914,000","76,491,000","77,882,000","51,902,000",,,,"57,447,000"
				Properties,"0","0","0","0","0","0","0","0","0",,,,"0"
				BuildingsAndImprovements,"58,849,000","59,306,000","60,473,000","48,338,000","42,959,000","43,530,000","42,571,000","44,209,000",,,,,
				MachineryFurnitureEquipment,"41,116,000",,,,"32,938,000",,,,"27,229,000",,,,"44,446,000"
				OtherProperties,"7,663,000","41,984,000","40,197,000","37,841,000","864,000","35,384,000","33,920,000","33,673,000","3,111,000",,,,"1,260,000"
				Leases,"29,927,000",,,,"27,961,000",,,,"21,562,000",,,,"11,741,000"
			AccumulatedDepreciation,"-33,435,000",,,,"-24,847,000",,,,"-20,394,000",,,,"-39,522,000"
