name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,12/31/2013
TotalAssets,"7,524,000,000","7,550,000,000","7,530,000,000","7,479,000,000","7,170,000,000","7,082,000,000","6,948,000,000","7,034,000,000","6,948,000,000","7,258,000,000","7,456,000,000","7,433,000,000","7,325,000,000","7,362,000,000","7,512,000,000","7,338,000,000","7,484,000,000","7,293,000,000","7,120,000,000","7,052,000,000","6,282,000,000","6,060,000,000","6,289,000,000","6,221,000,000","6,380,000,000","6,298,000,000","6,451,000,000","6,685,000,000","6,223,000,000","5,978,000,000","6,044,000,000","5,621,000,000"
	CurrentAssets,"3,393,000,000","3,345,000,000","3,371,000,000","3,047,000,000","2,786,000,000","2,633,000,000","2,605,000,000","2,717,000,000","2,591,000,000","2,777,000,000","2,827,000,000","2,832,000,000","2,847,000,000","3,293,000,000","3,448,000,000","3,397,000,000","3,584,000,000","3,493,000,000","3,433,000,000","3,440,000,000","2,711,000,000","2,553,000,000","2,757,000,000","2,292,000,000","2,371,000,000","2,301,000,000","2,481,000,000","2,483,000,000","2,097,000,000","1,962,000,000","2,219,000,000","1,980,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,145,000,000","1,451,000,000","1,031,000,000","1,139,000,000","1,008,000,000","1,105,000,000","956,000,000","1,031,000,000","714,000,000","943,000,000","694,000,000","630,000,000","697,000,000","1,201,000,000","1,275,000,000","1,217,000,000","1,434,000,000","1,556,000,000","1,535,000,000","1,529,000,000","898,000,000","902,000,000","957,000,000","383,000,000","435,000,000","366,000,000","215,000,000","247,000,000",,,,
			CashAndCashEquivalents,"1,145,000,000","1,451,000,000","1,031,000,000","1,139,000,000","1,008,000,000","1,105,000,000","956,000,000","1,031,000,000","714,000,000","943,000,000","694,000,000","630,000,000","697,000,000","1,201,000,000","1,275,000,000","1,217,000,000","1,434,000,000","1,556,000,000","1,535,000,000","1,529,000,000","898,000,000","902,000,000","957,000,000","383,000,000","435,000,000","366,000,000","215,000,000","247,000,000",,,,
		Receivables,"1,014,000,000","720,000,000","831,000,000","802,000,000","723,000,000","511,000,000","572,000,000","540,000,000","681,000,000","674,000,000","832,000,000","879,000,000","847,000,000","861,000,000","998,000,000","1,095,000,000","1,083,000,000","919,000,000","942,000,000","994,000,000","921,000,000","807,000,000","881,000,000","939,000,000","906,000,000","859,000,000","1,089,000,000","1,024,000,000","910,000,000","831,000,000","1,017,000,000","829,000,000"
			AccountsReceivable,"884,000,000","644,000,000","752,000,000","730,000,000","656,000,000","449,000,000","523,000,000","490,000,000","626,000,000","602,000,000","758,000,000","808,000,000","776,000,000","790,000,000","925,000,000","1,010,000,000","1,016,000,000","847,000,000","872,000,000","910,000,000","840,000,000","742,000,000","805,000,000","849,000,000","816,000,000","757,000,000","988,000,000","926,000,000","833,000,000","757,000,000","929,000,000","764,000,000"
				GrossAccountsReceivable,"894,000,000","649,000,000","759,000,000","736,000,000","662,000,000","456,000,000","529,000,000","494,000,000","630,000,000","603,000,000","760,000,000","813,000,000","781,000,000","795,000,000","930,000,000","1,015,000,000","1,025,000,000","852,000,000","877,000,000","915,000,000","845,000,000","747,000,000","810,000,000","853,000,000","821,000,000","761,000,000","992,000,000","930,000,000","837,000,000","761,000,000","934,000,000","771,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-10,000,000","-5,000,000","-7,000,000","-6,000,000","-6,000,000","-7,000,000","-6,000,000","-4,000,000","-4,000,000","-1,000,000","-2,000,000","-5,000,000","-5,000,000","-5,000,000","-5,000,000","-5,000,000","-9,000,000","-5,000,000","-5,000,000","-5,000,000","-5,000,000","-5,000,000","-5,000,000","-4,000,000","-5,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-5,000,000","-7,000,000"
			TaxesReceivable,"60,000,000","41,000,000","53,000,000","63,000,000","58,000,000","49,000,000","43,000,000","43,000,000","47,000,000","59,000,000","57,000,000","61,000,000","59,000,000","56,000,000","58,000,000","63,000,000","57,000,000","54,000,000","49,000,000","66,000,000","61,000,000","46,000,000","58,000,000","74,000,000","62,000,000","68,000,000","88,000,000","86,000,000","65,000,000","62,000,000","79,000,000","53,000,000"
			OtherReceivables,"70,000,000","35,000,000","26,000,000","9,000,000","9,000,000","13,000,000","6,000,000","7,000,000","8,000,000","13,000,000","17,000,000","10,000,000","12,000,000","15,000,000","15,000,000","22,000,000","10,000,000","18,000,000","21,000,000","18,000,000","20,000,000","19,000,000","18,000,000","16,000,000","28,000,000","34,000,000","13,000,000","12,000,000","12,000,000","12,000,000","9,000,000","12,000,000"
