name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"8,488,700,000","8,823,500,000","8,871,000,000","8,978,100,000","9,281,000,000","9,496,300,000","8,827,200,000","8,707,000,000","8,365,400,000","8,758,500,000","8,803,700,000","9,043,300,000","9,432,000,000","8,996,800,000","8,989,600,000","9,115,600,000","9,188,000,000","9,231,400,000","9,873,600,000","9,408,200,000","9,486,000,000","9,419,600,000","9,518,700,000","9,394,900,000","9,418,300,000","9,458,900,000","9,815,900,000","10,063,800,000","10,353,000,000","9,890,400,000","9,846,600,000","9,874,600,000","9,922,600,000","10,121,300,000","9,940,900,000","9,589,400,000","9,361,700,000","9,465,700,000","9,355,100,000","9,166,000,000","9,197,800,000","9,069,900,000","8,819,700,000","8,009,500,000","7,887,700,000","7,929,200,000","7,570,400,000","7,347,700,000","7,041,000,000","7,353,400,000","6,214,200,000","5,859,200,000","5,654,000,000","5,578,300,000","5,504,200,000","6,024,300,000","5,972,800,000","5,784,200,000","5,685,300,000","5,327,700,000","5,353,900,000","5,321,100,000","5,038,600,000","4,995,600,000","4,633,200,000","4,606,400,000"
	CurrentAssets,"1,918,900,000","2,661,200,000","2,495,600,000","4,698,200,000","5,140,800,000","5,506,400,000","4,840,800,000","4,703,900,000","4,207,400,000","4,946,000,000","4,688,200,000","4,938,600,000","1,807,300,000","4,946,100,000","4,786,400,000","4,950,100,000","4,960,800,000","5,201,100,000","4,981,700,000","4,705,600,000","4,775,300,000","4,811,500,000","4,669,700,000","4,519,700,000","4,486,100,000","4,765,100,000","4,784,300,000","5,120,900,000","5,227,400,000","5,205,100,000","5,133,200,000","5,208,400,000","5,209,900,000","5,590,500,000","5,150,700,000","4,858,200,000","4,736,300,000","5,022,700,000","4,759,600,000","4,507,100,000","4,581,000,000","4,462,100,000","5,428,100,000","4,675,000,000","4,749,400,000","4,987,500,000","4,390,100,000","4,088,100,000","3,817,400,000","4,319,200,000","2,881,500,000","3,002,100,000","2,692,200,000","2,503,100,000","1,129,600,000","3,317,000,000","3,277,800,000","3,134,800,000","3,080,500,000","2,738,100,000","2,764,300,000","2,705,900,000","2,545,900,000","2,583,900,000","2,207,500,000","2,383,600,000"
		CashCashEquivalentsAndShortTermInvestments,"1,295,800,000","1,208,300,000","1,003,400,000","3,621,400,000","3,871,500,000","4,114,500,000","3,779,200,000","3,470,300,000","3,280,100,000","3,517,100,000","3,485,600,000","3,548,000,000","833,100,000","3,431,800,000","3,300,700,000","3,459,000,000","3,470,900,000","3,453,200,000","3,516,400,000","3,445,500,000","3,574,100,000","3,299,300,000","3,552,400,000","3,356,200,000","3,324,400,000","3,554,200,000","3,669,500,000","4,061,400,000","4,195,200,000","4,090,000,000","3,955,600,000","3,900,200,000","3,987,600,000","4,462,400,000","4,029,800,000","3,705,700,000","3,574,300,000","3,865,800,000","3,289,100,000","3,438,900,000","3,451,900,000","3,415,400,000","5,428,100,000","3,555,500,000","2,215,800,000","2,157,400,000","1,996,700,000","3,167,700,000","2,914,400,000","1,685,200,000","1,625,400,000","1,782,400,000","1,510,000,000","1,295,600,000","1,129,600,000","1,874,600,000","1,895,400,000","2,190,400,000","2,201,400,000","1,990,000,000","1,561,000,000","1,421,700,000","1,327,600,000","655,800,000","494,500,000","510,200,000"
			CashAndCashEquivalents,"1,295,800,000","1,208,300,000","1,003,400,000","2,064,000,000","2,266,600,000","2,123,900,000","1,597,100,000","1,568,300,000","1,626,300,000","1,818,700,000","1,881,300,000","2,001,900,000","833,100,000","2,221,200,000","2,023,200,000","2,203,700,000","2,308,700,000","2,103,000,000","2,127,300,000","2,207,400,000","2,410,200,000","2,067,500,000","2,434,400,000","2,058,100,000","2,124,300,000","2,391,600,000","2,411,900,000","2,631,600,000","2,338,600,000","2,617,500,000","2,559,500,000","2,650,500,000","2,560,200,000","2,611,700,000","2,474,400,000","2,244,400,000","2,349,100,000","2,351,000,000","1,433,000,000","1,574,400,000","1,879,100,000","2,083,400,000","2,671,100,000","2,249,300,000","2,215,800,000","2,157,400,000","1,996,700,000","1,940,600,000","1,754,400,000","1,685,200,000","1,625,400,000","1,782,400,000","1,510,000,000","1,295,600,000","1,129,600,000","1,874,600,000","1,895,400,000","1,996,600,000","2,047,300,000","1,835,100,000","1,561,000,000","1,421,700,000","1,327,600,000","655,800,000","494,500,000","510,200,000"
			OtherShortTermInvestments,,,,"1,557,400,000","1,604,900,000","1,990,600,000","2,182,100,000","1,902,000,000","1,653,800,000","1,698,400,000","1,604,300,000","1,546,100,000","3,497,500,000","1,210,600,000","1,277,500,000","1,255,300,000","1,162,200,000","1,350,200,000","1,389,100,000","1,238,100,000","1,163,900,000","1,231,800,000","1,118,000,000","1,298,100,000","1,200,100,000","1,162,600,000","1,257,600,000","1,429,800,000","1,856,600,000","1,472,500,000","1,396,100,000","1,249,700,000","1,427,400,000","1,850,700,000","1,555,400,000","1,461,300,000","1,225,200,000","1,514,800,000","1,856,100,000","1,864,500,000","1,572,800,000","1,332,000,000","2,757,000,000","1,306,200,000",,,,"1,227,100,000","1,160,000,000",,,,,,,,,"193,800,000","154,100,000","154,900,000",,,,,,
		Receivables,,,,"1,076,800,000","1,269,300,000","1,135,100,000","1,061,600,000","1,233,600,000","927,300,000","1,230,100,000","1,202,600,000","1,390,600,000",,"1,355,400,000","1,485,700,000","1,491,100,000","1,489,900,000","1,573,900,000","1,465,300,000","1,260,100,000","1,201,200,000","1,327,300,000","1,117,300,000","1,163,500,000","1,161,700,000","1,070,400,000","1,114,800,000","1,059,500,000","1,032,200,000","1,006,900,000","1,177,600,000","1,308,200,000","1,222,300,000","1,017,300,000","1,120,900,000","1,152,500,000","1,162,000,000","1,062,300,000","1,108,200,000","1,068,200,000","1,129,100,000","1,046,700,000",,"1,119,500,000",,"64,100,000",,"920,400,000","903,000,000","130,900,000",,,,"1,103,800,000",,,,"944,400,000","879,100,000","748,100,000",,,,"946,000,000","836,000,000","944,300,000"
			AccountsReceivable,,,,"1,076,800,000","1,269,300,000","1,135,100,000","1,061,600,000","1,233,600,000","927,300,000","1,230,100,000","1,202,600,000","1,390,600,000",,"1,355,400,000","1,485,700,000","1,491,100,000","1,489,900,000","1,573,900,000","1,465,300,000","1,260,100,000","1,201,200,000","1,327,300,000","1,117,300,000","1,163,500,000","1,161,700,000","1,070,400,000","1,114,800,000","1,059,500,000","1,032,200,000","1,006,900,000","1,177,600,000","1,308,200,000","1,222,300,000","996,200,000","1,120,900,000","1,152,500,000","1,162,000,000","1,040,900,000",,,,"1,046,700,000",,,,"13,800,000",,,,"12,100,000",,,,"1,103,800,000",,,,"944,400,000","879,100,000","748,100,000",,,,"167,200,000",,"192,800,000"
				GrossAccountsReceivable,,,,"1,101,600,000","1,323,900,000","1,188,300,000","1,107,200,000","1,274,300,000","956,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-24,800,000","-54,600,000","-53,200,000","-45,600,000","-40,700,000","-29,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"778,800,000",,"751,500,000"
