name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"934,751,000","928,582,000","930,311,000","949,290,000","934,448,000","744,204,000","726,126,000","698,445,000","678,090,000","673,667,000","654,899,000","645,527,000","618,596,000","618,985,000","595,864,000","566,187,000","543,909,000","518,738,000","477,570,000","454,653,000","432,032,000","414,241,000","404,045,000","388,023,000","374,835,000","361,036,000","341,926,000","319,391,000","303,872,000","287,514,000","279,426,000","264,957,000","246,201,000","230,175,000","216,379,000","198,200,000","189,000,000","172,722,000","156,921,000","144,975,000","143,775,000","62,326,000","57,758,000","48,340,000","45,574,000","38,354,000"
	CurrentAssets,"188,212,000","183,492,000","172,123,000","167,513,000","158,516,000","242,002,000","231,113,000","212,967,000","212,474,000","236,419,000","229,617,000","219,316,000","202,751,000","215,362,000","200,532,000","193,420,000","174,638,000","165,004,000","234,829,000","204,921,000","171,808,000","157,784,000","159,829,000","148,407,000","144,148,000","138,002,000","142,540,000","131,165,000","121,212,000","108,344,000","97,598,000","86,696,000","110,674,000","109,795,000","104,313,000","96,641,000","94,232,000","90,156,000","82,813,000","80,819,000","102,676,000","28,077,000","31,137,000","24,317,000","24,687,000","18,887,000"
		CashCashEquivalentsAndShortTermInvestments,"77,153,000","77,509,000","64,344,000","60,250,000","63,366,000","161,691,000","149,247,000","131,131,000","130,099,000","160,662,000","145,210,000","136,402,000","120,395,000","131,796,000","120,154,000","120,224,000","98,562,000","94,131,000","172,484,000","147,468,000","117,441,000","108,272,000","107,246,000","96,547,000","89,430,000","80,854,000","92,193,000","87,514,000","81,608,000","74,035,000","58,480,000","48,109,000","78,561,000","79,378,000","73,029,000","65,776,000","63,624,000","61,896,000","57,994,000","58,655,000","79,679,000","8,385,000","12,603,000","8,251,000","10,187,000","6,851,000"
			CashAndCashEquivalents,"57,239,000","65,929,000","47,802,000","41,909,000","43,774,000","127,603,000","118,254,000","98,003,000","91,905,000","125,225,000","121,568,000","100,535,000","85,350,000","85,046,000","62,593,000","62,605,000","45,095,000","36,707,000","119,283,000","99,196,000","71,888,000","68,795,000","68,218,000","57,331,000","50,626,000","47,653,000","64,131,000","56,324,000","52,553,000","43,329,000","34,268,000","22,854,000","44,201,000","43,039,000","39,382,000","35,446,000","27,929,000","36,759,000","36,290,000","44,386,000","79,679,000","8,135,000","12,353,000","8,001,000","9,687,000","6,101,000"
			OtherShortTermInvestments,"19,914,000","11,580,000","16,542,000","18,341,000","19,592,000","34,088,000","30,993,000","33,128,000","38,194,000","35,437,000","23,642,000","35,867,000","35,045,000","46,750,000","57,561,000","57,619,000","53,467,000","57,424,000","53,201,000","48,272,000","45,553,000","39,477,000","39,028,000","39,216,000","38,804,000","33,201,000","28,062,000","31,190,000","29,055,000","30,706,000","24,212,000","25,255,000","34,360,000","36,339,000","33,647,000","30,330,000","35,695,000","25,137,000","21,704,000","14,269,000","0","250,000","250,000","250,000","500,000","750,000"
		Receivables,"86,647,000","81,372,000","87,395,000","88,045,000","76,429,000","58,417,000","61,266,000","61,392,000","62,091,000","57,450,000","66,921,000","65,400,000","64,387,000","64,912,000","62,131,000","55,928,000","58,464,000","53,335,000","46,276,000","42,211,000","39,012,000","34,505,000","37,261,000","36,491,000","38,181,000","42,153,000","36,926,000","32,424,000","28,382,000","24,226,000","28,683,000","27,238,000","21,905,000","21,227,000","21,986,000","22,249,000","20,671,000","17,668,000","15,549,000","13,717,000","14,782,000","11,533,000","12,597,000","11,846,000","10,742,000","8,373,000"
			AccountsReceivable,"85,960,000","80,051,000","85,629,000","83,470,000","74,666,000","57,877,000","61,250,000","61,297,000","62,091,000","57,450,000","64,069,000","62,548,000","61,535,000","59,155,000","62,131,000","55,928,000","58,464,000","51,503,000","46,276,000","42,211,000","39,012,000","34,060,000","37,261,000","34,486,000","36,152,000","36,125,000","32,897,000","29,493,000","28,382,000","24,226,000","25,460,000","25,187,000","21,905,000","18,320,000","18,016,000","17,529,000","17,468,000","15,791,000","15,304,000","13,717,000","14,782,000","11,533,000","12,597,000","11,513,000","10,742,000","8,373,000"
				GrossAccountsReceivable,"87,958,000","81,999,000","87,622,000","85,467,000","76,677,000","59,658,000","63,104,000","63,133,000","63,912,000","58,402,000","65,070,000","63,514,000","62,474,000","60,074,000","63,080,000","56,910,000","59,252,000","52,260,000","46,844,000","42,733,000","39,484,000","34,502,000","37,594,000","34,883,000","36,433,000","36,455,000","33,119,000","29,643,000","28,615,000","24,424,000","25,565,000","25,319,000","22,003,000","18,410,000","18,211,000","17,687,000","17,610,000","15,945,000","15,462,000","13,851,000","14,897,000","11,630,000","12,685,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-1,998,000","-1,948,000","-1,993,000","-1,997,000","-2,011,000","-1,781,000","-1,854,000","-1,836,000","-1,821,000","-952,000","-1,001,000","-966,000","-939,000","-919,000","-949,000","-982,000","-788,000","-757,000","-568,000","-522,000","-472,000","-442,000","-333,000","-397,000","-281,000","-330,000","-222,000","-150,000","-233,000","-198,000","-105,000","-132,000","-98,000","-90,000","-195,000","-158,000","-142,000","-154,000","-158,000","-134,000","-115,000","-97,000","-88,000",,,
			TaxesReceivable,"687,000","1,321,000","1,766,000","4,575,000","1,763,000","540,000","16,000","95,000",,"0","2,852,000","2,852,000","2,852,000","5,757,000","0","0","0","1,832,000","0","0","0","445,000",,"2,005,000","2,029,000","6,028,000","4,029,000","2,931,000",,"0","3,223,000","2,051,000","0","2,907,000","3,970,000","4,720,000","3,203,000","1,877,000","245,000",,,,"0","333,000",,
