name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"-30,261,000","-66,445,000","-51,863,000","127,742,000","-39,695,000","-29,496,000","-17,927,000","-25,866,000","-25,566,000","-24,251,000","-14,047,000","-18,292,000","-11,788,000","-32,393,000","12,666,000","-23,083,000","-25,674,000","-26,763,000","-20,608,000","-3,610,000","-25,656,000","-25,649,000","-20,805,000","-11,367,000","-25,322,000","101,415,000","-11,569,000","-11,279,000","-9,656,000","-8,340,000","-4,115,000","-2,744,000","-2,076,000","-1,423,000"
	CashFlowFromContinuingOperatingActivities,"-30,261,000","-66,445,000","-51,863,000","127,742,000","-39,695,000","-29,496,000","-17,927,000","-25,866,000","-25,566,000","-24,251,000","-14,047,000","-18,292,000","-11,788,000","-32,393,000","12,666,000","-23,083,000","-25,674,000","-26,763,000","-20,608,000","-3,610,000","-25,656,000","-25,649,000","-20,805,000","-11,367,000","-25,322,000","101,415,000","-11,569,000","-11,279,000","-9,656,000","-8,340,000","-4,115,000","-2,744,000","-2,076,000","-1,423,000"
		NetIncomeFromContinuingOperations,"-86,737,000","-56,624,000","-50,001,000","68,218,000","-48,330,000","-35,465,000","-18,252,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000","-16,409,000","-10,759,000","-24,333,000","-21,287,000","-21,949,000","-27,787,000","-27,919,000","-28,953,000","-6,935,000","-28,018,000","-25,474,000","-25,276,000","-18,686,000","-27,913,000","-19,704,000","-19,634,000","-14,620,000","-12,555,000","-7,971,000","-8,182,000","-4,161,000","-2,677,000","-1,689,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","220,000","-213,000","914,000","521,000","3,000","-20,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","220,000","-213,000","914,000","521,000","3,000","-20,000"
		DepreciationAmortizationDepletion,"6,041,000","1,570,000","1,552,000","1,493,000","1,426,000","1,476,000","1,509,000","1,576,000","1,691,000","1,802,000","1,800,000","1,876,000","1,386,000","2,541,000","1,993,000","1,974,000","1,954,000","1,941,000","1,903,000","1,866,000","1,760,000","1,730,000","1,694,000","1,251,000","874,000","386,000","334,000","182,000","120,000","92,000","77,000","47,000","36,000","30,000"
			DepreciationAndAmortization,"6,041,000","1,570,000","1,552,000","1,493,000","1,426,000","1,476,000","1,509,000","1,576,000","1,691,000","1,802,000","1,800,000","1,876,000","1,386,000","2,541,000","1,993,000","1,974,000","1,954,000","1,941,000","1,903,000","1,866,000","1,760,000","1,730,000","1,694,000","1,251,000","874,000","386,000","334,000","182,000","120,000","92,000","77,000","47,000","36,000","30,000"
				Depreciation,,,,,,,,,,,,,,"2,541,000",,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"1,988,000","313,000","429,000","516,000","730,000","851,000",,,,"-66,000","-85,000","-87,000","0","0","-15,000","-67,000","-82,000","-50,000","-50,000","-50,000","-57,000","-59,000","-69,000","-95,000",,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000","-213,000",,,"3,000","-20,000"
