name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"2,263,277,000","2,079,256,000","2,230,164,000","2,100,656,000","2,194,199,000","1,200,102,000","1,092,340,000","997,927,000","1,030,787,000","713,223,000","523,669,000","481,518,000","319,252,000","339,937,000","326,510,000","218,536,000","212,118,000","169,147,000","177,081,000","163,678,000","167,507,000","163,576,000","176,428,000","152,509,000","158,520,000","165,528,000","182,963,000","181,298,000","153,490,000","152,192,000","144,724,000","132,083,000","113,160,000","116,669,000","120,310,000","113,348,000","113,065,000","122,291,000","124,099,000","136,489,000","103,375,000","104,759,000","74,384,000","72,619,000","54,834,000","59,504,000"
	CurrentAssets,"1,558,783,000","1,462,461,000","1,768,081,000","1,665,919,000","1,791,362,000","933,064,000","850,234,000","757,201,000","751,697,000","499,657,000","391,517,000","349,851,000","195,442,000","222,302,000","209,798,000","155,379,000","147,853,000","130,446,000","136,317,000","121,502,000","122,799,000","117,864,000","129,882,000","104,436,000","112,885,000","121,768,000","141,610,000","141,332,000","114,830,000","114,896,000","114,489,000","105,470,000","86,781,000","90,509,000","94,067,000","86,694,000","86,143,000","94,998,000","98,131,000","110,477,000","73,319,000","81,787,000","55,424,000","57,913,000","44,987,000","52,956,000"
		CashCashEquivalentsAndShortTermInvestments,"1,063,471,000","1,016,651,000","1,394,123,000","1,312,261,000","1,489,010,000","679,379,000","661,792,000","607,254,000","549,144,000","251,409,000","203,046,000","205,959,000","78,087,000","106,237,000","116,164,000","58,471,000","53,255,000","29,144,000","28,878,000","30,953,000","29,955,000","17,764,000","24,112,000","8,243,000","13,016,000","28,452,000","22,491,000","31,887,000","27,127,000","42,032,000","44,537,000","37,621,000","39,935,000","38,190,000","31,778,000","33,976,000","36,434,000","45,294,000","41,717,000","66,969,000","31,903,000","51,524,000","26,522,000","35,568,000","30,524,000","39,993,000"
			CashAndCashEquivalents,"251,850,000","119,316,000","885,546,000","1,312,261,000","1,489,010,000","679,379,000","661,792,000","607,254,000","549,144,000","251,409,000","203,046,000","205,959,000","78,087,000","106,237,000","116,164,000","58,471,000","53,255,000","29,144,000","28,878,000","30,953,000","29,955,000","17,764,000","24,112,000","8,243,000","13,016,000","28,452,000","22,491,000","31,887,000","27,127,000","42,032,000","44,537,000","37,621,000","39,935,000","38,190,000","31,778,000","33,976,000","36,434,000","45,294,000","41,717,000","66,969,000","31,903,000","51,524,000","26,522,000","35,568,000","30,524,000","39,993,000"
			OtherShortTermInvestments,"811,621,000","897,335,000","508,577,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"358,310,000","333,626,000","273,012,000","281,154,000","236,090,000","182,165,000","122,386,000","89,504,000","95,484,000","145,413,000","133,689,000","97,537,000","81,715,000","78,938,000","54,117,000","58,696,000","55,622,000","65,346,000","68,869,000","56,403,000","48,903,000","61,019,000","59,482,000","48,973,000","47,056,000","46,099,000","75,322,000","67,315,000","45,870,000","45,119,000","49,270,000","46,537,000","28,450,000","32,084,000","34,744,000","32,104,000","24,908,000","27,743,000","32,734,000","9,961,000","13,447,000","17,771,000","17,569,000","15,634,000","7,840,000","8,024,000"
			AccountsReceivable,"358,310,000","333,626,000","273,012,000","281,154,000","236,090,000","182,165,000","122,386,000","89,504,000","95,484,000","145,413,000","133,689,000","97,537,000","81,715,000","78,938,000","54,117,000","58,696,000","55,622,000","65,346,000","68,869,000","56,403,000","48,903,000","61,019,000","59,482,000","48,973,000","47,056,000","46,099,000","75,322,000","67,315,000","45,870,000","45,119,000","49,270,000","46,537,000","28,450,000","32,084,000","34,744,000","32,104,000","24,908,000","27,743,000","32,734,000","9,961,000","13,447,000","17,771,000","17,569,000","15,634,000","7,840,000","8,024,000"
				GrossAccountsReceivable,"358,909,000","335,216,000","274,553,000","282,465,000","236,836,000","182,627,000","122,734,000","89,800,000","95,858,000","145,977,000","136,002,000","99,881,000","83,855,000","81,076,000","56,284,000","61,767,000","58,549,000","67,724,000","71,693,000","59,041,000","51,048,000","63,940,000","64,484,000","51,746,000","49,401,000","47,907,000","76,124,000","67,902,000","46,403,000","45,688,000","51,511,000","49,248,000","30,476,000","34,084,000","36,204,000","33,156,000","25,932,000","28,920,000","32,903,000","10,070,000","13,571,000","17,915,000","17,649,000","15,731,000",,
				AllowanceForDoubtfulAccountsReceivable,"-599,000","-1,590,000","-1,541,000","-1,311,000","-746,000","-462,000","-348,000","-296,000","-374,000","-564,000","-2,313,000","-2,344,000","-2,140,000","-2,138,000","-2,167,000","-3,071,000","-2,927,000","-2,378,000","-2,824,000","-2,638,000","-2,145,000","-2,921,000","-5,002,000","-2,773,000","-2,345,000","-1,808,000","-802,000","-587,000","-533,000","-569,000","-2,241,000","-2,711,000","-2,026,000","-2,000,000","-1,460,000","-1,052,000","-1,024,000","-1,177,000","-169,000","-109,000","-124,000","-144,000","-80,000","-97,000",,
		Inventory,"96,436,000","74,400,000","65,405,000","37,756,000","34,876,000","41,764,000","37,535,000","31,186,000","34,617,000","32,056,000","30,231,000","20,094,000","12,971,000","16,267,000","17,886,000","17,471,000","18,541,000","25,999,000","25,316,000","20,839,000","33,808,000","31,960,000","39,101,000","39,295,000","45,576,000","40,800,000","36,717,000","34,054,000","34,746,000","21,590,000","15,488,000","15,724,000","14,113,000","16,580,000","24,392,000","17,906,000","22,309,000","19,843,000","16,650,000","30,966,000","25,661,000","11,228,000","10,259,000","6,189,000","5,818,000","4,521,000"
