name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
TotalAssets,"205,660,000","218,864,844","236,906,657","257,260,850","264,250,758","245,115,213","232,995,320","102,543,767","54,233,130","54,058,020","56,387,923","61,976,014","65,373,830","54,750,542","52,861,381","52,102,330","60,866,721","63,030,200","74,346,118","90,842,306","20,728,477","224,739,223","140,538,587","27,930,954","18,734,617","19,862,397","20,895,657","22,615,766","25,465,298","21,978,241","23,349,714","15,223,483","14,374,221","17,139,289","20,618,791","24,586,911","21,972,385","22,741,404","23,410,865","23,807,568","24,753,684","22,803,509","21,639,793","26,315,924","23,875,074","27,199,045","21,614,657","23,864,272","28,482,430","34,065,014","41,969,842","43,020,798","53,723,840","56,391,270","50,305,285","53,756,389","62,223,155","66,611,132","72,493,074","72,375,242","71,738,744","71,163,605","70,740,497","70,497,342","70,086,750","69,722,014","201,986"
	CurrentAssets,"191,093,000","204,126,115","218,263,032","238,624,889","245,191,823","230,257,209","218,131,544","87,970,418","39,636,971","39,394,749","41,623,918","46,105,173","49,414,052","39,372,134","11,966,030","11,865,956","19,920,760","23,465,867","26,122,474","16,995,600","18,292,087","222,269,826","138,036,311","25,398,806","16,136,637","17,226,866","18,245,550","19,905,673","22,739,443","19,250,632","20,585,419","12,433,457","11,586,064","14,339,108","17,766,238","21,692,450","19,067,512","19,795,845","20,378,622","20,683,102","21,528,724","19,613,006","18,337,030","22,939,742","20,412,565","23,583,729","12,301,992","14,376,151","18,425,804","24,216,623","32,059,538","33,578,099","45,031,406","46,142,030","30,548,280","32,877,667","38,540,357","58,474,645","64,183,748","72,375,242","71,738,744","71,163,605","70,740,497","70,497,342","70,086,750","69,722,014","201,986"
		CashCashEquivalentsAndShortTermInvestments,"179,947,000","190,300,776","199,884,303","217,826,222","226,507,155","215,923,365","206,777,982","80,226,323","32,919,428","37,240,072","39,198,508","41,671,738","44,300,170","33,718,713","7,964,002","4,170,770","4,559,894","8,769,465","17,116,845","8,367,774","15,782,402","220,805,884","135,948,669","23,157,883","14,235,621","15,569,813","17,389,409","18,411,839","15,724,956","18,643,351","19,620,392","11,265,082","9,534,720","10,480,979","15,943,399","15,789,909","12,873,411","12,701,517","14,726,328","11,776,921","15,304,189","11,236,771","10,406,076","14,160,598","9,708,249","11,785,327","2,717,779","682,001","735,119","5,810,638","11,570,601","15,450,419","24,019,014","22,943,316","13,248,027","18,965,755","25,655,000","52,736,588","60,337,173","467,388","675,305","763,931","1,002,937","1,322,615","1,398,181","1,471,369","5,760"
			CashAndCashEquivalents,"179,947,000","190,300,776","174,863,565","174,102,382","149,932,387","115,917,807","143,495,266","64,741,921","11,275,214","8,962,686","10,972,482","41,671,738","44,300,170","33,718,713","7,964,002","4,170,770","4,559,894","8,769,465","17,116,845","8,367,774","15,782,402","153,994,922","69,106,979","23,157,883","14,235,621","15,569,813","17,389,409","18,411,839","15,724,956","18,643,351","19,620,392","11,265,082","9,534,720","10,480,979","15,943,399","15,789,909","12,873,411","12,701,517","14,726,328","11,776,921","15,304,189","11,236,771","10,406,076","14,160,598","9,708,249","11,785,327","2,717,779","682,001","735,119","2,673,567","4,188,272","9,272,803","17,245,420","19,752,404","10,140,919","14,152,390","19,239,265","40,582,643","60,337,173","467,388","675,305","763,931","1,002,937","1,322,615","1,398,181","1,471,369","5,760"
			OtherShortTermInvestments,,"0","25,020,738","43,723,840","76,574,768","100,005,558","63,282,716","15,484,402","21,644,214","28,277,386","28,226,026",,,,,,,,,,"0","66,810,962","66,841,690",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,137,071","7,382,329","6,177,616","6,773,594","3,190,912","3,107,108","4,813,365","6,415,735","12,153,945",,,,,,,,,
		Receivables,"6,073,000","5,838,475","11,050,195","11,351,423","12,699,495","12,372,995","10,010,344","6,689,045","5,984,464","1,650,275","1,981,088","3,710,399","3,972,999","4,470,911","3,523,925","6,426,059","10,377,328","10,167,896","7,964,423","7,144,834","2,042,043","999,145","1,577,785","1,822,287","1,437,143","1,475,339","659,663","1,177,820","6,568,247","408,087","303,667","617,396","1,649,896","3,626,638","1,613,325","5,234,691","5,579,713","6,547,083","5,288,552","8,231,134","5,422,455","7,895,840","6,383,688","7,353,754","8,862,155","9,684,300","8,662,221","12,933,674","16,938,217","17,432,771","18,723,179","16,032,990","11,051,453","10,281,589","11,455,878","8,162,565","6,562,753","5,245,763","3,219,000",,,,,,,,
			AccountsReceivable,"193,000","428,836","1,573,760","4,463,442","4,801,428","4,610,202","3,816,489","1,182,099","1,994,736","1,021,179","1,012,491","2,629,840","2,906,130","3,461,938","2,547,402","2,854,512","3,754,976","3,806,239","2,902,503","3,571,703","241,873","301,824","665,659","1,024,374","170,323","511,994","0","387,635","5,973,988","110,656","0","0","0","1,427,113","0","1,540,060","1,865,916","2,432,641","1,606,241","3,444,830","1,146,380","4,874,632","4,039,701","4,378,669","2,050,554","5,367,130","4,764,159","8,630,362","9,201,010","8,866,346","5,055,107","2,438,415","9,961,596","8,890,077","10,912,569","8,162,565","6,562,753","5,245,763","3,219,000",,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,427,113",,,"1,865,916","2,432,641","1,606,241","3,444,830","1,146,380","4,874,632",,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"5,880,000","5,409,639","9,476,435","6,887,981","7,898,067","7,762,793","6,193,855","5,506,946","3,989,728","629,096","968,597","1,080,559","1,066,869","1,008,973","976,523","3,571,547","6,622,352","6,361,657","5,061,920","3,573,131","1,001,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0","0","798,855","697,321","912,126","797,913","1,266,820","963,345","659,663","790,185","594,259","297,431","303,667","617,396","1,649,896","2,199,525","1,613,325","3,694,631","3,713,797","4,114,442","3,682,311","4,786,304","4,276,075","3,021,208","2,343,987","2,975,085","6,811,601","4,317,170","3,898,062","4,303,312","7,737,207","8,566,425","13,668,072","13,594,575","1,089,857","1,391,512","543,309","0","0","0","0",,,,,,,,
		PrepaidAssets,"5,039,000","7,952,690","7,294,360","9,413,070","5,950,999","1,926,675","1,309,044","1,020,876","698,905","470,228","410,148","688,862","505,949","548,094","443,929","677,478","1,449,364","994,332","1,007,032","1,448,818","467,642","464,797","509,857","418,636","463,873","181,714","196,478","316,014","446,240","199,194","661,360","550,979","401,448","231,491","209,514","667,850","614,388","547,245","363,742","675,047","802,080","380,395","470,666","301,639","713,561","1,014,002","821,992","660,476","652,468","973,214","1,765,758","594,690","960,939","917,125","844,375","733,564","1,068,407","476,511","559,819","48,396","54,115","116,168","46,053","50,328","52,500","75,000",
		RestrictedCash,"34,000","34,174","34,174","34,174","34,174","34,174","34,174","34,174","34,174","34,174","34,174","34,174","634,934","634,416","34,174","591,649","3,534,174","3,534,174","34,174","34,174",,,,,,,,,,,,,,,,,,"0","0","0","0","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","0","0","1,500,000","9,000,000","12,000,000","5,000,000","5,000,000","5,000,000",,,"71,486,888","70,887,371","70,283,506","69,691,507","69,124,399","68,636,069","68,175,645",
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","976,600","1,023,751",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"976,600","1,023,751","1,028,600","1,000,100","0","0","0","0","0","0","0","0","0","15,783","254,197","15,783","67,756","372,570","121,953","0","0","0","0",,"196,226"
	TotalNonCurrentAssets,"14,567,000","14,738,729","18,643,625","18,635,961","19,058,935","14,858,004","14,863,776","14,573,349","14,596,159","14,663,271","14,764,005","15,870,841","15,959,778","15,378,408","40,895,351","40,236,374","40,945,961","39,564,333","48,223,644","73,846,706","2,436,390","2,469,397","2,502,276","2,532,148","2,597,980","2,635,531","2,650,107","2,710,093","2,725,855","2,727,609","2,764,295","2,790,026","2,788,157","2,800,181","2,852,553","2,894,461","2,904,873","2,945,559","3,032,243","3,124,466","3,224,960","3,190,503","3,302,763","3,376,182","3,462,509","3,615,316","9,312,665","9,488,121","10,056,626","9,848,391","9,910,304","9,442,699","8,692,434","10,249,240","19,757,005","20,878,722","23,682,798","8,136,487","8,309,326","0","0","0","0","0","0","0","0"
		NetPPE,"1,337,000","1,447,786","4,718,146","4,751,010","6,064,388","1,960,745","1,981,775","1,686,714","1,743,660","1,802,529","1,880,018","1,954,510","2,027,681","1,342,802","1,407,080","1,475,935","1,374,927","603,146","280,093","293,233","87,937","120,944","153,823","183,695","196,143","233,694","248,270","308,256","324,018","325,772","362,458","386,541","380,572","386,068","429,506","460,101","456,842","483,976","553,081","625,534","701,982","788,666","900,926","974,345","1,060,671","1,178,416","6,042,375","6,182,007","6,481,457","6,262,388","6,207,971","5,909,053","5,211,214","5,313,219","6,191,093","6,386,079","6,288,751","6,571,024","6,715,644",,,,,,,,
			GrossPPE,"2,462,000","3,494,666","6,647,274","6,579,568","7,824,499","3,559,556","1,981,775","1,686,714","1,743,660","3,150,096","1,880,018","1,954,510","2,027,681","2,450,548",,,,"1,554,944",,,,"2,113,107",,,,"2,090,950",,,,"2,514,475",,,,"2,439,585",,,,"2,389,156",,,,"2,401,724",,,,"2,330,285",,,,"8,849,475",,,"6,997,107","6,998,996","7,951,457","8,013,757","7,701,846","7,873,249","7,931,087",,,,,,,,
				Properties,"0","0","0","0","0","0",,,"0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","0","0","0","0",,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"524,109",,,"440,385","449,787","529,763","543,962","537,529","560,081","553,934",,,,,,,,
				BuildingsAndImprovements,,,,,,,,,"680,826","698,321","717,303","732,380","744,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"758,126",,,,"5,940,009",,,"4,787,952","4,841,800","5,528,385","5,607,026","5,503,929","5,670,628","5,613,406",,,,,,,,
