name,10/31/2021,04/30/2021,10/31/2020,04/30/2020,10/31/2019,04/30/2019,10/31/2018,04/30/2018
TotalAssets,"2,247,071,178","2,273,385,851","2,213,928,665","2,119,184,818","2,236,501,253","2,175,747,948","2,118,766,629","2,138,766,307"
TotalLiabilitiesNetMinorityInterest,"43,895,618","52,377,232","42,824,732","42,630,890","49,578,350","47,160,581","83,546,022","67,332,149"
TotalEquityGrossMinorityInterest,"2,203,175,560","2,221,008,619","2,171,103,933","2,076,553,928","2,186,922,903","2,128,587,367","2,035,220,607","2,071,434,158"
	StockholdersEquity,"2,203,175,560","2,221,008,619","2,171,103,933","2,076,553,928","2,186,922,903","2,128,587,367","2,035,220,607","2,071,434,158"
		CapitalStock,"2,075,092","2,073,048","2,070,750","2,069,965","2,068,754","2,068,754","2,068,754","2,068,754"
			CommonStock,"2,075,092","2,073,048","2,070,750","2,069,965","2,068,754","2,068,754","2,068,754","2,068,754"
		AdditionalPaidInCapital,"1,963,201,136","1,960,957,922","1,958,511,775","1,957,683,170","1,956,383,687","1,956,383,687","1,956,383,687","1,956,383,687"
		RetainedEarnings,"237,899,332","257,977,649","210,521,408","116,800,793","228,470,462","170,134,926","76,768,166","8,769,780"
TotalCapitalization,,"2,223,201,264","2,171,381,475",,"2,194,888,175",,,"2,071,992,357"
CommonStockEquity,"2,203,175,560","2,221,008,619","2,171,103,933","2,076,553,928","2,186,922,903","2,128,587,367","2,035,220,607","2,071,434,158"
NetTangibleAssets,"2,203,175,560","2,221,008,619","2,171,103,933","2,076,553,928","2,186,922,903","2,128,587,367","2,035,220,607","2,071,434,158"
InvestedCapital,,"2,223,201,264","2,171,381,475",,"2,194,888,175",,,"2,071,992,357"
TangibleBookValue,"2,203,175,560","2,221,008,619","2,171,103,933","2,076,553,928","2,186,922,903","2,128,587,367","2,035,220,607","2,071,434,158"
TotalDebt,,"2,192,645","277,542",,"7,965,272",,,"558,199"
NetDebt,,"2,192,645","277,542",,"7,965,272",,,"558,199"
ShareIssued,"207,509,234","207,304,760","207,075,014","206,996,511","206,875,449","206,875,449","206,875,449","206,875,449"
OrdinarySharesNumber,"207,509,234","207,304,760","207,075,014","206,996,511","206,875,449","206,875,449","206,875,449","206,875,449"
