name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalRevenue,"86,549,953","24,532,000","13,790,554","16,717,740","31,509,397","24,771,265","27,013,260","44,656,186","56,426,559","-110,935,333","12,520,560","6,534,197","11,345,724","35,312,004","-43,285,517","-53,400,036","23,873,012","20,283,804","24,829,792","-52,152,791","3,025,413","12,654,274","10,739,978","12,666,824","12,005,370","22,955,314","-6,580,126","23,243,086","17,902,984","15,069,353","9,594,472","-4,523,723","29,904,001","17,825,146","22,388,849","28,223,231","27,843,169","22,973,750","20,627,711","21,294,411","17,817,843","16,024,033","16,799,718","20,565,957","18,194,087","15,031,168","8,511,769","7,922,643","6,456,143","5,744,927","5,821,004","5,347,050","4,845,828","4,847,509","6,289,829","4,058,621","4,502,911","3,302,169","3,435,319","4,443,886","3,352,284","1,873,530",,"1,713,483","1,898,543","1,401,965"
	OperatingRevenue,"86,549,953","24,532,000","13,790,554","16,717,740","31,509,397","24,771,265","27,013,260","44,656,186","56,426,559","-110,935,333","12,520,560","6,534,197","11,345,724","35,312,004","-43,285,517","-53,400,036","23,873,012","20,283,804","24,829,792","-52,152,791","3,025,413","12,654,274","10,739,978","12,666,824","12,005,370","22,955,314","-6,580,126","23,243,086","17,902,984","15,069,353","9,594,472","-4,523,723","29,904,001","17,825,146","22,388,849","28,223,231","27,843,169","22,973,750","20,627,711","21,294,411","17,817,843","16,024,033","16,799,718","20,565,957","18,194,087","15,031,168","8,511,769","7,922,643","6,456,143","5,744,927","5,821,004","5,347,050","4,845,828","4,847,509","6,289,829","4,058,621","4,502,911","3,302,169","3,435,319","4,443,886","3,352,284","1,873,530",,"1,713,483","1,898,543","1,401,965"
OperatingExpense,"10,288,185","3,494,000","2,312,263","2,281,825","2,199,666","2,301,434","4,178,060","1,471,197","1,675,319","1,586,414","1,593,949","1,338,706","2,116,167","2,131,699","1,140,707","47,716,216","8,067,287","5,761,361","582,827","5,342,900","4,748,978","5,461,034","2,994,717","4,823,582","5,318,293","10,539,217","-16,675,066","5,764,151","5,727,396","6,577,536","6,970,050","4,166,165","5,122,875","5,056,092","3,611,245","5,537,980","5,994,702","4,533,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"10,288,185","3,494,000","2,312,263","2,281,825","2,199,666","2,301,434","1,749,427","1,254,723","1,369,117","1,400,614","1,332,500","1,217,570","1,922,165","1,968,860","1,517,878","8,766,516","4,224,631","1,668,509","1,966,661","1,019,192","1,173,572","1,210,621","1,235,973","859,785","1,221,821","1,088,724","6,228,443","5,764,151","4,333,379","6,577,536","6,970,050","4,166,165","5,122,875","5,056,092","3,611,245","5,537,980","5,994,702","4,120,958","4,515,016","4,403,469","3,767,420","3,607,267","3,204,523","2,927,465","3,436,474","2,397,523","2,195,520","1,840,794","1,797,889","1,854,812","1,682,158","1,538,693","1,508,882","1,719,266","1,915,271","1,467,866","1,522,626","1,348,333","1,435,717","1,048,690","1,094,092","548,164",,"398,522","416,777","21,401"
		GeneralAndAdministrativeExpense,"10,288,185","3,494,000","2,312,263","2,281,825","2,199,666","2,301,434","1,749,427","1,254,723","1,369,117","1,400,614","1,332,500","1,217,570","1,922,165","1,968,860","1,517,878","8,766,516","4,224,631","1,668,509","1,966,661","1,019,192","1,173,572","1,210,621","1,235,973","859,785","1,221,821","1,088,724","6,228,443","5,764,151","4,333,379","6,577,536","6,970,050","4,166,165","5,122,875","5,056,092","3,611,245","5,537,980","5,994,702","4,120,958","4,515,016","4,403,469","3,767,420","3,607,267","3,204,523","2,927,465","3,436,474","2,397,523","2,195,520","1,840,794","1,797,889","1,854,812","1,682,158","1,538,693","1,508,882","1,719,266","1,915,271","1,467,866","1,522,626","1,348,333","1,435,717","1,048,690","1,094,092","548,164",,"398,522","416,777","21,401"
			SalariesAndWages,,,,,,,,,,,,,,"118,444","116,119","29,435,834","3,842,656","4,092,852","3,986,212","4,323,708","3,575,406","4,250,413","6,165,047","3,963,797","4,096,472","9,450,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,467,866","1,522,626","1,348,333","1,203,294","1,048,690","1,094,092","548,164",,,,
			OtherGandA,,,,,,,,,,,,,,"1,968,860","1,517,878","8,766,516","4,224,631","1,668,509","1,966,661","1,019,192","1,173,572","1,210,621","1,235,973","859,785","1,221,821","1,088,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,"2,428,662","216,474","306,202","137,390","154,080","13,357","85,356","44,395","-493,290","9,513,866",,,,,,,,,,,"0",,"1,394,017",,,,,,"0",,,"412,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,,,,,,,,,,,,,,,,,,,"24,246,965","-57,495,691","-639,317","7,193,240","7,745,261","7,843,242","6,687,077","12,416,097","10,094,940","17,478,935","12,175,588","8,491,817","2,624,422",,"24,781,126","12,769,054","18,777,604","22,685,251","21,848,467","18,440,119","13,159,745","16,266,174","14,050,423","12,193,849",,"17,435,974","4,033,296","12,323,882","6,184,710","5,612,455","4,558,624","3,793,684","4,043,838","3,717,857","3,249,297","3,037,582","4,280,050","2,526,159","2,924,257","891,812","2,203,096","3,366,681","2,230,084",,,"1,713,483","1,898,543","1,401,965"
PretaxIncome,"76,261,768","21,038,000","11,478,291","14,435,915","29,309,731","22,469,831","22,835,200","43,184,989","54,751,240","-112,521,747","10,926,611","5,195,491","9,229,557","33,180,305","-44,426,224","-101,116,252","15,805,725","14,522,443","24,246,965","-57,495,691","-1,723,565","7,193,240","7,745,261","7,843,242","6,687,077","12,416,097","10,094,940","17,478,935","12,175,588","8,491,817","2,624,422","-8,689,888","24,781,126","12,769,054","18,777,604","22,685,251","21,848,467","18,440,119","16,112,695","16,266,174","15,626,201","12,610,277","13,374,366","17,435,974","14,545,231","12,323,882","7,339,164","7,162,772","6,907,126","4,202,227","8,362,140","-770,242","-2,820,958","-567,562","1,429,283","2,526,159","2,924,257","891,812",,,,,,,,
