name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"940,984,000","238,882,000","238,852,000","238,244,000","225,006,000","216,295,000","215,390,000","216,987,000","207,796,000","251,350,000","243,893,000","238,069,000","230,534,000","224,186,000","226,292,000","223,308,000","219,469,000","212,247,000","209,190,000","208,749,000","199,632,000","194,481,000","194,643,000","192,121,000","187,215,000","168,572,000","160,431,000","160,077,000","160,457,000","154,809,000","151,091,000","148,146,000","151,426,000","148,876,000","147,676,000","149,686,000","148,716,000","145,458,000","143,150,000","145,993,000","146,468,000","143,388,000","143,279,000","144,059,000","145,408,000","142,591,000","145,778,000","148,070,000","139,209,000","137,787,000","139,421,000","140,427,000","139,795,000","151,417,000","168,475,000","153,236,000","149,375,000","134,828,000","132,964,000","130,932,000","126,749,000","127,575,000","122,622,000","104,864,000","103,567,000","102,610,000","106,597,000","95,824,000"
	OperatingRevenue,"940,984,000","238,882,000","238,852,000","238,244,000","225,006,000","216,295,000","215,390,000","216,987,000","207,796,000","251,350,000","243,893,000","238,069,000","230,534,000","224,186,000","268,363,000","206,944,000","204,815,000","201,194,000","194,889,000","192,895,000","186,831,000","183,431,000","181,907,000","179,207,000","176,229,000","158,361,000","149,979,000","149,003,000","148,994,000","144,659,000","140,350,000","137,053,000","139,706,000","137,969,000","136,702,000","137,819,000","136,998,000","134,873,000","99,057,000","145,993,000","146,468,000","143,388,000","143,279,000","144,059,000","145,408,000","142,591,000","145,778,000","148,070,000","139,209,000","137,787,000","139,421,000","140,427,000","139,795,000","151,417,000","168,475,000","153,236,000","149,375,000","135,237,000","132,305,000","131,137,000","126,749,000","127,657,000","122,622,000","104,864,000","103,567,000","102,610,000","106,597,000","95,824,000"
CostOfRevenue,"309,459,000","77,547,000","79,428,000","79,692,000","72,792,000","71,489,000","78,967,000","78,269,000","69,157,000","79,020,000","77,258,000","77,881,000","72,020,000","71,004,000","71,685,000","73,402,000","68,726,000","67,054,000","64,928,000","68,509,000","63,765,000","60,832,000","62,351,000","62,876,000","58,722,000","53,914,000","52,541,000","55,386,000","52,472,000","50,019,000","50,694,000","52,897,000","49,761,000","48,489,000","49,247,000","51,651,000","47,664,000","46,318,000","47,853,000","49,292,000","47,375,000","45,877,000","46,483,000","49,126,000","46,919,000","45,353,000","47,131,000","48,037,000","41,632,000","40,682,000","43,164,000","43,251,000","40,951,000","44,829,000",,"44,153,000","40,333,000",,,,"34,996,000",,,,"36,165,000",,,
GrossProfit,"631,525,000","161,335,000","159,424,000","158,552,000","152,214,000","144,806,000","136,423,000","138,718,000","138,639,000","172,330,000","166,635,000","160,188,000","158,514,000","153,182,000","154,607,000","149,906,000","150,743,000","145,193,000","144,262,000","140,240,000","135,867,000","133,649,000","132,292,000","129,245,000","128,493,000","114,658,000","107,890,000","104,691,000","107,985,000","104,790,000","100,397,000","95,249,000","101,665,000","100,387,000","98,429,000","98,035,000","101,052,000","99,140,000","95,297,000","96,701,000","99,093,000","97,511,000","96,796,000","94,933,000","98,489,000","97,238,000","98,647,000","100,033,000","97,577,000","97,105,000","96,257,000","97,176,000","98,844,000","106,588,000",,"109,083,000","109,042,000",,,,"91,753,000",,,,"67,402,000",,,
OperatingExpense,"412,080,000","100,605,000","103,478,000","104,539,000","103,458,000","102,368,000","103,688,000","104,421,000","108,628,000","108,112,000","118,726,000","99,497,000","87,883,000","89,705,000","100,117,000","83,507,000","82,816,000","82,065,000","79,665,000","78,415,000","77,385,000","77,530,000","76,351,000","71,926,000","71,971,000","63,623,000","60,819,000","59,096,000","58,719,000","57,195,000","58,414,000","56,769,000","57,651,000","57,010,000","55,713,000","53,948,000","55,173,000","53,120,000","53,670,000","53,156,000","53,469,000","52,497,000","53,583,000","52,826,000","63,934,000","64,639,000","66,566,000","64,722,000","60,865,000","61,182,000","60,280,000","61,114,000","61,688,000","67,425,000","253,385,000","68,854,000","69,587,000","97,275,000","98,686,000","93,640,000","55,614,000","94,052,000","115,444,000","81,272,000","29,264,000","61,151,000","64,069,000","63,583,000"
	SellingGeneralAndAdministration,"44,223,000","11,240,000","11,990,000","11,435,000","9,558,000","9,571,000","9,934,000","9,469,000","9,863,000","10,335,000","9,859,000","9,218,000","9,159,000","9,832,000","10,197,000","9,440,000","9,437,000","9,567,000","9,045,000","8,441,000","8,592,000","10,156,000","9,384,000","8,099,000","9,403,000","8,071,000","8,795,000","6,867,000","7,473,000","7,361,000","7,151,000","6,658,000","6,712,000","6,811,000","5,890,000","6,546,000","7,082,000","7,096,000","7,892,000","6,610,000","6,741,000","6,700,000","8,026,000","6,954,000","6,820,000","7,486,000","9,410,000","7,101,000","5,944,000","5,850,000","5,992,000","5,585,000","5,959,000","6,351,000","172,513,000","5,243,000","5,729,000","5,285,000","134,221,000","5,862,000","5,120,000","5,042,000","34,513,000","10,415,000","1,431,000","1,705,000","1,612,000","1,652,000"
		GeneralAndAdministrativeExpense,"44,223,000","11,240,000","11,990,000","11,435,000","9,558,000","9,571,000","9,934,000","9,469,000","9,863,000","10,335,000","9,859,000","9,218,000","9,159,000","9,832,000","10,197,000","9,440,000","9,437,000","9,567,000","9,045,000","8,441,000","8,592,000","10,156,000","9,384,000","8,099,000","9,403,000","8,071,000","8,795,000","6,867,000","7,473,000","7,361,000","7,151,000","6,658,000","6,712,000","6,811,000","5,890,000","6,546,000","7,082,000","7,096,000","7,892,000",,,,,,,,,,,,,,,,,,,"5,285,000","134,221,000","5,862,000",,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,285,000","5,462,000","5,862,000",,,,,,,,
			OtherGandA,"44,223,000","11,240,000","11,990,000","11,435,000","9,558,000","9,571,000","9,934,000","9,469,000","9,863,000","10,335,000","9,859,000","9,218,000","9,159,000","9,832,000","10,197,000","9,440,000","9,437,000","9,567,000","9,045,000","8,441,000","8,592,000","10,156,000","9,384,000","8,099,000","9,403,000","8,071,000","8,795,000","6,867,000","7,473,000","7,361,000","7,151,000","6,658,000","6,712,000","6,811,000","5,890,000","6,546,000","7,082,000","7,096,000","7,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"367,857,000","89,365,000","91,488,000","93,104,000","93,900,000","92,797,000","93,754,000","94,952,000","98,765,000","97,777,000","108,867,000","90,279,000","78,724,000","79,873,000","89,920,000","74,067,000","73,379,000","72,498,000","70,620,000","69,974,000","68,793,000","67,374,000","66,967,000","63,827,000","62,568,000","55,552,000","52,024,000","52,229,000","51,246,000","49,834,000","51,263,000","50,111,000","50,939,000","50,199,000","49,823,000","47,402,000","48,091,000","46,024,000","45,778,000","46,546,000","46,728,000","45,797,000","45,557,000","45,872,000","57,114,000","57,153,000","57,156,000","57,621,000","54,921,000","55,332,000","54,288,000","55,529,000","55,729,000","61,074,000","63,793,000","63,611,000","63,858,000","56,749,000","57,349,000","50,629,000","50,494,000","51,121,000","42,757,000","31,604,000","27,833,000","25,783,000","29,461,000","26,037,000"
		DepreciationAndAmortizationInIncomeStatement,"367,857,000","89,365,000","91,488,000","93,104,000","93,900,000","92,797,000","93,754,000","94,952,000","98,765,000","97,777,000","108,867,000","90,279,000","78,724,000","79,873,000","89,920,000","74,067,000","73,379,000","72,498,000","70,620,000","69,974,000","68,793,000","67,374,000","66,967,000","63,827,000","62,568,000","55,552,000","52,024,000","52,229,000","51,246,000","49,834,000","51,263,000","50,111,000","50,939,000","50,199,000","49,823,000","47,402,000","48,091,000","46,024,000","45,778,000","46,546,000","46,728,000","45,797,000","45,557,000","45,872,000","57,114,000","57,153,000","57,156,000","57,621,000","54,921,000","55,332,000","54,288,000","55,529,000","55,729,000","61,074,000","63,793,000","63,611,000","63,858,000","56,749,000","57,349,000","50,629,000","50,494,000","51,121,000","42,757,000","31,604,000","27,833,000","25,783,000","29,461,000","26,037,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-97,275,000",,"-93,640,000",,"-94,052,000",,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,153,000",,"132,516,000","-371,186,000","130,789,000",,"131,941,000","38,174,000","39,253,000",,"33,663,000","32,996,000","35,894,000"
OperatingIncome,"219,445,000","60,730,000","55,946,000","54,013,000","48,756,000","42,438,000","32,735,000","34,297,000","30,011,000","64,218,000","47,909,000","60,691,000","70,631,000","63,477,000","54,490,000","66,399,000","67,927,000","63,128,000","64,597,000","61,825,000","58,482,000","56,119,000","55,941,000","57,319,000","56,522,000","51,035,000","47,071,000","45,595,000","49,266,000","47,595,000","41,983,000","38,480,000","44,014,000","43,377,000","42,716,000","44,087,000","45,879,000","46,020,000","41,627,000","43,545,000","45,624,000","45,014,000","43,213,000","42,107,000","34,555,000","32,599,000","32,081,000","35,311,000","36,712,000","35,923,000","35,977,000","36,062,000","37,156,000","39,163,000","36,997,000","40,229,000","39,455,000","37,553,000","34,278,000","37,292,000","36,139,000","33,523,000","7,178,000","23,592,000","38,138,000","41,459,000","42,528,000","32,241,000"
