name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"1,824,874,000","1,833,144,000","1,848,686,000","1,857,734,000","1,897,885,000","1,980,988,000","2,025,654,000","2,054,560,000","2,098,361,000","2,122,428,000","2,139,062,000","2,156,474,000","2,165,276,000","2,138,630,000","2,166,293,000","2,177,720,000","2,158,938,000","2,138,336,000","2,185,454,000","2,196,168,000","2,124,036,000","2,155,536,000","2,016,368,000","2,026,495,000","2,088,831,000","1,969,772,000","1,922,038,000","1,904,066,000","1,854,300,000","1,855,539,000","1,885,609,000","1,893,791,000","1,718,567,000","1,748,097,000","1,831,756,000","1,832,255,000","1,718,716,000","1,707,679,000","1,701,945,000","1,668,792,000","1,598,842,000","1,630,909,000","1,594,644,000","1,599,564,000","1,450,025,000","1,457,277,000","1,396,183,000","1,331,690,000","1,296,962,000","1,111,044,000","1,119,595,000","1,213,180,000","1,171,636,000","1,179,455,000","1,204,675,000","1,195,974,000","1,118,751,000","1,067,607,000","1,114,004,000","1,076,495,000","1,047,380,000","968,208,000","809,669,000","648,153,000","549,164,000","455,355,000","447,734,000","399,383,000","256,267,000","261,021,000","255,621,000","204,637,000","202,573,000","196,568,000","113,431,000","109,195,000","101,900,000","101,516,000","92,629,000","98,235,000","99,395,000","96,017,000","96,542,000","96,743,000","95,967,000","94,531,000","90,696,000","90,231,000","70,042,000","56,382,000","55,900,000","45,600,000","45,000,000"
	CurrentAssets,"110,351,000","110,226,000","107,219,000","99,237,000","119,825,000","136,411,000","78,439,000","87,488,000","95,051,000","67,955,000","70,810,000","79,728,000","73,876,000","67,879,000","90,353,000","86,786,000","72,476,000","81,858,000","104,384,000","100,570,000","154,596,000","329,428,000","305,839,000","283,601,000","335,996,000","82,301,000","76,330,000","75,211,000","75,190,000","62,506,000","86,543,000","86,516,000","114,769,000","168,547,000","301,480,000","117,551,000","205,574,000","194,542,000","131,846,000","104,517,000","96,240,000","98,989,000","145,419,000","150,792,000","92,408,000","97,660,000","98,782,000","58,975,000","61,669,000","37,075,000","41,004,000","38,816,000","39,273,000","115,185,000",,,,"49,941,000",,,,"42,306,000",,,,"27,116,000",,,,"38,442,000",,,,"60,880,000",,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"77,447,000","72,238,000","71,244,000","69,083,000","76,522,000","16,637,000","13,139,000","23,228,000","23,936,000","27,012,000","31,621,000","36,780,000","33,526,000","32,598,000","37,727,000","46,869,000","31,620,000","17,945,000","57,529,000","59,600,000","47,633,000","185,644,000","135,960,000","236,102,000","23,677,000","27,955,000","29,304,000","28,161,000","31,428,000","21,675,000","37,868,000","29,191,000","24,312,000","36,213,000","46,588,000","29,294,000","83,060,000","69,059,000","57,274,000","33,291,000","48,486,000","51,889,000","68,147,000","67,280,000","39,930,000","65,596,000","34,737,000","35,420,000","40,116,000","11,404,000","28,082,000","26,339,000","28,048,000","15,697,000","20,951,000","16,972,000","62,406,000","12,327,000","64,225,000","67,745,000","63,446,000","10,316,000","68,258,000","4,846,000","4,679,000","8,780,000","19,475,000","8,058,000","6,097,000","20,614,000","33,160,000","1,916,000","8,469,000","40,707,000","2,852,000","513,000","71,000","140,000","75,000","173,000","168,000","167,000","21,000",,,"0","0","0","0","124,000",,,
			CashAndCashEquivalents,"77,447,000","72,238,000","71,244,000","69,083,000","76,522,000","16,637,000","13,139,000","23,228,000","23,936,000","27,012,000","31,621,000","36,780,000","33,526,000","32,598,000","37,727,000","46,869,000","31,620,000","17,945,000","57,529,000","59,600,000","47,633,000","185,644,000","135,960,000","236,102,000","23,677,000","27,955,000","29,304,000","28,161,000","31,428,000","21,675,000","37,868,000","29,191,000","24,312,000","36,213,000","46,588,000","29,294,000","83,060,000","69,059,000","57,274,000","33,291,000","48,486,000","51,889,000","68,147,000","67,280,000","39,930,000","65,596,000","34,737,000","35,420,000","40,116,000","11,404,000","28,082,000","26,339,000","28,048,000","15,697,000","20,951,000","16,972,000","12,608,000","12,327,000","10,280,000","9,571,000","8,369,000","10,316,000","16,273,000","4,846,000","4,679,000","8,780,000","19,475,000","8,058,000","6,097,000","20,614,000","33,160,000","1,916,000","8,469,000","40,707,000","2,852,000","513,000","71,000","140,000","75,000","173,000","168,000","167,000","21,000",,,"0","0","0","0","124,000",,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,148,000","57,762,000","48,486,000","51,889,000",,,"39,930,000",,"34,737,000","35,420,000","40,116,000",,"28,082,000","26,339,000","28,048,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,798,000",,"53,945,000","58,174,000","55,077,000",,"51,985,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"7,849,000","10,986,000","9,450,000","7,091,000","8,272,000","8,331,000","6,689,000","7,952,000","7,548,000","17,114,000","15,633,000","16,313,000","18,122,000","13,535,000","16,165,000","18,468,000","18,910,000","27,344,000","24,434,000","18,704,000","29,335,000","27,101,000","20,625,000","22,528,000","16,549,000","15,708,000","18,057,000","17,061,000","16,544,000","16,007,000","17,698,000","22,340,000","16,722,000","21,971,000","22,478,000","24,015,000","44,257,000","52,287,000","48,698,000","46,755,000","47,754,000","47,100,000","50,571,000","57,329,000","52,478,000","14,680,000","56,894,000","15,840,000","13,479,000","9,497,000","12,922,000","12,477,000","11,225,000","96,306,000","2,666,000","2,481,000","80,580,000","12,458,000","81,919,000","54,935,000","55,016,000","9,538,000","34,516,000","5,512,000","4,226,000","6,876,000","3,560,000","3,747,000","16,268,000","15,782,000","2,917,000","18,136,000","16,509,000","18,013,000","4,459,000","3,638,000","2,767,000","2,795,000","4,140,000","3,275,000","2,528,000","2,376,000","2,235,000","3,242,000","1,739,000","2,877,000","3,515,000","3,382,000","2,352,000","2,116,000",,,
			AccountsReceivable,"7,121,000","8,491,000","6,846,000","5,539,000","6,319,000","5,690,000","3,741,000","3,801,000","3,963,000","9,213,000","9,919,000","10,566,000","12,171,000","10,241,000","9,425,000","11,517,000","11,774,000","11,999,000","13,344,000","12,374,000","11,024,000","8,769,000","8,585,000","8,467,000","10,263,000","9,465,000","11,601,000","10,714,000","10,129,000","9,363,000","10,637,000","13,156,000","10,822,000","9,141,000","11,344,000","13,974,000","11,185,000","11,538,000","15,273,000","13,330,000","11,644,000","11,353,000","15,219,000","14,361,000","10,151,000","9,611,000","12,988,000","12,333,000","8,865,000","7,103,000","9,784,000","9,306,000","6,963,000","6,870,000","2,666,000","2,481,000","9,556,000","7,165,000","11,877,000","10,219,000","8,276,000","4,608,000","6,437,000","5,512,000","4,226,000","2,211,000","3,560,000","3,747,000","2,184,000","1,776,000","2,917,000","2,552,000","1,509,000","223,000","201,000","130,000",,,,,,,,,,,,,"105,000","1,000,000",,,
				GrossAccountsReceivable,,,,,,,,,,"9,213,000","9,919,000","10,566,000","12,171,000","10,429,000","9,650,000","11,600,000","11,842,000","12,048,000","13,366,000","12,417,000","11,024,000","8,860,000","8,680,000","8,469,000","10,265,000","9,477,000","11,693,000","10,754,000","10,210,000","9,402,000","10,758,000","13,348,000","10,882,000","9,184,000","11,362,000","13,993,000","11,229,000","11,903,000","15,541,000","13,869,000",,,"15,252,000","14,394,000",,,,,,,,,,"6,990,000",,,,"7,212,000",,,,"4,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,"0","0","0","0","-188,000","-225,000","-83,000","-68,000","-49,000","-22,000","-43,000","0","-91,000","-95,000","-2,000","-2,000","-12,000","-92,000","-40,000","-81,000","-39,000","-121,000","-192,000","-60,000","-43,000","-18,000","-19,000","-44,000","-365,000","-268,000","-539,000",,,"-33,000","-33,000",,,,,,,,,,"-120,000",,,,"-47,000",,,,"-30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
