name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,04/30/1998,01/31/1998,10/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
TotalRevenue,"2,462,978,000","1,176,665,000","906,535,000","175,576,000","204,202,000","889,078,000","684,644,000","131,786,000","77,209,000","694,087,000","924,638,000","267,770,000","244,006,000","957,987,000","849,578,000","220,004,000","211,637,000","844,491,000","734,575,000","220,850,000","209,124,000","794,631,000","725,198,000","178,265,000","179,884,000","647,472,000","599,363,000","174,567,000","162,082,000","579,343,000","530,237,000","128,262,000","135,488,000","543,047,000","452,720,000","123,391,000","112,305,000","469,691,000","422,451,000","116,350,000","113,544,000","421,145,000","373,332,000","116,373,000","130,010,000","414,474,000","388,144,000","234,418,000","137,090,000","350,254,000","300,524,000","80,764,000","101,928,000","333,483,000","388,796,000","152,781,000","270,460,000","423,790,000","360,020,000","97,887,000","96,514,000","369,489,000","361,038,000","113,494,000","124,026,000","341,389,000","288,016,000","85,420,000","120,026,000","327,451,000","264,628,000","97,883,000","83,108,000","287,926,000","247,236,000","103,623,000","80,661,000","269,117,000","246,767,000","113,853,000","76,869,000","247,514,000","217,832,000","74,330,000","57,836,000","226,120,000","189,397,000","70,427,000","74,564,000","249,789,000","162,900,000","65,800,000","64,900,000","202,200,000","160,000,000","48,600,000","174,000,000","191,600,000","4,100,000","33,000,000","37,900,000","175,300,000","84,900,000"
	OperatingRevenue,"2,462,978,000","1,176,665,000","906,535,000","175,576,000","204,202,000","889,078,000","684,644,000","131,786,000","77,209,000","694,087,000","924,638,000","267,770,000","244,006,000","957,987,000","849,578,000","220,004,000","211,637,000","844,491,000","734,575,000","220,850,000","209,124,000","794,631,000","725,198,000","178,265,000","179,884,000","647,472,000","599,363,000","174,567,000","162,082,000","579,343,000","530,237,000","128,262,000","135,488,000","543,047,000","452,720,000","123,391,000","112,305,000","469,691,000","422,451,000","116,350,000","113,544,000","421,145,000","373,332,000","116,373,000","130,010,000","414,474,000","388,144,000","234,418,000","137,090,000","350,254,000","300,524,000","80,764,000","101,928,000","333,483,000","388,796,000","152,781,000","270,460,000","423,790,000","360,020,000","97,887,000","96,514,000","369,489,000","361,038,000","113,494,000","124,026,000","341,389,000","288,016,000","85,420,000","120,026,000","327,451,000","264,628,000","97,883,000","83,108,000","287,926,000","247,236,000","103,623,000","80,661,000","269,117,000","246,767,000","113,853,000","76,869,000","247,514,000","217,832,000","74,330,000","57,836,000","226,120,000","189,397,000","70,427,000","74,564,000","249,789,000","162,900,000","65,800,000","64,900,000","202,200,000","160,000,000","48,600,000","174,000,000","191,600,000","4,100,000","33,000,000","37,900,000","175,300,000","84,900,000"
CostOfRevenue,"1,323,389,000","476,205,000","419,562,000","209,424,000","218,198,000","355,796,000","332,952,000","172,719,000","129,910,000","329,555,000","456,482,000","271,738,000","240,794,000","410,644,000","415,527,000","230,358,000","214,172,000","355,452,000","355,947,000","218,646,000","23,356,000","408,105,000","420,763,000","233,818,000","229,901,000","342,475,000","358,184,000","221,936,000","210,919,000","313,429,000","332,764,000","201,320,000","193,559,000","304,928,000","304,777,000","190,910,000","168,707,000","270,395,000","282,539,000","174,968,000","161,786,000","247,383,000","255,145,000","171,703,000","178,614,000","241,446,000","260,407,000","271,034,000","166,529,000","204,137,000","199,223,000","124,268,000","132,571,000","198,115,000","254,393,000","177,498,000","261,175,000","246,882,000","244,379,000","129,096,000","129,792,000","209,384,000","241,019,000","141,954,000","145,225,000","191,316,000","189,943,000","116,001,000","138,181,000","191,728,000","180,133,000","117,570,000","98,854,000","156,354,000","171,292,000","114,556,000","109,481,000","163,538,000","183,287,000","131,741,000","177,056,000","141,986,000","153,094,000","92,635,000","81,465,000","130,273,000","134,301,000","84,262,000","81,773,000","164,674,000","116,700,000","83,200,000","73,723,000","125,200,000","108,800,000","66,100,000","85,400,000","141,200,000",,"46,800,000","42,600,000","82,900,000","67,400,000"
GrossProfit,"1,139,589,000","700,460,000","486,973,000","-33,848,000","-13,996,000","533,282,000","351,692,000","-40,933,000","-52,701,000","364,532,000","468,156,000","-3,968,000","3,212,000","547,343,000","434,051,000","-10,354,000","-2,535,000","489,039,000","378,628,000","2,204,000","185,768,000","386,526,000","304,435,000","-55,553,000","-50,017,000","304,997,000","241,179,000","-47,369,000","-48,837,000","265,914,000","197,473,000","-73,058,000","-58,071,000","238,119,000","147,943,000","-67,519,000","-56,402,000","199,296,000","139,912,000","-58,618,000","-48,242,000","173,762,000","118,187,000","-55,330,000","-48,604,000","173,028,000","127,737,000","-36,616,000","-29,439,000","146,117,000","101,301,000","-43,504,000","-30,643,000","135,368,000","134,403,000","-24,717,000","9,285,000","176,908,000","115,641,000","-31,209,000","-33,278,000","160,105,000","120,019,000","-28,460,000","-21,199,000","150,073,000","98,073,000","-30,581,000","-18,155,000","135,723,000","84,495,000","-19,687,000","-15,746,000","131,572,000","75,944,000","-10,933,000","-28,820,000","105,579,000","63,480,000","-17,888,000","-100,187,000","105,528,000","64,738,000","-18,305,000","-23,629,000","95,847,000","55,096,000","-13,835,000","-7,209,000","85,115,000","46,200,000","-17,400,000","-8,823,000","77,000,000","51,200,000","-17,500,000","88,600,000","50,400,000",,"-13,800,000","-4,700,000","92,400,000","17,500,000"
OperatingExpense,"599,245,000","157,419,000","153,331,000","138,723,000","149,772,000","137,365,000","140,784,000","121,657,000","114,705,000","125,548,000","155,114,000","132,900,000","121,037,000","123,473,000","132,600,000","115,422,000","107,356,000","120,285,000","122,140,000","106,487,000","285,720,000","50,029,000","49,626,000","40,581,000","40,775,000","41,472,000","40,541,000","38,700,000","37,536,000","38,242,000","37,376,000","35,969,000","34,653,000","35,588,000","36,204,000","34,156,000","33,861,000","33,730,000","33,418,000","31,679,000","32,336,000","33,266,000","33,050,000","28,930,000","29,012,000","30,937,000","30,276,000","27,732,000","28,402,000","27,794,000","27,760,000","21,210,000","27,371,000","27,788,000","27,860,000","25,258,000","25,107,000","25,447,000","23,069,000","20,995,000","20,919,000","23,755,000","21,769,000","21,666,000","22,517,000","23,050,000","21,065,000","19,299,000","21,567,000","26,650,000","23,896,000","21,934,000","27,844,000","22,406,000","29,313,000","19,463,000","29,210,000","20,785,000","19,885,000","17,985,000",,"16,567,000","16,066,000","15,362,000","17,712,000","15,940,000","16,183,000","15,643,000","15,507,000",,"15,000,000","14,900,000","16,706,000","15,100,000","14,200,000","13,300,000","13,300,000","15,200,000",,"8,900,000","12,900,000","11,000,000","5,800,000"
	SellingGeneralAndAdministration,"346,808,000","91,764,000","91,261,000","77,234,000","86,549,000","73,294,000","78,121,000","59,029,000","51,520,000","60,818,000","91,302,000","75,055,000","64,461,000","68,213,000","77,362,000","64,379,000","57,026,000","66,181,000","70,736,000","57,863,000","50,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,650,000","1,700,000","1,300,000","1,500,000","1,500,000","1,700,000",,"-700,000","3,200,000","1,200,000","800,000"
		GeneralAndAdministrativeExpense,"346,808,000","91,764,000","91,261,000","77,234,000","86,549,000","73,294,000","78,121,000","59,029,000","51,520,000","60,818,000","91,302,000","75,055,000","64,461,000","68,213,000","77,362,000","64,379,000","57,026,000","66,181,000","70,736,000","57,863,000","50,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"346,808,000","91,764,000","91,261,000","77,234,000","86,549,000","73,294,000","78,121,000","59,029,000","51,520,000","60,818,000","91,302,000","75,055,000","64,461,000","68,213,000","77,362,000","64,379,000","57,026,000","66,181,000","70,736,000","57,863,000","50,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"252,437,000","65,655,000","62,070,000","61,489,000","63,223,000","64,071,000","62,663,000","62,628,000","63,185,000","64,730,000","63,812,000","57,845,000","56,576,000","55,260,000","55,238,000","51,043,000","50,330,000","54,104,000","51,404,000","48,624,000","48,921,000","50,029,000","49,626,000","40,581,000","40,775,000","41,472,000","40,541,000","38,700,000","37,536,000","38,242,000","37,376,000","35,969,000","34,653,000","35,588,000","36,204,000","34,156,000","33,861,000","33,730,000","33,418,000","31,679,000","32,336,000","33,266,000","33,050,000","28,930,000","29,012,000","30,937,000","30,276,000","27,732,000","27,870,000","27,812,000","27,772,000","27,184,000","27,115,000","27,582,000","27,438,000","25,078,000","23,940,000","25,471,000","23,621,000","20,761,000","20,807,000","23,513,000","21,759,000","21,585,000","22,802,000","22,942,000","21,431,000","18,923,000","20,581,000","25,039,000","23,273,000","21,076,000","21,037,000","22,406,000","22,568,000","20,366,000","23,586,000","20,785,000","19,885,000","17,985,000",,"16,567,000","16,066,000","15,362,000","17,712,000","15,940,000","16,183,000","15,643,000","15,507,000",,"15,000,000","14,900,000","15,056,000","13,400,000","12,900,000","11,800,000","11,800,000","13,500,000",,"9,600,000","9,700,000","9,800,000","5,000,000"
		DepreciationAndAmortizationInIncomeStatement,"252,437,000","65,655,000","62,070,000","61,489,000","63,223,000","64,071,000","62,663,000","62,628,000","63,185,000","64,730,000","63,812,000","57,845,000","56,576,000","55,260,000","55,238,000","51,043,000","50,330,000","54,104,000","51,404,000","48,624,000","48,921,000","50,029,000","49,626,000","40,581,000","40,775,000","41,472,000","40,541,000","38,700,000","37,536,000","38,242,000","37,376,000","35,969,000","34,653,000","35,588,000","36,204,000","34,156,000","33,861,000","33,730,000","33,418,000","31,679,000","32,336,000","33,266,000","33,050,000","28,930,000","29,012,000","30,937,000","30,276,000","27,732,000","27,870,000","27,812,000","27,772,000","27,184,000","27,115,000","27,582,000","27,438,000","25,078,000","23,940,000","25,471,000","23,621,000","20,761,000","20,807,000","23,513,000","21,759,000","21,585,000","22,802,000","22,942,000","21,431,000","18,923,000","20,581,000","25,039,000","23,273,000","21,076,000","21,037,000","22,406,000","22,568,000","20,366,000","23,586,000","20,785,000","19,885,000","17,985,000",,"16,567,000","16,066,000","15,362,000","17,712,000","15,940,000","16,183,000","15,643,000","15,507,000",,"15,000,000","14,900,000","15,056,000","13,400,000","12,900,000","11,800,000","11,800,000","13,500,000",,"9,600,000","9,700,000","9,800,000","5,000,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"532,000","-18,000","-12,000","-5,974,000","256,000","206,000","422,000","180,000","1,167,000","-24,000","-552,000","234,000","112,000","242,000","10,000","81,000","-285,000","108,000","-366,000","376,000","986,000","1,611,000","623,000","858,000",,,"6,745,000","-903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"540,344,000","543,041,000","333,642,000","-172,571,000","-163,768,000","395,917,000","210,908,000","-162,590,000","-167,406,000","238,984,000","313,042,000","-136,868,000","-117,825,000","423,870,000","301,451,000","-125,776,000","-109,891,000","368,754,000","256,488,000","-104,283,000","-99,952,000","336,497,000","254,809,000","-96,134,000","-90,792,000","263,525,000","200,638,000","-86,069,000","-86,373,000","227,672,000","160,097,000","-109,027,000","-92,724,000","202,531,000","111,739,000","-101,675,000","-90,263,000","165,566,000","106,494,000","-90,297,000","-80,578,000","140,496,000","85,137,000","-84,260,000","-77,616,000","142,091,000","97,461,000","-64,348,000","-57,841,000","118,323,000","73,541,000","-64,714,000","-58,014,000","107,580,000","106,543,000","-49,975,000","-15,822,000","151,461,000","92,572,000","-52,204,000","-54,197,000","136,350,000","98,250,000","-50,126,000","-43,716,000","127,023,000","77,008,000","-49,880,000","-39,722,000","109,073,000","60,599,000","-41,621,000","-43,590,000","109,166,000","46,631,000","-30,396,000","-58,030,000","84,794,000","43,595,000","-35,873,000","-52,192,000","88,961,000","48,672,000","-33,667,000","-41,341,000","79,907,000","38,913,000","-29,478,000","-22,716,000","85,115,000","31,200,000","-32,300,000","-25,529,000","61,900,000","37,000,000","-30,800,000","75,300,000","35,200,000","4,100,000","-22,700,000","-17,600,000","81,400,000","11,700,000"
NetNonOperatingInterestIncomeExpense,"-151,155,000","-35,132,000","-37,366,000","-39,545,000","-39,112,000","-39,033,000","-37,847,000","-35,407,000","-33,418,000","-24,479,000","-26,134,000","-22,690,000","-20,281,000","-19,575,000","-21,002,000","-18,638,000","-16,431,000","-15,648,000","-15,973,000","-15,174,000","-9,764,000","-23,313,000","-9,048,000","-11,964,000","-10,461,000","-10,400,000","-10,910,000","-10,595,000","-10,131,000","-13,735,000","-13,807,000","-13,568,000","-15,252,000","-16,408,000","-16,239,000","-16,098,000","-13,698,000","-8,359,000","-8,534,000","-8,321,000","-8,461,000","-8,461,000","-8,232,000","-8,177,000","-8,390,000","-8,401,000","-8,433,000","-7,698,000","-4,859,000","-3,673,000","-4,148,000","-4,835,000","-5,816,000","-6,490,000","-7,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,000","113,000","0","310,000","64,000","141,000","114,000","226,000","238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"150,155,000","33,532,000","35,866,000","39,545,000","39,112,000","39,033,000","37,847,000","35,407,000","33,418,000","24,479,000","26,134,000","22,690,000","20,281,000","19,575,000","21,002,000","18,638,000","16,431,000","15,648,000","15,973,000","15,174,000","9,764,000","23,313,000","9,048,000","11,964,000","10,461,000","10,400,000","10,910,000","10,595,000","10,131,000","13,735,000","13,807,000","13,568,000","15,252,000","16,408,000","16,239,000","16,098,000","13,698,000","8,359,000","8,534,000","8,375,000","8,574,000","8,461,000","8,542,000","8,241,000","8,531,000","8,515,000","8,659,000","7,936,000","4,859,000","3,673,000","4,148,000","4,835,000","5,816,000","6,490,000","7,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"1,600,000","1,500,000",,,,,,,,"26,134,000","22,690,000","20,281,000","19,575,000","21,002,000","18,638,000","16,431,000","15,648,000","15,973,000","15,174,000","9,764,000","23,313,000","9,048,000","11,964,000","10,461,000","10,400,000","10,910,000","10,595,000","10,131,000","13,735,000","13,807,000","13,568,000","15,252,000","16,408,000","16,239,000","16,098,000","13,698,000","8,359,000","8,534,000",,,"8,443,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-11,646,000","-3,115,000","-10,297,000","9,742,000","-7,976,000","-2,697,000","3,290,000","3,498,000","3,047,000","-28,234,000","-2,577,000","3,166,000","363,000","-2,419,000","1,514,000","-2,717,000","-4,693,000","-8,935,000","11,752,000","-5,874,000","13,266,000","-15,693,000","-1,226,000","10,971,000","-2,479,000","216,000","-474,000","420,000","-12,600,000","70,000","236,000","20,494,000","-12,534,000","1,423,000","-960,000","269,000","6,347,000","195,000","-333,000","432,000","-93,000","246,000","-741,000","316,000","-951,000","-8,805,000","-262,000","872,000","704,000","838,000","207,000","230,000","844,000","-410,000","1,075,000","1,478,000","1,219,000","3,181,000","3,497,000","16,873,000","3,654,000","5,491,000","2,731,000","-1,523,000","-524,000","-899,000","8,600,000","739,000","-12,683,000","-1,530,000","6,677,000","-1,709,000","-7,242,000","1,278,000","-44,271,000","-1,262,000","-6,423,000","268,000","271,000","3,093,000","5,199,000","318,000","45,000","733,000","8,011,000","565,000","700,000","402,000","-2,911,000","2,305,000","200,000","300,000","1,722,000","700,000","600,000","400,000","900,000","500,000",,"0","700,000","300,000","200,000"
	GainOnSaleOfSecurity,"-2,634,000","-627,000","-1,682,000","1,361,000","-1,686,000","4,693,000","5,302,000","883,000","5,267,000","-7,392,000","-437,000","844,000","3,027,000","-1,324,000","957,000","-1,848,000","-2,027,000","-8,766,000","11,249,000","-6,963,000","15,818,000","210,000","1,148,000","10,989,000","3,699,000","169,000","793,000","1,357,000","91,000","270,000","62,000","-26,000","86,000","124,000","70,000","95,000","6,720,000","153,000","99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"3,216,000","363,000","818,000","1,514,000","521,000","1,011,000","1,180,000","3,986,000","420,000","-90,000","169,000","1,191,000","405,000","445,000","160,000","950,000","429,000","607,000","-35,000","522,000","373,000","521,000","157,000","832,000","291,000","211,000","-61,000","842,000","426,000","-129,000","200,000","325,000","-20,000","665,000","14,000","603,000","92,000","266,000","99,000","434,000","-66,000","336,000","178,000","430,000","18,000","406,000","138,000","780,000",,,,,,"-410,000","1,161,000","1,015,000","1,798,000","698,000","926,000","1,969,000","1,069,000","1,660,000","1,496,000","835,000","1,503,000","760,000",,"919,000","-5,385,000","387,000","-14,000","-1,031,000",,,"-625,000",,,,"-1,088,000",,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-12,228,000","-2,851,000","-9,433,000","6,867,000","-6,811,000","-8,401,000","-3,192,000","-1,371,000","-2,640,000","-20,752,000","-2,309,000","1,131,000","-3,069,000","-1,540,000","397,000","-1,819,000","-3,095,000","-776,000","538,000","567,000","-2,925,000","-16,424,000","-2,531,000","-850,000","-6,469,000","-164,000","-1,206,000","-1,779,000","-13,117,000","-71,000","-26,000","20,195,000","-12,600,000","634,000","-1,044,000","-429,000","-465,000","-224,000","-531,000","-2,000","-27,000","-90,000","-919,000","-114,000","-969,000","-9,211,000","-400,000","92,000","259,000","838,000","207,000","230,000","-949,000",,"-86,000","463,000","-579,000","2,483,000","2,571,000","14,904,000","2,585,000","3,831,000","1,235,000","-2,358,000","-2,027,000","-1,659,000","8,600,000","-180,000","-7,298,000","-1,917,000","6,691,000","-678,000","-7,242,000","1,278,000","-43,646,000","-1,262,000","-6,423,000","268,000","1,359,000","3,093,000","5,199,000","318,000","45,000","733,000","699,000","565,000","700,000","402,000","-2,911,000","2,305,000","200,000","300,000","1,546,000","700,000","600,000","400,000","900,000","500,000",,"0","700,000","300,000","200,000"
		RestructuringAndMergernAcquisition,"23,780,000","2,800,000","16,780,000","2,000,000","2,200,000","10,400,000","1,000,000","802,000","2,300,000","-8,000,000","1,600,000","1,136,000","1,900,000","1,567,000","700,000","1,200,000","600,000","-2,454,000","0","0","1,200,000","14,500,000","300,000","300,000","4,200,000","0","0","0","900,000","0","0","-4,550,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"671,000","166,000","500,000","735,000","1,318,000","3,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","2,561,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"28,372,000",,,,"0","0",,,"0","28,372,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,012,000",,,"-16,400,000","10,831,000",,,,,,,,,"-228,000",,,"757,000","6,615,000",,,,,,,,,"86,000",,,,,,"-3,256,000","-3,997,000","-1,735,000","1,623,000","709,000","-2,119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
