name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"140,414,000","168,506,000","164,586,000","194,948,000","235,168,000","351,685,000","399,674,000","456,899,000","320,219,000","371,826,000","380,177,000","413,732,000","225,964,000","247,849,000","263,943,000","64,627,000","79,648,000","70,658,000"
	CurrentAssets,"127,995,000","145,536,000","151,174,000","181,027,000","220,720,000","314,015,000","326,059,000","397,362,000","289,789,000","312,742,000","327,088,000","398,500,000","221,986,000","244,347,000","262,619,000","56,856,000","75,981,000","69,508,000"
		CashCashEquivalentsAndShortTermInvestments,"123,726,000","140,532,000","146,770,000","175,766,000","217,731,000","309,527,000","317,996,000","387,532,000","284,293,000","307,998,000","322,232,000","393,834,000","218,968,000","241,078,000","260,531,000","55,306,000","75,312,000","67,598,000"
			CashAndCashEquivalents,"17,712,000","21,113,000","16,988,000","22,865,000","40,510,000","137,857,000","29,712,000","41,900,000","10,555,000","18,574,000","30,368,000","24,797,000","21,928,000","37,172,000","155,218,000","5,788,000","12,566,000","9,858,000"
				CashFinancial,,,"1,332,000","2,204,000",,,,,,,,,,,,,,
				CashEquivalents,,,"15,656,000","20,661,000",,,,,,,,,,,,,,
			OtherShortTermInvestments,"106,014,000","119,419,000","129,782,000","152,901,000","177,221,000","171,670,000","288,284,000","345,632,000","273,738,000","289,424,000","291,864,000","369,037,000","197,040,000","203,906,000","105,313,000","49,518,000","62,746,000","57,740,000"
		PrepaidAssets,"4,269,000","5,004,000","4,404,000","5,261,000","2,989,000","4,488,000","8,063,000","9,830,000","5,496,000","4,744,000","4,856,000","4,666,000","3,018,000","3,269,000","2,088,000","1,550,000","669,000","1,910,000"
	TotalNonCurrentAssets,"12,419,000","22,970,000","13,412,000","13,921,000","14,448,000","37,670,000","73,615,000","59,537,000","30,430,000","59,084,000","53,089,000","15,232,000","3,978,000","3,502,000","1,324,000","7,771,000","3,667,000","1,150,000"
		NetPPE,"12,419,000","12,927,000","13,412,000","13,921,000","14,448,000","14,913,000","15,986,000","10,166,000","10,476,000","12,104,000","11,747,000","3,735,000","3,261,000","1,215,000","1,324,000","1,303,000","1,358,000","1,150,000"
			GrossPPE,"12,419,000","17,448,000","13,412,000","13,921,000","14,448,000","19,138,000","19,350,000","13,288,000","13,354,000","14,752,000","14,192,000","5,997,000","5,354,000","3,136,000","3,082,000","2,886,000","2,799,000","2,453,000"
				Properties,,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,,"3,599,000",,,,"3,551,000","3,810,000","3,310,000","3,054,000","4,132,000","3,335,000","3,091,000","2,244,000","2,081,000","2,027,000","2,008,000","1,921,000","1,575,000"
				OtherProperties,"12,419,000","12,158,000","13,412,000","13,921,000","14,448,000","13,801,000","14,204,000","8,734,000","9,056,000","9,376,000","9,694,000","1,843,000","2,052,000","1,215,000","1,324,000","1,303,000",,
				Leases,,"1,691,000",,,,"1,786,000","1,336,000","1,244,000","1,244,000","1,244,000","1,163,000","1,063,000","1,058,000","1,055,000","1,055,000","878,000","878,000","878,000"
			AccumulatedDepreciation,,"-4,521,000",,,,"-4,225,000","-3,364,000","-3,122,000","-2,878,000","-2,648,000","-2,445,000","-2,262,000","-2,093,000","-1,921,000","-1,758,000","-1,583,000","-1,441,000","-1,303,000"
		InvestmentsAndAdvances,"0","10,043,000","0","0","0","22,757,000","57,629,000","49,371,000","19,954,000","46,980,000","41,342,000","11,497,000","0","2,287,000",,,,
			InvestmentinFinancialAssets,,,,,"0","22,757,000","57,629,000","49,371,000","19,954,000","46,980,000","41,342,000","11,497,000","0","2,287,000",,,,
				AvailableForSaleSecurities,,,,,,"22,757,000","57,629,000","49,371,000","19,954,000","46,980,000","41,342,000","11,497,000",,"2,287,000",,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,"717,000",,,"6,468,000","2,309,000",
		OtherNonCurrentAssets,,,,,,,,,,,,,"2,052,000",,,,,
TotalLiabilitiesNetMinorityInterest,"230,714,000","168,288,000","162,684,000","160,019,000","173,607,000","242,814,000","238,901,000","225,919,000","121,758,000","107,943,000","68,554,000","66,888,000","65,355,000","53,324,000","44,872,000","196,898,000","40,547,000","11,439,000"
	CurrentLiabilities,"24,994,000","29,480,000","25,731,000","24,868,000","40,205,000","34,258,000","46,583,000","34,480,000","52,137,000","39,763,000","21,136,000","28,015,000","26,746,000","14,804,000","20,718,000","25,570,000","39,972,000","11,222,000"
		PayablesAndAccruedExpenses,"22,238,000","20,923,000","23,015,000","22,260,000","37,864,000","29,948,000","26,622,000","21,406,000","47,474,000","35,324,000","17,182,000","24,601,000","23,631,000","13,239,000","19,640,000","24,119,000","15,423,000","11,222,000"
			Payables,"5,535,000","10,023,000","3,261,000","2,738,000","5,321,000","3,508,000","1,787,000","5,839,000","10,994,000","5,911,000","4,471,000","4,673,000","5,045,000","8,460,000","6,229,000","11,436,000","9,641,000","3,861,000"
				AccountsPayable,"5,535,000","10,023,000","3,261,000","2,738,000","5,321,000","3,508,000","1,787,000","5,839,000","10,994,000","5,911,000","4,471,000","4,673,000","5,045,000","8,460,000","6,229,000","11,436,000","9,641,000","3,861,000"
			CurrentAccruedExpenses,"16,703,000","10,900,000","19,754,000","19,522,000","32,543,000","26,440,000","24,835,000","15,567,000","36,480,000","29,413,000","12,711,000","19,928,000","18,586,000","4,779,000","13,411,000","12,683,000","5,782,000","7,361,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"5,821,000",,,,"2,231,000","4,425,000","5,202,000","3,583,000","3,367,000","2,890,000","2,368,000","2,077,000","1,565,000","1,078,000","1,451,000","919,000","0"
		CurrentDebtAndCapitalLeaseObligation,"2,756,000","2,736,000","2,716,000","2,608,000","2,341,000","2,079,000","15,536,000","7,872,000","1,080,000","1,072,000","1,064,000","1,046,000","1,038,000",,,,"22,941,000",
			CurrentDebt,,,,,,,"13,714,000","6,784,000",,,,,,,,,"22,941,000",
				OtherCurrentBorrowings,,,,,,,"13,714,000","6,784,000",,,,,,,,,"22,941,000",
