name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
OperatingCashFlow,"276,426,000","50,021,000","65,151,000","72,608,000","88,646,000","56,110,000","64,236,000","54,069,000","36,015,000","35,850,000","80,734,000","69,211,000","77,946,000","42,263,000","67,338,000","35,714,000","103,994,000","57,761,000","108,174,000","93,091,000","117,235,000","91,907,000","112,934,000","117,265,000","150,823,000","81,893,000","133,686,000","92,028,000","146,172,000","62,701,000","104,857,000","114,375,000","109,159,000","91,891,000","97,296,000","113,160,000","110,222,000","53,296,000","106,771,000","93,844,000","69,723,000","33,858,000","48,485,000","90,806,000","73,531,000","60,373,000","67,086,000","83,057,000","83,677,000","44,304,000","12,297,000","76,772,000","70,222,000","69,657,000","105,116,000","106,588,000","130,539,000","82,325,000","80,046,000","113,351,000","91,547,000","129,672,000","55,294,000","110,362,000","67,614,000","107,422,000","80,104,000","100,310,000","82,533,000","92,476,000","61,396,000","87,394,000","94,520,000","48,916,000","75,680,000","76,915,000","58,575,000","51,959,000","52,738,000","73,757,000","39,972,000","44,272,000","38,408,000","54,698,000","39,002,000","42,218,000","32,023,000","44,635,000","35,546,000","34,068,000","44,752,000","40,900,000","34,800,000","32,200,000","37,693,000","45,800,000","24,400,000","29,600,000","25,183,000","24,800,000","23,300,000","21,100,000","22,720,190","23,100,000","15,900,000","14,100,000","8,800,000","16,800,000","14,600,000","8,800,000","10,600,000","10,600,000","9,600,000","8,300,000","8,600,000","6,800,000","4,700,000","-900,000"
	CashFlowFromContinuingOperatingActivities,"276,426,000","50,021,000","65,151,000","72,608,000","88,646,000","56,110,000","64,236,000","54,069,000","36,015,000","35,850,000","80,734,000","69,211,000","77,946,000","42,263,000","67,338,000","35,714,000","103,994,000","57,761,000","108,174,000","93,091,000","117,235,000","91,907,000","112,934,000","117,265,000","150,823,000","81,893,000","133,686,000","92,028,000","146,172,000","62,701,000","104,857,000","114,375,000",,,,,,,"106,771,000","93,844,000","69,723,000","33,858,000","48,485,000","90,806,000","73,531,000","60,373,000","67,086,000","83,057,000","83,677,000","44,304,000","12,297,000","76,772,000","70,222,000","69,657,000","105,116,000","106,588,000","130,539,000","82,325,000","80,046,000","113,351,000","91,547,000","129,672,000","55,294,000","110,362,000","67,614,000","107,422,000","80,104,000","100,310,000","82,533,000","92,476,000","61,396,000","87,394,000","94,520,000","48,916,000","75,680,000","76,915,000","58,575,000","51,959,000","52,738,000","73,757,000","39,972,000","44,272,000","38,408,000","54,698,000","39,002,000","42,218,000","32,023,000","44,635,000","35,546,000","34,068,000","44,752,000","40,900,000","34,800,000","32,200,000","37,693,000","45,800,000","24,400,000","29,600,000","25,183,000","24,800,000","23,300,000","21,100,000","22,720,190","23,100,000","15,900,000","14,100,000","8,800,000","16,800,000","14,600,000","8,800,000","10,600,000","10,600,000","9,600,000","8,300,000","8,600,000","6,800,000","4,700,000","-900,000"
		NetIncomeFromContinuingOperations,"123,190,000","13,955,000","59,091,000","28,157,000","21,987,000","16,181,000","-1,038,000","7,403,000","-4,403,000","34,628,000","24,292,000","23,901,000","17,537,000","36,095,000","181,327,000","-8,692,000","-2,633,000","-53,897,000","-220,213,000","1,231,000","29,878,000","-54,028,000","34,034,000","-60,076,000","41,368,000","45,873,000","93,734,000","59,823,000","19,047,000","-242,914,000","-11,432,000","66,480,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"128,045,000","39,011,000","55,422,000","53,569,000","61,989,000","62,813,000","85,960,000","42,502,000","48,861,000","146,827,000","46,064,000","40,891,000","87,848,000","44,316,000","86,812,000","50,786,000","91,486,000","41,988,000","68,402,000","38,385,000","29,618,000","25,177,000","23,438,000","23,737,000","20,196,000","20,353,000","29,306,000","22,517,000","23,118,000","21,025,000","18,714,000","37,976,000","21,797,000","22,600,000","21,100,000","21,900,000","20,022,000","20,700,000","19,200,000","18,000,000","17,322,000","16,700,000","15,900,000","17,600,000","12,342,235","12,900,000","13,100,000","11,200,000","8,400,000","7,200,000","7,100,000","6,400,000","5,700,000","5,300,000","5,200,000","5,200,000","500,000","7,600,000","2,900,000","-1,700,000"
		OperatingGainsLosses,"-68,209,000","-27,000","-41,476,000","-7,730,000","-5,068,000","-18,273,000","-513,000","-550,000","1,639,000","-32,057,000","-6,366,000","-17,109,000","-2,004,000","-17,420,000","-171,296,000","2,829,000","-32,624,000","24,976,000","-40,923,000","14,102,000","-43,882,000","-36,462,000","-27,534,000","-18,824,000","-14,838,000","-26,802,000","-83,931,000","-42,441,000","-6,402,000","-39,434,000","-23,643,000","-66,972,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,"-5,242,000","-35,000","0","-13,908,000","171,000","-82,000","128,000","-45,681,000",,,,,,,,,"-368,000",,,,"0","1,087,000","0","0","0","0","6,507,000","-14,279,000","-182,000","-3,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-5,943,000","142,000","4,000","-5,871,000","-218,000","20,000","-76,000","-218,000","-2,000","-773,000","-293,000","-14,497,000","-213,000","-16,377,000","-181,225,000","-124,000","-29,213,000","-14,844,000","-34,147,000","-44,291,000","-44,599,000","-38,127,000","-25,916,000","-21,368,000","-13,721,000","-12,381,000","-89,417,000","-41,793,000","-11,267,000","-25,094,000","-22,713,000","-59,368,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-43,081,000","-169,000","-36,238,000","-1,824,000","-4,850,000","-4,385,000","-608,000","-250,000","1,513,000","-2,171,000","-6,073,000","-2,612,000","-1,791,000","-1,043,000","322,000","2,920,000","-3,821,000","-8,786,000","-6,408,000","-4,811,000","717,000","1,665,000","-1,618,000","1,457,000","-1,117,000","-14,421,000","5,486,000","-648,000","-1,642,000","-61,000","-748,000","-3,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"190,572,000","50,364,000","48,322,000","44,669,000","47,217,000","45,560,000","45,655,000","41,148,000","40,873,000","42,993,000","41,687,000","40,732,000","40,060,000","42,608,000","45,587,000","49,629,000","72,462,000","74,424,000","79,834,000","85,210,000","90,276,000","90,884,000","99,468,000","95,451,000","97,698,000","96,902,000","102,575,000","97,155,000","99,300,000","103,015,000","108,095,000","101,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"190,572,000","50,364,000","48,322,000","44,669,000","47,217,000","45,560,000","45,655,000","41,148,000","40,873,000","42,993,000","41,687,000","40,732,000","40,060,000","42,608,000","45,587,000","49,629,000","72,462,000","74,424,000","79,834,000","85,210,000","90,276,000","90,884,000","99,468,000","95,451,000","97,698,000","96,902,000","102,575,000","97,155,000","99,300,000","103,015,000","108,095,000","101,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,,,,,,,"45,655,000","41,148,000","40,873,000","42,993,000","41,687,000","40,732,000","40,060,000","42,608,000","45,587,000","49,629,000","72,462,000","74,424,000","79,834,000","85,210,000","90,276,000","90,884,000","99,468,000","95,451,000","97,698,000","96,902,000","102,575,000","97,155,000","99,300,000","103,015,000","108,095,000","101,783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
