name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
			Payables,"6,752,000","4,749,000","2,341,000","11,942,000","5,310,000","3,004,000","1,370,000","4,760,000","4,039,000","278,000","258,000","540,000","1,200,000","126,000","331,000","1,140,000"
				AccountsPayable,"6,752,000","4,749,000","2,341,000","11,942,000","5,310,000","3,004,000","1,370,000","4,760,000","4,039,000","278,000","258,000","540,000","1,200,000","126,000","331,000","1,140,000"
			CurrentAccruedExpenses,"32,660,000","24,544,000","28,004,000","29,274,000","28,354,000","26,398,000","36,385,000","21,678,000","29,024,000","19,232,000","18,686,000","17,636,000","9,714,000","9,344,000","5,208,000","5,981,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"11,664,000",,,,"7,288,000",,,,"5,730,000","4,272,000","2,922,000","2,009,000","2,766,000","1,508,000","1,294,000"
		CurrentDebtAndCapitalLeaseObligation,"7,855,000","7,795,000","7,787,000","7,760,000","7,698,000","7,512,000","6,736,000","6,679,000","6,623,000","6,565,000","5,975,000","5,133,000","4,385,000",,,
			CurrentCapitalLeaseObligation,"7,855,000","7,795,000","7,787,000","7,760,000","7,698,000","7,512,000","6,736,000","6,679,000","6,623,000","6,565,000","5,975,000","5,133,000","4,385,000",,,
		CurrentDeferredLiabilities,"95,611,000","90,803,000","94,683,000","25,417,000","22,700,000","23,886,000","26,596,000","32,739,000","32,089,000","30,165,000","29,527,000","40,871,000","38,526,000","35,712,000","33,982,000","18,988,000"
			CurrentDeferredRevenue,"95,611,000","90,803,000","94,683,000","25,417,000","22,700,000","23,886,000","26,596,000","32,739,000","32,089,000","30,165,000","29,527,000","40,871,000","38,526,000","34,905,000","33,963,000","18,978,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"544,042,000","374,379,000","385,521,000","138,205,000","148,473,000","152,633,000","150,310,000","150,843,000","155,419,000","165,200,000","172,425,000","164,433,000","174,024,000","357,809,000","360,453,000","260,690,000"
		LongTermDebtAndCapitalLeaseObligation,"38,751,000","39,806,000","40,834,000","41,839,000","42,822,000","43,744,000","39,257,000","40,029,000","40,785,000","41,471,000","42,141,000","42,797,000","43,439,000",,,
			LongTermCapitalLeaseObligation,"38,751,000","39,806,000","40,834,000","41,839,000","42,822,000","43,744,000","39,257,000","40,029,000","40,785,000","41,471,000","42,141,000","42,797,000","43,439,000",,,
		NonCurrentDeferredLiabilities,"505,133,000","334,415,000","344,529,000","96,208,000","105,493,000","108,417,000","110,560,000","110,321,000","114,141,000","123,236,000","129,875,000","121,227,000","130,489,000","147,193,000","150,234,000","183,191,000"
			NonCurrentDeferredRevenue,"505,133,000","334,415,000","344,529,000","96,208,000","105,493,000","108,417,000","110,560,000","110,321,000","114,141,000","123,236,000","129,875,000","121,227,000","130,489,000","139,715,000","149,802,000","183,150,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","0","210,520,000","210,170,000","77,485,000"
		OtherNonCurrentLiabilities,"158,000","158,000","158,000","158,000","158,000","472,000","493,000","493,000","493,000","493,000","409,000","409,000","96,000","96,000","49,000","14,000"
TotalEquityGrossMinorityInterest,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
	StockholdersEquity,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
		CapitalStock,"8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","1,000","1,000","1,000"
			CommonStock,"8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"762,458,000","748,036,000","726,692,000","701,670,000","689,630,000","676,956,000","666,958,000","658,642,000","648,783,000","414,414,000","407,647,000","402,823,000","399,066,000","17,078,000","14,418,000","10,153,000"
		RetainedEarnings,"-490,994,000","-446,377,000","-390,769,000","-517,366,000","-462,219,000","-410,048,000","-357,869,000","-305,165,000","-259,839,000","-219,820,000","-189,293,000","-157,555,000","-132,995,000","-114,435,000","-97,062,000","-62,187,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,935,000","-943,000","-41,000","203,000","410,000","614,000","1,094,000","1,846,000","2,782,000","142,000","226,000","441,000","108,000","-42,000","-140,000",
TotalCapitalization,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
CommonStockEquity,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
CapitalLeaseObligations,"46,606,000","47,601,000","48,621,000","49,599,000","50,520,000","51,256,000","45,993,000","46,708,000","47,408,000","48,036,000","48,116,000","47,930,000","47,824,000",,,
NetTangibleAssets,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
WorkingCapital,"748,048,000","610,158,000","655,204,000","254,937,000","310,675,000","353,423,000","398,925,000","444,232,000","484,429,000","295,467,000","326,765,000","347,495,000","386,280,000","245,228,000","271,588,000","205,571,000"
InvestedCapital,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
TangibleBookValue,"267,537,000","300,724,000","335,890,000","184,515,000","227,829,000","267,530,000","310,191,000","355,331,000","391,734,000","194,743,000","218,587,000","245,716,000","266,186,000","-97,398,000","-82,783,000","-52,033,000"
TotalDebt,"46,606,000","47,601,000","48,621,000","49,599,000","50,520,000","51,256,000","45,993,000","46,708,000","47,408,000","48,036,000","48,116,000","47,930,000","47,824,000",,,
ShareIssued,"82,324,677","81,986,192","81,248,646","80,005,162","79,731,647","79,316,261","79,284,181","79,252,395","79,016,469","69,052,873","68,922,249","68,831,857","68,871,792","68,365,044","68,365,044","68,365,044"
OrdinarySharesNumber,"82,324,677","81,986,192","81,248,646","80,005,162","79,731,647","79,316,261","79,284,181","79,252,395","79,016,469","69,052,873","68,922,249","68,831,857","68,871,792","68,365,044","68,365,044","68,365,044"
