name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"227,836,000","14,659,000","57,079,000","44,972,000","111,126,000","11,118,000","-1,398,000","-3,338,000","-23,110,000","894,000","11,610,000","1,925,000","-69,748,000","20,086,000","25,750,000","39,110,000","-32,408,000","28,713,000","40,878,000","7,076,000","-34,527,000","30,448,000","35,202,000","-3,664,000","-29,349,000","-6,504,000","52,731,000","-2,505,000","-15,384,000","-5,484,000"
	CashFlowFromContinuingOperatingActivities,"227,836,000","14,659,000","57,079,000","44,971,000","111,127,000","11,118,000","-1,398,000","-3,338,000","-23,110,000","894,000","11,610,000","1,925,000","-69,748,000","20,086,000","25,750,000","39,110,000","-32,408,000","28,713,000","40,878,000","7,076,000","-34,527,000","30,448,000","35,202,000","-3,664,000","-29,349,000","-6,504,000","52,731,000","-2,505,000","-15,384,000","-5,484,000"
		NetIncomeFromContinuingOperations,"51,392,000","12,267,000","12,590,000","12,259,000","14,276,000","19,392,000","17,600,000","11,893,000","10,575,000","4,724,000","4,307,000","7,113,000","4,781,000","2,067,000","111,000","5,928,000","3,103,000","2,252,000","1,593,000","2,838,000","3,213,000","2,735,000","2,936,000","3,552,000","-681,000","124,000","1,543,000","2,244,000","1,060,000","921,000"
		OperatingGainsLosses,"-39,406,000","-4,116,000","15,849,000","-36,992,000","-14,147,000","-19,031,000","-37,917,000","-31,178,000","-43,251,000","-2,516,000","496,000","-181,000","-1,367,000","-96,000","-29,000","-572,000","-119,000","-113,000","-118,000","-114,000","-113,000","-146,000","-112,000","-110,000","-370,000","-492,000","-221,000","-145,000","-173,000","-502,000"
			GainLossOnSaleOfPPE,,,"0","0","0","0","0","-9,000","0","110,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","-241,000","0","0","0","0","-8,000","-2,525,000","0","-77,000",,,,,,,"0","0","0","0","0","0","-41,000","-242,000","0","-1,000","0","-294,000"
			PensionAndEmployeeBenefitExpense,"-430,000","-107,000","-109,000","-108,000","-106,000","-104,000","-106,000","-104,000","-103,000","-101,000","-102,000","-104,000","-100,000","-96,000","-101,000","-100,000","-119,000","-113,000","-118,000","-114,000","-113,000","-110,000","-112,000","-110,000","-108,000","-106,000","-108,000","-106,000","-173,000","-208,000"
		DepreciationAmortizationDepletion,"5,181,000","1,211,000","1,241,000","1,377,000","1,352,000","1,648,000","1,338,000","1,459,000","1,427,000","1,452,000","1,552,000","1,717,000","1,765,000","1,733,000","1,745,000","747,000","745,000","752,000","804,000","769,000","750,000","711,000","673,000","684,000","647,000","704,000","-1,170,000","3,123,000","679,000","701,000"
			DepreciationAndAmortization,"5,181,000","1,211,000","1,241,000","1,377,000","1,352,000","1,648,000","1,338,000","1,459,000","1,427,000","1,452,000","1,552,000","1,717,000","1,765,000","1,733,000","1,745,000","747,000","745,000","752,000","804,000","769,000","750,000","711,000","673,000","684,000","647,000","704,000","-1,170,000","3,123,000","679,000","701,000"
				Depreciation,"4,064,000","977,000","1,006,000","1,053,000","1,028,000","1,325,000","1,014,000","1,012,000","980,000","1,005,000","1,098,000","1,092,000","1,120,000","1,084,000","1,067,000","745,000","711,000","718,000","770,000","733,000","714,000","675,000","637,000","642,000","608,000","664,000","663,000","688,000","612,000","634,000"
				AmortizationCashFlow,"1,117,000","234,000","235,000","324,000","324,000","323,000","324,000","447,000","447,000","447,000","454,000","625,000","645,000","649,000","678,000","2,000","34,000","34,000","34,000","36,000","36,000","36,000","36,000","42,000","39,000","40,000","-1,833,000","2,435,000","67,000","67,000"
					AmortizationOfIntangibles,"1,117,000","234,000","235,000","324,000","324,000","323,000","324,000","447,000","447,000","447,000","454,000","625,000","645,000","649,000","678,000","2,000","34,000","34,000","34,000","36,000","36,000","36,000","36,000","42,000","39,000","40,000","-1,833,000","2,435,000","67,000","67,000"
		DeferredTax,,,,,,,,,,"0",,,"0","1,000","-1,140,000","0","0","0","-570,000","-37,000","-38,000","-53,000","-431,000","-672,000","-219,000","60,000","1,431,000","-1,678,000","1,356,000","30,000"
			DeferredIncomeTax,,,,,,,,,,"0",,,"0","1,000","-1,140,000","0","0","0","-570,000","-37,000","-38,000","-53,000","-431,000","-672,000","-219,000","60,000","1,431,000","-1,678,000","1,356,000","30,000"
		AssetImpairmentCharge,,"203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
