name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
			WorkInProcess,"31,639,000",,"25,072,000","16,773,000",,,,,,,,,,
			OtherInventories,"66,297,000",,"35,297,000","30,563,000","29,769,000",,"18,467,000","22,667,000","34,021,000",,,,,
		PrepaidAssets,"18,593,000","19,755,000","19,821,000","20,132,000","9,318,000","11,997,000","7,428,000","4,980,000","24,223,000","103,547,000","9,626,000","5,510,000","4,559,000",
		RestrictedCash,"34,958,000","80,213,000","52,042,000","39,470,000","43,603,000","73,020,000","54,096,000","18,644,000","30,502,000","10,474,000","16,688,000","482,000","430,000",
		CurrentDeferredAssets,"4,021,000","4,818,000","7,421,000","5,450,000","2,075,000","2,678,000","4,636,000","2,937,000","1,222,000","1,506,000","2,961,000","842,000","477,000",
		OtherCurrentAssets,"692,000","719,000","4,000","6,000","3,000","3,000","1,505,000","25,000","46,000","174,016,000",,,,"26,794,000"
	TotalNonCurrentAssets,"5,365,902,000","4,888,492,000","4,342,728,000","3,926,430,000","3,379,798,000","3,130,927,000","2,844,861,000","2,580,790,000","2,402,224,000","2,212,747,000","2,023,397,000","1,843,661,000","1,683,509,000","1,575,552,000"
		NetPPE,"3,056,898,000","2,909,613,000","2,737,619,000","2,591,041,000","2,446,103,000","2,323,169,000","2,172,727,000","2,006,115,000","1,884,576,000","1,745,060,000","1,620,048,000","1,499,891,000","1,399,299,000","1,328,457,000"
			GrossPPE,"3,382,170,000","3,210,348,000","3,015,227,000","2,846,914,000","2,679,139,000","2,536,757,000","2,368,238,000","2,184,800,000","2,047,601,000","1,893,219,000","1,753,915,000","1,621,472,000","1,509,300,000","1,427,535,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"6,575,000","5,855,000","5,234,000","5,098,000","4,362,000","4,176,000","4,578,000","4,106,000","4,091,000","3,866,000","3,109,000","3,037,000","2,879,000","2,534,000"
				OtherProperties,"3,185,739,000","3,012,815,000","2,832,207,000","2,687,969,000","2,520,835,000","2,369,193,000","2,193,709,000","2,036,401,000","1,893,784,000","1,744,890,000","1,608,491,000","1,498,971,000","1,410,795,000","1,346,271,000"
				ConstructionInProgress,"186,361,000","188,518,000","174,643,000","150,704,000","151,166,000","160,618,000","167,246,000","141,826,000","148,412,000","143,449,000","141,432,000","118,581,000","94,743,000","77,847,000"
				Leases,"3,495,000","3,160,000","3,143,000","3,143,000","2,776,000","2,770,000","2,705,000","2,467,000","1,314,000","1,014,000","883,000","883,000","883,000","883,000"
			AccumulatedDepreciation,"-325,272,000","-300,735,000","-277,608,000","-255,873,000","-233,036,000","-213,588,000","-195,511,000","-178,685,000","-163,025,000","-148,159,000","-133,867,000","-121,581,000","-110,001,000","-99,078,000"
		GoodwillAndOtherIntangibleAssets,"196,557,000","203,670,000","210,913,000","204,193,000",,,,,,,,,,
			Goodwill,"13,150,000","13,150,000","13,150,000","4,096,000",,,,,,,,,,
			OtherIntangibleAssets,"183,407,000","190,520,000","197,763,000","200,097,000",,,,,,,,,,
		FinancialAssets,,,,,"14,291,000",,,,,,,,,
		NonCurrentAccountsReceivable,"70,828,000","75,871,000",,,,,,,,,,,,
		NonCurrentNoteReceivables,"1,721,391,000","1,442,864,000","1,172,381,000","919,105,000","725,143,000","598,990,000","493,874,000","416,918,000","372,417,000","297,975,000","255,070,000","223,645,000","197,780,000","172,031,000"
		OtherNonCurrentAssets,"320,228,000","256,474,000","221,815,000","212,091,000","194,261,000","208,768,000","178,260,000","157,757,000","145,231,000","169,712,000","148,279,000","120,125,000","86,430,000","75,064,000"
TotalLiabilitiesNetMinorityInterest,"4,275,844,000","3,882,621,000","3,568,241,000","3,153,545,000","2,395,701,000","2,306,901,000","2,142,967,000","1,967,602,000","1,847,733,000","1,668,827,000","1,366,648,000","1,403,532,000","1,202,132,000","1,078,286,000"
	CurrentLiabilities,"345,616,000","310,897,000","263,194,000","239,055,000","217,349,000","210,853,000","185,533,000","189,761,000","190,855,000","195,002,000","131,151,000","158,604,000","110,075,000","95,403,000"
		PayablesAndAccruedExpenses,"166,846,000","159,494,000","126,126,000","95,668,000","88,530,000","91,675,000","68,901,000","66,895,000","83,793,000","90,414,000","65,503,000","77,481,000","52,462,000","38,725,000"
			Payables,"72,452,000","55,033,000","53,612,000","39,955,000","33,903,000","39,908,000","29,288,000","27,590,000","59,657,000","36,190,000","40,342,000","45,134,000","34,904,000","20,075,000"
				AccountsPayable,"72,452,000","55,033,000","53,612,000","39,955,000","33,903,000","39,908,000","29,288,000","27,590,000","59,657,000","36,190,000","40,342,000","45,134,000","34,904,000","20,075,000"
			CurrentAccruedExpenses,"94,394,000","104,461,000","72,514,000","55,713,000","54,627,000","51,767,000","39,613,000","39,305,000","24,136,000","54,224,000","25,161,000","32,347,000","17,558,000","18,650,000"
				InterestPayable,"13,658,000","22,740,000","14,620,000","13,037,000","10,318,000","17,718,000","11,669,000","17,809,000","8,978,000","14,680,000","7,257,000","13,486,000","5,063,000",
		CurrentDebtAndCapitalLeaseObligation,"157,328,000","131,643,000","120,544,000","130,385,000","117,422,000","112,089,000","110,804,000","115,186,000","101,640,000","98,025,000","60,690,000","76,854,000","52,502,000","43,465,000"
			CurrentDebt,"155,113,000","129,793,000","118,589,000","128,320,000","116,205,000","110,883,000","109,729,000","114,141,000","100,716,000","97,464,000","59,404,000","75,908,000","51,470,000","43,465,000"
				CurrentNotesPayable,,"0","0","0","0","2,254,000",,,,,,,,
				OtherCurrentBorrowings,"155,113,000","129,793,000","118,589,000","128,320,000","116,205,000","108,629,000","109,729,000","114,141,000","100,716,000","97,464,000","59,404,000","75,908,000","51,470,000","43,465,000"
			CurrentCapitalLeaseObligation,"2,215,000","1,850,000","1,955,000","2,065,000","1,217,000","1,206,000","1,075,000","1,045,000","924,000","561,000","1,286,000","946,000","1,032,000",
		CurrentDeferredLiabilities,"19,209,000","15,273,000","11,479,000","9,724,000","9,026,000","3,754,000","2,882,000","4,733,000","2,893,000","2,086,000","531,000","651,000","2,045,000",
			CurrentDeferredRevenue,"19,209,000","15,273,000","11,479,000","9,724,000","9,026,000","3,754,000","2,882,000","4,733,000","2,893,000","2,086,000","531,000","651,000","2,045,000",
		OtherCurrentLiabilities,"2,233,000","4,487,000","5,045,000","3,278,000","2,371,000","3,335,000","2,946,000","2,947,000","2,529,000","4,477,000","4,427,000","3,618,000","3,066,000","13,213,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,930,228,000","3,571,724,000","3,305,047,000","2,914,490,000","2,178,352,000","2,096,048,000","1,957,434,000","1,777,841,000","1,656,878,000","1,473,825,000","1,235,497,000","1,244,928,000","1,092,057,000","982,883,000"
		LongTermDebtAndCapitalLeaseObligation,"3,461,614,000","3,135,681,000","2,932,123,000","2,592,797,000","1,994,734,000","1,924,653,000","1,795,039,000","1,628,672,000","1,511,555,000","1,346,419,000","1,116,369,000","1,152,884,000","1,016,412,000","916,430,000"
			LongTermDebt,"3,461,614,000","3,135,681,000","2,932,123,000","2,592,797,000","1,994,734,000","1,924,653,000","1,795,039,000","1,628,672,000","1,511,555,000","1,346,419,000","1,116,369,000","1,152,884,000","1,016,412,000","916,430,000"
		PreferredSecuritiesOutsideStockEquity,,,"142,377,000","140,185,000","137,122,000","136,124,000","135,847,000","238,305,000","242,427,000","172,305,000","156,578,000","107,547,000","94,016,000","85,680,000"
		OtherNonCurrentLiabilities,"468,614,000","436,043,000","372,924,000","321,693,000","183,618,000","171,395,000","162,395,000","149,169,000","145,323,000","127,406,000","119,128,000","92,044,000","75,645,000","66,453,000"
TotalEquityGrossMinorityInterest,"1,652,609,000","1,621,613,000","1,492,174,000","1,412,563,000","1,360,907,000","1,280,681,000","1,011,319,000","899,993,000","834,447,000","818,240,000","783,138,000","549,132,000","567,331,000","586,799,000"
	StockholdersEquity,"1,233,569,000","1,189,495,000","1,095,158,000","1,066,734,000","1,022,875,000","951,731,000","722,594,000","661,688,000","592,020,000","645,935,000","626,560,000","441,585,000","473,315,000","501,119,000"
		CapitalStock,"11,000","11,000","11,000","11,000","11,000","10,000","9,000","8,000","8,000","8,000","8,000","665,000","1,553,000","1,554,000"
			PreferredStock,,,,,,,,,,"0","0","579,000","1,351,000","1,352,000"
			CommonStock,"11,000","11,000","11,000","11,000","11,000","10,000","9,000","8,000","8,000","8,000","8,000","86,000","202,000","202,000"
		AdditionalPaidInCapital,"1,657,087,000","1,649,199,000","1,600,940,000","1,596,659,000","1,547,375,000","1,482,716,000","1,198,680,000","1,088,223,000","1,010,655,000","1,007,751,000","991,936,000","788,072,000","786,473,000","785,877,000"
		RetainedEarnings,"-423,529,000","-459,715,000","-505,793,000","-529,936,000","-524,511,000","-530,995,000","-476,095,000","-426,543,000","-418,643,000","-361,824,000","-365,384,000","-347,152,000","-314,711,000","-286,312,000"
	MinorityInterest,"419,040,000","432,118,000","397,016,000","345,829,000","338,032,000","328,950,000","288,725,000","238,305,000","242,427,000","172,305,000","156,578,000","107,547,000","94,016,000","85,680,000"
TotalCapitalization,"4,695,183,000","4,325,176,000","4,027,281,000","3,659,531,000","3,017,609,000","2,876,384,000","2,517,633,000","2,290,360,000","2,103,575,000","1,992,354,000","1,742,929,000","1,594,469,000","1,489,727,000","1,417,549,000"
PreferredStockEquity,,,,,,,,,,,,"579,000","1,351,000","1,352,000"
CommonStockEquity,"1,233,569,000","1,189,495,000","1,095,158,000","1,066,734,000","1,022,875,000","951,731,000","722,594,000","661,688,000","592,020,000","645,935,000","626,560,000","441,006,000","471,964,000","499,767,000"
CapitalLeaseObligations,"2,215,000","1,850,000","1,955,000","2,065,000","1,217,000","1,206,000","1,075,000","1,045,000","924,000","561,000","1,286,000","946,000","1,032,000",
NetTangibleAssets,"1,037,012,000","985,825,000","884,245,000","862,541,000","1,022,875,000","951,731,000","722,594,000","661,688,000","592,020,000","645,935,000","626,560,000","441,585,000","473,315,000","501,119,000"
WorkingCapital,"216,935,000","304,845,000","454,493,000","400,623,000","159,461,000","245,802,000","123,892,000","97,044,000","89,101,000","79,318,000","-4,762,000","-49,601,000","-24,121,000","-5,870,000"
InvestedCapital,"4,850,296,000","4,454,969,000","4,145,870,000","3,787,851,000","3,133,814,000","2,987,267,000","2,627,362,000","2,404,501,000","2,204,291,000","2,089,818,000","1,802,333,000","1,669,798,000","1,539,846,000","1,459,662,000"
TangibleBookValue,"1,037,012,000","985,825,000","884,245,000","862,541,000","1,022,875,000","951,731,000","722,594,000","661,688,000","592,020,000","645,935,000","626,560,000","441,006,000","471,964,000","499,767,000"
TotalDebt,"3,618,942,000","3,267,324,000","3,052,667,000","2,723,182,000","2,112,156,000","2,036,742,000","1,905,843,000","1,743,858,000","1,613,195,000","1,444,444,000","1,177,059,000","1,229,738,000","1,068,914,000","959,895,000"
NetDebt,"3,408,232,000","3,022,373,000","2,642,556,000","2,352,491,000","1,960,047,000","1,825,677,000","1,820,133,000","1,640,534,000","1,538,835,000","1,360,398,000","1,124,747,000","1,170,016,000","1,024,024,000","907,189,000"
ShareIssued,"113,911,388","113,386,600","112,264,654","111,985,517","108,553,802","100,412,036","91,125,076","84,056,032","84,026,290","83,980,885","83,980,885","86,758,473","86,758,473","86,758,473"
OrdinarySharesNumber,"113,911,388","113,386,600","112,264,654","111,985,517","108,553,802","100,412,036","91,125,076","84,056,032","84,026,290","83,980,885","83,980,885","86,758,473","86,758,473","86,758,473"
