name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"2,180,382,485","2,131,391,166","2,116,428,753","2,166,797,931","2,242,445,544","2,197,941,170","2,192,475,106","2,101,041,533","2,158,103,092","2,168,803,193","2,167,296,404","2,142,802,873","2,100,365,628","2,085,434,068","2,069,388,926","2,192,109,284","2,254,352,468","2,352,053,912","2,371,631,194","2,364,093,796","2,363,292,666","2,309,619,833","2,258,273,672","2,207,259,206","2,197,312,121","2,148,672,928","2,124,011,371","2,112,541,030","2,091,435,105","2,022,540,029","1,950,432,392","1,890,034,079","1,865,052,923","1,764,088,434","1,697,128,163","1,366,277,015","1,330,132,276","1,265,691,335","1,254,904,329","1,254,026,027","1,255,147,206","1,176,027,002","1,134,543,461","1,114,019,908","1,091,912,967","1,002,690,639","942,282,627","900,402,966","904,685,944","822,603,489","800,685,575","756,091,888","745,047,765","763,103,380","816,377,672","870,471,121","887,371,222","898,022,680","888,190,282","852,518,377","824,991,999","785,028,400","786,721,001","824,493,654","915,009,092","922,645,802","905,007,983","906,281,186","889,973,580","856,859,428","829,476,219","817,655,242","806,432,157","762,529,766","723,184,079","682,133,799","645,606,788","609,172,667","575,645,194","556,597,481","544,302,411","506,822,798","484,143,043","470,050,111","458,413,623","428,128,693","410,561,310","390,643,903","374,823,602","337,700,000","323,200,000","306,300,000","285,100,000","254,900,000","233,200,000","224,200,000","218,000,000","189,800,000","175,800,000","165,700,000","154,800,000","140,400,000","133,700,000","127,900,000","119,600,000","109,200,000","101,200,000","94,300,000","88,800,000","80,500,000","75,500,000","68,100,000","63,800,000","55,200,000","52,600,000","48,000,000","45,700,000","40,300,000","38,600,000","36,000,000","39,700,000","37,200,000","36,700,000","34,400,000","34,700,000","33,900,000","34,000,000","32,900,000","33,200,000","32,500,000","32,300,000","19,800,000","10,700,000","8,900,000","7,200,000","5,000,000"
	CurrentAssets,"955,531,273","872,975,749","874,707,126","924,576,176","1,010,515,547","979,330,564","975,318,566","859,326,688","910,727,496","950,376,892","987,495,404","930,402,907","886,396,011","850,930,254","827,558,593","943,077,389","1,141,694,188","1,184,563,823","1,203,861,495","1,204,698,551","1,194,557,673","1,154,989,029","1,108,816,120","1,055,603,901","1,060,145,530","984,008,792","979,203,221","955,212,123","930,766,861","856,637,694","799,979,786","733,708,178","703,600,975","601,186,242","523,851,649","855,471,597","795,257,475","744,663,040","739,741,466","776,741,088","786,267,964","752,292,984","758,202,570","725,644,650","722,835,545","655,269,274","608,525,276","577,353,198","571,583,207","505,413,495","494,999,366","458,138,425","464,945,667","457,151,959","484,464,880","518,157,275","536,161,039","528,493,948","519,751,087","495,724,450","483,862,576","446,878,094","459,982,083","505,897,794","600,170,864","618,987,527","606,478,796","619,035,108","623,337,839","592,609,094","577,779,628","555,067,896","555,083,013","485,349,331","479,142,778","347,174,993","307,156,236","276,798,409","261,128,979","272,130,867","268,980,565","259,858,494","247,459,041","217,518,046","219,044,624","190,555,850","185,000,139","167,438,854","163,166,062","138,200,000","129,400,000","161,100,000","147,700,000","115,400,000","101,200,000","91,100,000","91,900,000","75,900,000","61,000,000","59,400,000","63,600,000","72,700,000","63,200,000","63,200,000","60,000,000","56,100,000","52,600,000","50,200,000","46,000,000","36,400,000","35,000,000","28,400,000","28,900,000","27,100,000","27,700,000","26,200,000","24,400,000","17,800,000","16,600,000","16,800,000","22,600,000","20,800,000","17,800,000","16,800,000","17,900,000","15,600,000","18,800,000","19,000,000","20,500,000","20,100,000","21,100,000","9,000,000","5,700,000","6,300,000","5,100,000","3,800,000"
		CashCashEquivalentsAndShortTermInvestments,"286,600,034","267,735,282","276,901,652","366,831,630","481,884,865","450,535,405","453,078,022","413,826,648","409,602,967","436,705,675","467,307,370","450,897,957","402,001,797","386,438,277","337,640,582","467,719,947","676,502,968","722,272,550","740,650,696","765,132,594","736,281,428","723,498,272","686,754,034","644,829,496","636,065,982","556,104,882","564,528,197","569,896,553","549,911,648","497,429,804","433,486,636","391,650,469","374,688,291","309,591,724","226,676,955","595,238,017","518,504,952","450,481,520","402,624,254","421,654,149","422,794,661","418,795,011","456,250,742","468,736,735","481,970,910","434,797,369","389,389,319","380,848,667","396,072,243","353,232,093","350,000,334","335,603,307","333,380,887","323,483,785","338,247,331","376,919,395","400,379,949","397,988,781","380,944,140","364,684,039","354,712,200","328,227,710","333,066,565","382,529,607","479,354,703","507,013,621","481,242,837","511,812,075","516,890,229","494,880,260","474,884,724","457,894,414","452,739,976","393,606,656","385,726,313","275,012,396","235,989,263","215,650,801","196,011,742","210,883,505","212,440,035","205,643,737","191,819,906","168,543,458","163,603,976","138,442,550","130,673,313","114,963,429","110,871,486","94,700,000","79,900,000","92,500,000","78,900,000","50,000,000","33,700,000","36,700,000","37,100,000","26,800,000","16,400,000","11,700,000","12,100,000","16,700,000","21,800,000","20,200,000","13,700,000","14,100,000","12,500,000","16,300,000","17,000,000","11,200,000","10,800,000","7,300,000","9,700,000","6,000,000","4,600,000","8,900,000","7,800,000","4,100,000","2,200,000","2,300,000","8,000,000","8,500,000","4,800,000","3,100,000","5,400,000","500,000","300,000","900,000","1,000,000","1,300,000","14,000,000","2,100,000","500,000","2,100,000","1,000,000","1,200,000"
			CashAndCashEquivalents,"279,708,413","262,311,670","269,965,105","353,032,803","455,940,751","423,371,036","400,499,542","343,811,484","278,524,928","296,321,622","260,151,083","260,332,892","221,688,575","217,025,278","194,017,041","296,699,141","524,323,560","569,734,496","561,999,767","580,579,352","559,645,625","546,477,075","534,518,281","499,493,964","626,470,720","551,557,527","564,528,197","569,896,553","549,911,648","497,429,804","433,486,636","391,650,469","374,688,291","309,591,724","226,676,955","502,721,765","442,552,961","389,678,664","381,101,955","375,707,033","370,804,725","357,986,774","397,105,404","444,619,932","440,321,896","348,349,773","303,717,898","295,234,858","340,853,897","336,108,446","335,829,868","329,498,715","308,742,359","294,306,512","283,333,742","302,118,720","329,777,925","317,717,093","310,113,174","287,509,408","282,343,771","245,499,783","251,224,408","326,302,964","431,919,985","439,681,693","399,172,878","412,292,208","426,349,856","395,538,719","407,918,422","389,867,107","372,796,040","322,662,971","311,652,759","150,889,742","119,817,809","168,834,111","151,561,932","157,517,861","140,071,475","139,784,721","132,027,851","133,403,011","126,507,217","110,195,583","100,860,953","86,398,128","86,774,377","69,200,000","57,800,000","92,500,000","78,900,000","50,000,000","33,700,000","36,700,000","37,100,000","26,800,000","16,400,000","11,700,000","12,100,000","16,700,000","21,800,000","20,200,000","13,700,000","14,100,000","12,500,000","16,300,000","17,000,000","11,200,000","10,800,000","7,300,000","9,700,000","6,000,000","4,600,000","8,900,000","7,800,000","4,100,000","2,200,000","2,300,000","8,000,000","8,500,000","4,800,000","3,100,000","5,400,000","500,000","300,000","900,000","1,000,000","1,300,000","14,000,000","2,100,000","500,000","2,100,000","1,000,000","1,200,000"
			OtherShortTermInvestments,"6,891,621","5,423,612","6,936,547","13,798,827","25,944,114","27,164,369","52,578,480","70,015,164","131,078,039","140,384,053","207,156,287","190,565,065","180,313,222","169,412,999","143,623,541","171,020,806","152,179,408","152,538,054","178,650,929","184,553,242","176,635,803","177,021,197","152,235,753","145,335,532","9,595,262","4,547,355",,,,,,,,"0","0","92,516,252","75,951,991","60,802,856","21,522,299","45,947,116","51,989,936","60,808,237","59,145,338","24,116,803","41,649,014","86,447,596","85,671,421","85,613,809","55,218,346","17,123,647","14,170,466","6,104,592","24,638,528","29,177,273","54,913,589","74,800,675","70,602,024","80,271,688","70,830,966","77,174,631","72,368,429","82,727,927","81,842,157","56,226,643","47,434,718","67,331,928","82,069,959","99,519,867","90,540,373","99,341,541","66,966,302","68,027,307","79,943,936","70,943,685","74,073,554","124,122,654","116,171,454","46,816,690","44,449,810","53,365,644","72,368,560","65,859,016","59,792,055","35,140,447","37,096,759","28,246,967","29,812,360","28,565,301","24,097,109","25,500,000","22,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"281,461,678","249,794,906","241,225,710","234,145,996","277,676,643","284,925,335","268,457,875","170,643,014","233,578,125","235,410,326","253,108,715","226,426,332","244,266,296","213,537,799","247,322,101","239,406,379","246,427,239","231,121,788","240,505,816","229,250,339","249,457,918","211,591,745","229,236,789","219,442,950","223,989,470","195,969,400","208,203,616","196,059,680","201,782,059","168,008,704","186,412,048","178,281,000","171,337,311","143,046,590","152,437,232","120,187,023","121,927,126","109,579,693","126,272,547","129,948,477","139,296,845","110,389,715","130,039,210","111,859,028","116,330,190","95,647,612","106,681,882","93,453,861","83,826,911","71,159,512","74,336,716","51,449,887","47,220,931","44,528,810","70,944,456","71,345,333","69,908,178","64,181,511","75,666,023","74,358,590","71,434,594","58,337,396","71,098,343","70,508,025","70,415,718","60,924,437","76,451,242","61,980,173","63,378,429","56,092,330","63,608,959","61,204,703","69,477,827","58,955,823","63,336,025","43,740,723","43,474,027","35,890,380","40,775,959","39,916,700","35,640,571","31,994,939","34,734,753","30,642,811","37,681,379","35,614,669","39,851,075","40,037,537","39,960,129","30,600,000","37,300,000","31,700,000","31,900,000","30,300,000","30,100,000","21,300,000","27,500,000","24,500,000","23,700,000","21,500,000","20,200,000","17,000,000","18,600,000","17,600,000","16,400,000","14,700,000","14,200,000","12,200,000","11,000,000","11,100,000","12,600,000","10,000,000","9,600,000","8,900,000","9,400,000","12,900,000","7,700,000","5,500,000","10,100,000","11,400,000","11,400,000","9,500,000","4,100,000","2,300,000","2,300,000","2,000,000","2,800,000","2,500,000","3,100,000","2,800,000","3,300,000","2,700,000","2,200,000","1,800,000","1,700,000","1,000,000"
			AccountsReceivable,"281,461,678","249,794,906","241,225,710","234,145,996","277,676,643","284,925,335","268,457,875","170,643,014","233,578,125","235,410,326","253,108,715","226,426,332","244,266,296","213,537,799","247,322,101","239,406,379","246,427,239","231,121,788","240,505,816","229,250,339","249,457,918","211,591,745","229,236,789","219,442,950","223,989,470","195,969,400","208,203,616","196,059,680","201,782,059","168,008,704","186,412,048","178,281,000","171,337,311","143,046,590","152,437,232","120,187,023","121,927,126","109,579,693","126,272,547","129,948,477","139,296,845","110,389,715","130,039,210","111,859,028","116,330,190","95,647,612","106,681,882","93,453,861","83,826,911","71,159,512","74,336,716","51,449,887","47,220,931","44,528,810","70,944,456","71,345,333","69,908,178","64,181,511","75,666,023","74,358,590","71,434,594","58,337,396","71,098,343","70,508,025","70,415,718","60,924,437","76,451,242","61,980,173","63,378,429","56,092,330","63,608,959","61,204,703","69,477,827","58,955,823","63,336,025","43,740,723","43,474,027","35,890,380","40,775,959","39,916,700","35,640,571","31,994,939","34,734,753","30,642,811","37,681,379","35,614,669",,,,"30,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"252,971,111",,,,"288,390,082",,,,"237,861,619",,,,"216,284,446",,,,"233,836,321",,,,"214,509,169",,,,"198,632,877",,,,"170,719,952",,,,"146,248,978",,,,"112,979,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,176,205",,,,"-3,464,747",,,,"-2,451,293",,,,"-2,746,647",,,,"-2,714,533",,,,"-2,917,424",,,,"-2,663,477",,,,"-2,711,248",,,,"-3,202,388",,,,"-3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"362,736,521","316,267,442","292,599,881","263,899,976","233,060,307","226,291,843","233,358,102","259,728,189","251,006,414","248,941,855","238,676,795","225,094,463","225,303,042","225,281,599","213,394,037","212,375,655","207,232,952","216,765,583","206,657,817","196,540,222","197,088,251","189,311,437","179,353,603","176,226,597","188,624,776","174,695,411","164,604,063","150,772,495","145,563,949","141,757,884","135,597,900","125,211,874","128,349,467","120,074,164","117,406,559","116,001,970","130,069,690","159,930,266","177,119,455","192,330,005","200,751,160","188,753,312","151,130,845","119,457,528","104,036,266","100,728,730","92,106,366","79,280,713","67,746,364","53,608,996","46,678,434","48,380,958","54,122,395","54,993,855","55,898,453","51,226,435","47,037,443","48,049,560","47,403,471","42,071,205","44,352,244","48,805,398","44,353,691","40,822,489","39,120,664","39,836,822","36,914,716","34,502,225","31,638,570","30,600,789","28,051,346","24,409,997","22,336,846","20,938,696","20,341,487","18,718,241","17,688,500","17,742,009","17,649,171","15,049,237","13,574,196","14,405,350","15,658,406","11,560,336","11,828,690","12,087,513","11,444,679","9,824,296","10,390,888","10,000,000","8,700,000","8,000,000","9,300,000","8,700,000","7,800,000","8,400,000","8,500,000","8,800,000","8,500,000","9,400,000","7,900,000","6,200,000","6,400,000","6,600,000","6,400,000","5,700,000","5,800,000","5,300,000","5,100,000","5,300,000","4,800,000","3,800,000","3,800,000","4,000,000","3,900,000","3,500,000","3,900,000","4,000,000","3,900,000","2,700,000","2,800,000","2,600,000","2,500,000","2,100,000","2,400,000","2,400,000","2,600,000","2,500,000","2,700,000","3,000,000","2,900,000","2,800,000","2,800,000","2,100,000","2,100,000","1,500,000"
