name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"330,692,000","81,868,000","93,477,000","85,251,000","70,096,000","47,165,000","35,336,000","33,746,000","17,441,000","90,137,000","132,671,000","134,995,000","147,501,000","114,793,000","133,736,000","127,876,000","133,840,000","99,639,000","122,646,000","129,589,000","138,004,000","107,998,000","111,446,000","120,607,000","127,723,000","106,870,000","123,128,000","124,515,000","127,030,000","95,712,000","112,926,000","112,977,000","111,553,000","79,950,000","92,101,000","90,291,000","106,164,000","76,970,000","98,902,000","97,071,000","96,706,000","65,512,000","76,388,000","80,799,000","90,506,000","58,980,000","75,413,000","80,741,000","75,928,000","50,927,000","53,579,000","61,857,000","61,616,000","49,003,000","62,120,000","75,864,000","71,473,000","55,662,000","61,425,000","68,831,000","66,307,000","49,053,000","44,526,000","41,278,000","38,183,000","23,901,000","22,021,000","24,750,000","21,071,000","12,800,000","10,536,000","17,760,000","14,788,000","7,914,000","4,872,000","5,447,000","5,004,000","3,278,000","2,768,000","4,670,000","4,039,000","2,971,000","3,248,000","4,204,000","3,634,000","3,002,000","3,569,000","3,687,000","3,216,000","2,353,000","2,170,000","2,100,000","1,900,000","1,200,000"
	OperatingRevenue,"330,540,000","81,827,000","93,423,000","85,207,000","70,083,000","47,153,000","35,372,000","33,721,000","17,412,000","89,938,000","132,593,000","134,919,000","147,513,000","114,643,000","132,672,000","127,729,000","133,762,000","99,515,000","122,662,000","129,510,000","137,016,000","107,952,000","111,379,000","120,515,000","127,629,000","106,847,000","123,096,000","124,488,000","127,000,000","95,688,000","112,895,000","112,927,000","111,487,000","79,917,000","92,045,000","90,250,000","106,104,000","76,936,000","98,690,000","97,071,000","96,706,000","65,512,000","76,388,000","80,799,000","90,506,000","58,980,000","75,413,000","80,741,000","75,928,000","50,927,000","53,579,000","61,857,000","60,288,000","47,682,000","62,120,000","75,864,000","71,473,000","55,006,000","58,251,000","70,647,000","68,371,000","48,352,000","39,957,000","41,278,000","39,799,000","24,685,000","22,021,000","24,750,000","21,071,000","12,800,000","10,084,000","18,043,000","14,976,000","7,914,000","4,872,000","5,447,000","5,004,000","3,278,000","2,768,000","4,670,000","4,039,000","2,971,000","3,846,000","4,204,000","3,634,000","3,002,000","3,569,000","3,687,000","3,216,000","2,353,000","2,200,000","2,100,000","1,900,000","1,200,000"
CostOfRevenue,"234,915,000","58,923,000","64,071,000","60,081,000","51,840,000","43,351,000","40,152,000","39,404,000","29,405,000","76,524,000","90,252,000","92,026,000","92,721,000","85,618,000","89,577,000","86,555,000","86,137,000","76,002,000","83,398,000","86,228,000","85,484,000","75,700,000","73,228,000","74,977,000","74,741,000","75,767,000","76,292,000","76,240,000","73,083,000","66,353,000","69,992,000","69,392,000","64,723,000","55,992,000","57,456,000","56,873,000","62,456,000","55,258,000","74,265,000","53,463,000","51,208,000","40,544,000","41,007,000","41,834,000","46,905,000","38,201,000","43,619,000","44,261,000","39,972,000","32,455,000","31,447,000","33,855,000","32,814,000","31,554,000","36,350,000","41,547,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"95,777,000","22,945,000","29,406,000","25,170,000","18,256,000","3,814,000","-4,816,000","-5,658,000","-11,964,000","13,613,000","42,419,000","42,969,000","54,780,000","29,175,000","44,159,000","41,321,000","47,703,000","23,637,000","39,248,000","43,361,000","52,520,000","32,298,000","38,218,000","45,630,000","52,982,000","31,103,000","46,836,000","48,275,000","53,947,000","29,359,000","42,934,000","43,585,000","46,830,000","23,958,000","34,645,000","33,418,000","43,708,000","21,712,000","24,637,000","43,608,000","45,498,000","24,968,000","35,381,000","38,965,000","43,601,000","20,779,000","31,794,000","36,480,000","35,956,000","18,472,000","22,132,000","28,002,000","28,802,000","17,449,000","25,770,000","34,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"104,184,000","24,594,000","27,837,000","25,452,000","26,301,000","26,746,000","30,053,000","28,452,000","28,509,000","30,022,000","31,463,000","29,705,000","32,064,000","29,728,000","31,833,000","28,605,000","29,646,000","26,630,000","29,929,000","26,577,000","26,712,000","24,087,000","25,320,000","24,104,000","24,950,000","25,460,000","24,944,000","23,610,000","23,751,000","22,600,000","22,855,000","24,235,000","22,195,000","20,245,000","22,711,000","19,823,000","21,782,000","20,092,000","7,191,000","25,228,000","24,652,000","23,762,000","25,110,000","21,650,000","23,789,000","22,596,000","25,591,000","22,365,000","20,770,000","19,591,000","16,722,000","16,803,000","16,167,000","16,187,000","17,301,000","16,000,000","52,626,000","48,114,000","-96,448,000","50,201,000","48,425,000","43,279,000","-49,101,000","31,127,000","28,581,000","22,308,000","-29,772,000","19,661,000","16,691,000","13,293,000","-18,669,000","13,755,000","11,736,000","6,989,000","1,983,000","2,144,000","2,423,000","1,592,000","1,641,000","994,000","1,530,000","1,417,000","1,519,000","1,546,000","1,514,000","1,510,000","1,568,000","1,370,000","1,308,000","1,112,000","4,597,000","-700,000","-600,000","-400,000"
	SellingGeneralAndAdministration,"23,401,000","5,318,000","7,828,000","4,968,000","5,287,000","4,944,000","5,660,000","4,397,000","4,187,000","5,834,000","7,118,000","5,613,000","8,100,000","5,600,000","8,366,000","5,841,000","7,585,000","5,091,000","7,411,000","4,919,000","6,598,000","4,625,000","7,189,000","5,400,000","6,455,000","5,400,000","5,949,000","4,796,000","5,423,000","4,347,000","6,053,000","5,670,000","4,738,000","3,902,000","8,083,000","5,251,000","5,699,000","4,996,000","8,214,000","4,705,000","5,340,000","5,168,000","7,156,000","3,993,000","3,964,000","3,446,000","6,183,000","3,836,000","3,402,000","3,490,000","2,173,000","2,091,000","1,873,000","1,901,000","2,893,000","1,918,000","2,003,000","1,903,000","2,664,000","1,689,000","1,621,000","2,211,000","1,912,000","1,350,000","1,812,000","1,164,000","1,763,000","1,097,000","1,147,000","990,000","1,344,000","676,000","685,000","499,000","1,458,000","151,000","150,000","240,000","110,000","98,000","207,000","152,000","132,000","137,000","149,000","137,000","143,000","147,000","134,000","166,000","63,000","100,000","100,000","100,000"
		GeneralAndAdministrativeExpense,"23,401,000","5,318,000","7,828,000","4,968,000","5,287,000","4,944,000","5,660,000","4,397,000","4,187,000","5,834,000","7,118,000","5,613,000","8,100,000","5,600,000","8,366,000","5,841,000","7,585,000","5,091,000","7,411,000","4,919,000","6,598,000","4,625,000","7,189,000","5,400,000","6,455,000","5,400,000","5,949,000","4,796,000","5,423,000","4,347,000","6,053,000","5,670,000","4,738,000","3,902,000","8,083,000","5,251,000","5,699,000","4,996,000","8,214,000","4,705,000","5,340,000","5,168,000","7,156,000","3,993,000","3,964,000","3,446,000","6,183,000","3,836,000","3,402,000","3,490,000","2,173,000","2,091,000","1,873,000",,,"1,918,000","2,003,000","1,903,000",,"1,689,000","1,621,000","2,211,000",,"1,350,000","1,812,000","1,164,000","1,763,000","1,097,000","1,147,000","990,000","1,344,000","676,000","685,000","499,000","1,458,000","151,000","150,000","240,000","110,000","98,000","207,000","152,000","132,000","137,000","149,000","137,000","143,000","147,000","134,000","166,000","63,000","100,000","100,000","100,000"
			SalariesAndWages,,,"5,016,000","2,259,000",,,"3,297,000","1,936,000","1,799,000","2,456,000","3,362,000","2,009,000",,"1,958,000","4,639,000","2,068,000",,"1,606,000","3,818,000",,,"1,429,000","2,255,000","1,514,000","1,873,000","2,406,000","1,918,000",,,,"1,872,000","1,595,000",,,"2,927,000",,"2,439,000","2,388,000","3,356,000","1,923,000","2,266,000","2,133,000","2,825,000","1,495,000","1,785,000","1,485,000","2,624,000","1,869,000","1,499,000","656,000","643,000","579,000","499,000",,,"1,918,000","2,003,000","1,903,000",,"1,689,000","1,621,000","2,211,000",,"1,350,000","1,812,000","1,164,000","-3,229,000","1,097,000","1,147,000","990,000","-1,856,000","676,000","685,000","499,000","767,000","151,000","150,000","240,000","110,000","98,000","207,000","152,000","132,000","137,000","149,000","137,000","143,000","147,000","134,000","166,000","100,000","100,000","100,000","100,000"
			InsuranceAndClaims,,,,,,,,,,,,,,,,"-4,778,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"23,401,000","5,318,000","7,828,000","4,968,000","5,287,000","4,944,000","11,851,000","2,461,000","2,388,000","5,834,000","7,118,000","5,613,000","8,100,000","5,600,000","8,366,000","5,841,000","7,585,000","5,091,000","7,411,000","4,919,000","6,598,000","4,625,000","7,189,000","5,400,000","6,455,000","5,400,000","5,949,000","4,796,000","5,423,000","4,347,000","6,053,000","5,670,000","4,738,000","3,902,000","8,083,000","5,251,000","5,699,000","4,996,000","14,536,000","2,782,000","3,074,000","3,035,000","4,331,000","2,498,000","2,179,000","1,961,000","3,559,000","1,967,000","1,903,000","2,834,000","1,530,000","1,512,000","1,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
