name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"1,772,454,000","1,688,210,000","1,645,387,000","1,526,888,000","1,404,858,000","1,381,023,000","1,279,149,000","1,232,912,000","877,451,000","845,639,000","792,304,000","746,370,000","739,195,000","719,540,000","681,695,000","642,397,000","392,985,000","338,112,000","327,607,000","316,311,000","299,518,000","278,163,000","252,200,000","228,695,000","237,108,000","229,881,000","213,477,000","212,153,000","195,811,000","185,368,000","164,140,000","149,357,000","164,762,000","148,382,000","128,492,252","113,008,186","117,068,110","116,236,251","102,586,737","97,760,319","107,868,257","104,962,751","117,158,101","125,552,818","131,068,761","136,186,935","135,357,743","137,540,835","135,922,818","138,425,917","137,119,492","133,072,987","131,777,846","130,015,506","127,146,160","125,912,360","137,302,942","137,763,401","128,703,869","119,308,838","112,299,958","119,837,689","128,682,324","126,720,944","112,984,988","112,338,194","109,707,596","110,278,791","108,758,510","106,269,136","70,744,519","60,713,772","43,386,286","31,444,690","14,612,596","9,088,653","7,711,038","7,904,213","7,125,786","7,346,571","7,680,383","8,054,679","7,154,484","7,244,775","2,017,760"
	CurrentAssets,"1,146,117,000","1,109,490,000","1,123,820,000","1,080,930,000","986,229,000","981,952,000","875,853,000","885,724,000","618,741,000","619,091,000","576,022,000","575,055,000","566,922,000","558,155,000","524,387,000","486,966,000","258,970,000","205,192,000","188,741,000","190,954,000","180,338,000","177,231,000","168,448,000","153,775,000","164,416,000","161,409,000","150,155,000","151,300,000","143,170,000","139,828,000","123,199,000","102,433,000","113,085,000","97,467,000","90,449,712","75,878,540","80,536,626","79,052,516","63,477,555","57,295,845","65,930,972","61,732,423","69,579,027","76,101,733","78,760,103","82,326,195","83,304,656","84,016,238","82,504,450","85,885,246","86,162,146","89,595,773","92,270,834","91,598,715","80,464,664","73,284,274","95,595,638","96,426,782","62,082,294","58,910,952","45,921,571","56,116,264","55,537,326","51,815,942","41,136,406","42,427,856","40,691,165","46,079,494","44,370,572","60,034,928","54,764,729","53,817,620","37,935,377","26,374,965","12,624,449","7,147,313","6,871,450","7,141,268","6,541,501","6,800,956","7,123,197","7,421,840","6,576,688","6,663,175","1,291,005"
		CashCashEquivalentsAndShortTermInvestments,"463,991,000","443,022,000","581,588,000","655,267,000","595,664,000","561,965,000","506,914,000","557,233,000","345,213,000","350,784,000","311,464,000","336,349,000","328,954,000","349,462,000","324,871,000","311,631,000","96,805,000","81,967,000","61,843,000","61,834,000","71,604,000","89,066,000","96,220,000","87,017,000","104,054,000","109,780,000","95,413,000","86,606,000","90,060,000","81,141,000","67,598,000","48,833,000","62,833,000","51,372,000","43,756,903","29,812,590","38,580,384","37,807,749","29,143,761","23,156,282","29,683,430","26,408,922","30,750,005","38,494,517","41,596,945","42,684,241","40,281,074","40,599,254","37,425,947","45,505,049","45,414,569","52,773,739","58,264,462","49,379,433","42,499,289","33,026,135","50,218,221","51,301,439","26,986,405","23,513,493","16,073,479","22,330,974","21,472,457","20,530,690","15,276,055","16,351,909","17,133,705","18,468,405","22,483,805","31,958,636","36,389,784","34,566,398","24,703,631","15,878,326","7,388,667","2,683,193","2,842,762","3,576,937","3,661,598","3,557,147","4,671,232","5,636,100","5,023,102","5,232,771","474,257"
			CashAndCashEquivalents,"386,367,000","356,332,000","281,691,000","266,372,000","154,822,000","155,440,000","176,000,000","319,253,000","156,540,000","172,250,000","202,551,000","219,720,000","223,642,000","349,462,000","324,371,000","307,507,000","92,330,000","75,105,000","43,471,000","28,038,000","41,974,000","40,651,000","50,600,000","37,306,000","53,365,000","59,526,000","45,887,000","40,354,000","46,848,000","48,367,000","38,615,000","25,943,000","45,133,000","42,271,000","35,005,494","19,079,341","38,580,384","36,126,791","25,965,711","17,970,019","24,349,583","21,300,733","24,574,858","27,719,405","31,811,600","42,684,241","40,281,074","40,599,254","37,425,947","45,505,049","45,414,569","52,773,739","58,264,462","46,880,435","42,499,289","33,026,135","47,717,920","48,800,287","26,986,405","20,533,196","16,073,479","18,773,685","15,833,820","15,419,832","14,267,459","16,351,909","17,133,705","16,461,623","18,439,045","14,757,159","28,732,067","34,566,398","24,703,631","15,878,326","7,388,667","2,683,193","2,842,762","3,576,937","3,661,598","3,557,147","4,671,232","5,636,100","5,023,102","5,232,771","474,257"
				CashFinancial,"376,031,000","353,488,000","162,478,000","199,426,000","137,003,000","116,107,000","91,499,000","141,191,000","73,560,000","103,319,000","80,269,000","129,347,000","123,098,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"10,336,000","2,844,000","119,225,000","66,953,000","17,821,000","39,336,000","84,506,000","178,073,000","82,981,000","68,931,000","122,282,000","90,373,000","100,544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"77,624,000","86,690,000","299,897,000","388,895,000","440,842,000","406,525,000","330,914,000","237,980,000","188,673,000","178,534,000","108,913,000","116,629,000","105,312,000","0","500,000","4,124,000","4,475,000","6,862,000","18,372,000","33,796,000","29,630,000","48,415,000","45,620,000","49,711,000","50,689,000","50,254,000","49,526,000","46,252,000","43,212,000","32,774,000","28,983,000","22,890,000","17,700,000","9,101,000","8,751,409","10,733,249","0","1,680,958","3,178,050","5,186,263","5,333,847","5,108,189","6,175,147","10,775,112","9,785,345",,,,,"0","0","0","0","2,498,998",,,"2,500,301","2,501,152",,"2,980,297",,"3,557,289","5,638,637","5,110,858","1,008,596",,,"2,006,782","4,044,760","17,201,477","7,657,717",,,,,,,,,,,,,,
		Receivables,"492,768,000","501,240,000","396,243,000","288,468,000","257,845,000","293,146,000","235,908,000","205,052,000","191,904,000","194,596,000","182,615,000","161,278,000","167,041,000","144,539,000","129,781,000","104,764,000","97,127,000","56,064,000","51,204,000","45,428,000","44,328,000","39,466,000","32,858,000","30,499,000","29,810,000","27,701,000","24,328,000","25,753,000","21,022,000","30,735,000","27,099,000","23,067,000","20,501,000","22,488,000","20,093,295","16,889,785","16,806,968","18,101,240","14,551,275","14,696,073","14,303,273","11,780,135","12,525,734","9,978,838","11,597,028","13,542,535","12,956,799","11,031,429","15,811,319","15,384,993","16,318,653","13,116,452","12,307,122","16,793,553","11,600,310","10,750,184","9,243,876","11,691,553","13,005,969","14,896,802","7,493,522","10,068,049","14,993,307","12,307,840","7,742,244","6,041,481","7,347,754","6,582,649","2,759,096","8,460,112","7,397,551","6,663,318","7,567,390","5,404,333","2,575,598","2,038,677","1,586,090","888,142","781,473","1,608,801","1,212,311","765,328","485,142","578,816","400,898"
			AccountsReceivable,"344,907,000","320,819,000","265,267,000","201,907,000","185,373,000","229,201,000","172,803,000","154,253,000","147,945,000","146,878,000","149,013,000","134,630,000","149,096,000","130,579,000","116,518,000","94,296,000","87,849,000","56,064,000","51,204,000","45,428,000","44,328,000","39,466,000","32,858,000","30,499,000","29,810,000","27,701,000","24,328,000","25,753,000","21,022,000","30,735,000","27,099,000","23,067,000","20,501,000","22,488,000","20,093,295","16,889,785","16,806,968","18,101,240","14,551,275","14,696,073","14,303,273","11,780,135","12,525,734","9,978,838","11,597,028","13,542,535","12,956,799","11,031,429","15,811,319","15,384,993","16,318,653","13,116,452","12,307,122","16,793,553","11,600,310","10,750,184","9,243,876","11,691,553","13,005,969","14,896,802","7,493,522","10,068,049","10,387,944","7,807,840","7,698,490","5,422,027","7,305,378","6,525,683","2,759,096","8,460,112","7,364,256","6,635,023","7,567,390","5,404,333","2,575,598","2,038,677","1,586,090","888,142","588,335","1,608,801","1,212,311","765,328","485,142","578,816","400,898"
				GrossAccountsReceivable,"347,331,000","323,022,000","267,692,000","203,880,000","187,169,000","231,306,000","174,590,000","154,925,000","149,772,000","148,445,000","150,996,000","136,207,000","151,451,000","132,461,000",,,"88,729,000","56,818,000","52,005,000","46,018,000","45,093,000","39,909,000","33,289,000","30,791,000","30,342,000","28,023,000","24,553,000","26,003,000","21,222,000","30,986,000","27,352,000","23,352,000","20,701,000","22,688,000","20,293,295","17,089,785","17,006,968","18,301,240","14,876,275","15,146,073","14,753,273","12,230,135","12,725,734","10,178,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
