name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
OperatingCashFlow,"32,584,000","15,116,000","44,439,000","-24,731,000","-2,240,000","21,650,000","25,694,000","-5,058,000","-2,876,000","-18,323,000","-28,703,000","-21,182,000","-14,983,000","22,703,000","37,268,000","-8,344,000","19,777,000","55,655,000","44,309,000","28,157,000","53,325,000","32,444,000","22,478,000","8,097,000","657,000","8,642,000","7,600,000","15,529,000","11,878,000","27,521,000","1,622,000","24,332,000","1,077,000","72,858,000","-2,732,000","19,155,000","-1,766,000","66,046,000","14,495,000","16,557,000","30,301,000","-17,774,000","20,168,000","2,427,000","25,335,000","-8,115,000","27,920,000","-3,188,000","-11,142,000","4,824,000","10,742,000","9,407,000","15,581,000","13,851,000","5,528,000","2,404,000","16,542,000","13,925,000","7,205,000","6,823,000","4,327,000","6,992,000","-370,000","5,331,000","11,764,000","3,119,000","7,287,000","2,050,000","3,975,000","11,983,000","1,275,000","536,000","2,445,000","3,295,000","3,930,000","6,434,000","6,794,000","3,845,000","6,441,000","7,820,000","4,386,000","8,453,000","6,571,000","1,855,000","4,406,000","3,061,000","-6,273,000","-8,820,000","3,941,000","-49,000","1,700,000","-2,000,000","4,200,000","2,400,000","-6,900,000","-7,500,000","-8,200,000","2,600,000","-900,000","-6,700,000","-1,900,000","-500,000","-1,100,000","-2,800,000","-1,600,000","2,600,000"
	CashFlowFromContinuingOperatingActivities,"32,584,000","15,116,000","44,439,000","-24,731,000","-2,240,000","21,650,000","25,694,000","-5,058,000","-2,876,000","-18,323,000","-28,703,000","-21,182,000","-14,983,000","22,703,000","37,268,000","-8,344,000","19,777,000","55,655,000","44,309,000","28,157,000","53,325,000","32,444,000","22,478,000","8,097,000","657,000","8,642,000","7,600,000","15,529,000","11,878,000","27,521,000","1,622,000","24,332,000","1,077,000","72,858,000","-2,732,000","19,155,000","-1,766,000","66,046,000","14,495,000","16,557,000","30,301,000","-17,774,000","20,168,000","2,427,000","25,335,000","-8,115,000","27,920,000","-3,188,000","-11,142,000","4,824,000","10,742,000","9,407,000","15,581,000","13,851,000","5,528,000","2,404,000","16,542,000","13,925,000","7,205,000","6,823,000","4,327,000","6,992,000","-370,000","5,331,000","11,764,000","3,119,000","7,287,000","2,050,000","3,975,000","11,983,000","1,275,000","536,000","2,445,000","3,295,000","3,930,000","6,434,000","6,794,000","3,845,000","6,441,000","7,820,000","4,386,000","8,453,000","6,571,000","1,855,000","4,406,000","3,061,000","-6,273,000","-8,820,000","3,941,000","-49,000","1,700,000","-2,000,000","4,200,000","2,400,000","-6,900,000","-7,500,000","-8,200,000","2,600,000","-900,000","-6,700,000","-1,900,000","-500,000","-1,100,000","-2,800,000","-1,600,000","2,600,000"
		NetIncomeFromContinuingOperations,"-56,802,000","-379,000","-37,246,000","-56,468,000","37,291,000","-6,617,000","4,006,000","-19,267,000","-20,740,000","-25,372,000","918,000","-30,338,000","-32,296,000","-28,717,000","16,413,000","-7,587,000","-10,409,000","12,200,000","-3,681,000","-1,812,000","11,406,000","27,021,000","11,916,000","2,418,000","3,647,000","9,005,000","20,958,000","6,325,000","3,104,000","5,935,000","20,104,000","1,882,000","1,504,000","9,765,000","15,561,000","8,710,000","4,703,000","9,069,000","20,409,000","-331,000","-2,267,000","4,057,000","-1,855,000","4,959,000","2,273,000","4,731,000","-4,693,000","3,139,000","-8,188,000","3,851,000","6,328,000","6,001,000","11,241,000","8,642,000","2,830,000","2,351,000","2,852,000","2,944,000","1,418,000","3,510,000","647,000","1,020,000","3,422,000","-664,000","430,000","-1,346,000","2,919,000","1,370,000","356,000","73,000","2,949,000","741,000","2,122,000","1,742,000","3,517,000","3,442,000","3,918,000","6,804,000","2,429,000","4,827,000","4,603,000","3,438,000","4,904,000","3,884,000","2,652,000","1,094,000","-5,533,000","-247,000","-13,699,000","-1,377,000","800,000","2,500,000","2,500,000","-8,200,000","-12,000,000","-7,000,000","3,900,000","2,000,000","2,400,000","-5,300,000","2,200,000","1,800,000","3,900,000","2,200,000","900,000","500,000"
		OperatingGainsLosses,"33,561,000","27,684,000","17,566,000","14,217,000","-25,906,000","24,215,000","-13,040,000","-23,225,000","-23,675,000","24,539,000","-1,242,000","1,970,000","-2,105,000","3,712,000",,,,,"107,000","552,000","917,000","-676,000","517,000","-1,082,000","-306,000","-1,376,000","-174,000","412,000","968,000","2,962,000","1,242,000","2,845,000","4,000","-322,000","-73,000","-661,000","2,108,000","219,000","101,000","325,000","65,000","395,000","353,000","247,000","311,000","66,000","883,000","-236,000",,,,,,,,,,,,,,,,,,"221,000","607,000","41,000","54,000","11,000","337,000","125,000","260,000","374,000","1,186,000","365,000",,,,,,,,,,,"10,171,000","0","0","190,000","-2,700,000","600,000","700,000","800,000","2,600,000","-4,500,000","3,900,000","200,000",,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-1,515,000","-2,876,000","1,476,000","-518,000","403,000","5,098,000","-1,159,000","-4,236,000","-4,256,000","5,947,000","-1,242,000","1,970,000","-2,105,000","3,712,000",,,,,"107,000","552,000","917,000","-676,000","517,000","-1,082,000","-306,000","-1,376,000","-174,000","412,000","968,000","2,962,000","1,242,000","2,845,000","4,000","-322,000","-73,000","-661,000","2,108,000","219,000","101,000","325,000","65,000","395,000","353,000","247,000","311,000","66,000","978,000","-236,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"35,076,000","30,560,000","16,090,000","14,735,000","-26,309,000","19,117,000","-11,881,000","-18,989,000","-19,419,000","18,592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"25,758,000","4,171,000","4,563,000","8,526,000","8,498,000","7,006,000","5,671,000","5,543,000","5,215,000","4,919,000","-29,226,000","16,834,000","15,014,000","18,774,000","6,603,000","6,218,000","6,329,000","6,145,000","6,010,000","6,347,000","6,268,000","6,088,000","6,241,000","6,221,000","6,209,000","5,466,000","5,523,000","6,312,000","5,634,000","5,624,000","6,185,000","5,755,000","5,566,000","5,846,000","5,862,000","4,754,000","4,692,000","4,727,000","4,580,000","5,351,000","4,110,000","4,525,000","4,425,000","4,420,000","4,217,000","4,011,000","3,825,000","3,286,000","2,842,000","885,000","780,000","762,000","650,000","609,000","-515,000","1,239,000","882,000","547,000","306,000","694,000","639,000","553,000","728,000","483,000","462,000","611,000","439,000","449,000","441,000","396,000","364,000","366,000","399,000","288,000","289,000","347,000","386,000","474,000","1,480,000","1,008,000","1,320,000","1,184,000","1,216,000","1,473,000","2,069,000","1,470,000","1,931,000","1,483,000","1,567,000","1,650,000","1,600,000","1,800,000","1,700,000","1,700,000","1,400,000","1,600,000","1,200,000","1,400,000","1,600,000","800,000","400,000","400,000","400,000","500,000","300,000","400,000"
			DepreciationAndAmortization,"25,758,000","4,171,000","4,563,000","8,526,000","8,498,000","7,006,000","5,671,000","5,543,000","5,215,000","4,919,000","-29,226,000","16,834,000","15,014,000","18,774,000","6,603,000","6,218,000","6,329,000","6,145,000","6,010,000","6,347,000","6,268,000","6,088,000","6,241,000","6,221,000","6,209,000","5,466,000","5,523,000","6,312,000","5,634,000","5,624,000","6,185,000","5,755,000","5,566,000","5,846,000","5,862,000","4,754,000","4,692,000","4,727,000","4,580,000","5,351,000","4,110,000","4,525,000","4,425,000","4,420,000","4,217,000","4,011,000","3,825,000","3,286,000","2,842,000","885,000","780,000","762,000","650,000","609,000","-515,000","1,239,000","882,000","547,000","306,000","694,000","639,000","553,000","728,000","483,000","462,000","611,000","439,000","449,000","441,000","396,000","364,000","366,000","399,000","288,000","289,000","347,000","386,000","474,000","1,480,000","1,008,000","1,320,000","1,184,000","1,216,000","1,473,000","2,069,000","1,470,000","1,931,000","1,483,000","1,567,000","1,650,000","1,600,000","1,800,000","1,700,000","1,700,000","1,400,000","1,600,000","1,200,000","1,400,000","1,600,000","800,000","400,000","400,000","400,000","500,000","300,000","400,000"
		DeferredTax,"-69,563,000","-9,295,000","-21,698,000","-25,406,000","-13,164,000","-15,068,000","-16,301,000","-25,077,000","-9,168,000","-9,231,000","-8,786,000",,,,,,,,"16,402,000","-2,142,000","-1,192,000","727,000","-2,969,000","-1,651,000","-1,840,000","650,000","790,000","-1,364,000","-1,522,000","-3,000","-12,051,000","-946,000","-943,000","44,000","-6,471,000","-264,000","-329,000","56,000","-5,653,000","-206,000","-519,000","214,000","-16,361,000","1,175,000","-225,000","142,000","514,000","-1,767,000","-444,000","123,000","2,314,000","-118,000","-158,000","-625,000","-2,752,000","-210,000","-306,000","-538,000","-1,393,000","422,000","1,067,000","-259,000","-1,037,000","178,000","-320,000","-477,000","-1,916,000","1,243,000",,,"215,000","-100,000","900,000","350,000","-475,000","0",,,,,,,,,,,,,,,,,,,"-6,100,000",,,"1,200,000","1,500,000","-3,300,000","1,400,000","1,100,000","2,000,000","1,300,000","200,000","500,000"
			DeferredIncomeTax,"-69,563,000","-9,295,000","-21,698,000","-25,406,000","-13,164,000","-15,068,000","-16,301,000","-25,077,000","-9,168,000","-9,231,000","-8,786,000",,,,,,,,"16,402,000","-2,142,000","-1,192,000","727,000","-2,969,000","-1,651,000","-1,840,000","650,000","790,000","-1,364,000","-1,522,000","-3,000","-12,051,000","-946,000","-943,000","44,000","-6,471,000","-264,000","-329,000","56,000","-5,653,000","-206,000","-519,000","214,000","-16,361,000","1,175,000","-225,000","142,000","514,000","-1,767,000","-444,000","123,000","2,314,000","-118,000","-158,000","-625,000","-2,752,000","-210,000","-306,000","-538,000","-1,393,000","422,000","1,067,000","-259,000","-1,037,000","178,000","-320,000","-477,000","-1,916,000","1,243,000",,,"215,000","-100,000","900,000","350,000","-475,000","0",,,,,,,,,,,,,,,,,,,"-6,100,000",,,"1,200,000","1,500,000","-3,300,000","1,400,000","1,100,000","2,000,000","1,300,000","200,000","500,000"
