name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
		StockBasedCompensation,"7,597,000","1,743,000","1,685,000","1,528,000","2,641,000","1,377,000","1,368,000","1,366,000","1,288,000","1,450,000","1,446,000","1,475,000","1,321,000","1,184,000","1,373,000","1,354,000","1,216,000","1,295,000","1,353,000","1,314,000","1,260,000","1,433,000","1,437,000","1,052,000","963,000","1,360,000","1,329,000","1,078,000","1,132,000","1,314,000","1,255,000","1,120,000","1,114,000","1,332,000","1,249,000","1,137,000","1,006,000","1,277,000","1,157,000","1,171,000","1,170,000","1,122,000","1,139,000","928,000","1,248,000","1,262,000","1,232,000","1,562,000","1,096,000","869,000","1,031,000","1,690,000","1,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,,,,,"-16,152,000","-10,000,000","0","-76,013,000","0","-1,667,000",,,"-537,000","-8,877,000","-177,000","-360,000","12,000","-7,401,000","-381,000","263,000","602,000","-219,000","361,000","208,000","-3,410,000","438,000","832,000","570,000","1,279,000","-1,848,000","42,642,000","-4,419,000","43,823,000","8,593,000","893,000","-1,972,000","-1,179,000","3,660,000","-8,347,000","5,418,000","56,550,000","-1,061,000","-6,183,000","5,554,000",,"2,955,000","482,000","347,000","-6,311,000","3,563,000","-2,194,000","952,000","-2,713,000","1,597,000","1,119,000","1,207,000","10,525,000","1,181,000","1,446,000","1,486,000","1,130,000",,,"-1,001,000","4,140,000",,,"781,000",,,,"3,246,000",,,"-31,000","2,714,000",,"3,518,000",,,,"1,582,000","2,817,000","-854,000",,"2,033,000","18,285,000","-18,700,000",,"-4,200,000","9,500,000","-19,000,000","27,900,000","-7,800,000","1,400,000","-21,400,000",,"3,300,000","-9,100,000","-6,500,000","4,500,000","13,500,000","-5,900,000","-12,000,000","11,000,000","-10,100,000","-5,600,000","-6,800,000","-24,200,000","-6,700,000","-400,000","-2,100,000",,,"-5,800,000","-1,700,000","-800,000","-2,000,000","-4,100,000","3,800,000","3,600,000","-200,000","-200,000","1,300,000"
		ChangeInWorkingCapital,"-34,959,000","-10,614,000","-30,837,000","13,151,000","-4,881,000","7,137,000","264,000","44,719,000","-4,679,000","2,804,000","-19,051,000","31,907,000","-13,004,000","-20,935,000","-16,834,000","-861,000","-3,884,000","-6,978,000","1,408,000","2,225,000","-19,090,000","1,362,000","-2,386,000","19,823,000","6,425,000","-8,857,000","-15,645,000","22,387,000","-7,681,000","2,506,000","-17,957,000","7,454,000","-8,374,000","-1,622,000","-9,150,000","15,999,000","-10,458,000","-17,611,000","-6,048,000","-8,733,000","1,814,000","-2,744,000","-13,599,000","-4,622,000","-5,335,000","4,941,000","-1,262,000","21,124,000","-10,484,000","-14,200,000","-958,000","15,664,000","-2,685,000","-21,003,000","9,590,000","361,000","-9,723,000","5,598,000","-5,006,000","-15,576,000","-14,972,000","-5,406,000","-1,709,000","-11,348,000","5,381,000","8,156,000","-532,000","-1,614,000","-1,516,000","-239,000","-1,265,000","4,494,000","-9,152,000","2,099,000","210,000","-5,536,000","-1,290,000","-1,810,000","-7,033,000","2,946,000","-8,814,000","943,000","-3,386,000","-2,261,000","-2,904,000","-2,706,000","-1,570,000","-1,400,000","-1,268,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,600,000","-11,200,000","20,300,000","-100,000","3,500,000","-27,700,000","99,700,000","6,700,000","-5,400,000","-12,800,000"
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,254,000",,,,"12,144,000","-993,000",,,"4,883,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,209,000",,,,"3,485,000","-993,000",,,"2,618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,000","-993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,000","-993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,278,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,600,000","-11,200,000","34,000,000","-100,000","3,500,000","-27,700,000",,"6,700,000","-5,400,000","-12,800,000"
			ChangeInOtherWorkingCapital,,,,"5,266,000",,"7,137,000","264,000","33,685,000","-4,679,000","2,804,000","-19,051,000","86,622,000","-13,004,000","-20,935,000","-16,834,000","1,545,000","-3,884,000","-6,978,000","1,408,000","7,474,000","-19,090,000","1,362,000","-2,386,000","25,721,000","6,425,000","-8,857,000","-15,645,000","31,867,000","-7,394,000","2,506,000","-17,957,000","10,321,000","-7,381,000","-921,000","-9,150,000","25,225,000","-10,960,000","-17,611,000","-6,048,000","-8,733,000","1,814,000","-2,744,000","-13,599,000","-3,276,000","-5,335,000",,,,,,,,,,"9,590,000",,"-10,582,000","6,457,000","-5,006,000",,"-14,972,000","-7,684,000","569,000","-12,510,000","5,381,000","8,156,000","-532,000",,"-1,516,000","-239,000","-1,265,000",,"-9,152,000","2,099,000","210,000",,"-1,290,000","-1,810,000","-7,033,000",,"-6,270,000","-1,601,000","-3,386,000",,"-2,904,000","-2,706,000","-1,570,000",,"-1,268,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,"0","0","0","0","-11,517,000","-115,000","-14,000,000","-622,000",,,,,,,,,,,,,"0","0",,,"-390,000","1,538,000","-372,000","0","186,000","0","9,368,000","-10,997,000","-3,433,000",,,,,,,,,,,,"0","0","0","0","0","332,000",,,"-4,619,000","1,287,000","0","125,000",,,,,,,,,,,,,"0","-489,000","-1,729,000","-517,000","59,033,000","-99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-221,615,000","-9,351,000","-31,683,000","-173,320,000","-7,261,000","-7,825,000","-14,035,000","-6,276,000","-9,549,000","-10,921,000","167,699,000","-108,745,000","-11,682,000","-10,974,000","6,256,000","-7,505,000","-8,030,000","-20,150,000","-5,922,000","-45,822,000","-96,472,000","-8,151,000","-83,422,000","-49,193,000","-5,069,000","-33,438,000","-16,870,000","-4,394,000","-4,311,000","-25,993,000","-5,147,000","-6,922,000","-4,578,000","119,424,000","-5,755,000","-9,097,000","-21,627,000","-8,417,000","-37,612,000","-7,462,000","-8,102,000","-8,215,000","-6,033,000","-6,838,000","-7,408,000","-11,906,000","-5,329,000","-34,945,000","-6,426,000","-6,073,000","-5,096,000","-6,945,000","-5,964,000","341,000","-2,844,000","-27,292,000","-7,133,000","-6,600,000","-260,696,000","-20,720,000","-13,377,000","-12,619,000","-11,131,000","-6,428,000","-9,381,000","-76,376,000","-36,877,000","-10,610,000","-2,012,000","-2,555,000","-2,013,000","-2,974,000","19,924,000","-271,000","-3,791,000","-4,412,000","2,303,000","-4,057,000","-7,325,000","-3,962,000","-3,077,000","-12,425,000","-3,261,000","-4,365,000","-16,583,000","-2,959,000","-1,533,000","-4,311,000","-27,788,000","-6,360,000","-1,900,000","83,300,000","-2,300,000","-2,600,000","-1,700,000","-9,600,000","-3,300,000","-4,100,000","-7,200,000","-3,300,000","-3,200,000","-95,400,000","-1,800,000","107,900,000","-2,000,000","-2,300,000","-2,200,000","-3,800,000","-2,000,000","-2,400,000","-4,500,000","-4,900,000","-1,900,000","-2,100,000","-8,900,000","-3,300,000","-2,800,000","-3,600,000","-2,100,000","-35,600,000","-7,300,000","-2,300,000","-3,300,000","-7,400,000","-2,900,000","-2,600,000","-3,900,000"
	CashFlowFromContinuingInvestingActivities,"-221,615,000","-9,351,000","-31,683,000","-173,320,000","-7,261,000","-7,825,000","-14,035,000","-6,276,000","-9,364,000","-10,921,000","-14,570,000","-108,745,000","-11,682,000","-10,974,000","6,256,000","-7,505,000","-8,030,000","-20,150,000","-5,922,000","-45,822,000","-96,472,000","-8,151,000","-83,422,000","-49,193,000","-5,069,000","-33,438,000","-16,870,000","-4,394,000","-4,311,000","-25,993,000","-5,147,000","-6,922,000","-4,578,000","-5,882,000","-3,961,000","-6,434,000","10,741,000","-8,417,000","-37,612,000","-7,462,000","-8,102,000","-8,215,000","-6,033,000","-6,838,000","-7,408,000","-11,906,000","-5,329,000","-34,945,000","-6,426,000","-6,073,000","-5,096,000","-6,945,000","-5,964,000","-2,759,000","-2,844,000","-27,292,000","-7,133,000","-6,600,000","-333,940,000","-20,720,000","-13,377,000","-12,619,000","-11,131,000","-6,428,000","-9,381,000","-76,376,000","-36,877,000","-10,610,000","-2,012,000","-2,555,000","-2,013,000","-1,584,000","19,924,000","-271,000","-3,791,000","-884,000","2,303,000","-4,057,000","-7,325,000","-3,962,000","-3,077,000","-12,425,000","-3,261,000","-4,365,000","-16,583,000","-2,959,000","-1,533,000","-4,311,000","-27,788,000","-6,360,000","-1,900,000","83,300,000","-2,300,000","-2,600,000","-1,700,000","-9,600,000","-3,300,000","-4,100,000","-7,200,000","-3,300,000","-3,200,000","-95,400,000","-1,800,000","107,900,000","-2,000,000","-2,300,000","-2,200,000","-3,800,000","-2,000,000","-2,400,000","-4,500,000","-4,900,000","-1,900,000","-2,100,000","-8,900,000","-3,300,000","-2,800,000","-3,600,000","-2,100,000","-35,600,000","-7,300,000","-2,300,000","-3,300,000","-7,400,000","-2,900,000","-2,600,000","-3,900,000"
		CapitalExpenditureReported,"-43,804,000","-9,351,000","-16,091,000","-11,101,000","-7,261,000","-9,599,000","-7,527,000","-6,276,000","-9,364,000","-10,921,000","-14,570,000","-12,905,000","-10,745,000","-10,974,000","-10,945,000","-7,505,000","-7,954,000","-9,014,000","-5,689,000","-9,462,000","-10,388,000","-10,458,000","-8,422,000","-8,439,000","-5,069,000","-4,538,000","-4,462,000","-4,394,000","-4,311,000","-5,493,000","-5,147,000","-6,922,000","-4,578,000","-5,882,000","-3,961,000","-6,434,000","1,946,000","-8,417,000","-9,365,000","-4,106,000","-4,496,000","-3,065,000","-3,087,000",,,,"-2,661,000","-3,330,000","-3,034,000","-3,359,000","-3,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"0",,,"0","0",,,"0","0","0","0","0","0","0","17,201,000","0",,,,"0",,,,,,,,,,,,,,,,,,,,"-2,723,000","-3,606,000",,,,"-6,158,000",,,,,,,,,,"-2,844,000","-5,852,000","-5,166,000","-6,600,000","-10,077,000","-13,720,000","-13,377,000","-11,369,000","-11,131,000","-5,928,000","-8,775,000","-20,071,000","-2,320,000","-2,268,000","-2,012,000","-2,555,000","-2,013,000","21,747,000","-3,113,000","-2,391,000","-3,791,000","4,969,000","-3,550,000","-3,057,000","-2,961,000","-3,962,000","-3,077,000","-2,879,000","-3,261,000","-4,323,000","-3,066,000","-2,959,000","-1,533,000","-2,546,000","-3,457,000","-2,460,000","-1,900,000","83,300,000","-2,300,000","-2,600,000","-1,700,000","-14,400,000","-3,300,000","-2,800,000","-3,700,000","-3,000,000","-3,200,000","-2,500,000","-1,800,000","107,900,000","-2,000,000","-2,300,000","-2,200,000","-3,800,000","-2,000,000","-2,300,000","-3,000,000","-4,800,000","-1,900,000","5,500,000","-8,900,000","-1,400,000","-4,800,000","-1,600,000","-2,100,000","-3,300,000","-3,500,000","-2,800,000","-1,600,000","-2,300,000","-2,100,000","-3,300,000","-2,300,000"
