name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"902,106,000","235,034,000","125,346,000","312,213,000","229,513,000","240,588,000","71,040,000","229,737,000","218,214,000","177,721,000","71,282,000","215,506,000","182,159,000","193,183,000","48,160,000","202,746,000","180,255,000","130,080,000","-7,478,000","100,041,000","96,365,000","70,861,000","2,417,000","91,584,000","78,794,000","77,331,000","1,385,000"
	CashFlowFromContinuingOperatingActivities,"902,106,000","235,034,000","125,346,000","312,213,000","229,513,000","240,588,000","71,040,000","229,737,000","218,214,000","177,721,000","71,282,000","215,506,000","182,159,000","193,183,000","48,160,000","202,746,000","180,255,000","130,080,000","-7,478,000","100,041,000","96,365,000","70,861,000","2,417,000","91,584,000","78,794,000","77,331,000","1,385,000"
		NetIncomeFromContinuingOperations,"298,057,000","93,003,000","74,871,000","69,495,000","60,688,000","57,722,000","71,130,000","32,865,000","43,178,000","50,276,000","52,554,000","33,983,000","39,405,000","21,169,000","25,714,000","1,041,000","-14,188,000","-17,580,000","-46,454,000","-22,510,000","5,529,000","-42,391,000","-26,649,000","-21,949,000","-19,666,000","-9,975,000","-38,542,000"
		OperatingGainsLosses,"-36,133,000","-10,162,000","-4,496,000","-14,232,000","-4,103,000","-11,115,000","-8,402,000","-13,403,000","-9,551,000","-14,109,000","-31,877,000","-20,972,000","-26,353,000","-15,221,000","-25,486,000","-8,566,000","-335,000","-3,256,000","-3,804,000","-3,566,000","-10,112,000","-10,569,000","3,688,000","-3,542,000","-1,020,000","-9,192,000","1,935,000"
			GainLossOnSaleOfPPE,"-63,550,000","-18,026,000","-14,558,000","-13,047,000","-17,919,000","-14,484,000","-13,121,000","-15,106,000","-11,167,000","-15,200,000","-31,780,000","-20,812,000","-26,172,000","-17,572,000","-28,727,000","-11,512,000","-3,941,000","-5,502,000","-5,657,000","-3,756,000","-10,162,000","-14,321,000","-5,412,000","-2,966,000","-1,020,000","-9,192,000","3,000"
			GainLossOnInvestmentSecurities,"22,750,000","5,432,000","7,866,000","-1,107,000","13,699,000","3,622,000","4,719,000","1,703,000","1,616,000","1,091,000","-97,000","-160,000","-181,000","2,351,000","3,241,000","2,946,000","3,606,000","2,246,000","1,853,000","190,000","50,000","3,752,000","3,848,000","-2,966,000","-1,020,000","-9,192,000","2,113,000"
			EarningsLossesFromEquityInvestments,"4,667,000","2,432,000","2,196,000","-78,000","117,000","-253,000",,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"603,430,000","155,796,000","151,660,000","150,694,000","145,280,000","144,501,000","142,090,000","138,147,000","137,266,000","135,027,000","133,764,000","133,315,000","133,031,000","133,609,000","130,220,000","139,371,000","146,450,000","144,500,000","107,020,000","67,466,000","67,515,000","67,577,000","69,420,000","66,480,000","66,079,000","65,702,000","63,791,000"
			DepreciationAndAmortization,"603,430,000","155,796,000","151,660,000","150,694,000","145,280,000","144,501,000","142,090,000","138,147,000","137,266,000","135,027,000","133,764,000","133,315,000","133,031,000","133,609,000","130,220,000","139,371,000","146,450,000","144,500,000","107,020,000","67,466,000","67,515,000","67,577,000","69,420,000","66,480,000","66,079,000","65,702,000","63,791,000"
		AssetImpairmentCharge,"320,000","101,000","0","126,000","93,000","431,000","376,000","289,000","1,442,000","2,471,000","2,921,000","3,960,000","4,076,000","3,253,000","3,139,000","1,296,000","1,671,000","603,000","675,000","424,000","95,000","1,037,000","687,000","1,076,000","519,000","0","0"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,"387,000",,,,"187,000"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,"3,140,000",,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"28,002,000","6,646,000","6,098,000","6,052,000","9,206,000","5,814,000","4,797,000","6,086,000","2,106,000","4,101,000","4,311,000","4,625,000","3,615,000","5,607,000","5,917,000","6,068,000","8,016,000","9,498,000","16,739,000","12,004,000","8,216,000","44,244,000","-2,813,000","4,711,000","4,106,000","4,206,000","5,657,000"
		OtherNonCashItems,"32,008,000","6,656,000","7,703,000","9,325,000","8,324,000","8,762,000","13,433,000","10,345,000","10,558,000","11,971,000","6,651,000","13,291,000","15,200,000","15,512,000","16,793,000","18,741,000","10,441,000","7,940,000","5,770,000","5,321,000","7,589,000","14,184,000","11,586,000","15,665,000","19,290,000","17,944,000","21,984,000"
		ChangeInWorkingCapital,"-23,578,000","-17,006,000","-110,490,000","90,753,000","13,165,000","31,333,000","-122,661,000","55,408,000","33,215,000","-12,016,000","-97,042,000","47,304,000","13,185,000","29,254,000","-108,137,000","44,795,000","28,200,000","-11,625,000","-87,424,000","40,902,000","17,533,000","-3,221,000","-53,889,000","29,486,000","9,486,000","8,646,000","-53,627,000"
			ChangeInPrepaidAssets,"7,803,000","2,841,000","1,504,000","1,438,000","2,020,000","2,269,000","2,065,000","1,671,000","4,040,000","2,373,000","-1,236,000","-2,972,000","1,323,000","1,677,000","-2,310,000","-770,000","1,873,000","3,513,000","818,000","195,000","989,000","1,279,000","732,000","500,000","1,426,000","2,686,000","1,970,000"
			ChangeInPayablesAndAccruedExpense,"-16,696,000","-15,291,000","-104,097,000","69,930,000","32,762,000","34,297,000","-110,011,000","65,359,000","22,146,000","-4,534,000","-90,541,000","46,977,000","23,769,000","25,002,000","-109,998,000","53,667,000","18,768,000","10,920,000","-81,711,000","47,363,000","7,847,000","16,207,000","-47,609,000","23,569,000","17,483,000","13,493,000","-55,250,000"
			ChangeInOtherCurrentAssets,"-13,351,000","-1,059,000","-5,145,000","3,893,000","-11,040,000","-2,803,000","-15,712,000","-8,012,000","-3,501,000","-10,787,000","-6,672,000","5,605,000","-10,127,000","304,000","-2,388,000","-4,027,000","15,722,000","-23,390,000","4,006,000","-6,047,000","7,342,000","-15,906,000","-7,521,000","6,827,000","-7,845,000","-5,992,000","-3,161,000"
			ChangeInOtherCurrentLiabilities,"-1,334,000","-3,497,000","-2,752,000","15,492,000","-10,577,000","-2,430,000","997,000","-3,610,000","10,530,000","932,000","1,407,000","-2,306,000","-1,780,000","2,271,000","6,559,000","-4,075,000","-8,163,000","-2,668,000","-10,526,000","-71,000","-1,226,000","412,000","1,520,000","-588,000","-366,000","1,342,000","3,720,000"
			ChangeInOtherWorkingCapital,,,,,,,"-12,650,000","-9,951,000","11,069,000","-7,482,000","-6,501,000","327,000","-10,584,000","4,252,000","1,861,000","-8,872,000","9,432,000","-22,545,000","-11,000","-538,000","2,581,000","-5,213,000","-1,011,000","-822,000","-1,212,000","-2,883,000","-906,000"
InvestingCashFlow,"-1,326,228,000","-289,226,000","-431,248,000","-445,435,000","-160,319,000","-122,556,000","-230,781,000","-104,871,000","-8,762,000","-80,742,000","128,797,000","-65,762,000","-15,836,000","55,027,000","204,027,000","48,340,000","-87,376,000","-101,998,000","64,711,000","-85,928,000","-37,035,000","111,534,000","43,748,000","-92,336,000","-126,299,000","-80,150,000","-164,526,000"
	CashFlowFromContinuingInvestingActivities,"-1,326,228,000","-289,226,000","-431,248,000","-445,435,000","-160,319,000","-122,556,000","-230,781,000","-104,871,000","-8,762,000","-80,742,000","128,797,000","-65,762,000","-15,836,000","55,027,000","204,027,000","48,340,000","-87,376,000","-101,998,000","64,711,000","-85,928,000","-37,035,000","111,534,000","43,748,000","-92,336,000","-126,299,000","-80,150,000","-164,526,000"
		CapitalExpenditureReported,"-168,827,000","-40,850,000","-45,508,000","-45,264,000","-37,205,000","-34,855,000","-44,582,000","-43,677,000","-43,805,000","-40,220,000","-45,821,000","-48,262,000","-40,669,000","-29,492,000","-37,367,000","-45,600,000","-31,486,000","-31,262,000","-25,723,000","-14,192,000","-11,557,000","-11,070,000","-10,666,000","-15,309,000","-13,145,000","-10,673,000","-9,987,000"
		NetBusinessPurchaseAndSale,"-94,700,000","-34,700,000","-40,000,000","-16,000,000","-4,000,000","-5,000,000",,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-94,700,000","-34,700,000","-40,000,000","-16,000,000","-4,000,000","-5,000,000",,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,"-1,142,555,000","-190,489,000","-389,892,000","-425,134,000","-137,040,000","-80,627,000","-234,944,000","-57,799,000","32,399,000","-45,195,000","159,006,000","-18,403,000","-5,992,000","77,460,000","211,091,000","4,563,000","-8,878,000","-14,201,000","-42,203,000","-54,522,000","-7,403,000","38,984,000","-354,000","-41,126,000","-96,472,000","-59,984,000","-180,554,000"
			PurchaseOfInvestmentProperties,"-1,353,266,000","-238,853,000","-434,338,000","-475,413,000","-204,662,000","-149,956,000","-311,385,000","-167,557,000","-73,011,000","-168,513,000","-203,353,000","-175,104,000","-199,953,000","-65,102,000","-77,856,000","-74,369,000","-80,593,000","-65,306,000","-95,470,000","-77,996,000","-62,990,000","-34,668,000","-36,297,000","-64,333,000","-107,711,000","-132,685,000","-185,314,000"
			SaleOfInvestmentProperties,"210,711,000","48,364,000","44,446,000","50,279,000","67,622,000","69,329,000","76,441,000","109,758,000","105,410,000","123,318,000","362,359,000","156,701,000","193,961,000","142,562,000","288,947,000","78,932,000","71,715,000","51,105,000","53,267,000","23,474,000","55,587,000","73,652,000","35,943,000","23,207,000","11,239,000","72,701,000","4,760,000"
		NetInvestmentPurchaseAndSale,"125,156,000","5,964,000","49,407,000","51,695,000","18,090,000","728,000","63,973,000","1,346,000","1,248,000","5,539,000","9,926,000","4,347,000","27,246,000","8,441,000","26,349,000","90,455,000","-58,788,000","-45,718,000","5,122,000","0",,,"0","0",,,"0"
			PurchaseOfInvestment,,,,,,,,,,,"0","0","0","0","-48,018,000","0","-117,887,000","-45,832,000","-43,254,000","0",,,"0","0",,,"0"
			SaleOfInvestment,"125,156,000","5,964,000","49,407,000","51,695,000","18,090,000","728,000","63,973,000","1,346,000","1,248,000","5,539,000","9,926,000","4,347,000","27,246,000","8,441,000","74,367,000","90,455,000","59,099,000","114,000","48,376,000","0",,,,,,,
		DividendsReceivedCFI,"1,449,000","230,000","505,000","505,000","209,000","671,000",,,,,,,,,,,,,,,,,,,,,
