name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,03/31/1992,12/31/1991
TotalAssets,"1,660,224,000","1,530,536,000","1,393,381,000","1,274,904,000","1,030,186,000","966,454,000","941,521,000","884,045,000","866,346,000","883,154,000","870,247,000","854,181,000","816,963,000","818,060,000","799,043,000","754,714,000","742,847,000","733,975,000","708,365,000","695,298,000","679,128,000","657,964,000","644,479,000","636,097,000","619,844,000","628,116,000","603,315,000","585,124,000","572,508,000","572,751,000","564,353,000","542,664,000","534,445,000","525,826,000","525,697,000","498,075,000","472,598,000","472,467,000","475,872,000","466,899,000","522,573,000","516,146,000","498,429,000","491,472,000","501,999,000","477,276,000","464,139,000","446,516,000","444,559,000","534,558,000","542,059,000","539,001,000","539,770,000","533,339,000","530,945,000","536,398,000","532,934,000","513,912,000","522,053,000","519,563,000","486,474,000","474,156,594","572,704,000","529,272,000","371,238,000","348,475,618","312,427,000","276,047,000","261,198,000","251,515,085","272,088,000","258,932,000","290,913,000","225,299,232","220,599,000","192,164,000","184,182,000","183,129,343","189,487,000","186,013,000","175,234,000","171,696,000","162,528,000","165,658,000","167,306,000","171,839,000","177,678,000","183,914,000","182,482,000","182,400,000","175,000,000","169,700,000","167,800,000","156,900,000","168,500,000","155,500,000","136,000,000","128,800,000","120,800,000","116,400,000","108,200,000","91,100,000","90,200,000","85,300,000","88,100,000","84,700,000","89,300,000","84,900,000","80,400,000","75,100,000","74,100,000","64,200,000","53,900,000","43,300,000","35,900,000","35,800,000","27,700,000","25,700,000","24,400,000","19,000,000","14,200,000"
	CurrentAssets,"1,135,220,000","1,035,050,000","925,911,000","823,325,000","596,298,000","555,133,000","564,709,000","533,882,000","525,978,000","549,238,000","544,710,000","541,954,000","512,055,000","519,237,000","503,336,000","461,185,000","452,542,000","446,984,000","422,643,000","409,164,000","395,810,000","376,382,000","366,381,000","361,281,000","356,401,000","370,155,000","351,388,000","341,474,000","337,047,000","345,315,000","352,488,000","340,269,000","336,068,000","330,066,000","330,589,000","307,911,000","307,687,000","306,850,000","313,971,000","310,550,000","377,919,000","377,054,000","362,652,000","357,056,000","367,551,000","342,097,000","331,967,000","315,020,000","317,687,000","407,499,000","414,858,000","412,189,000","413,246,000","411,758,000","411,012,000","416,540,000","414,772,000","395,975,000","407,454,000","411,254,000","382,167,000","371,050,151","469,299,000","426,334,000","273,203,000","255,233,456","223,126,000","188,244,000","173,209,000","162,164,326","185,556,000","171,895,000","207,138,000","146,277,125","140,604,000","109,926,000","99,653,000","97,596,703","103,039,000","100,183,000","94,617,000","94,095,000","89,589,000","93,404,000","93,728,000","97,387,000","101,403,000","106,424,000","104,279,000","102,900,000","94,800,000","88,700,000","87,800,000","78,100,000","94,900,000","91,000,000","80,600,000","77,000,000","79,700,000","80,800,000","76,600,000","62,200,000","61,900,000","57,000,000","59,200,000","55,200,000","59,400,000","55,700,000","51,700,000","47,700,000","47,700,000","38,600,000","29,500,000","21,500,000","21,200,000","23,800,000","18,400,000","17,500,000","16,500,000","12,400,000","8,300,000"
		CashCashEquivalentsAndShortTermInvestments,"466,094,000","438,990,000","294,860,000","157,872,000","154,968,000","183,123,000","217,103,000","250,383,000","206,838,000","230,965,000","203,936,000","184,800,000","177,974,000","178,405,000","134,497,000","102,020,000","107,827,000","123,362,000","101,367,000","85,858,000","86,482,000","95,753,000","79,927,000","81,135,000","78,561,000","79,152,000","58,817,000","45,603,000","53,269,000","54,664,000","38,844,000","19,094,000","36,822,000","36,778,000","16,145,000","1,234,000","32,744,000","33,883,000","17,988,000","47,727,000","83,923,000","112,298,000","15,172,000","46,802,000","75,233,000","103,252,000","90,409,000","90,503,000","130,356,000","226,769,000","213,593,000","232,307,000","230,704,000","217,666,000","108,516,000","104,641,000","101,744,000","78,895,000","59,243,000","48,794,000","48,938,000","24,602,846","34,683,000","2,760,000","2,063,000","2,621,718","2,022,000","1,058,000","2,289,000","2,639,579","4,196,000","1,129,000","369,000","391,114","290,000","1,400,000","137,000","160,088","194,000","800,000","517,000","1,252,000","534,000","405,000","1,224,000","56,000","499,000","1,334,000","1,126,000","1,300,000","1,300,000","1,200,000","1,200,000","1,400,000","1,100,000","1,400,000","900,000","1,200,000","1,100,000","1,100,000","1,500,000","1,300,000","1,700,000",,"900,000","1,000,000","2,300,000","1,200,000","1,800,000","1,300,000","2,100,000","1,100,000","1,100,000","100,000","100,000","100,000","100,000",,"600,000",,
			CashAndCashEquivalents,"466,094,000","438,990,000","294,860,000","157,872,000","154,968,000","183,123,000","217,103,000","250,383,000","206,838,000","230,965,000","203,936,000","184,800,000","177,974,000","178,405,000","134,497,000","102,020,000","107,827,000","123,362,000","101,367,000","85,858,000","86,482,000","95,753,000","79,927,000","81,135,000","78,561,000","79,152,000","58,817,000","45,603,000","53,269,000","54,664,000","38,844,000","19,094,000","36,822,000","36,778,000","16,145,000","1,234,000","32,744,000","33,883,000","17,988,000","47,727,000","83,923,000","112,298,000","15,172,000","46,802,000","75,233,000","103,252,000","90,409,000","90,503,000","130,356,000","226,769,000","213,593,000","232,307,000","230,704,000","217,666,000","108,516,000","104,641,000","101,744,000","78,895,000","59,243,000","48,794,000","48,938,000","24,602,846","34,683,000","2,760,000","2,063,000","2,621,718","2,022,000","1,058,000","2,289,000","2,639,579","4,196,000","1,129,000","369,000","391,114","290,000","1,400,000","137,000","160,088","194,000","800,000","517,000","1,252,000","534,000","405,000","1,224,000","56,000","499,000","1,334,000","1,126,000","1,300,000","1,300,000","1,200,000","1,200,000","1,400,000","1,100,000","1,400,000","900,000","1,200,000","1,100,000","1,100,000","1,500,000","1,300,000","1,700,000",,"900,000","1,000,000","2,300,000","1,200,000","1,800,000","1,300,000","2,100,000","1,100,000","1,100,000","100,000","100,000","100,000","100,000",,"600,000",,
				CashFinancial,,,,,,"183,123,000",,,"206,838,000","230,965,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,988,000","47,727,000","83,923,000",,"15,172,000","46,802,000","75,233,000",,"90,409,000","90,503,000","130,356,000",,"213,593,000","232,307,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"549,404,000","492,077,000","536,178,000","574,191,000","348,709,000","277,037,000","257,210,000","192,067,000","224,569,000","226,700,000","247,980,000","259,230,000","231,470,000","236,742,000","270,591,000","260,140,000","248,466,000","228,885,000","222,951,000","224,678,000","211,669,000","184,876,000","185,677,000","181,773,000","177,576,000","193,409,000","192,005,000","200,306,000","196,673,000","208,859,000","230,180,000","238,622,000","221,920,000","215,739,000","236,933,000","236,172,000","213,140,000","197,980,000","207,544,000","206,550,000","227,818,000","199,366,000","264,288,000","247,725,000","234,851,000","190,364,000","195,727,000","183,387,000","143,662,000","135,836,000","123,303,000","113,671,000","110,643,000","127,771,000","233,539,000","242,761,000","235,503,000","226,564,000","257,411,000","235,776,000","203,742,000","233,486,354","292,078,000","271,215,000","183,311,000","164,930,302","159,203,000","128,064,000","108,628,000","113,503,071","121,689,000","96,820,000","118,125,000","81,429,927","81,054,000","61,799,000","49,283,000","46,599,640","57,608,000","51,119,000","45,814,000","45,616,000","54,501,000","54,614,000","49,357,000","54,003,000","59,730,000","60,028,000","53,795,000","46,600,000","44,700,000","48,300,000","49,800,000","38,500,000","60,700,000","51,900,000","48,400,000","44,300,000","53,300,000","46,900,000","41,200,000","33,200,000","36,500,000","34,600,000","29,200,000","28,200,000","32,600,000","30,900,000","25,200,000","28,300,000","26,300,000","21,200,000","16,600,000","12,200,000","14,000,000","16,000,000","12,700,000","12,600,000","10,900,000","6,700,000","5,000,000"
			AccountsReceivable,"549,404,000","491,126,000","536,178,000","574,191,000","348,709,000","275,781,000","257,210,000","192,067,000","224,123,000","223,098,000","244,869,000","255,968,000","231,470,000","235,353,000","270,591,000","258,414,000","248,466,000","228,885,000","222,951,000","220,553,000","211,669,000","184,876,000","183,531,000","178,765,000","175,215,000","186,065,000","192,005,000","200,306,000","195,571,000","206,908,000","230,180,000","238,622,000","219,147,000","215,739,000","236,933,000","236,172,000","212,790,000","197,980,000","207,544,000","205,535,000","227,818,000","199,366,000","259,951,000","246,750,000","234,851,000","190,364,000","195,727,000","182,309,000","142,540,000","133,176,000","123,303,000","111,636,000","109,663,000","126,184,000","233,539,000","239,835,000","235,503,000","216,780,000","246,502,000","235,776,000","203,646,000","214,963,196","292,078,000","271,215,000","183,311,000","164,930,302","159,203,000","124,611,000","103,889,000","108,752,028","117,076,000","96,820,000","118,125,000","81,429,927","81,054,000","61,799,000","49,283,000","46,599,640","57,608,000","51,119,000","45,814,000","45,616,000","54,501,000","54,614,000","49,357,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"553,204,000","494,926,000","539,978,000","577,991,000","351,046,000","277,996,000","259,711,000","194,568,000","226,624,000","224,899,000","246,900,000","257,999,000","233,501,000","237,383,000","272,620,000","260,443,000","250,494,000","230,913,000","224,978,000","222,580,000","213,696,000","186,912,000","185,596,000","180,830,000","177,280,000","188,130,000","194,070,000","202,371,000","197,636,000","208,973,000","232,245,000","240,687,000",,"217,804,000","238,998,000","238,237,000","214,854,000","200,044,000","209,655,000","207,635,000","229,919,000","201,468,000","262,053,000",,,,"198,234,000",,,,"125,506,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,800,000","-3,800,000","-3,800,000","-3,800,000","-2,337,000","-2,215,000","-2,501,000","-2,501,000","-2,501,000","-1,801,000","-2,031,000","-2,031,000","-2,031,000","-2,030,000","-2,029,000","-2,029,000","-2,028,000","-2,028,000","-2,027,000","-2,027,000","-2,027,000","-2,036,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000","-2,065,000",,"-2,065,000","-2,065,000","-2,065,000","-2,064,000","-2,064,000","-2,111,000","-2,100,000","-2,101,000","-2,102,000","-2,102,000",,,,"-2,507,000",,,,"-2,203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","951,000","0","0","0","1,256,000","0",,"446,000","3,602,000","3,111,000","3,262,000","0","1,389,000",,"1,726,000",,,,"4,125,000",,"0","2,146,000","3,008,000","2,361,000","7,344,000","0","0","1,102,000","1,951,000","0","0","2,773,000","0",,"0","350,000","0","0","1,015,000",,"0","4,337,000","975,000",,"0","0","1,078,000","1,122,000","2,660,000","0","2,035,000","980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
