name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"1,075,000,000","-4,000,000","311,000,000","428,000,000","340,000,000","358,000,000","299,070,000","206,632,000","191,451,000","16,945,000","315,930,000","198,119,000","137,684,000","47,232,000","235,617,000","146,789,000","66,564,000","-11,395,000","191,267,000","141,568,000","36,220,000","21,701,000","206,053,000","174,803,000","122,935,000","31,615,000","138,883,000","128,377,000","134,842,000","31,476,000","200,887,000","163,473,000","119,037,000","34,993,000","150,246,000","139,273,000","99,324,000","18,719,000","180,891,000","7,539,000","82,730,000","52,636,000","72,464,000","114,581,000","37,089,000","-34,944,000","106,811,000","80,685,000","95,248,000","32,392,000","91,565,000","112,535,000","101,905,000","-14,368,000","84,115,000","57,648,000","71,209,000","7,641,000","126,039,000","88,189,000","92,308,000","7,526,000","25,032,000","116,904,000","79,770,000","41,195,000","35,566,000","84,053,000","71,551,000","-14,010,000","105,280,000","112,990,000","56,302,000","21,275,000","119,684,000","92,625,000","42,961,000","14,326,000","61,679,000","95,405,000","49,606,000","36,654,000","64,806,000","89,952,000","49,819,000","-23,072,000","57,886,000","95,770,000","71,999,000","43,455,000","39,600,000","58,300,000","51,200,000","46,700,000","58,100,000","69,500,000","61,000,000","27,800,000","56,900,000","81,100,000","58,300,000","42,800,000","83,100,000","94,100,000","83,800,000","47,000,000","87,000,000","81,800,000","47,700,000","27,800,000","70,600,000","76,500,000","49,000,000","43,400,000","49,700,000","57,500,000","63,400,000","35,700,000","58,600,000","73,000,000","39,400,000","32,600,000","61,600,000","53,900,000","47,600,000","21,200,000","78,300,000","49,600,000","38,700,000","25,800,000","41,800,000","48,300,000"
	CashFlowFromContinuingOperatingActivities,"1,075,000,000","-4,000,000","311,000,000","428,000,000","340,000,000","358,000,000","299,070,000","206,632,000","191,451,000","16,945,000","315,930,000","198,119,000","137,684,000","47,232,000","235,617,000","146,789,000","66,564,000","-11,395,000","191,267,000","141,568,000","36,220,000","21,701,000","206,053,000","174,803,000","122,935,000","31,615,000","138,883,000","128,377,000","134,842,000","31,476,000","200,887,000","163,473,000","119,037,000","34,993,000","150,246,000","139,273,000","99,324,000","18,719,000","180,891,000","7,539,000","82,730,000","52,636,000","72,464,000","114,581,000","37,089,000","-34,944,000","106,811,000","80,685,000","95,248,000","32,392,000","91,565,000","112,535,000","101,905,000","-14,368,000","84,115,000","57,648,000","71,209,000","7,641,000","126,039,000","88,189,000","92,308,000","7,526,000","25,032,000","116,904,000","79,770,000","41,195,000","35,566,000","84,053,000","71,551,000","-14,010,000","105,280,000","112,990,000","56,302,000","21,275,000","119,684,000","92,625,000","42,961,000","14,326,000","61,679,000","95,405,000","49,606,000","36,654,000","64,806,000","89,952,000","49,819,000","-23,072,000","57,886,000","95,770,000","71,999,000","43,455,000","39,600,000","58,300,000","51,200,000","46,700,000","58,100,000","69,500,000","61,000,000","27,800,000","56,900,000","81,100,000","58,300,000","42,800,000","83,100,000","94,100,000","83,800,000","47,000,000","87,000,000","81,800,000","47,700,000","27,800,000","70,600,000","76,500,000","49,000,000","43,400,000","49,700,000","57,500,000","63,400,000","35,700,000","58,600,000","73,000,000","39,400,000","32,600,000","61,600,000","53,900,000","47,600,000","21,200,000","78,300,000","49,600,000","38,700,000","25,800,000","41,800,000","48,300,000"
		NetIncomeFromContinuingOperations,"565,000,000","246,000,000","92,000,000","197,000,000","30,000,000","-40,000,000","66,564,000","86,231,000","87,366,000","127,211,000","80,378,000","129,807,000","138,869,000","111,214,000","15,500,000","95,717,000","99,148,000","129,416,000","-40,155,000","110,261,000","109,795,000","115,764,000","79,917,000","89,777,000","116,734,000","118,603,000","79,167,000","106,448,000","105,374,000","128,258,000","90,135,000","107,416,000","110,285,000","106,707,000","61,479,000","99,045,000","102,323,000","90,697,000","68,118,000","16,365,000","88,595,000","81,056,000",,,"76,188,000","84,043,000",,,"67,152,000","63,789,000","47,448,000","52,799,000","48,082,000","47,197,000","48,969,000","57,684,000","67,027,000","55,948,000","47,223,000","58,844,000","78,372,000","62,689,000","47,982,000","63,646,000","61,182,000","53,690,000","15,238,000","68,572,000","56,713,000","52,543,000","40,906,000","42,305,000","56,502,000","56,358,000","38,111,000","51,071,000","51,398,000","32,017,000","38,996,000","49,600,000","45,401,000","41,947,000","29,170,000","33,555,000","33,005,000","20,272,000","1,386,000","28,927,000","48,916,000","43,776,000","36,600,000","49,200,000","27,400,000","48,800,000","35,000,000","50,300,000","55,900,000","62,600,000","34,900,000","56,700,000","63,400,000","63,200,000","40,900,000","53,100,000","29,700,000","66,200,000","39,800,000","63,300,000","75,700,000","70,000,000","43,200,000","58,900,000","65,000,000","58,900,000","35,700,000","49,600,000","61,000,000","56,200,000","20,900,000","49,700,000","55,500,000","50,600,000","30,400,000","42,400,000","48,900,000","47,000,000","28,900,000","40,300,000","45,900,000","41,600,000","24,400,000","34,200,000"
		OperatingGainsLosses,,,"0",,,,"2,216,000","415,000","399,000","754,000","1,231,000","372,000","952,000","-188,000","-742,000","24,675,000","1,264,000","-69,000","-67,000","-31,000","-68,000","-12,235,000","-7,838,000","-88,000","-197,000","-2,713,000","-281,000","-355,000","-20,000","34,000","-1,417,000","-782,000","-758,000","-811,000","1,018,000","-838,000","-16,936,000","-1,085,000","-3,092,000","-718,000","155,000","-806,000","-819,000","2,798,000","-773,000","-807,000","-721,000","-1,115,000","-1,222,000","-623,000","42,000","-879,000","-678,000","-809,000","-656,000","-820,000","-756,000","72,000","-12,376,000","5,322,000","-5,922,000","-815,000","-8,154,000","-10,801,000","-2,237,000","-1,644,000","-103,000","-485,000","-767,000","-753,000","-2,663,000",,,,,,,,,,,,,,,,,,,,,"2,600,000",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,"754,000","1,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-719,000","-806,000","-819,000","-785,000","-773,000","-807,000","-721,000","-1,115,000","-1,222,000","-623,000","42,000","-879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,"0",,,"0","-3,000","0","0","-12,214,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,"-4,771,000","-8,733,000","-5,397,000","-7,324,000","-5,709,000","-6,725,000","-3,956,000","-6,450,000","-6,020,000","-5,576,000","-4,387,000","-2,428,000","-5,313,000","-6,294,000","-25,263,000","-1,991,000","-4,846,000","-32,100,000","-7,410,000","-6,772,000","-3,632,000","-3,445,000","-54,048,000",,,,,"215,000","0",,,"0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,217,000,000","303,000,000","295,000,000","297,000,000","322,000,000","242,000,000","81,784,000","83,332,000","79,649,000","80,595,000","87,901,000","80,615,000","73,039,000","81,775,000","77,798,000","31,026,000","31,584,000","33,384,000","32,521,000","29,641,000","29,003,000","26,802,000","27,360,000","25,366,000","23,046,000","26,697,000","24,498,000","24,058,000","21,056,000","19,985,000","20,676,000","19,547,000","26,301,000","22,830,000","22,143,000","21,277,000","20,402,000","19,405,000","20,335,000","19,238,000","18,055,000","19,039,000","19,082,000","18,889,000","19,394,000","17,962,000","19,105,000","19,916,000","20,189,000","20,032,000","20,451,000","19,811,000","19,632,000","18,631,000","15,970,000","17,487,000","23,035,000","19,494,000","19,963,000","20,538,000","21,148,000","21,139,000","22,823,000","22,308,000","22,341,000","22,261,000","22,382,000","23,117,000","23,540,000","22,889,000","22,608,000","22,306,000","23,098,000","22,984,000","22,296,000","21,407,000","21,615,000","21,403,000","21,067,000","20,993,000","21,924,000","20,474,000","30,310,000","30,853,000","32,917,000","29,413,000","24,612,000","15,038,000","15,194,000","14,500,000","16,600,000","14,300,000","12,800,000","12,700,000","12,700,000","12,300,000","12,000,000","12,000,000","12,800,000","12,700,000","12,500,000","12,300,000","13,100,000","11,600,000","11,400,000","11,700,000","9,600,000","10,700,000","10,700,000","9,700,000","9,700,000","8,900,000","9,100,000","8,700,000","8,900,000","8,600,000","8,800,000","8,800,000","8,600,000","8,700,000","8,500,000","8,200,000","7,600,000","7,200,000","7,100,000","7,500,000","7,700,000","7,200,000","6,800,000","6,500,000","6,400,000","6,100,000"
			DepreciationAndAmortization,"1,217,000,000","303,000,000","295,000,000","297,000,000","322,000,000","242,000,000","81,784,000","83,332,000","79,649,000","80,595,000","87,901,000","80,615,000","73,039,000","81,775,000","77,798,000","31,026,000","31,584,000","33,384,000","32,521,000","29,641,000","29,003,000","26,802,000","27,360,000","25,366,000","23,046,000","26,697,000","24,498,000","24,058,000","21,056,000","19,985,000","20,676,000","19,547,000","26,301,000","22,830,000","22,143,000","21,277,000","20,402,000","19,405,000","20,335,000","19,238,000","18,055,000","19,039,000","19,082,000","18,889,000","19,394,000","17,962,000","19,105,000","19,916,000","20,189,000","20,032,000","20,451,000","19,811,000","19,632,000","18,631,000","15,970,000","17,487,000","23,035,000","19,494,000","19,963,000","20,538,000","21,148,000","21,139,000","22,823,000","22,308,000","22,341,000","22,261,000","22,382,000","23,117,000","23,540,000","22,889,000","22,608,000","22,306,000","23,098,000","22,984,000","22,296,000","21,407,000","21,615,000","21,403,000","21,067,000","20,993,000","21,924,000","20,474,000","30,310,000","30,853,000","32,917,000","29,413,000","24,612,000","15,038,000","15,194,000","14,500,000","16,600,000","14,300,000","12,800,000","12,700,000","12,700,000","12,300,000","12,000,000","12,000,000","12,800,000","12,700,000","12,500,000","12,300,000","13,100,000","11,600,000","11,400,000","11,700,000","9,600,000","10,700,000","10,700,000","9,700,000","9,700,000","8,900,000","9,100,000","8,700,000","8,900,000","8,600,000","8,800,000","8,800,000","8,600,000","8,700,000","8,500,000","8,200,000","7,600,000","7,200,000","7,100,000","7,500,000","7,700,000","7,200,000","6,800,000","6,500,000","6,400,000","6,100,000"
