name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"-8,581,000","-10,795,000","16,797,000","-17,463,000","2,880,000","-2,518,000","8,344,000","6,606,000","10,943,000","3,499,000","3,887,000","-4,037,000","3,967,000","5,705,000","3,781,000","-303,000","660,000","7,255,000","7,658,000","-8,959,000","-9,600,000","1,981,000","-595,000","-338,000","4,712,000","1,031,000","8,564,000","-10,753,000","8,831,000","-2,973,000","2,325,000","-23,331,000","-555,000","-7,114,000","9,369,000","-5,527,000","3,627,000","2,000","5,051,000","-10,161,000","1,150,000","519,000","3,816,000","-8,891,000","-405,000","413,000","6,878,000","-11,221,000","-7,628,000","-1,780,000","-1,366,000","-533,000","-813,000","-940,000","-877,000","-785,000","-911,000","-852,000","-436,000","-293,000","-419,000","-438,000","-320,000","-3,177,000","2,187,000","-1,649,000","-414,000","-263,000","-944,000","-157,000","-1,405,000","730,000","-900,000","-520,000","-266,000","-440,000","-1,411,000","-739,000","-8,735,000","-4,847,000","-6,447,000","-7,359,000","-4,209,000","-10,199,000","-12,106,000","-15,901,000","-19,714,000","-19,456,000","-3,406,000","-8,373,000","-10,000,000","-2,800,000","-1,800,000","-2,700,000","-300,000","-1,000,000"
	CashFlowFromContinuingOperatingActivities,"-8,581,000","-10,795,000","16,797,000","-17,463,000","2,880,000","-2,518,000","8,344,000","6,606,000","10,943,000","3,499,000","3,887,000","-4,037,000","3,967,000","5,705,000","3,781,000","-303,000","660,000","7,255,000","7,658,000","-8,959,000","-9,600,000","1,981,000","-595,000","-338,000","4,712,000","1,031,000","8,564,000","-10,753,000","8,831,000","-2,973,000","2,325,000","-23,331,000","-555,000","-7,114,000","9,369,000","-5,527,000","3,627,000","2,000","5,051,000","-10,161,000","1,150,000","519,000","3,816,000","-8,891,000","-405,000","413,000","6,878,000","-11,221,000","-7,628,000","-1,780,000","-1,366,000","-533,000","-813,000","-940,000","-877,000","-785,000","-911,000","-852,000","-436,000","-293,000","-419,000","-438,000","-320,000","-3,177,000","2,187,000","-1,649,000","-414,000","-263,000","-944,000","-157,000","-1,405,000","730,000","-900,000","-520,000","-266,000","-440,000","-1,411,000","-739,000","-8,735,000","-4,847,000","-6,447,000","-7,359,000","-4,209,000","-10,199,000","-12,106,000","-15,901,000","-19,714,000","-19,456,000","-3,406,000","-8,373,000","-10,000,000","-2,800,000","-1,800,000","-2,700,000","-300,000","-1,000,000"
		NetIncomeFromContinuingOperations,"25,725,000","5,309,000","14,046,000","4,530,000","1,840,000","5,677,000","7,069,000","1,183,000","-2,743,000","36,000","12,387,000","3,492,000","-694,000","3,787,000","3,548,000","4,127,000","-777,000","403,000","6,019,000","-1,583,000","-3,654,000","-1,455,000","-1,389,000","-405,000","-3,171,000","-4,013,000","-20,730,000","-48,119,000","-5,447,000","-1,675,000","-86,000","20,403,000","-4,983,000","-1,327,000","736,000","-1,306,000","-2,268,000","-3,032,000",,,,,,,,"1,168,000","-454,000","-3,294,000","57,293,000","-2,355,000","-2,473,000","-850,000","-921,000","-601,000","-487,000","-715,000","-783,000","-417,000","-202,000","36,000","81,000","202,000","16,000","99,000","-24,000","-1,382,000","-258,000","-127,000","-516,000","-390,000","-923,000","-532,000","-963,000","-471,000","-205,000","-674,000","-1,040,000","-2,412,000","-6,796,000","-3,989,000","-20,571,000","-6,457,000","-59,409,000","-16,897,000","-20,787,000","-22,761,000","-28,697,000","-13,616,000","-16,903,000","-11,431,000","1,900,000","-4,300,000","-1,700,000","-1,300,000","-11,800,000",
		OperatingGainsLosses,,"9,000","-61,000","6,000",,,"72,000","33,000","2,000","-3,000","0","13,000","18,000","31,000","31,000","144,000","172,000","-133,000","-53,000","-29,000","-114,000","103,000","137,000","-209,000","114,000","-25,000","-8,202,000","-588,000","46,000","-9,000","28,000","-39,489,000","7,000","9,000","0","11,000","6,000","42,000","4,000","-14,000","48,000","1,000","4,000","1,000","-30,000","238,000","27,000","1,000",,,,"1,000",,,,,,,,,,,,,,,,,,,,"0","0","-17,000","-307,000","375,000","1,000","-15,000","-10,243,000","-167,000","11,493,000","90,000","47,894,000","5,129,000","5,738,000","6,954,000","451,000","4,356,000","4,952,000","3,783,000","-7,900,000","100,000","0","100,000","10,500,000","100,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,436,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-54,000","9,000","-61,000","6,000","-8,000","0","72,000","33,000","2,000","-3,000","0","13,000","18,000","31,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"0","0","0","0","27,000","131,000","172,000","-131,000","-53,000","-68,000","-61,000","-20,000","137,000","31,000","117,000","-22,000","106,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"19,218,000","5,952,000","5,512,000","5,208,000","2,546,000","2,553,000","3,176,000","1,893,000","1,913,000","1,889,000","2,105,000","1,978,000","2,027,000","1,992,000","2,080,000","2,071,000","2,103,000","2,042,000","2,246,000","1,373,000","816,000","824,000","826,000","798,000","828,000","887,000","1,014,000","1,374,000","1,609,000","1,576,000","1,642,000","1,990,000","1,908,000","1,954,000","1,976,000","2,476,000","1,895,000","1,932,000","1,861,000","1,899,000","1,090,000","1,103,000","1,326,000","1,360,000","1,057,000","939,000","1,095,000","1,150,000","385,000","79,000","82,000","83,000","88,000","89,000","90,000","88,000","89,000","89,000","332,000","156,000","158,000","157,000","167,000","159,000","233,000","88,000","-194,000","362,000","81,000","85,000","-1,197,000","184,000","584,000","615,000","287,000","1,000","0","761,000","10,744,000","971,000","1,531,000","1,357,000","3,209,000","2,837,000","3,301,000","2,865,000","2,920,000","2,948,000","582,000","1,682,000","500,000","1,000,000","1,000,000","900,000","700,000","500,000"
			DepreciationAndAmortization,"19,218,000","5,952,000","5,512,000","5,208,000","2,546,000","2,553,000","3,176,000","1,893,000","1,913,000","1,889,000","2,105,000","1,978,000","2,027,000","1,992,000","2,080,000","2,071,000","2,103,000","2,042,000","2,246,000","1,373,000","816,000","824,000","826,000","798,000","828,000","887,000","1,014,000","1,374,000","1,609,000","1,576,000","1,642,000","1,990,000","1,908,000","1,954,000","1,976,000","2,476,000","1,895,000","1,932,000","1,861,000","1,899,000","1,090,000","1,103,000","1,326,000","1,360,000","1,057,000","939,000","1,095,000","1,150,000","385,000","79,000","82,000","83,000","88,000","89,000","90,000","88,000","89,000","89,000","332,000","156,000","158,000","157,000","167,000","159,000","233,000","88,000","-194,000","362,000","81,000","85,000","-1,197,000","184,000","584,000","615,000","287,000","1,000","0","761,000","10,744,000","971,000","1,531,000","1,357,000","3,209,000","2,837,000","3,301,000","2,865,000","2,920,000","2,948,000","582,000","1,682,000","500,000","1,000,000","1,000,000","900,000","700,000","500,000"
