name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"924,434,000","819,587,000","826,558,000","843,255,000","852,504,000","771,592,000","778,107,000","867,030,000","776,992,000","672,728,000","690,084,000","523,844,000","535,253,000","495,434,000","409,429,000","399,859,000","402,402,000","140,845,000","145,042,000","104,365,000","106,706,000","81,330,000"
	CurrentAssets,"408,024,000","298,689,000","302,745,000","317,245,000","325,923,000","242,296,000","247,984,000","383,156,000","286,430,000","185,423,000","213,417,000","223,000,000","236,685,000","207,721,000","136,265,000","147,449,000","148,519,000","108,875,000","109,753,000","79,549,000","82,359,000","56,537,000"
		CashCashEquivalentsAndShortTermInvestments,"51,104,000","79,406,000","63,174,000","27,163,000","11,064,000","33,456,000","57,753,000","117,023,000","28,108,000","27,272,000","10,455,000","36,564,000","54,367,000","66,360,000","4,482,000","11,672,000","4,714,000","37,896,000","46,536,000","1,048,000","1,376,000","767,000"
			CashAndCashEquivalents,"51,104,000","79,406,000","63,174,000","27,163,000","11,064,000","33,456,000","57,753,000","117,023,000","28,108,000","27,272,000","10,455,000","36,564,000","54,367,000","66,360,000","4,482,000","11,672,000","4,714,000","37,896,000","46,536,000","1,048,000","1,376,000","767,000"
		Receivables,"179,058,000","113,947,000","124,270,000","159,800,000","175,186,000","102,755,000","100,826,000","145,323,000","131,541,000","71,377,000","98,788,000","85,129,000","65,466,000","45,007,000","53,594,000","50,910,000","58,962,000","21,759,000","24,841,000","31,741,000","27,327,000","17,195,000"
			AccountsReceivable,"179,058,000","108,049,000","116,187,000","148,906,000","162,152,000","96,381,000","95,321,000","140,002,000","124,845,000","67,551,000","95,444,000","85,129,000","65,466,000","45,007,000","53,594,000","50,910,000","58,962,000","21,759,000","24,841,000","31,741,000","27,327,000","17,195,000"
			OtherReceivables,,"6,405,000","8,416,000","11,284,000","13,369,000","7,094,000","6,068,000","5,895,000","7,040,000","4,257,000","3,674,000",,,"1,692,000",,,,"-87,000","0","0","0","0"
			ReceivablesAdjustmentsAllowances,,"-507,000","-333,000","-390,000","-335,000","-720,000","-563,000","-574,000","-344,000","-431,000","-330,000",,,"-216,000",,,,"-343,000",,,,
		Inventory,"167,714,000","96,440,000","108,144,000","118,389,000","130,523,000","97,773,000","83,880,000","111,300,000","118,738,000","79,703,000","97,967,000","98,433,000","112,539,000","92,142,000","76,576,000","81,208,000","79,239,000","44,056,000","34,654,000","42,805,000","48,054,000","34,232,000"
			RawMaterials,,"16,564,000","21,830,000","13,408,000","12,267,000","15,761,000","14,088,000","12,929,000","10,755,000","10,675,000","9,895,000","6,580,000","6,445,000","6,106,000","4,470,000","4,422,000","4,467,000","4,004,000","5,227,000","5,100,000","5,866,000","5,924,000"
			WorkInProcess,,"1,650,000","1,854,000","1,482,000","2,676,000","2,273,000","1,476,000","1,782,000","2,178,000","1,717,000","1,595,000","89,000","54,000","94,000",,,,"0",,,,
			FinishedGoods,,"78,226,000","84,460,000","103,499,000","115,580,000","79,739,000","68,316,000","96,589,000","105,805,000","67,311,000","86,477,000","91,764,000","106,040,000","85,942,000","72,106,000","76,786,000","74,772,000","40,052,000","29,427,000","37,705,000","42,188,000","28,308,000"
		PrepaidAssets,,,,,,,,,,,,,,,"19,000","1,692,000","2,215,000","3,173,000","2,251,000","2,028,000","2,561,000","2,985,000"
