name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
OperatingCashFlow,"78,077,000","58,944,000","25,473,000","10,901,000","-17,241,000","-17,887,000","14,690,000","6,249,000","-23,612,000","-427,000","15,804,000","-28,751,000","-15,408,000","-461,151,000","-24,258,000","7,722,000","17,184,000","35,762,000","43,630,000","27,810,000","4,951,000","30,665,000","48,933,000","35,482,000","750,000","39,316,000","37,580,000","19,419,000","23,650,000","34,452,000","42,804,000","25,874,000","1,854,000","43,834,000","63,772,000","40,521,000","16,849,000","74,221,000","38,543,000","39,235,000","-1,867,000","56,443,000","82,540,000","57,714,000","32,754,000","42,035,000","64,230,000","42,966,000","16,988,000","87,904,000","74,509,000","60,703,000","16,166,000","74,652,000","78,913,000","86,803,000","28,473,000","57,936,000","130,094,000","40,644,000","39,132,000","76,534,000","62,659,000","64,409,000","56,350,000","74,158,000","95,414,000","44,785,000","61,476,000","67,753,000","82,805,000","61,742,000","34,714,000","82,567,000","79,282,000","49,909,000","48,125,000","63,112,000","76,992,000","53,446,000","60,243,000","60,092,000","60,493,000","69,300,000","-39,280,000","62,446,000","5,802,000","19,731,000","-39,878,000","50,158,000","45,800,000","33,700,000","-25,100,000","54,800,000","6,000,000","4,900,000","-6,300,000","35,500,000","-1,000,000","32,900,000","-3,200,000","8,700,000","13,800,000","6,000,000","6,600,000","19,200,000","4,100,000","10,000,000","6,000,000","13,000,000","7,500,000","9,400,000","7,000,000","7,100,000","8,600,000","4,600,000","4,300,000","6,800,000","9,000,000","-3,400,000","1,600,000","4,400,000","1,900,000","3,100,000","3,600,000","800,000","7,300,000","5,300,000","-3,300,000","4,300,000","3,500,000","1,300,000","1,200,000"
	CashFlowFromContinuingOperatingActivities,"78,077,000","58,944,000","25,473,000","10,901,000","-17,241,000","-17,887,000","14,690,000","6,249,000","-23,612,000","-220,000","15,804,000","-28,751,000","-15,408,000","38,354,000","-10,922,000","-46,594,000","17,184,000","35,762,000","43,630,000","27,810,000","4,951,000","30,665,000","48,933,000","35,482,000","750,000","43,270,000","37,018,000","21,357,000","11,997,000","34,464,000","42,664,000","25,792,000","1,867,000","43,834,000","63,772,000","40,521,000","16,849,000","74,221,000","38,543,000","39,235,000","-1,867,000","56,443,000","82,540,000","57,714,000","32,754,000","42,035,000","64,230,000","42,966,000","16,988,000","87,904,000","74,509,000","60,703,000","16,166,000","74,652,000","78,913,000","86,803,000","28,473,000","57,936,000","130,094,000","40,644,000","39,132,000","76,534,000","62,659,000","64,409,000","56,350,000","74,158,000","95,414,000","44,785,000","61,476,000","67,753,000","82,805,000","61,742,000","34,714,000","82,567,000","79,282,000","49,909,000","48,125,000","63,112,000","76,992,000","53,446,000","60,243,000","60,092,000","60,493,000","69,300,000","-39,280,000","62,446,000","5,802,000","19,731,000","-39,878,000","50,158,000","45,800,000","33,700,000","-25,100,000","54,800,000","6,000,000","4,900,000","-6,300,000","35,500,000","-1,000,000","32,900,000","-3,200,000","8,700,000","13,800,000","6,000,000","6,600,000","19,200,000","4,100,000","10,000,000","6,000,000","13,000,000","7,500,000","9,400,000","7,000,000","7,100,000","8,600,000","4,600,000","4,300,000","6,800,000","9,000,000","-3,400,000","1,600,000","4,400,000","1,900,000","3,100,000","3,600,000","800,000","7,300,000","5,300,000","-3,300,000","4,300,000","3,500,000","1,300,000","1,200,000"
		NetIncomeFromContinuingOperations,"-33,833,000","-29,392,000","-15,375,000","-6,431,000","17,365,000","-32,847,000","-11,725,000","-23,968,000","-21,728,000","-4,129,000","-38,040,000","-40,202,000","-42,140,000","-49,688,000","-15,261,000","-65,983,000","-3,015,000","5,175,000","22,941,000","-3,336,000","-1,300,000","-8,081,000","1,073,000","7,140,000","3,976,000","-1,682,000","-439,000","-1,345,000","-5,182,000","-6,053,000","4,474,000","-1,496,000","-6,072,000","-29,223,000","15,067,000","9,864,000","13,095,000","13,099,000","14,449,000","16,372,000","13,199,000","45,873,000","2,651,000","12,977,000","10,015,000","-70,989,000","20,414,000","12,697,000","9,436,000","16,362,000","14,158,000","9,445,000","4,194,000","22,450,000","-11,449,000","15,853,000","10,650,000","-61,497,000","54,696,000","10,542,000","-11,521,000","6,271,000","24,945,000","21,716,000","17,808,000","23,059,000","27,281,000","7,149,000","6,639,000","14,858,000","23,480,000","18,496,000","12,884,000","15,919,000","19,944,000","11,218,000","11,263,000","-23,761,000","19,537,000","15,526,000","10,465,000","13,368,000","11,278,000","7,029,000","-63,639,000","-79,087,000","32,790,000","28,253,000","24,423,000","26,863,000","26,500,000","21,300,000","15,700,000","19,600,000","13,800,000","-57,100,000","7,300,000","10,700,000","11,200,000","8,400,000","5,300,000","8,100,000","8,900,000","6,300,000","4,200,000","5,200,000","5,800,000","4,200,000","3,000,000","4,000,000","4,100,000","2,800,000","1,500,000","2,400,000","2,600,000","2,100,000","1,300,000","1,600,000","1,900,000","1,600,000","1,100,000","900,000","1,300,000","1,900,000","-2,000,000","0","1,600,000","1,700,000","500,000","1,000,000","1,900,000","1,600,000","1,200,000"
		OperatingGainsLosses,"-30,052,000","41,000","-183,000","29,000","-29,939,000","54,000","1,000","331,000","2,000","1,865,000","0","-225,000","85,000","115,000","2,870,000","427,000","48,000","702,000","235,000","2,248,000","163,000","3,560,000","109,000","-629,000",,,"48,000","649,000","241,000","1,976,000",,,,"-9,000","-1,903,000",,,"0","0","1,000","24,000",,,,,,"-317,000",,,"7,000","403,000","9,000","-2,000","4,000","25,896,000","-1,131,000","-2,111,000","2,708,000","-2,643,000","-384,000","310,000","-235,000","187,000","-1,586,000","-84,000","17,784,000","443,000","-1,268,000","341,000","12,277,000",,,,"15,261,000","0","0","-1,008,000","15,575,000","169,000",,,"5,833,000","-22,000","285,000","45,354,000","97,306,000","496,000","905,000","-16,218,000","17,588,000","200,000","500,000","300,000","155,500,000","-107,100,000","109,300,000","1,500,000","3,900,000","200,000","-800,000","300,000","7,300,000","200,000","-200,000","2,300,000",,,,,"-400,000","0","200,000","600,000","-200,000","-200,000","-200,000","-200,000","-600,000","1,300,000","-900,000","-600,000","1,500,000","400,000","-200,000","900,000","400,000","100,000","100,000","100,000",,,,
			GainLossOnInvestmentSecurities,"-30,235,000","0","-183,000","0","-30,052,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"24,248,000","6,017,000","5,827,000","5,819,000","6,585,000","6,277,000","6,509,000","6,901,000","8,054,000","7,943,000","8,104,000","10,977,000","8,877,000","8,508,000","8,734,000","-4,989,000","21,529,000","22,652,000","21,200,000","21,409,000","21,110,000","21,593,000","19,947,000","20,360,000","20,790,000","22,242,000","20,811,000","20,635,000","21,775,000","33,863,000","29,285,000","28,162,000","27,524,000","26,879,000","25,608,000","25,334,000","25,185,000","26,614,000","29,363,000","29,236,000","30,995,000","31,422,000","32,986,000","34,959,000","35,295,000","37,769,000","34,880,000","37,720,000","35,986,000","42,652,000","43,170,000","41,147,000","40,595,000","44,387,000","49,677,000","50,727,000","53,893,000","95,447,000","57,424,000","60,819,000","59,102,000","59,187,000","54,396,000","56,936,000","59,047,000","58,787,000","59,712,000","57,104,000","55,534,000","55,204,000","50,817,000","45,102,000","43,997,000","42,496,000","36,709,000","37,140,000","33,896,000","66,548,000","32,095,000","28,085,000","28,174,000","31,403,000","26,120,000","58,167,000","7,704,000","34,817,000","31,264,000","26,191,000","28,521,000","24,229,000","21,500,000","22,500,000","18,300,000","18,200,000","15,600,000","17,300,000","12,800,000","11,400,000","10,100,000","9,700,000","9,500,000","10,300,000","8,300,000","7,900,000","6,700,000","6,800,000","4,300,000","5,800,000","4,700,000","5,400,000","4,900,000","4,400,000","4,900,000","4,900,000","4,900,000","4,800,000","4,800,000","6,500,000","3,800,000","3,400,000","2,400,000","2,400,000","2,200,000","2,200,000","2,300,000","1,600,000","2,200,000","2,200,000","2,100,000","800,000","1,900,000","1,800,000","1,700,000"
			DepreciationAndAmortization,"24,248,000","6,017,000","5,827,000","5,819,000","6,585,000","6,277,000","6,509,000","6,901,000","8,054,000","7,943,000","8,104,000","10,977,000","8,877,000","8,508,000","8,734,000","-4,989,000","21,529,000","22,652,000","21,200,000","21,409,000","21,110,000","21,593,000","19,947,000","20,360,000","20,790,000","22,242,000","20,811,000","20,635,000","21,775,000","33,863,000","29,285,000","28,162,000","27,524,000","26,879,000","25,608,000","25,334,000","25,185,000","26,614,000","29,363,000","29,236,000","30,995,000","31,422,000","32,986,000","34,959,000","35,295,000","37,769,000","34,880,000","37,720,000","35,986,000","42,652,000","43,170,000","41,147,000","40,595,000","44,387,000","49,677,000","50,727,000","53,893,000","95,447,000","57,424,000","60,819,000","59,102,000","59,187,000","54,396,000","56,936,000","59,047,000","58,787,000","59,712,000","57,104,000","55,534,000","55,204,000","50,817,000","45,102,000","43,997,000","42,496,000","36,709,000","37,140,000","33,896,000","66,548,000","32,095,000","28,085,000","28,174,000","31,403,000","26,120,000","58,167,000","7,704,000","34,817,000","31,264,000","26,191,000","28,521,000","24,229,000","21,500,000","22,500,000","18,300,000","18,200,000","15,600,000","17,300,000","12,800,000","11,400,000","10,100,000","9,700,000","9,500,000","10,300,000","8,300,000","7,900,000","6,700,000","6,800,000","4,300,000","5,800,000","4,700,000","5,400,000","4,900,000","4,400,000","4,900,000","4,900,000","4,900,000","4,800,000","4,800,000","6,500,000","3,800,000","3,400,000","2,400,000","2,400,000","2,200,000","2,200,000","2,300,000","1,600,000","2,200,000","2,200,000","2,100,000","800,000","1,900,000","1,800,000","1,700,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,446,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-34,742,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-34,742,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
