name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,03/31/2007
OperatingCashFlow,"317,878,000","65,770,000","89,737,000","87,170,000","75,201,000","50,766,000","70,630,000","74,605,000","63,719,000","40,813,000","55,692,000","78,363,000","15,968,000","48,120,000","38,171,000","84,450,000","82,811,000","58,277,000","56,403,000","83,352,000","56,002,000","63,864,000","60,640,000","55,724,000","61,816,000","47,019,000","54,541,000","70,224,000","41,183,000","51,531,000","61,537,000","62,138,000","48,732,000","42,465,000","38,716,000","44,070,000","43,066,000","57,196,000","41,308,000","43,326,000","53,004,000","36,385,000","51,538,000","47,841,000","51,900,000","32,182,000","46,862,000","71,308,000","27,387,000","5,881,000","39,742,000","-15,576,170","-787,677","-210,153","-928,346","2,033,678","532,135","338,175","338,175"
	CashFlowFromContinuingOperatingActivities,"317,878,000","65,770,000","89,737,000","87,170,000","75,201,000","50,766,000","70,630,000","74,605,000","63,719,000","40,813,000","55,692,000","78,363,000","15,968,000","48,120,000",,,,,,,,,,,,,,,,,,,,,,,,,"41,308,000","43,326,000","53,004,000","36,385,000","51,538,000","47,841,000","51,900,000","32,182,000","46,862,000","71,308,000","27,387,000","5,881,000","39,742,000","-15,576,170","-787,677","-210,153","-928,346","2,033,678","532,135","338,175","338,175"
		NetIncomeFromContinuingOperations,"-1,312,000","2,824,000","-5,884,000","-2,085,000","3,833,000","-5,183,000","-7,925,000","-4,005,000","-12,422,000","-31,702,000","-107,857,000","-18,012,000","-18,106,000","-18,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,749,000","-39,427,491","-16,655","33,146","-892,521","1,097,043","906,904","544,392","540,580"
		OperatingGainsLosses,,,"0",,,,"0","0","0","30,209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
		DepreciationAmortizationDepletion,"305,182,000","75,661,000","76,165,000","77,688,000","75,668,000","75,910,000","75,914,000","75,654,000","75,662,000","75,944,000","75,088,000","74,575,000","75,128,000","72,914,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"305,182,000","75,661,000","76,165,000","77,688,000","75,668,000","75,910,000","75,914,000","75,654,000","75,662,000","75,944,000","75,088,000","74,575,000","75,128,000","72,914,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-11,303,000","1,160,000","-793,000","-1,599,000","-10,071,000","-8,851,000","-10,084,000","-5,917,000","-533,000","-17,150,000","-35,354,000","-802,000","-7,868,000","-9,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,044,000","-310,715","-147,903","-208,382","-1,033,046",,,,
			DeferredIncomeTax,"-11,303,000","1,160,000","-793,000","-1,599,000","-10,071,000","-8,851,000","-10,084,000","-5,917,000","-533,000","-17,150,000","-35,354,000","-802,000","-7,868,000","-9,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,044,000","-310,715","-147,903","-208,382","-1,033,046",,,,
		StockBasedCompensation,"30,116,000","8,240,000","6,695,000","7,548,000","7,633,000","4,906,000","4,154,000","4,765,000","4,097,000","3,698,000","3,614,000","4,134,000","4,063,000","3,327,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"4,936,000","1,325,000","1,541,000","1,144,000","926,000","430,000","1,510,000","880,000","1,566,000","826,000","3,977,000","5,684,000","5,323,000","4,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-10,620,000","-23,440,000","12,013,000","3,595,000","-2,788,000","-16,446,000","7,061,000","3,228,000","-4,651,000","-21,012,000","4,514,000","12,784,000","-42,572,000","-5,096,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,969,000","-1,337,964","-623,119","-34,917","997,221","1,071,821","-374,769","-206,217","-202,405"
			ChangeInReceivables,"-19,898,000","-16,540,000","6,879,000","-6,579,000","-3,658,000","1,535,000","-1,578,000","860,000","3,498,000","3,600,000","1,458,000","21,454,000","-23,030,000","2,627,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,382,000","75,263","68,367","-143,630","194,627","487,320","24,831","-709,445",
				ChangesInAccountReceivables,"-19,898,000","-16,540,000","6,879,000","-6,579,000","-3,658,000","1,535,000","-1,578,000","860,000","3,498,000","3,600,000","1,458,000","21,454,000","-23,030,000","2,627,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,382,000",,,,,,,,
