name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986
MarketCap,"3,099,760,727","3,178,432,012","2,983,830,686","3,156,858,429","3,194,837,301","3,389,289,125","3,315,135,300","3,236,197,701","3,912,996,292","3,852,844,909","4,002,771,453","4,175,903,815","3,964,154,471","3,977,866,762","3,648,380,371","3,898,378,976","3,825,897,799","3,816,205,717","3,785,968,905","3,772,319,067","3,921,226,398","3,873,284,167","3,796,103,495","3,793,592,845","3,656,787,242","3,541,687,548","3,503,683,115","3,441,771,657","3,330,944,693","3,444,430,850","3,327,018,851","3,313,853,221","3,391,593,173","3,114,281,099","2,759,599,058","2,593,870,519","2,735,190,052","1,880,563,285","1,327,456,437","1,219,144,486","1,600,759,592","1,558,898,724","1,393,129,687","1,588,201,331","1,864,322,046","1,873,441,675","1,840,257,879","1,846,750,361","1,604,572,340","2,010,042,667","1,448,375,752","1,683,429,004","908,255,454","713,549,535","767,335,304","1,568,824,999","1,540,976,811","1,517,241,458","1,742,685,954","2,229,508,990","2,204,244,515","2,606,758,532","2,594,137,161","2,509,937,274","2,425,988,813","2,463,763,725","2,172,057,458","2,604,370,343","2,483,775,328","2,379,814,800","2,274,971,002","1,948,708,598","1,774,557,024","2,003,195,341","1,440,588,893","1,304,955,968","1,307,960,099","1,097,092,826","1,061,520,043","1,062,808,263","1,139,970,694","1,159,278,732","1,115,448,979","1,053,917,426","1,268,347,293","1,084,353,445","997,931,776","923,641,936","857,527,598","1,146,239,018","1,187,228,720","1,484,057,335","2,019,647,463","1,780,480,320","1,841,631,690","2,121,182,220","2,474,520,204","2,125,120,000","1,983,299,601","1,865,585,040","1,851,431,271","1,776,658,467","1,287,584,487","1,175,185,914","1,142,134,381","1,133,135,757","1,067,520,307","924,729,517","887,662,124","880,276,460","590,102,050","832,068,000","824,736,875","654,073,875","525,247,500","518,034,750","439,012,500","491,596,000","331,093,125","327,748,750","290,971,500","290,971,500","384,603,125","325,685,250","233,657,000","200,640,250","159,108,250","133,983,250","143,982,000","143,982,000","153,980,750","101,229,750","88,732,250","84,983,000","84,983,000","91,231,750","87,482,500","80,274,375","81,233,750","83,868,750","67,068,437","65,369,250","66,223,750"
EnterpriseValue,"-193,470,273","-114,798,988","-309,400,314","-136,372,571","-98,393,699","96,058,125","21,904,300","-57,033,299","709,397,292","1,202,156,909","942,155,453","1,140,709,815","1,288,893,471","1,971,281,762","1,374,216,371","1,790,536,976","1,786,519,799","2,433,354,717","2,523,945,905","3,025,817,067","3,295,210,398","3,041,486,167","3,069,592,495","3,700,836,845","3,860,776,242","3,838,232,548","4,072,138,115","4,518,943,657","5,523,157,693","5,684,478,850","5,586,162,851","6,288,115,221","6,870,702,173","6,564,838,099","6,380,178,058","6,863,790,519","7,044,949,052","6,831,130,285","6,278,023,437","5,746,113,486","5,964,474,592","5,792,321,724","5,590,286,687","5,785,358,331","5,955,981,046","5,733,674,675","5,431,508,879","5,224,595,361","5,177,316,340","5,479,858,667","5,152,533,752","5,198,165,004","4,377,173,454","4,358,682,535","4,382,011,304","5,230,083,999","4,744,386,811","5,133,836,458","5,231,336,954","5,666,884,990","5,531,829,515","5,843,881,532","6,396,022,161","6,243,119,274","6,159,170,813","6,002,592,725","5,377,587,458","5,809,900,343","5,545,262,328","5,122,976,800","5,322,237,002","4,811,927,598","3,866,062,024","4,045,693,341","4,234,024,893","2,908,223,968","3,033,556,099","2,620,316,826","2,754,357,043","2,470,842,263","2,468,924,694","2,399,026,732","2,355,196,979","1,969,372,426","2,475,810,293","2,294,622,445","2,325,595,776","2,282,993,936","2,216,879,598","2,497,656,018","2,523,912,720","2,607,687,335","3,143,277,463","2,904,110,320","2,965,261,690","2,891,809,220","3,245,147,204","2,895,747,000","2,753,926,601","2,335,907,040","2,321,753,271","2,246,980,467","1,757,906,487","1,426,304,914","1,393,253,381","1,384,254,757","1,224,267,307","1,081,476,517","1,044,409,124","1,037,023,460","806,602,050","1,048,568,000","886,736,875","727,073,875","606,547,500","633,534,750","542,912,500","541,596,000","474,093,125","447,748,750","411,171,500","393,971,500","487,603,125","428,685,250","373,157,000","326,140,250","284,608,250","220,983,250","228,982,000","213,982,000","241,480,750","198,229,750","185,732,250","155,083,000","84,983,000","91,231,750","87,482,500","80,274,375","81,233,750","83,868,750","67,068,437","65,369,250","66,223,750"
PeRatio,,,,,"327.5","7.809","7.373","6.863","5.771","8.131","8.418","8.627","13.897","15.205","16.222","17.44","21.284","180.412","69.341","35.349","21.351","19.272","16.525","22.552","35.524","50.393",,,,,"11.563",,,"239.091","61.342","53.439","57.8","64.114","45.257","69.333","67.788","22.988","47.543","54.2","83.355","324.625","70.382","34.595","248.4","51.867","53.917","31.333","16.917","17.722","24.071","26.5","26.038","25.885","28.63",,,"1,230","12.602","11.716","11.333","10.87","17.542","21.034","21.068","21.268","19.439","16.652","16.41","18.833","20.18","19.042","15.862","13.951","12.875","15.278","18.438","17.308","16.653","9.465","10.933","9.2","10.084","11.29","10.483","12.411","11.251","11.364","13.2","11.157","11.475","12.309","14.584","15.873","16.445","17.159","17.046","15.653","16.594","15.434","16.429","16.467","16.583","14.468","13.888","13.646","11.146","12.083","12.835","13.176","13.409","13.532","11.682","13.333","12.132","12.5","11.097","10.985","14.233","12.252","12.366","11.096","9.41","10.213","11.538","11.842","12.833","13.682","11.993","11.184","10.897","11.699","10.671","9.97","9.559","13.06","21.806","39.844","322.917"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.472","21.739","21.739","22.272","22.272","19.724","17.212","17.422","14.881","9.259","8.643","11.508","15.65","17.513","19.57","29.07",,"25.773",,,,"47.847","114.943","61.728",,"29.155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.515",,,,,,,"69.458","76.248","41.166",,"19.418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"54.949","59.05","54.847","53.085","52.752","53.104","44.497","38.367","38.81","31.316","28.412","25.605","22.211","20.472","16.456","15.697","13.207","11.268","10.272","9.34","8.61","7.905","7.171","6.659","5.874","5.109","4.568","4.176","3.832","3.856","3.95","3.883","3.71","3.338","2.303","1.947","1.911","1.855","1.309","1.385","1.759","1.73","1.541","1.757","2.394","2.424","2.315","2.023","1.923","2.332","1.93","2.238","1.205","0.958","1.031","2.009","1.977","1.957","2.241","2.784","2.872","3.347","3.336","3.309","3.201","3.358","3.127","3.75","3.71","3.753","3.771","3.079","3.324","3.877","2.877","2.688","2.901","2.518","2.546","2.655","2.917","2.974","2.862","2.662","3.171","2.697","2.5","2.232","2.072","2.72","2.776","3.458","4.916","4.439","4.706","5.574","7","8.103","8.854","9.011","9.732","9.553","10.612","9.305","9.023","9.002","8.894","8.558","8.215","8.794","7.825","8.483","8.971","9.029","8.989","8.786","7.185","7.774","6.776","6.955","6.005","5.775","7.181","5.915","5.474","4.823","4.09","3.794","4.004","3.879","4.456","4.939","4.329","4.359","4.516","4.848","4.825","4.946","5.399","10.183","17.699","32.685","322.917"
PbRatio,"1.086","1.085","0.967","1.016","1.029","1.087","1.063","0.912","1.112","1.233","1.288","1.188","1.212","1.301","1.197","1.174","1.166","1.171","1.183","1.191","1.238","1.233","1.183","1.232","1.218","1.187","1.191","1.146","1.138","1.174","1.072","1.11","1.244","1.141","0.99","0.854","0.884","1.074","0.537","0.453","0.585","0.559","0.495","0.564","0.715","0.713","0.703","0.702","0.661","0.815","0.656","0.738","0.404","0.32","0.343","0.702","0.702","0.693","0.785","1.033","1.013","1.214","1.175","1.126","1.089","1.096","0.999","1.198","1.203","1.151","1.247","1.064","0.963","1.08","0.942","0.851","0.847","0.765","0.735","0.734","0.784","0.792","0.762","0.695","0.833","0.709","0.666","0.619","0.575","0.761","0.78","0.835","1.114","0.975","1.008","1.154","1.339","1.56","1.566","1.518","1.458","1.432","1.818","1.729","1.613","1.653","1.73","1.489","1.429","1.407","0.958","1.351","1.333","1.449","1.191","1.609","1.357","1.512","1.45","1.428","1.26","1.251","1.641","1.457","1.442","1.358","1.077","1.034","1.102","1.092","1.918","1.247","1.093","1.034","1.015","1.09","1.045","0.959","0.971","1.321","1.056","1.029","1.043"
EnterprisesValueRevenueRatio,"-3.233","-6.88","-21.494","-9.824","-6.615","6.468","1.489","-3.46","43.615","63.877","36.244","42.667","38.627","47.214","32.014","38.2","36.732","41.533","35.239","38.893","35.974","30.552","29.645","32.285","26.559","27.989","29.31","28.384","27.115","26.681","26.25","29.032","31.928","30.217","34.241","34.023","25.64","24.836","25.644","21.96","23.356","23.054","22.419","24.228","26.807","26.748","36.54","23.962","24.197","25.652","24.136","25.162","20.576","20.093","20.064","24.706","23.226","23.86","24.474","26.83","26.343","28.5","31.084","30.824","31.114","31.666","28.902","31.684","31.816","30.618","-19.85","14.998","27.824","29.622","32.361","22.803","24.922","21.721","23.848","24.208","24.511","24.312","23.811","20.348","25.098","22.985","23.133","22.127","21.94","24.913","26.171","22.326","29.158","27.294","30.807","29.181","37.603","38.662","48.774","39.193","42.445","58.976","72.096","45.569","40.267","46.452","45.046","37.292","34.243","39.886","37.722","43.873","44.56","41.311","39.386","42.806","39.341","42.645","36.751","36.109","34.552","34.258","42.4","38.62","34.235","31.36","35.576","25.696","26.939","27.434","37.151","33.598","33.166","29.824","17.343","19.007","18.613","17.451","20.308","31.063","30.486","34.405","662.238"
EnterprisesValueEBITDARatio,"-14.752","-27.656","-110.817","-75.511","-38.999","-16.983","6.672","-9.867","21.605","2.788","41.512","38.302","5.061","8.773","43.178","36.383","31.924","11.334","311.483","45.507","98.635","45.737","49.915","26.797","25.652","36.143","38.363","45.701","55.787","53.136","-86.486","25.084","70.798","66.87","80.922","66.248","48.235","42.427","35.305","37.377","44.472","42.028","49.91","41.306","46.806","50.342","74.163","32.719","48.758","41.007","62.168","47.083","33.629","35.409","38.79","45.912","42.503","41.261","34.932","47.421","45.94","50.175","55.221","54.856","54.286","54.627","51.063","55.384","53.881","52.82","55.552","51.618","47.391","52.543","56.64","40.084","43.539","38.333","41.061","40.631","40.944","40.425","42.846","33.678","41.357","35.489","38.246","35.791","35.484","40.461","-9.012","12.465","18.339","17.286","-21.779","18.876","24.734","25.491","-52.087","26.365","28.95","41.305","-88.124","33.247","30.487","34.095","-91.118","26.769","24.176","29.212","-119.798","31.679","32.128","30.549","29.588","31.363","28.574","30.427","25.218","25.154","24.33","24.023","30.861","28.019","24.231","23.131","24.966","18.113","18.924","19.278","26.536","23.05","23.217","20.957","8.852","19.007","18.613","17.451","12.498","31.063","30.486","34.405","662.238"
