name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"297,780,029","424,728,557","461,622,945","507,134,949","444,194,138","507,285,052","543,923,438"
EnterpriseValue,"630,219,029","719,059,557","732,875,945","633,531,949","572,903,138","644,294,052","543,923,438"
PeRatio,"16.659","34.679",,,,,
ForwardPeRatio,"11.494","12.422","14.409","16.234",,,
PsRatio,"2.423","3.453","0.931","1.023","0.986","5.098",
EnterprisesValueRevenueRatio,"1.181","6.84","3.845","5.366","4.786","6.242","3.498"
EnterprisesValueEBITDARatio,"3.422","22.593","8.044","20.062","19.31","25.967","-9.337"
