name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
TotalAssets,"1,081,332,000","1,112,970,000","824,386,000","825,308,000","819,708,000","552,405,000","252,363,170","252,776,587","140,123,251","135,872,538","135,057,850","133,146,095","59,794,355","56,620,097","31,999,386","27,738,253","25,084,983","20,264,111","19,719,648","17,191,618","18,901,087","8,111,933","5,990,201","7,692,096","5,823,780","7,458,615","8,915,900","4,020,075","2,606,649","1,866,582","1,205,318","1,324,903","1,709,950","1,650,957","1,757,317","1,662,414","1,755,797","1,737,102","2,838,866","4,231,114","6,213,599","4,224,082","6,432,933","8,681,449","11,031,467","4,136,809","5,371,035","3,403,637","4,776,546","1,964,134","2,438,068","1,876,237","1,572,556","2,213,744","2,438,089","3,240,343","3,460,889","4,159,145","596,806","782,580","483,687","256,426","252,225","268,324","293,505","382,587","644,359","796,491"
	CurrentAssets,"665,773,000","693,516,000","410,384,000","411,754,000","419,748,000","147,157,000","212,644,032","216,686,630","105,038,728","102,964,563","102,223,036","101,674,810","52,449,771","51,774,542","27,944,226","24,229,973","22,043,286","17,298,888","17,216,245","14,486,807","16,393,088","6,096,426","4,247,268","5,913,484","4,132,055","6,206,055","8,030,520","3,511,386","2,161,902","1,370,752","655,539","783,392","1,111,614","988,383","1,004,128","823,106","958,305","898,733","1,934,551","3,201,424","5,132,751","3,061,571","5,358,839","7,656,734","9,997,675","3,111,090","4,328,242","2,322,747","3,905,340","895,205","1,370,924","1,345,432","1,053,997","1,543,629","1,979,464","2,747,645","2,731,080","3,351,947","386,270","743,603","435,892","199,105","199,393","211,701","226,620","292,845","536,528","686,077"
		CashCashEquivalentsAndShortTermInvestments,"599,511,000","628,799,000","349,482,000","349,413,000","353,215,000","93,317,000","202,939,605","208,217,869","97,432,413","94,295,556","93,502,490","94,745,866","47,272,734","47,258,093","23,734,562","20,011,137","18,993,994","15,042,189","15,397,512","12,854,526","14,532,860","4,524,529","2,558,028","4,525,720","2,792,526","5,247,425","7,059,709","2,385,919","1,405,186","773,922","103,343","170,505","369,581","219,970","532,469","227,530","563,104","585,107","1,669,634","2,971,567","4,617,535","2,796,089","4,953,454","7,056,604","9,278,443","2,710,976","3,745,745","2,097,202","3,629,886","647,308","1,120,758","556,922","249,758","776,166","1,219,046","2,189,698","2,231,031","2,789,412","160,310","578,549","264,392","24,552","10,562","10,683","4,723","41,387","273,017","413,212"
			CashAndCashEquivalents,"134,448,000","139,101,000","43,680,000","60,357,000","85,494,000","36,873,000","161,987,083","44,326,038","50,622,454","47,234,770","44,585,154","80,642,213","32,771,986","37,327,125","13,849,644","20,011,137","18,993,994","15,042,189","15,397,512","12,854,526","14,532,860","4,524,529","2,558,028","4,525,720","2,792,526","5,247,425","7,059,709","2,385,919","1,405,186","773,922","103,343","170,505","369,581","219,970","532,469","227,530","563,104","585,107","1,669,634","2,971,567","4,617,535","2,796,089","4,953,454","7,056,604","9,278,443","2,710,976","3,745,745","2,097,202","3,629,886","647,308","1,120,758","556,922","249,758","776,166","1,219,046","2,189,698","2,231,031","2,789,412","160,310","578,549","264,392","24,552","10,562","10,683","4,723","41,387","273,017","413,212"
				CashFinancial,"32,647,000","27,788,000","29,296,000","29,609,000","23,913,000","25,053,000","69,346,437","16,969,290","6,537,678","3,546,893","3,229,359","79,472,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"101,801,000","111,313,000","14,384,000","30,748,000","61,581,000","11,820,000","92,640,646","27,356,748","44,084,776","43,687,877","41,355,795","1,169,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"465,063,000","489,698,000","305,802,000","289,056,000","267,721,000","56,444,000","40,952,522","163,891,831","46,809,959","47,060,786","48,917,336","14,103,653","14,500,748","9,930,968","9,884,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"35,837,000","39,412,000","38,460,000","38,102,000","36,504,000","31,377,000","7,783,502","7,038,733","6,139,538","7,098,191","7,497,190","6,095,858","4,208,333","3,543,666","3,197,224","3,618,929","2,385,904","1,625,476","1,464,136","1,250,731","1,467,849","1,195,479","1,000,226","1,015,265","1,020,999","616,785","702,908","757,436","589,699","407,459","408,080","492,865","515,825","635,687","387,669","357,702","217,097","201,137","170,368","144,766","146,124","83,708","111,387","75,945","37,594","35,924","58,940","32,816","81,036","10,030","7,273","7,555","2,546","4,822","4,473","2,051","21,411","32,588","28,520","2,336","10,172","2,564","4,375","8,806","22,306","47,825","54,034","103,444"
			AccountsReceivable,"35,837,000","39,412,000","38,460,000","38,102,000","36,504,000","31,377,000","7,783,502","7,038,733","6,139,538","7,098,191","7,497,190","6,095,858","4,208,333","3,543,666","3,197,224","3,618,929","2,385,904","1,625,476","1,464,136","1,250,731","1,467,849","1,195,479","1,000,226","1,015,265","1,020,999","616,785","702,908","757,436","589,699","407,459","408,080","492,865","515,825","635,687","387,669","357,702","217,097","201,137","170,368","144,766","146,124","83,708","111,387","75,945","37,594","35,924","58,940","32,816","81,036","10,030","7,273","7,555","2,546","4,822","4,473","2,051","21,411","32,588","28,520","2,336","10,172","2,564","4,375","8,806","22,306","47,825","54,034","103,444"
				GrossAccountsReceivable,,"40,612,000",,,,"32,477,000",,,,"7,238,191",,"6,235,858","4,308,333","3,643,666","3,327,224","3,723,929","2,455,904","1,695,476","1,534,136","1,310,731","1,527,849",,"1,030,226","1,036,165","1,043,099","657,385","741,608","767,836","601,899","417,459",,"512,065","540,425","657,887","404,469","366,802","225,797","212,337","182,668","155,966","151,624","84,708","112,387","83,645","46,694","39,124",,,"82,536",,,,,,,,,,,,,,,,,,,
