name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
DilutedEPS,,"0.25","0.26","0.26","0.24","0.2","0.2","0.13","0.17","0.11","0.13","0.13","0.1","0.13","0.12","0.12","0.08","0.07","0.02","0.07","0.05","0.05","0.06","0.05","0.05","0.05","0.04","0.03","-0.04","0.043","0.022","0.029","0.029","0.022","0.036","0.029","0.022","0.022","0.014","0.022","0.014","0.014","0.007","0.022",,"0.029","0","0.014",,"0.022","0.022","0.014",,"0.014","0.022","0.022",,"0.029","0.014","0.007",,"0","0.007","0.007",,"0.022","0.022","0.029",,"0.036","0.032","0.054",,"0.053","0.047"
BasicAverageShares,,"69,790,000","72,011,000","74,537,000","77,658,000","80,673,000","85,120,000","86,008,000","80,678,000","81,339,000","82,831,000","84,756,000","87,090,000","89,488,000","92,434,000","95,127,000","98,046,000","75,492,000","77,174,000","79,649,000","82,372,000","84,542,000","85,174,000","86,246,000","89,443,000","89,690,000","89,640,000","89,590,000","89,269,000","92,594,471","92,544,776","92,452,290","90,824,798","90,670,193","90,784,766","91,018,054","91,132,627","91,301,036","91,365,915","91,459,782","91,473,586","91,441,837","91,793,839","92,432,964",,"92,561,341","92,544,776","92,789,107",,"93,694,650","93,887,906","93,969,349",,"93,845,113","94,129,476","94,493,901",,"94,729,950","94,982,563","94,858,327",,"95,264,164","95,603,743","96,284,280",,"98,013,921","98,072,068","98,081,118",,"97,997,080","100,406,845","70,284,446",,"70,284,446","70,284,446"
DilutedAverageShares,,"69,817,000","72,037,000","74,556,000","77,680,000","80,690,000","85,123,000","86,009,000","80,680,000","81,358,000","82,876,000","84,793,000","87,132,000","89,532,000","92,480,000","95,181,000","98,100,000","75,539,000","77,239,000","79,708,000","82,429,000","84,624,000","85,258,000","86,304,000","89,481,000","89,724,000","89,674,000","89,619,000","89,292,000","92,613,796","92,562,722","92,998,928","91,421,131","90,805,472","90,784,766","91,018,054","91,132,627","91,301,036","91,365,915","91,459,782","91,473,586","91,441,837","91,793,839","92,432,964",,"92,561,341","92,544,776","92,789,107",,"93,694,650","93,887,906","93,969,349",,"93,876,862","94,303,406","94,814,154",,"94,758,938","95,188,242","95,155,113",,"95,652,057","96,287,041","97,269,886",,"98,458,410","98,142,093","98,081,118",,"97,997,080","100,406,845","70,284,446",,"70,284,446","70,284,446"
NetIncomeFromContinuingAndDiscontinuedOperation,"74,660,000","17,693,000","18,769,000","19,715,000","18,483,000","16,423,000","16,948,000","11,379,000","13,689,000","9,254,000","10,652,000","11,370,000","8,811,000","11,417,000","10,768,000","11,146,000","7,718,000","5,377,000","1,269,000","5,232,000","4,404,000","4,068,000","5,464,000","4,667,000","4,881,000","4,168,000","3,797,000","2,976,000","-3,341,000","3,878,000","2,169,000","2,923,000","2,829,000","1,786,000","2,987,000","2,586,000","1,925,000","1,744,000","1,177,000","1,660,000","1,198,000","1,392,000","470,000","2,018,000","3,833,000","2,688,000","-5,000","1,335,000","2,012,000","1,864,000","1,841,000","1,095,000","1,113,000","1,304,000","2,238,000","1,736,000","825,000","2,673,000","1,376,000","1,030,000","219,000","242,000","547,000","926,000","1,872,000","2,446,000","2,326,000","2,964,000","8,084,000","3,826,000","3,192,000","3,796,000","3,659,000","3,693,000","3,310,000"
NormalizedIncome,"74,649,781.402","17,682,770.2","18,769,000","19,715,000","18,483,000","16,423,000","17,545,955.2","12,412,948.8","14,021,788.546","11,637,148.3","10,837,299.4","11,370,000","8,803,872","11,421,356","10,741,111.6","11,183,645","10,997,908.309","5,654,376","1,971,000","5,303,395","4,401,970.819","4,144,744","5,456,224","4,677,200","4,865,814.104","4,202,272","3,879,038","2,976,000","2,741,200","4,314,050","2,165,430","3,049,991","3,229,640.753","1,974,703","2,987,000","2,585,283.061","2,102,973.133","9,100,816","1,342,866","1,858,148.599","1,198,000","1,392,000","470,000","2,018,000","3,871,977.422","2,852,080.304","2,042,500","1,361,000","2,012,000","1,864,000","1,841,000","1,095,000","1,113,000","1,304,000","2,238,000","1,736,000","825,000","2,673,000","1,376,000","1,662,922.038","219,000","242,000","547,000","1,847,379.242","1,872,000","2,446,000","3,325,146.4","3,698,064.255","8,813,301.001","4,506,510.872","3,880,470.588","4,376,239.642","4,274,545.271","4,242,470.243","3,958,978.426"
InterestIncome,"221,666,000","54,601,000","55,912,000","57,206,000","56,770,000","58,313,000","58,393,000","60,884,000","57,351,000","58,776,000","57,182,000","59,899,000","59,448,000","59,657,000","60,022,000","58,206,000","57,262,000","38,545,000","38,032,000","37,592,000","36,964,000","35,008,000","34,315,000","32,806,000","32,767,000","32,882,000","31,824,000","29,415,000","27,560,000","26,869,000","25,912,000","25,698,000","24,630,000","23,956,000","23,933,000","23,300,000","21,606,000","21,644,000","21,802,000","23,206,000","24,158,000","24,534,000","24,676,000","25,181,000","26,973,000","26,427,000","24,033,000","22,943,000","23,013,000","23,284,000","23,655,000","23,156,000","23,583,000","24,248,000","24,917,000","25,160,000","24,789,000","24,554,000","24,611,000","23,413,000","24,032,000","24,158,000","24,087,000","23,284,000","22,901,000","22,456,000","21,995,000","21,971,000","21,624,000","21,078,000","19,832,000","19,907,000","19,554,000","19,780,000","19,664,000"
InterestExpense,"30,322,000","6,874,000","7,225,000","7,616,000","8,607,000","10,682,000","13,840,000","16,722,000","16,901,000","21,166,000","22,575,000","23,212,000","22,302,000","21,019,000","20,673,000","18,026,000","16,671,000","11,488,000","11,197,000","10,782,000","10,234,000","8,801,000","8,699,000","8,785,000","8,540,000","8,418,000","7,886,000","7,059,000","6,615,000","6,304,000","6,339,000","6,173,000","5,961,000","5,475,000","5,458,000","5,104,000","4,564,000","5,298,000","5,808,000","6,331,000","6,613,000","6,864,000","7,258,000","7,634,000","7,719,000","7,938,000","8,161,000","8,398,000","8,637,000","8,518,000","9,263,000","9,903,000","10,263,000","10,772,000","11,248,000","11,917,000","12,596,000","12,943,000","12,948,000","12,041,000","13,065,000","12,904,000","12,903,000","11,596,000","10,216,000","9,764,000","9,507,000","9,158,000","8,381,000","7,764,000","7,174,000","7,103,000","7,147,000","7,597,000","8,198,000"
NetInterestIncome,"191,344,000","47,727,000","48,687,000","49,590,000","48,163,000","47,631,000","44,553,000","44,162,000","40,450,000","37,610,000","34,607,000","36,687,000","37,146,000","38,638,000","39,349,000","40,180,000","40,591,000","27,057,000","26,835,000","26,810,000","26,730,000","26,207,000","25,616,000","24,021,000","24,227,000","24,464,000","23,938,000","22,356,000","20,945,000","20,565,000","19,573,000","19,525,000","18,669,000","18,481,000","18,475,000","18,196,000","17,042,000","16,346,000","15,994,000","16,875,000","17,545,000","17,670,000","17,418,000","17,547,000","19,254,000","18,489,000","15,872,000","14,545,000","14,376,000","14,766,000","14,392,000","13,253,000","13,320,000","13,476,000","13,669,000","13,243,000","12,193,000","11,611,000","11,663,000","11,372,000","10,967,000","11,254,000","11,184,000","11,688,000","12,685,000","12,692,000","12,488,000","12,813,000","13,243,000","13,314,000","12,658,000","12,804,000","12,407,000","12,183,000","11,466,000"
ReconciledDepreciation,"6,699,000","1,649,000","1,677,000","1,683,000","1,690,000","1,735,000","1,727,000","1,690,000","1,490,000","1,444,000","1,444,000","1,434,000","1,442,000","1,391,000","1,329,000","1,295,000","1,255,000","798,000","778,000","757,000","725,000","713,000","759,000","784,000","788,000","793,000","795,000","779,000","801,000","753,000","801,000","780,000","716,000","725,000","671,000","655,000","679,000","690,000","689,000","690,000","709,000","720,000","708,000","683,000","733,000","633,000","504,000","440,000","437,000","444,000","454,000","432,000","431,000","66,000","614,000","695,000","864,000","719,000","949,000","628,000","899,000","843,000","1,126,000","648,000","44,000","1,248,000","631,000","611,000","628,000","600,000","482,000","475,000","418,000","515,000","159,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"74,660,000","17,693,000","18,769,000","19,715,000","18,483,000","16,423,000","16,948,000","11,379,000","13,689,000","9,254,000","10,652,000","11,370,000","8,811,000","11,417,000","10,768,000","11,146,000","7,718,000","5,377,000","1,269,000","5,232,000","4,404,000","4,068,000","5,464,000","4,667,000","4,881,000","4,168,000","3,797,000","2,976,000","-3,341,000","3,878,000","2,169,000","2,923,000","2,829,000","1,786,000","2,987,000","2,586,000","1,925,000","1,744,000","1,177,000","1,660,000","1,198,000","1,392,000","470,000","2,018,000","3,833,000","2,688,000","-5,000","1,335,000","2,012,000","1,864,000","1,841,000","1,095,000","1,113,000","1,304,000","2,238,000","1,736,000","825,000","2,673,000","1,376,000","1,030,000","219,000","242,000","547,000","926,000","1,872,000","2,446,000","2,326,000","2,964,000","8,084,000","3,826,000","3,192,000","3,796,000","3,659,000","3,693,000","3,310,000"
TotalUnusualItemsExcludingGoodwill,"14,000","14,000","0","0","0","0","-796,000","-1,296,000","-447,000","-2,441,000","-247,000","0","9,000","-6,000","36,000","-50,000","-5,089,000","-394,000","-1,170,000","-109,000","3,000","-106,000","12,000","-15,000","24,000","-48,000","-113,000","0","-10,137,000","-510,000","5,000","-151,000","-572,000","-261,000","0","1,000","-234,000","-8,696,000","-239,000","-294,000","-59,000","-1,357,000","0","0","-59,000","-225,000","-3,150,000","-40,000",,,,,,,,,,,,"-1,001,000",,,,"-997,000",,,"-1,247,000","-979,000","-1,064,000","-908,000","-935,000","-819,000","-916,000","-785,000","-927,000"
TotalUnusualItems,"14,000","14,000","0","0","0","0","-796,000","-1,296,000","-447,000","-2,441,000","-247,000","0","9,000","-6,000","36,000","-50,000","-5,089,000","-394,000","-1,170,000","-109,000","3,000","-106,000","12,000","-15,000","24,000","-48,000","-113,000","0","-10,137,000","-510,000","5,000","-151,000","-572,000","-261,000","0","1,000","-234,000","-8,696,000","-239,000","-294,000","-59,000","-1,357,000","0","0","-59,000","-225,000","-3,150,000","-40,000",,,,,,,,,,,,"-1,001,000",,,,"-997,000",,,"-1,247,000","-979,000","-1,064,000","-908,000","-935,000","-819,000","-916,000","-785,000","-927,000"
TaxRateForCalcs,"0.27","0.269","0.266","0.27","0.276","0.259","0.249","0.202","0.256","0.024","0.25","0.251","0.208","0.274","0.253","0.247","0.355","0.296","0.4","0.345","0.324","0.276","0.352","0.32","0.367","0.286","0.274","0.222","0.4","0.145","0.286","0.159","0.3","0.277","0.303","0.283","0.239","0.154","0.306","0.326","0.356","0.316","0.268","0.392","0.339","0.271","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.4","0.35","0.35","0.35","0.384","0.368","0.35","0.275","0.14","0.076","0.198","0.093","0.199","0.25","0.315","0.251","0.264","0.292","0.328","0.3","0.3"
TaxEffectOfUnusualItems,"3,781.402","3,770.2","0","0","0","0","-198,044.8","-262,051.2","-114,211.454","-57,851.7","-61,700.6","0","1,872","-1,644","9,111.6","-12,355","-1,809,091.691","-116,624","-468,000","-37,605","970.819","-29,256","4,224","-4,800","8,814.104","-13,728","-30,962","0","-4,054,800","-73,950","1,430","-24,009","-171,359.247","-72,297","0","283.061","-56,026.867","-1,339,184","-73,134","-95,851.401","0","0","0","0","-20,022.578","-60,919.696","-1,102,500","-14,000","0","0","0","0","0","0","0","0","0","0","0","-368,077.962","0","0","0","-75,620.758","0","0","-247,853.6","-244,935.745","-334,698.999","-227,489.128","-246,529.412","-238,760.358","-300,454.729","-235,529.757","-278,021.574"
