name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"244,245,000","235,092,000","236,941,000","237,672,000","235,908,000","175,507,000","181,449,000","181,023,000","179,724,000","195,720,000","179,296,000","181,097,000","187,270,000","204,378,000","217,832,000","231,995,000","191,393,000","184,651,000","135,219,000","97,691,000","88,992,000","86,398,000","87,081,000","84,833,000","82,240,000","75,616,000","74,200,000","73,835,195","69,958,211","67,688,304","71,474,718","70,764,242","66,631,129","38,759,925","36,678,497","36,576,196","33,229,370","33,069,459","32,665,045","33,219,657","32,429,359","32,590,150","34,841,198","36,004,005","35,768,113","27,626,258","27,925,647","29,848,424","29,225,210","32,253,006","36,123,887","25,980,378","28,888,576","31,134,023","34,972,372","40,055,651","42,974,500","48,109,907","33,800,206","34,491,497","35,210,838","28,859,074","21,964,195","23,419,466","22,305,444","25,129,732","21,767,388","23,391,765","24,440,719","23,466,108","22,936,222","25,880,577","25,287,006","27,855,228","30,629,677","17,892,681","17,372,682","16,690,030","15,462,764","15,912,020","9,732,058","9,207,762","7,259,872","5,781,061","4,461,053","4,162,096","4,556,101","4,509,208","6,027,375","5,344,617","2,843,175"
	CurrentAssets,"128,861,000","123,469,000","126,556,000","131,279,000","127,777,000","65,651,000","69,771,000","67,364,000","64,149,000","77,754,000","61,028,000","67,902,000","73,765,000","89,130,000","100,702,000","113,282,000","57,076,000","49,561,000","74,602,000","36,502,000","34,617,000","35,093,000","35,361,000","33,048,000","29,600,000","28,297,000","24,587,000","23,035,338","18,190,620","14,797,659","17,553,917","14,633,527","11,240,434","10,925,819","9,969,915","10,726,079","8,927,878","9,432,667","10,499,302","12,142,806","13,084,742","13,714,302","16,362,618","18,428,381","17,311,069","8,345,865","11,432,114","13,376,512","13,292,212","17,639,149","21,545,157","11,178,494","13,558,367","15,321,219","13,816,244","16,955,009","19,767,416","31,393,631","16,865,727","17,354,029","18,184,459","11,867,048","4,804,724","5,927,019","4,584,711","7,271,627","3,748,322","5,110,267","6,039,055","5,024,458","4,130,259","6,452,040","5,481,785","7,350,042","8,768,428","5,375,983","4,930,596","3,708,543","1,985,133","1,935,942","3,420,718","3,522,675","2,678,439","1,900,557","2,019,733","2,646,456","3,483,815","3,960,317","5,650,774","5,130,755","2,648,210"
		CashCashEquivalentsAndShortTermInvestments,"75,086,000","76,309,000","82,511,000","88,136,000","88,562,000","28,162,000","34,690,000","31,713,000","25,894,000","37,505,000","25,540,000","27,464,000","32,788,000","63,193,000","68,262,000","83,964,000","17,107,000","15,386,000","51,870,000","12,745,000","17,780,000","18,034,000","18,198,000","19,272,000","14,901,000","14,809,000","11,592,000","11,373,973","8,474,706","6,734,077","10,916,078","9,072,320","6,577,117","6,654,999","5,811,900","5,981,000","3,948,537","5,046,346","6,203,703","6,426,645","6,194,035","7,330,381","11,099,937","12,991,511","13,291,877","4,995,996","5,467,381","7,604,324","7,620,612","11,572,878","16,690,469","6,748,262","8,440,255","10,961,637","9,392,980","9,970,691","14,389,731","23,875,095","10,293,241","11,513,844","12,700,026","8,464,919","1,461,059","2,866,801","1,485,966","4,081,716","829,248","2,097,881","3,187,896","1,935,922","626,639","3,019,214","1,459,429","2,521,804","4,618,420","2,384,455","2,655,387","517,809","430,067","557,970","1,328,455","1,132,494","939,268","817,570","301,271","743,966","1,290,573","1,859,360","3,385,430","2,744,429","411,282"
			CashAndCashEquivalents,"75,086,000","76,309,000","82,511,000","88,136,000","88,562,000","28,162,000","34,690,000","31,713,000","25,894,000","37,505,000","25,540,000","27,464,000","32,788,000","63,193,000","68,262,000","83,964,000","17,107,000","15,386,000","51,870,000","12,745,000","17,780,000","18,034,000","18,198,000","19,272,000","14,901,000","14,809,000","11,592,000","11,373,973","8,474,706","6,734,077","10,916,078","9,072,320","6,577,117","6,654,999","5,811,900","5,981,000","3,948,537","5,046,346","6,203,703","6,426,645","6,194,035","7,330,381","11,099,937","12,991,511","13,291,877","4,995,996","5,467,381","7,604,324","7,620,612","11,572,878","16,690,469","6,748,262","8,440,255","6,111,637","7,967,980","9,970,691","6,814,731","23,875,095","3,943,241","5,163,844","5,700,026","8,464,919","1,461,059","2,866,801","1,463,055","4,081,716","829,248","2,097,881","3,187,896","1,935,922","626,639","3,019,214","1,459,429","2,521,804","4,618,420","2,384,455","573,828","517,809","430,067","557,970","1,328,455","1,132,494","939,268","817,570","301,271","743,966","1,290,573","1,859,360","3,385,430","2,744,429","411,282"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"18,034,000","18,198,000","19,272,000","14,901,000","14,809,000","11,592,000",,"8,474,706","6,734,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,850,000","1,425,000",,"7,575,000",,"6,350,000","6,350,000","7,000,000",,,,"22,911",,,,,,,,,,,,"2,081,559",,,,,,,,,,,,,,
		Receivables,"36,388,000","33,237,000","32,215,000","35,437,000","30,174,000","27,276,000","26,531,000","24,741,000","26,359,000","27,136,000","24,336,000","27,972,000","26,611,000","15,723,000","24,062,000","20,351,000","27,070,000","20,989,000","13,370,000","18,203,000","8,791,000","8,238,000","9,189,000","8,487,000","10,022,000","8,479,000","7,394,000","5,612,694","4,153,120","3,121,373","2,723,964","2,803,372","2,081,186","2,155,303","2,054,275","2,737,128","2,484,478","1,266,767","2,505,789","2,648,590","2,381,757","1,926,920","1,846,506","1,920,505","1,835,995","1,517,726","2,090,105","2,290,873","2,488,667","2,779,693","2,206,030","1,680,980","2,048,693","1,233,717","1,467,142","3,883,093","2,629,847","3,994,507","3,495,608","2,599,885","3,371,579","1,475,929","1,634,492","1,440,298","1,584,593","1,677,887","1,132,805","1,035,359","750,268","1,214,173","1,245,297","1,375,858","2,078,088","2,525,481","2,267,953","1,428,196","581,435","698,604","292,769","375,293","316,284","921,062","260,339","93,752","283,448","234,584","720,456","615,370","192,635","285,532","441,456"
			AccountsReceivable,"29,802,000","24,990,000","24,184,000","27,470,000","23,124,000","20,080,000","19,175,000","17,273,000","18,418,000","18,904,000","17,120,000","21,712,000","20,492,000","10,132,000","18,921,000","15,748,000","23,166,000","15,472,000","10,288,000","7,193,000","6,734,000","6,796,000","5,840,000","4,899,000","8,345,000","6,976,000","6,448,000","4,671,544","3,403,489","2,758,475","2,444,748","2,683,579","1,974,349","2,042,401","1,923,038","2,620,684","2,370,993","1,156,404","2,366,750","2,441,941","2,131,845","1,643,767","1,469,274","1,634,719","1,589,543","1,260,945","1,896,529","2,048,421","2,199,555","1,896,257","1,541,307","1,468,052","1,767,200","909,460","1,102,050","3,483,666","2,250,227","3,627,294","3,134,753","2,269,193","2,669,956","1,024,195","1,207,660","1,022,114","1,301,844","1,422,457","879,048","744,041","750,268","1,214,173","1,245,297","1,075,858","1,315,958","1,850,832","1,466,017","414,796","444,435","422,604","292,769","340,293","237,047","139,562","130,339","64,752","223,448",,,,,,
				GrossAccountsReceivable,"36,922,000","32,151,000","31,110,000","34,084,000","30,152,000","27,935,000","26,488,000","24,949,000","25,370,000","25,165,000","22,092,000","26,578,000","24,206,000","13,517,000","22,046,000","18,502,000","25,753,000","19,212,000","13,733,000","10,342,000","9,585,000","9,342,000","8,286,000","7,713,000","10,403,000","8,674,000","7,960,000","5,165,544","3,896,489","2,955,475","2,573,748","2,746,579","2,021,349","2,123,401","1,955,038","2,638,684","2,379,993","1,190,404","2,385,750","2,466,941","2,159,845","1,677,767","1,522,274","1,747,719",,"1,307,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,120,000","-7,161,000","-6,926,000","-6,614,000","-7,028,000","-7,855,000","-7,313,000","-7,676,000","-6,952,000","-6,261,000","-4,972,000","-4,866,000","-3,714,000","-3,385,000","-3,125,000","-2,754,000","-2,587,000","-3,740,000","-3,445,000","-3,149,000","-2,851,000","-2,546,000","-2,446,000","-2,814,000","-2,058,000","-1,698,000","-1,512,000","-494,000","-493,000","-197,000","-129,000","-63,000","-47,000","-81,000","-32,000","-18,000","-9,000","-34,000","-19,000","-25,000","-28,000","-34,000","-53,000","-113,000",,"-47,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
