name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"60,270,000","8,432,000","51,069,000","763,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","0","0","0"
	OperatingRevenue,"60,270,000","8,432,000","51,069,000","763,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","0","0","0"
OperatingExpense,"328,587,000","84,657,000","114,553,000","70,397,000","58,980,000","200,379,000","40,805,000","37,327,000","26,291,000","28,361,000","26,377,000","18,030,000","17,657,000","13,108,000","13,563,000","12,688,000"
	SellingGeneralAndAdministration,"66,196,000","19,247,000","17,772,000","15,774,000","13,403,000","10,273,000","8,354,000","7,502,000","6,937,000","6,812,000","6,160,000","5,487,000","4,977,000","3,929,000","3,711,000","2,834,000"
		GeneralAndAdministrativeExpense,"66,196,000","19,247,000","17,772,000","15,774,000","13,403,000","10,273,000","8,354,000","7,502,000","6,937,000","6,812,000","6,160,000","5,487,000","4,977,000","3,929,000","3,711,000","2,834,000"
			OtherGandA,"66,196,000","19,247,000","17,772,000","15,774,000","13,403,000","10,273,000","8,354,000","7,502,000","6,937,000","6,812,000","6,160,000","5,487,000","4,977,000","3,929,000","3,711,000","2,834,000"
	ResearchAndDevelopment,"262,391,000","65,410,000","96,781,000","54,623,000","45,577,000","190,106,000","32,451,000","29,825,000","19,354,000","21,549,000","20,217,000","12,543,000","12,680,000","9,179,000","9,852,000","9,854,000"
OperatingIncome,"-268,317,000","-76,225,000","-63,484,000","-69,634,000","-58,974,000","-200,373,000","-40,799,000","-37,321,000","-26,285,000","-28,355,000","-26,371,000","-18,024,000","-17,651,000","-13,108,000","-13,563,000","-12,688,000"
NetNonOperatingInterestIncomeExpense,"656,000","644,000","54,000","9,000","-52,000","1,018,000","35,000","169,000","767,000","597,000","385,000","619,000","790,000","498,000","217,000","75,000"
	InterestIncomeNonOperating,"2,562,000",,,,,,,"169,000","767,000","597,000","504,000","689,000","790,000","498,000","217,000","75,000"
	InterestExpenseNonOperating,,,,,,,,,,,"119,000",,,,,
	TotalOtherFinanceCost,"-656,000","-644,000","-54,000","-9,000","52,000","-1,018,000","-35,000","-169,000",,,,"-619,000",,,,
OtherIncomeExpense,"29,369,000","6,367,000","-1,277,000","41,507,000","-17,227,000","-2,205,000","-54,700,000","2,700,000","-8,700,000","-2,700,000","-1,864,000","-1,600,000","-1,000,000","-1,000,000","-11,848,000","-58,538,000"
	GainOnSaleOfSecurity,"23,466,000","5,915,000","3,130,000","30,908,000","-16,486,000","-1,900,000","-54,700,000","2,700,000","-8,700,000","-2,700,000","-1,800,000","-1,600,000","-1,000,000","-1,000,000","-6,200,000","-5,034,000"
	EarningsFromEquityInterest,,,"-4,270,000",,,,,,,,,,,,,
	SpecialIncomeCharges,"5,903,000","452,000","-4,407,000","10,599,000","-741,000",,,,,,"0",,,,"0",
		RestructuringAndMergernAcquisition,"-5,903,000","-452,000","4,407,000","-10,599,000","741,000",,,,,,"0",,,,"0",
	OtherNonOperatingIncomeExpenses,,,,,,"-305,000",,,,,"-64,000","-2,000",,,"-5,648,000","-4,004,000"
PretaxIncome,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000","-19,005,000","-17,861,000","-13,610,000","-25,194,000","-71,151,000"
NetIncomeCommonStockholders,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-31,735,000","-40,564,000","-22,267,000","-21,087,000","-16,573,000","-24,235,000","-70,405,000"
	NetIncome,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000","-19,005,000","-17,861,000","-13,610,000","-25,194,000","-69,800,000"
		NetIncomeIncludingNoncontrollingInterests,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000","-19,005,000","-17,861,000","-13,610,000","-25,194,000","-71,151,000"
			NetIncomeContinuousOperations,"-238,292,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000","-19,005,000","-17,861,000","-13,610,000","-25,194,000","-71,151,000"
		MinorityInterests,,,,,,,,,,,"0","0",,,"0","1,351,000"
	PreferredStockDividends,,,,,,,"0",,,"1,277,000",,"3,262,000","3,226,000","2,963,000","1,109,000","605,000"
