name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalRevenue,"93,997,100","29,103,093","26,382,867","20,680,550","17,830,590","16,048,618","13,956,087","10,276,358","7,787,594","10,199,744","12,037,049","7,222,503","6,560,942","3,528,589","4,056,424","4,230,310","4,656,550","4,042,006","12,002,877","4,729,411","3,399,401","2,628,871","3,327,544","2,937,863","2,271,744","2,123,886","2,512,181","1,852,413","1,309,933","1,503,106","1,488,737","1,365,930","1,500,319","1,560,559","424,031","1,107,341","743,270","792,935","523,284","360,338","230,096","4,400","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"93,997,100","29,103,093","26,382,867","20,680,550","17,830,590","16,048,618","13,956,087","10,276,358","7,787,594","10,199,744","12,037,049","7,222,503","6,560,942","3,528,589","4,056,424","4,230,310","4,656,550","4,042,006","5,002,877","4,729,411","3,399,401","2,628,871","3,327,544","2,937,863","2,271,744","2,123,886","2,512,181","1,852,413","1,309,933","1,503,106","1,488,737","1,365,930","1,500,319","1,560,559","424,031","1,107,341","743,270","792,935","523,284","360,338","230,096","4,400","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"87,440,265","25,441,046","22,871,382","20,295,213","18,832,624","17,770,122","19,111,107","11,855,464","13,495,629","16,829,226","11,691,603","7,916,220","10,491,236","9,405,179","11,142,116","9,164,109","9,645,662","12,242,748","11,922,899","11,291,116","4,334,019","1,616,287","2,014,328","1,735,771","1,344,241","1,266,421","1,502,735","1,112,782","786,315","909,629","956,841","867,681","940,815","977,030","282,389","726,245","485,761","529,046","380,295","144,691","141,870","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"6,556,835","3,662,047","3,511,485","385,337","-1,002,034","-1,721,504","-5,155,020","-1,579,106","-5,708,035","-6,629,482","345,446","-693,717","-3,930,294","-5,876,590","-7,085,692","-4,933,799","-4,989,112","-8,200,742","79,978","-6,561,705","-934,618","1,012,584","1,313,216","1,202,092","927,503","857,465","1,009,446","739,631","523,618","593,477","531,896","498,249","559,504","583,529","141,642","381,096","257,509","263,889","142,989","215,647","88,226","4,400","0","0","0","0","0","0","0","0","0"
OperatingExpense,"64,581,393","18,477,113","16,702,669","14,822,413","14,579,198","13,442,745","12,065,269","12,221,871","11,415,790","10,140,304","8,172,255","8,356,711","7,408,380","7,331,826","9,461,968","8,857,601","8,428,269","8,331,761","9,777,954","7,866,055","7,467,250","6,949,587","5,257,353","4,938,964","6,418,353","5,016,001","5,140,113","5,403,829","4,040,223","3,795,814","4,240,841","3,536,531","4,146,824","6,267,515","4,659,886","2,912,067","5,100,636","3,413,978","3,711,057","2,975,167","915,598","756,409","8,329","5,175","11,681","4,910","5,229","4,644","7,573","4,811","4,327"
	SellingGeneralAndAdministration,"46,562,549","13,699,575","11,698,009","10,726,797","10,438,168","10,033,915","9,300,359","9,115,744","8,702,630","7,932,084","7,032,067","7,197,173","6,086,047","5,595,470","7,135,275","5,355,794","5,006,807","5,005,046","5,184,337","4,195,464","4,435,650","4,277,384","3,283,594","1,779,115","1,724,163","1,707,870","1,884,370","2,078,166","1,437,436","1,345,997","1,111,994","1,035,220","1,542,066","1,134,589","998,635","845,301","1,090,292","1,431,106","696,246","1,034,530","736,924","674,589","3,850","3,850","14,914","3,850","3,850","3,850","10,030","4,000","3,500"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"5,595,470",,,,,,,,"4,277,384","3,283,594","1,779,115","1,724,163","1,707,870","1,884,370","2,078,166","1,437,436","1,345,997","1,111,994","1,035,220","1,542,066","1,134,589","998,635","845,301","1,090,292","1,431,106","696,246","1,034,530","736,924","674,589",,"3,850","14,914","3,850","3,850","3,850","10,030","4,000","3,500"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,641",,,,,,,"0",,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,"5,595,470",,,,,,,,"4,277,384","3,283,594","1,779,115","1,724,163","1,707,870","1,884,370","2,078,166","1,437,436","1,345,997","1,111,994","1,035,220","1,542,066","1,134,589","998,635","845,301","1,090,292","1,431,106",,,"736,924",,,,,,,,,,
	ResearchAndDevelopment,"3,282,522","624,111","728,988","770,557","1,158,866","987,649","1,013,464","1,708,391","1,656,420","1,528,738","464,823","491,404","516,986","870,635","-144,920","1,317,234","1,472,100","1,281,706","1,864,382","1,814,069","1,358,409","1,192,727","583,374","1,677,263","3,399,889","2,027,712","1,996,808","2,111,505","1,505,909","1,401,723","1,919,719","1,482,929","1,783,909","4,330,457","2,956,153","1,408,990","3,470,350","1,467,584","1,267,947","1,940,637","178,674","81,820",,,,,,,,,
