name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991
MarketCap,"1,982,611,578","2,114,348,020","1,929,216,740","2,138,883,050","2,041,308,615","1,949,716,923","1,880,959,317","1,774,049,463","1,708,902,352","1,809,453,339","1,681,810,249","1,881,442,467","1,689,719,756","1,831,862,231","1,635,751,770","1,586,241,114","1,847,308,465","1,723,671,367","2,169,977,511","1,954,597,986","1,605,016,308","1,409,793,899","1,385,123,974","1,435,224,778","1,409,169,656","1,287,623,678","1,272,063,257","1,213,403,140","1,360,048,140","1,332,194,022","1,385,263,120","1,294,296,475","1,173,275,432","1,115,692,651","1,280,683,914","1,367,504,526","1,323,547,452","1,270,640,667","1,272,109,760","1,198,454,665","1,222,941,176","1,216,834,921","1,455,951,167","1,258,634,372","1,338,038,940","1,808,086,510","1,965,857,520","1,708,227,833","1,149,705,239","1,385,301,679","1,155,448,859","977,745,058","894,230,079","898,571,179","636,053,819","847,412,159","1,163,054,569","1,285,116,660","1,183,924,819","1,340,490,090","1,284,159,519","1,368,750,439","1,146,291,300","1,116,318,247","1,043,639,760","944,586,000","1,184,789,999","1,251,087,302","1,213,400,160","1,110,881,109","848,841,049","826,779,399","726,751,899","679,629,420","744,893,949","740,052,026","711,050,550","701,069,369","522,991,699","453,253,370","496,699,223","500,990,679","600,345,999","609,119,100","567,437,199","570,130,849","522,507,812","456,909,196","489,975,647","551,430,000","890,012,281","708,855,714","521,958,917","450,099,216","531,021,750","433,675,839","309,562,767","369,119,776","288,883,872","243,620,497","208,027,341","209,767,121","168,138,639","254,123,501","204,185,499","203,678,496","302,776,855","409,579,632","372,980,943","318,517,999","338,688,000","223,856,100","209,711,999","238,239,231","248,022,000","298,009,911","293,215,796","236,883,898","289,749,999","347,958,000","234,859,275","164,705,363","250,127,299","224,551,106","207,614,714"
EnterpriseValue,"2,403,644,578","2,591,499,020","2,363,193,740","2,349,029,050","2,277,335,615","2,233,723,923","2,191,447,317","1,857,265,463","1,823,013,352","1,953,029,339","1,802,844,249","2,032,503,467","1,859,362,756","1,813,039,231","1,612,327,770","1,565,904,114","1,822,107,465","1,676,628,367","2,108,277,511","1,886,227,986","1,486,541,308","1,275,869,899","1,270,369,974","1,339,415,778","1,318,810,656","1,176,757,678","1,175,159,257","1,139,474,140","1,307,177,140","1,269,155,022","1,101,995,120","1,033,004,475","946,699,432","787,515,651","952,506,914","1,039,327,526","995,370,452","942,463,667","943,932,760","870,277,665","894,764,176","888,657,921","1,140,961,167","997,575,372","991,871,940","1,419,585,510","1,595,596,520","1,386,495,833","881,249,239","1,125,582,679","932,349,859","754,646,058","708,821,079","775,994,179","518,876,819","617,380,159","905,535,569","1,062,621,660","961,429,819","1,002,622,090","978,918,519","1,099,773,439","914,341,300","876,941,247","808,529,760","719,992,000","979,815,999","986,867,302","962,878,160","893,249,109","646,547,049","637,950,399","541,361,899","504,014,420","525,762,949","536,849,026","520,457,550","532,300,369","354,222,699","256,511,370","305,578,223","309,869,679","418,173,999","434,603,100","393,861,199","403,382,849","359,584,812","298,803,196","317,048,647","382,822,000","723,865,281","550,155,714","391,658,917","409,299,216","495,921,750","398,575,839","274,462,767","334,019,776","253,783,872","208,520,497","172,927,341","174,667,121","133,038,639","223,323,501","172,385,499","171,878,496","270,676,855","376,279,632","354,480,943","300,017,999","316,888,000","199,556,100","194,011,999","218,639,231","233,822,000","277,909,911","274,915,796","218,983,898","283,849,999","342,058,000","224,159,275","159,005,363","243,727,299","219,851,106","197,714,714"
PeRatio,"21.168","26.839","25.045","26.621","28.218","25.913","24.17","31.825","36.786","48.675","64.293","35.303","31.483","31.508","26.652","26.84","34.686","36.076","60.87",,,,,"164.278",,,,"82.724","45.915","36.068","28.479","27.147","26.621","28.579","34.639","58.533","56.884","48.979","43.308","38.673","49.308","46.878","33.171","23.414","20.614","27.07","28.231","35.014","25.932","46.29","35.025","30.1","40.509","25.477","14.759","17.882","24.546","29.657","27.181","32.948","35.906","43.237","37.905","39.868","28.133","23.515","26.789","26.22","27.133","28.598","24.892","27.683","26.156","26.083","28.903","30.884","32.619","33.983","26.083","28.271","29.787","29.83","35.83","37.174","29.537","27.441","21.599","15.221","14.718","15.947","26.815","22.402","18.905","19.451","26.059","21.505","18.559","1,618.962",,,"43.295","76.096","58.97","24.848","14.931","14.7","15.279","25.815","26.241","23.929","27.273","16.33","15.315","17.014","19.853","23.897","25.941","23.512","32.051","37.5","27.951","24.792","40.278","44.306","41.667"
ForwardPeRatio,"11.468","12.195","11.025","11.82","13.158","13.928","13.055","12.804","13.21","14.577","12.854","39.216","14.104","16.722","15.576","14.903","17.123","15.773","20.202","22.222","19.763","18.083","17.123","17.241","16.667","15.221","14.749","14.903","17.036","17.391","16.556","17.123","15.699","15.48","16.892","18.975","15.723","16.921","17.762","18.248","15.773","13.141","16.026","12.453","11.274","13.624","14.881","14.925","12.723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"5.734","6.1","5.51","5.909","6.576",,,,,,,,,,,,,,,"2.223","1.975","1.808","1.712","1.724","1.667","1.522","1.475","1.49","1.704","1.738","1.657","1.714","1.57","1.548","1.689","1.896","1.746","1.881","1.421","1.459","1.263","1.051","1.354","0.879","0.76","0.889","1.072","1.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.475","3.885","3.702","4.216","4.394","4.431","4.36","4.169","3.965","4.231","4.091","4.615","4.304","4.772","4.272","4.097","4.82","4.557","5.72","5.013","4.036","3.514","3.501","3.688","3.714","3.454","3.366","3.38","3.987","3.964","4.231","4.107","3.769","3.593","4.135","4.408","4.304","4.367","4.282","3.824","2.534","2.466","2.922","2.578","2.629","3.408","3.738","3.213","2.219","2.626","2.327","2","1.835","1.819","1.319","1.806","2.531","2.749","2.52","2.816","2.786","3.045","2.654","2.624","2.53","2.384","2.998","3.173","3.159","3.015","2.426","2.442","2.249","2.228","2.529","2.586","2.607","2.7","2.073","1.957","2.036","2.039","2.449","2.508","2.364","2.414","2.202","1.882","1.94","2.139","3.488","2.733","2.161","2.044","2.471","2.039","1.518","1.878","1.632","1.321","1.247","1.344","1.042","1.471","1.209","1.19","1.58","2.394","2.374","2.14","2.394","1.689","1.618","1.856","2.212","2.762","2.959","2.766","3.616","4.23","3.237","2.707","4.214","4.329","4.389"
PbRatio,"5.328","5.74","4.677","5.391","5.582","5.53","5.41","4.819","5.027","5.548","5.055","5.682","5.366","5.973","5.275","5.193","5.976","4.958","5.77","4.991","4.086","3.651","3.406","2.902","2.868","2.464","2.435","2.291","2.6","2.446","2.546","2.493","2.239","2.097","2.493","2.613","2.36","2.133","1.993","1.877","1.8","1.845","2.228","2.023","1.994","2.522","2.751","2.482","1.816","2.443","2.086","1.76","1.705","1.844","1.321","1.759","2.283","2.56","2.358","2.588","2.585","2.905","2.582","2.511","2.419","2.282","2.992","3.278","3.408","3.514","3.041","3.097","2.892","2.906","3.355","3.629","3.622","3.954","2.95","2.356","2.578","2.6","3.214","3.289","3.138","3.313","3.043","2.739","2.951","3.506","5.893","4.981","4.461","4.141","5.171","4.223","3.205","4.061","2.997","2.674","1.968","1.883","1.509","2.237","1.765","1.76","2.579","3.609","3.535","3.214","3.665","2.529","2.57","3.074","3.388","4.263","4.525","4.193","5.446","6.541","4.745","3.922","6.348","6.186","16.094"
EnterprisesValueRevenueRatio,"4.136","17.422","16.307","16.763","15.448","18.236","18.069","15.176","16.618","19.456","16.437","17.366","17.423","18.131","18.005","14.065","19.043","17.446","22.417","16.25","15.276","13.688","13.965","11.378","12.927","12.243","13.133","10.109","13.813","14.29","13.541","10.552","11.942","9.743","12.779","11.424","12.831","11.535","10.574","-445.611","8.349","7.755","9.17","7.317","7.729","10.54","11.886","9.55","6.845","8.817","7.31","5.517","5.935","6.63","4.293","4.428","7.152","8.305","7.909","7.328","8.037","9.192","7.935","7.177","7.26","6.57","9.428","9.141","9.678","8.914","6.616","6.632","6.061","5.552","6.087","6.547","6.699","6.864","4.932","3.558","4.43","4.604","6.509","6.268","5.906","6.137","5.969","4.5","4.847","5.68","10.035","7.053","5.579","5.781","7.391","5.76","4.613","5.85","4.691","3.995","3.767","3.899","2.937","4.941","4.164","4.122","5.592","7.1","7.877","7.01","8.043","4.952","5.723","6.431","7.518","8.551","10.033","8.202","11.354","13.962","10.007","8.071","13.174","12.635","14.432"
EnterprisesValueEBITDARatio,"12.238","50.103","48.879","66.224","38.507","64.167","55.99","59.625","45.561","59.85","47.725","204.58","57.414","65.962","63.776","45.652","55.939","50.643","73.587","46.198","47.048","42.008","123.134","-25.271","56.41","53.574","74.016","38.019","70.468","168.167","545.272","33.693","41.46","30.754","51.161","33.753","49.978","41.887","49.483","31.272","35.543","67.625","55.196","33.068","43.204","38.947","41.027","30.561","23.078","33.472","28.822","21.125","35.703","35.929","25.918","24.406","36.216","38.72","40.403","45.163","39.81","60.667","47.228","53.322","43.168","41.018","67.93","35.826","49.841","39.278","34.692","31.745","32.104","32.257","40.747","35.84","40.271","44.667","43.575","21.25","29.329","28.025","69.859","45.041","42.989","39.888","79.537","24.731","30.926","27.282","49.384","28.804","27.976","29.876","37.57","29.093","23.866","34.084","30.212","28.178","38.428","37.971","24.637","74.441","74.95","81.847","31.112","29.863","47.903","38.963","68.889","23.477","32.335","34.705","42.513","40.869","56.105","43.797","63.078","76.013","53.371","44.168","81.242","70.92","98.857"
