name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingCashFlow,"-113,663,255","-32,652,980","-28,840,519","-26,776,203","-25,393,553","-27,215,489","-20,553,517","-15,734,586","-18,895,282","-23,273,184","-17,567,151","-10,626,908","-8,681,790","-9,499,210","-9,793,949","-5,912,033","-7,667,280","-6,680,439","-6,291,230","-6,447,402","-7,096,596","-6,636,424","-7,216,675","-4,802,371","-5,314,649","-3,947,609","-2,250,854","-1,922,463","-2,106,823","-1,158,851","-1,946,893","-1,257,584"
	CashFlowFromContinuingOperatingActivities,"-113,663,255","-32,652,980","-28,840,519","-26,776,203","-25,393,553","-27,215,489","-20,553,517","-15,734,586","-18,895,282","-23,273,184","-17,567,151","-10,626,908","-8,681,790","-9,499,210","-9,793,949","-5,912,033","-7,667,280","-6,680,439","-6,291,230","-6,447,402","-7,096,596","-6,636,424","-7,216,675","-4,802,371","-5,314,649","-3,947,609","-2,250,854","-1,922,463","-2,106,823","-1,158,851","-1,946,893","-1,257,584"
		NetIncomeFromContinuingOperations,"-140,775,333","-39,632,311","-33,976,136","-34,882,677","-32,284,209","-29,259,970","-29,164,647","-22,924,815","-18,326,992","-32,484,146","-24,806,984","-19,135,612","-13,762,214","-10,640,376","-9,597,015","-8,281,974","-8,280,916","-4,805,559","-7,430,501","-6,433,536","-7,084,316","-7,995,039","-7,328,938","-7,194,584","-6,812,190","-5,865,941","-1,713,912","-4,576,139","-2,129,394","-2,140,134","-1,489,272","-253,118"
		OperatingGainsLosses,,,,,,,"0",,,,,,,,"-102,000","-15,000","-1,000","-2,673,000",,,,,,,,,"93,976","2,272,521","-166,472","78,230","-124,894","0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"-102,000","-15,000","-1,000","-2,673,000",,,,,,,,,"93,976","-171,995","-166,472","78,230",,
		DepreciationAmortizationDepletion,"1,196,272","311,699","307,409","299,742","277,422","271,090","61,236","5,522","5,524","5,436","5,392","9,389","11,110","11,439","12,207","13,077","11,713","11,938","11,274","10,783","10,387","10,113","9,751","5,618","3,003","2,112","1,251","1,122","865","304",,"0"
			DepreciationAndAmortization,"1,196,272","311,699","307,409","299,742","277,422","271,090","61,236","5,522","5,524","5,436","5,392","9,389","11,110","11,439","12,207","13,077","11,713","11,938","11,274","10,783","10,387","10,113","9,751","5,618","3,003","2,112","1,251","1,122","865","304",,"0"
				Depreciation,"1,196,272","311,699","307,409","299,742","277,422","271,090","61,236","5,522","5,524","5,436","5,392","9,389","11,110","11,439","12,207","13,077","11,713","11,938","11,274","10,783","10,387","10,113","9,751","5,618","3,003","2,112","1,251","1,122","865","304",,"0"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"117,647","119,623",,,,,,,,"24,287",,,"-405,619","-1,487,268"
		StockBasedCompensation,"24,668,612","7,598,329","5,888,824","5,725,217","5,456,242","3,731,097","5,605,833","2,868,818","4,148,025","2,133,530","2,813,859","1,156,435","888,556","1,256,310","353,080","392,665","474,659","534,570","536,919","388,045","483,631","663,615","434,725","458,468","482,033","656,192","182,361","360,745","185,413","74,760","109,207","6,638"
		OtherNonCashItems,"-96,524","8,336","-34,288","522","-71,094","255","304,708","134,345","179,012","7,332,989","178,251","176,924","187,385","107,433","82,055","88,576","96,523","108,481","117,647","119,623","117,606","115,645",,,,,"-1,526,334","282,245","212,987","128,887","-334,198","-1,443,615"
		ChangeInWorkingCapital,"1,343,718","-939,033","-1,026,328","2,080,993","1,228,086","-1,957,961","2,639,353","2,934,532","-4,900,851","-260,993","4,242,331","7,165,956","3,993,373","-234,016","-542,276","1,890,623","31,741","143,131","-172,569","-532,317","-623,904","569,242","-401,143","1,928,127","1,012,505","1,260,028","711,804","-262,957","-210,222","699,102","-107,736","432,511"
			ChangeInPrepaidAssets,"-1,746,838","-2,076,858","356,016","34,502","-60,498","-226,933","763,619","-774,811","172,189","103,725","181,250","220,568","319,779","111,668","-522,691","464,292","-66,958","157,415","-532,323","96,503","336,527","201,436","-513,461","297,774","-177,321","9,066","-652,209","-91,406","-191,782","64,724","-93,335","-15,255"
			ChangeInPayablesAndAccruedExpense,"3,096,091","1,137,825","-1,382,344","2,052,026","1,288,584","-1,731,028","1,875,734","3,886,843","-5,076,740","-361,018","4,031,987","6,945,388","3,741,047","-356,513","-24,596","1,426,331","101,166","-87,347","428,415","-628,820","-960,431","374,276","166,014","1,631,978","1,189,826","1,281,837","1,367,638","-148,551","-18,440","634,378","-14,401","447,766"
				ChangeInPayable,"-2,026,605","-554,217","-232,352","1,769,685","-3,009,721","1,117,695","2,188,896","1,951,901","-2,828,489","1,248,389","1,495,966","3,310,239","2,702,935","-253,060","-480,124","992,191","-699,414","439,136","492,457","-1,095,646","-702,057","659,529","213,589","832,546","1,204,616","-61,941","1,148,338","-330,416","-167,387","483,669","64,013","402,899"
					ChangeInAccountPayable,"-2,026,605","-554,217","-232,352","1,769,685","-3,009,721","1,117,695","2,188,896","1,951,901","-2,828,489","1,248,389","1,495,966","3,310,239","2,702,935","-253,060","-480,124","992,191","-699,414","439,136","492,457","-1,095,646","-702,057","659,529","213,589","832,546","1,204,616","-61,941","1,148,338","-330,416","-167,387","483,669","64,013","402,899"
				ChangeInAccruedExpense,"5,122,696","1,692,042","-1,149,992","282,341","4,298,305","-2,848,723","-313,162","1,934,942","-2,248,251","-1,609,407","2,536,021","3,635,149","1,038,112","-103,453","455,528","434,140","800,580","-526,483","-64,042","466,826","-258,374","-285,253","-47,575","799,432","-14,790","1,343,778","219,300","181,865","148,947","150,709","-78,414","44,867"
			ChangeInOtherCurrentAssets,,,"0",,,"0","0","-177,500","3,700","-3,700","29,094","0","-67,453","10,829","5,011","0","-2,467","73,063","-68,661","0","0","-6,470","-53,696","-1,625","0","-30,875","-3,625",,,,,
			ChangeInOtherCurrentLiabilities,,,,,"-355,751","-275,840",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"0",,,"-3,700","29,094","0","-67,453","10,829","5,011","0","-2,467","73,063","-68,661","0","0","-6,470","-53,696","-1,625","0","-30,875","-3,625",,,,,
InvestingCashFlow,"-491,290","-213,736","0","-258,677","-18,877","-29,995","-20,287","-14,845","-1,428","-9,331","-1,461","-3,196","-11,464","0","0","-8,481","-9,639","-14,576","-1","-3,603","-3,395","-2,899","-6,055","-76,254","-11,601","-10,651","-4,112","-4,407","-1,420","-10,256","0","0"
	CashFlowFromContinuingInvestingActivities,"-491,290","-213,736","0","-258,677","-18,877","-29,995","-20,287","-14,845","-1,428","-9,331","-1,461","-3,196","-11,464","0","0","-8,481","-9,639","-14,576","-1","-3,603","-3,395","-2,899","-6,055","-76,254","-11,601","-10,651","-4,112","-4,407","-1,420","-10,256","0","0"
		NetPPEPurchaseAndSale,"-491,290","-213,736","0","-258,677","-18,877","-29,995","-20,287","-14,845","-1,428","-9,331","-1,461","-3,196","-11,464","0","0","-8,481","-9,639","-14,576","-1","-3,603","-3,395","-2,899","-6,055","-76,254","-11,601","-10,651","-4,112","-4,407","-1,420","-10,256",,"0"
			PurchaseOfPPE,"-491,290","-213,736","0","-258,677","-18,877","-29,995","-20,287","-14,845","-1,428","-9,331","-1,461","-3,196","-11,464","0","0","-8,481","-9,639","-14,576","-1","-3,603","-3,395","-2,899","-6,055","-76,254","-11,601","-10,651","-4,112","-4,407","-1,420","-10,256",,"0"
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,
FinancingCashFlow,"34,202,195","31,101,644","690,480","438,683","1,971,388","8,029,163","2,089,965","27,427,614","12,265,411","629,756","193,892,918","518,828","19,821,904","38,154,955","8,541,927","789,835","1,395,667","-693,413","8,638,971","129,939","74,813","15,040,453","9,953,423",,,,"45,670,359","133,464","6,832,083","241,725","3,189,405","1,936,961"
	CashFlowFromContinuingFinancingActivities,"34,202,195","31,101,644","690,480","438,683","1,971,388","8,029,163","2,089,965","27,427,614","12,265,411","629,756","193,892,918","518,828","19,821,904","38,154,955","8,541,927","789,835","1,395,667","-693,413","8,638,971","129,939","74,813","15,040,453","9,953,423",,,,"45,670,359","133,464","6,832,083","241,725","3,189,405","1,936,961"
		NetIssuancePaymentsOfDebt,,,"0",,,,"0","28,340,000","0","0","0","0","0","12,761,111","-833,333","-833,333","-833,334","-833,333",,,,,,,,,"0","99,998","6,986,001","255,000","3,235,925","1,952,961"
			NetLongTermDebtIssuance,,,"0",,,,"0","28,340,000","0","0","0","0","0","12,761,111","-833,333","-833,333","-833,334","-833,333",,,,,,,,,"0","99,998","6,986,001","255,000","3,235,925","1,952,961"
				LongTermDebtIssuance,,,"0",,,,"0","50,000,000","0","0","0","0","0","20,000,000",,,,,,,,,,,,,"0","99,998","7,027,470","255,000","3,256,925","1,952,961"
				LongTermDebtPayments,,,"0",,,,"0","-21,660,000","0","0","0","0","0","-7,238,889","-833,333","-833,333","-833,334","-833,333",,,,,,,,,"0","0",,,"-21,000","0"
		NetCommonStockIssuance,"32,105,104","31,008,601","0","0","1,096,503","6,115,864","2,050,507","0","12,074,999","0","193,778,437","0","19,471,698","24,983,682","8,921,732","1,590,668","2,229,001","139,920","8,896,249","0","-8,929","14,790,021",,,,,,,,,,
			CommonStockIssuance,"32,105,104","31,008,601","0","0","1,096,503","6,115,864","2,050,507","0","12,074,999","0","193,778,437","0","19,471,698","24,983,682","8,921,732","1,590,668","2,229,001","139,920","8,896,249","0","-8,929","14,790,021",,,,,,,,,,
		ProceedsFromStockOptionExercised,"2,670,738","181,637","1,091,523","438,683","958,895","1,913,299","39,458","190,223","190,412","629,756","114,481","518,828","350,206","410,162","479,525","32,500","0","0","20,500","129,939","83,742","250,432","18,351",,,,,,,,,
		NetOtherFinancingCharges,,"-88,594","-401,043","0",,,"0",,,,,,,,,,,,,"0",,,,,,,"121,238","33,466","-153,918","-13,275","-46,520",
EndCashPosition,"84,707,782","84,707,782","86,472,854","114,622,893","141,219,090","164,660,132","183,876,453","202,360,292","190,682,109","197,313,408","219,966,167","43,641,861","53,753,137","42,624,487","13,968,742","15,220,764","20,351,443","26,632,695","34,021,123","31,673,383","37,994,449","45,019,627","36,618,497","33,887,804","38,751,750","44,078,000","48,036,260","4,620,867","6,414,273","1,690,433","2,617,815","1,375,303"
