name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
MarketCap,"7,913,535,651","10,604,525,586","12,128,746,000","12,689,730,000","13,822,310,000","13,923,342,000","11,451,132,000","9,555,005,000","9,622,704,000","8,507,653,000","12,523,367,000","11,850,813,000","13,654,926,666","11,096,011,788","8,297,830,000","8,391,295,544","9,954,983,188","11,438,892,481","15,120,025,767","13,726,505,409","14,867,812,000","14,354,956,000","13,328,729,533","13,763,988,000","14,455,320,000","14,433,746,000","8,525,085,000","7,069,686,000","7,206,690,000","7,119,511,000","7,505,743,000","6,461,520,000","6,714,230,000","6,528,472,000","6,898,704,000","6,173,613,000","5,868,853,862","6,073,392,284","5,636,503,000","5,407,678,374","5,359,539,634","6,013,729,145","4,953,048,043","4,339,566,000","5,380,704,000","5,211,891,000","4,845,306,000","4,542,937,000","4,283,112,000","5,102,944,000","5,169,990,000","5,129,190,000","4,542,702,000","3,989,937,816","4,206,417,498","5,580,684,687","5,475,840,000","5,743,680,000","6,795,502,076","6,306,460,488","5,816,881,826","4,974,908,334","4,531,230,000","4,639,951,000","4,681,350,000","4,605,480,000","4,236,141,000","4,235,168,000","4,282,200,000","4,385,446,000","4,529,720,000","4,181,170,000","4,194,050,000","3,555,266,000","3,581,981,000","3,546,844,000","3,231,744,000","2,731,015,000","2,916,480,000","3,145,311,000","2,886,362,000","2,887,881,414","2,607,898,756","2,383,120,391","2,282,203,936","1,886,081,112","2,021,752,144","1,801,899,853","1,595,290,374","1,474,788,605","1,246,776,607","1,202,899,995","1,526,724,131","1,222,338,827","1,353,799,396","1,174,126,684","1,324,364,311","1,686,427,570","1,649,198,335","1,514,070,028","1,322,262,857","1,346,203,823","1,277,084,570","1,195,357,457","1,146,953,534","1,086,233,893","1,079,433,280","929,310,342","965,469,264","964,080,703","873,940,032","951,984,756","968,980,506","998,284,860","1,218,102,951","895,225,888","807,568,212","447,757,620","490,181,827","352,468,761","189,753,120","181,861,566","162,952,003","92,637,995","65,039,479","43,476,600","45,814,958","36,844,371","36,109,258","34,640,779","36,109,258","29,475,261","22,844,801","19,896,391","22,844,801","25,793,211","27,264,027","27,264,027","18,972,061","20,607,231"
EnterpriseValue,"9,915,535,651","12,555,525,586","14,062,746,000","14,747,730,000","15,880,310,000","15,940,342,000","12,510,632,000","10,729,905,000","10,949,304,000","9,701,353,000","13,831,367,000","13,217,613,000","15,120,826,666","12,443,711,788","9,794,330,000","9,956,695,544","11,305,983,188","12,705,592,481","16,372,125,767","15,067,005,409","16,055,312,000","15,503,256,000","14,584,229,533","14,633,988,000","15,312,220,000","15,302,246,000","9,443,785,000","8,170,697,000","8,432,525,000","8,175,887,000","8,688,910,000","7,761,766,000","8,127,015,000","7,929,558,000","8,283,788,000","7,657,443,000","7,335,810,862","7,514,258,284","7,077,369,000","7,079,052,374","7,061,447,634","7,703,312,145","6,710,734,043","6,097,252,000","5,372,367,000","5,300,370,000","4,917,037,000","4,608,360,000","4,417,668,000","5,174,438,000","5,188,930,000","5,190,993,000","4,710,650,000","4,249,910,816","4,451,642,498","5,740,447,687","5,634,092,000","5,991,651,000","6,962,486,076","6,528,464,488","6,103,078,826","5,279,921,334","4,843,416,000","4,966,558,000","5,007,957,000","4,857,409,000","4,588,437,000","4,587,464,000","4,643,887,000","4,719,382,000","4,876,170,000","4,578,258,000","4,644,316,000","4,077,786,000","4,230,401,000","4,261,923,000","3,980,679,000","3,486,885,000","3,665,201,000","3,902,069,000","3,603,318,000","3,585,329,414","3,305,346,756","2,707,756,391","2,540,491,936","1,980,942,112","2,139,799,144","1,936,810,853","1,730,201,374","1,619,815,605","1,404,976,607","1,387,699,995","1,737,124,131","1,445,838,827","1,578,899,396","1,373,026,684","1,526,564,311","1,825,927,570","1,768,898,335","1,650,170,028","1,461,762,857","1,501,103,823","1,373,284,570","1,305,757,457","1,275,353,534","1,158,533,893","1,178,233,280","1,040,410,342","1,076,569,264","1,022,180,703","942,840,032","1,020,884,756","1,052,180,506","1,098,484,860","1,324,302,951","1,113,025,888","1,036,168,212","460,157,620","506,981,827","364,268,761","194,453,120","189,961,566","163,352,003","116,637,995","104,939,479","83,376,600","85,714,958","42,444,371","41,709,258","41,540,779","43,009,258","28,375,261","21,744,801","18,796,391","22,544,801","25,493,211","26,964,027","26,964,027","22,572,061","24,207,231"
PeRatio,"21.863","25.77","29.363","34.76","81.103",,,,"119.081","33.188","80.843","123.977",,,,,,,,,"43.227","32.186","30.545","27.771","30.866","35.017","31.366","27.043","23.539","22.719","24.662","20.822","21.82","21.315","19.162","18.474","17.809","19.468","18.17","23.399","23.78","23.606","18.513","16.238","19.937","19.571","18.775","17.281","16.081","19.06","19.219","19.189","17.078","14.672","15.102","20.292","20","22.057","26.798","27.216","25.851","23.227","29.85","97.129","97.742","100.259","38.078","38.312","19.926","20.927","21.953","22.583","23.259","20.242","21.408","21.662","20.48","18.215","20.108","23.005","24.286","24.065","21.732","20.694","20.315","18.912","20.818","19.201","16.934","16.216","13.897","20.309","27.235","34.701","39.616","19.98","22.939","22.119","22.262","21.212","19.14","19.531","19","18.386","20.433","20.126","21.265","17.416","18.173","17.541","17.491","19.018","19.221","35.982","43.978","26.058","23.56","31.77","43.505","40.037","27.927","30.401","31.475","24.716","19.99","17.551","14.874","14.874","14.577","15.453","17.006","14.699","11.392","11.245","12.911","14.577","16.509","17.779","18.117","24.598"
ForwardPeRatio,"14.347","15.773","17.606","18.215","23.202","23.529","22.371","20.325","32.258","14.472","20.877","19.685","25.317","21.368",,"16","16.978","18.553","22.676","19.92","22.831","21.882","19.194","19.418","22.727","19.724","21.882","18.182","18.727","18.553","19.531","16.722","16.529","16.026","17.889","16.051","14.993","15.083","16.34","15.015","14.684","15.773","15.106","13.405","17.301","16.502","16.556",,,,,,,"12.97","15.221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"18.91",,,,,,,,"23.63","2.785","1.957","1.681","2.13","2.672",,"1.999","1.932","1.857","2.27","2.113","2.471","2.619","1.918","1.617","1.894","1.746","2.316","1.926","1.91","1.881","1.784","1.338","1.395","1.361","1.499","1.368","1.5","1.371","1.486","1.251","1.835","1.579","1.677","1.3","1.518","1.405","1.41",,,,,,,"0.865","1.014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.926","2.55","2.894","3.133","3.963","4.185","3.418","2.819","2.487","2.163","3.195","3.026","3.278","2.79","2.092","2.096","2.472","2.89","3.896","3.618","3.942","3.694","3.354","3.343","3.366","3.284","3.194","2.606","2.602","2.511","2.602","2.232","2.325","2.262","2.378","2.133","2.007","2.086","1.947","1.931","2.022","2.27","2.123","1.862","2.391","2.383","2.246","2.123","2.018","2.379","2.444","1.452","1.495","1.893","1.953","2.575","2.586","2.84","3.466","3.429","3.235","2.863","2.665","2.732","2.749","2.694","2.528","2.543","2.596","2.652","2.721","2.674","2.657","2.259","2.319","2.203","2.062","1.792","1.966","2.184","2.37","2.592","2.341","2.522","2.503","2.148","2.356","2.139","1.887","1.772","1.504","1.45","1.853","1.525","1.736","1.564","1.814","2.317","2.295","2.163","1.932","2.009","1.947","1.872","1.926","1.902","1.984","1.823","1.902","1.86","1.701","1.849","1.723","1.678","2.078","2.436","2.202","2.97","3.685","3.126","1.93","1.905","1.682","1.168","1.064","1.127","0.955","1.298","1.19","1.327","1.498","1.352","1.048","1.028","1.298","1.466","1.633","1.427","1.256","1.472"
PbRatio,"1.613","2.103","2.368","2.501","2.805","2.801","2.405","2.058","2.053","1.67","2.476","2.287","2.561","2.167","1.614","1.634","1.453","1.729","1.997","1.891","1.824","1.769","1.592","1.656","1.725","6.174","3.739","3.054","3.317","3.067","3.008","2.501","2.661","2.575","2.829","2.744","2.608","2.75","2.552","2.775","2.669","3.077","2.675","2.341","2.635","2.679","2.634","2.519","2.556","2.817","2.822","2.807","2.622","2.472","2.649","3.518","3.403","3.779","4.482","4.509","4.347","3.905","3.524","3.711","3.744","3.517","3.373","3.372","3.131","3.059","3.137","3.185","3.338","2.929","3.192","3.429","3.305","3.046","3.489","4.17","4.515","4.738","4.279","4.235","4.254","3.625","4.189","3.747","3.318","3.175","2.659","2.64","3.524","2.942","3.272","2.782","3.247","3.828","3.891","3.726","3.393","3.578","3.493","3.418","3.502","3.439","3.609","3.174","3.297","3.458","3.108","3.385","3.617","3.984","5.153","7.386","7.684","6.092","7.166","5.63","3.227","3.219","2.979","3.008","2.266","1.915","2.018","1.73","2.799","2.839","3.113","2.68","2.077","1.895","2.626","2.965","3.134","3.134","7.905","8.586"
EnterprisesValueRevenueRatio,"2.367","13.011","12.925","13.796","14.883","15.521","11.559","11.991","22.318","11.096","12.444","13.738","14.98","13.151","9.243","10.725","10.849","13.289","15.007","14.93","16.173","17.216","14.635","15.336","14.983","19.806","14.072","12.592","12.081","12.457","12.084","10.959","10.62","10.861","10.991","10.877","9.64","10.264","9.395","10.175","9.255","10.753","9.093","9.838","8.815","9.291","8.654","8.505","7.818","9.478","9.124","9.775","8.515","8.383","8.761","10.832","9.471","10.684","12.858","13.375","12.029","11.166","10.276","11.398","10.6","11.27","10.257","11.029","10.44","11.596","10.533","11.721","10.919","9.817","11.871","10.644","9.524","8.801","8.704","10.736","9.533","10.208","8.807","10.681","9.977","8.063","8.964","8.998","7.749","7.622","6.34","6.816","8.308","7.354","7.167","6.97","7.745","10.105","8.956","9.555","8.198","8.707","7.617","8.408","7.729","7.431","7.287","7.578","7.695","7.68","6.73","7.859","7.457","7.824","8.96","8.337","7.862","10.341","11.496","9.413","6.728","8.083","7.633","5.69","5.466","4.507","4.87","3.967","5.347","5.258","6.144","3.887","2.979","4.086","4.601","5.203","6.577","6.271","5.13","6.052"
EnterprisesValueEBITDARatio,"11.166","70.143","59.841","62.49","66.724","63.507","55.603","63.378","-381.509","-222.508","62.247","68.949","109.255","85.642","59.54","79.273","-10.596","68.09","-26.351","80.186","-16.427","95.699","67.395","72.553","73.44","125.531","74.595","59.827","71.92","63.845","63.979","54.339","50.43","56.416","63.216","56.039","47.724","59.891","54.225","59.64","49.392","61.851","76.526","98.612","45.716","44.948","43.275","43.064","36.361","48.38","43.143","47.317","40.309","41.028","51.634","50.114","43.772","51.898","65.356","65.448","55.931","55.499","50.183","55.419","49.816","55.961","50.593","52.609","49.132","56.3","50.783","55.671","51.927","48.63","51.573","55.139","47.438","47.051","43.961","55.157","46.49","54.322","52.565","46.182","43.75","37.295","36.605","39.81","34.169","34.119","25.315","31.114","39.301","32.201","30.247","33.165","34.305","44.974","35.097","43.426","36.004","41.697","31.425","41.585","33.212","34.175","30.524","43.899","33.434","36.902","29.931","34.489","34.498","38.679","39.065","40.181","74.544","46.955","56.331","46.701","38.128","40.417","39.842","30.694","32.794","23.822","24.49","21.222","27.806","29.672","26.881","18.917","14.497","-1.663","4.601","5.203","6.577","-2.838","5.13","6.052"
