name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
OperatingCashFlow,"52,381,000","33,193,000","-2,037,000","-19,963,000","41,188,000","61,731,000","-2,236,000","28,267,000","182,670,000","-12,227,000","7,583,000","-23,343,000","-14,423,000","-51,429,000","-18,634,000","-49,721,000","-60,397,000","-10,182,000","27,334,000","-16,210,000","-23,348,000","-23,097,000","55,003,000","11,543,000","7,521,000","-34,503,000","90,916,000","11,467,000","-4,778,000","-43,089,000","81,330,000","28,803,000","380,000","-29,679,000","69,861,000","10,263,000","5,174,000","-1,653,000","41,482,000","16,604,000","-7,707,000","-22,234,000","41,963,000","7,236,000","-14,308,000","-9,228,000","48,044,000","8,216,000","-11,772,000","-28,166,000","66,254,000","11,980,000","-5,034,000","-27,083,000","42,830,000","-275,000","449,000","-41,044,000","55,734,000","-2,713,000","14,939,000","-58,187,000","52,402,000","806,000","-6,182,000","-72,754,000","59,073,000","-19,908,000","-10,098,000","-35,175,000","37,388,000","-927,000","10,364,000","-21,787,000","21,882,000","-8,326,000","-9,592,000","-14,376,000","8,515,000","-1,192,000","-4,345,000","-489,000"
	CashFlowFromContinuingOperatingActivities,"57,156,000","33,193,000","-2,037,000","-19,963,000","45,963,000","74,084,000","-2,236,000","28,267,000","182,670,000","-12,227,000","7,583,000","-23,343,000","-14,423,000","-51,429,000","-18,634,000","-49,721,000","-60,397,000","-10,182,000","27,334,000","-16,210,000","-23,348,000","-23,097,000","55,003,000","11,543,000","7,521,000","-34,503,000","90,916,000","11,467,000","-4,778,000","-43,089,000","81,330,000","28,803,000","380,000","-29,679,000","69,861,000","10,263,000","5,174,000","-1,653,000","41,482,000","16,604,000","-7,707,000","-22,234,000","41,963,000","7,236,000","-14,308,000","-9,228,000","48,044,000","8,216,000","-11,772,000","-28,166,000","66,254,000","11,980,000","-5,034,000","-27,083,000","42,830,000","-275,000","449,000","-41,044,000","55,734,000","-2,456,000","14,639,000","-61,864,000","44,955,000","806,000","-6,182,000","-72,754,000","59,073,000","-19,908,000","-10,098,000","-35,175,000","37,388,000","-927,000","10,364,000","-21,787,000","21,882,000","-8,326,000","-9,592,000","-14,376,000","8,515,000","-1,192,000","-4,345,000","-489,000"
		NetIncomeFromContinuingOperations,"383,268,000","10,123,000","32,942,000","30,426,000","309,777,000","15,892,000","10,129,000","21,226,000","34,381,000","-19,565,000","-29,660,000","-34,542,000","-27,626,000","-42,892,000","-47,941,000","-49,257,000","-65,916,000","-54,456,000","-96,792,000","-1,105,000","-7,743,000","-6,282,000","2,761,000","-3,392,000","-1,215,000","13,094,000","-137,000","-2,617,000","1,426,000","2,548,000","1,305,000","1,617,000","1,909,000","3,970,000","73,581,000","3,533,000","3,698,000","7,697,000",,,,,,,,"-444,000","14,859,000","-3,358,000","-1,342,000","3,730,000","10,244,000","-787,000","389,000","-2,099,000","1,014,000","-3,300,000","-6,463,000","-3,909,000","-5,160,000","-4,704,000","-13,768,000","-21,383,000","-45,615,000","-24,502,000","-15,739,000","-15,910,000","-4,029,000","-14,171,000","-2,515,000","-4,203,000","2,481,000","-2,951,000","-2,322,000","-2,210,000","-3,145,000","-3,665,000","-1,136,000","-3,941,000","1,087,000","-274,000","-2,366,000","-3,007,000"
		OperatingGainsLosses,,"299,000",,,,,"1,850,000","5,896,000","3,764,000","-8,456,000","2,554,000","1,681,000","-2,657,000","5,587,000","6,435,000","-64,000","-6,536,000","-1,529,000","1,250,000","-2,752,000",,,,,,,"526,000","775,000","41,000","117,000","478,000","801,000","-5,000","-5,000","977,000","77,000","382,000","-12,000","-1,000","10,000","-24,000","78,000","1,199,000","27,000","0","27,000","-14,000","-128,000",,,"-25,000","185,000","-1,102,000","-1,703,000","1,027,000",,,,"0","0","-6,088,000","6,089,000","0","0","-3,375,000","1,889,000","449,000","2,555,000","-4,150,000","-150,000","717,000","24,000","289,000","280,000","106,000","-84,000","120,000","41,000","243,000","-247,000","533,000","170,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0","-10,705,000",,,,"977,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,000","5,000","0","0","0","0",,,,,"0",,,,"-14,000","14,000","0","0","-1,000","0","0","184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"-219,000","-258,000","-183,000","-137,000","9,000","42,000","-64,000","-6,819,000","-1,529,000","-1,214,000","-1,907,000",,,,,,,"526,000","775,000","41,000","117,000","478,000","801,000","0","-10,000","977,000","77,000","382,000","-12,000","-1,000","-1,000","0","-7,000",,,,,,,,,"9,000","0","0","39,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-12,286,000","299,000",,,,,"2,550,000","5,896,000","3,545,000","2,468,000","2,812,000","1,864,000","-1,543,000","4,601,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"185,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"17,725,000","4,307,000","4,232,000","4,383,000","4,803,000","5,146,000","8,107,000","7,592,000","7,548,000","7,569,000","7,998,000","4,523,000","8,787,000","9,723,000","8,664,000","7,999,000","7,535,000","7,499,000","8,113,000","7,934,000","8,157,000","8,643,000","8,348,000","8,385,000","7,231,000","7,287,000","7,270,000","6,613,000","5,838,000","5,376,000","5,258,000","4,701,000","4,310,000","3,795,000","3,689,000","3,307,000","3,663,000","3,863,000","4,074,000","3,839,000","4,062,000","4,034,000","3,878,000","4,209,000","4,264,000","3,999,000","4,109,000","3,825,000","3,552,000","3,094,000","2,770,000","2,946,000","2,982,000","4,185,000","4,446,000","5,665,000","5,972,000","6,584,000","6,756,000","7,166,000","8,060,000","7,857,000","9,314,000","8,608,000","7,848,000","6,974,000","6,173,000","5,072,000","3,099,000","1,962,000","1,461,000","1,079,000","1,013,000","891,000","884,000","777,000","660,000","850,000","1,131,000","1,230,000","1,496,000","1,534,000"
			DepreciationAndAmortization,"17,725,000","4,307,000","4,232,000","4,383,000","4,803,000","5,146,000","8,107,000","7,592,000","7,548,000","7,569,000","7,998,000","4,523,000","8,787,000","9,723,000","8,664,000","7,999,000","7,535,000","7,499,000","8,113,000","7,934,000","8,157,000","8,643,000","8,348,000","8,385,000","7,231,000","7,287,000","7,270,000","6,613,000","5,838,000","5,376,000","5,258,000","4,701,000","4,310,000","3,795,000","3,689,000","3,307,000","3,663,000","3,863,000","4,074,000","3,839,000","4,062,000","4,034,000","3,878,000","4,209,000","4,264,000","3,999,000","4,109,000","3,825,000","3,552,000","3,094,000","2,770,000","2,946,000","2,982,000","4,185,000","4,446,000","5,665,000","5,972,000","6,584,000","6,756,000","7,166,000","8,060,000","7,857,000","9,314,000","8,608,000","7,848,000","6,974,000","6,173,000","5,072,000","3,099,000","1,962,000","1,461,000","1,079,000","1,013,000","891,000","884,000","777,000","660,000","850,000","1,131,000","1,230,000","1,496,000","1,534,000"
				Depreciation,,,,,,,,,,"6,646,000","6,875,000","3,481,000","7,664,000","8,242,000","6,974,000","6,454,000","6,402,000","6,581,000","6,953,000","6,986,000","7,211,000","7,698,000","7,573,000","7,414,000","6,107,000","6,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,580,000","5,887,000","6,497,000","6,670,000","7,080,000","7,974,000","7,771,000","9,314,000","8,469,000","7,709,000","6,835,000","6,148,000","4,901,000","2,930,000","1,635,000","1,230,000","1,061,000","890,000","756,000","722,000","585,000","535,000","483,000","472,000","464,000","472,000","465,000"
				AmortizationCashFlow,,,,,,,,,,"923,000","1,123,000","1,042,000","1,123,000","1,481,000","1,690,000","1,545,000","1,133,000","918,000","1,160,000","948,000","946,000","945,000","775,000","971,000","1,124,000","1,098,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,000","85,000","87,000","86,000","86,000","86,000","86,000","0","139,000","139,000","139,000","25,000","171,000","169,000","327,000","231,000","18,000","123,000","135,000","162,000","192,000","125,000","367,000","659,000","766,000","1,024,000","1,069,000"
					AmortizationOfIntangibles,,,,,,,,,,"923,000","1,123,000","1,042,000","1,123,000","1,481,000","1,690,000","1,545,000","1,133,000","918,000","1,160,000","948,000","946,000","945,000","775,000","971,000","1,124,000","1,098,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,000","85,000","87,000","86,000","86,000","86,000","86,000","0","139,000","139,000","139,000","25,000","171,000","169,000","327,000","231,000","18,000","123,000","135,000","162,000","192,000","125,000","367,000","659,000","766,000","1,024,000","1,069,000"
		DeferredTax,"-52,871,000","959,000","-2,080,000","-4,703,000",,,,,,"8,000","-43,000","-128,000","-793,000","895,000","-2,003,000","-85,000","-31,000","-267,000","73,881,000","-5,886,000","-1,990,000","-806,000","1,031,000","-680,000","-316,000","7,684,000","-1,987,000","167,000","1,605,000","1,698,000","832,000","300,000","292,000","2,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-52,871,000","959,000","-2,080,000","-4,703,000",,,,,,"8,000","-43,000","-128,000","-793,000","895,000","-2,003,000","-85,000","-31,000","-267,000","73,881,000","-5,886,000","-1,990,000","-806,000","1,031,000","-680,000","-316,000","7,684,000","-1,987,000","167,000","1,605,000","1,698,000","832,000","300,000","292,000","2,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000",,,,,"18,000","2,000","35,000","50,000","17,000","26,000","34,000","85,000","97,000","106,000","103,000","61,000","125,000","71,000","74,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,"705,000","813,000","-21,000","21,000","142,000","4,156,000","4,214,000","318,000","6,311,000","661,000","698,000","8,793,000","987,000","0","0","4,500,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,"1,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"13,467,000","4,639,000","3,484,000","2,542,000","2,802,000","2,305,000","4,574,000","2,623,000","2,465,000","3,268,000","4,606,000","4,467,000","5,171,000","3,985,000","2,702,000","2,246,000","2,973,000","6,435,000","1,068,000","1,024,000","1,045,000","940,000","786,000","1,390,000","1,747,000","968,000","949,000","839,000","960,000","778,000","1,086,000","998,000","1,028,000","923,000","874,000","809,000","816,000","752,000","903,000","981,000","830,000","813,000","640,000","703,000","832,000","876,000","1,286,000","1,285,000","1,270,000","1,215,000","2,216,000","835,000","875,000","859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-221,575,000","1,196,000","1,400,000","1,909,000","-226,081,000","12,084,000","-892,000","1,977,000","1,734,000","3,255,000","-2,298,000","5,869,000","2,042,000","-974,000","-30,000","1,350,000","-794,000","185,000","456,000","355,000","27,000","38,000","149,000","209,000","-15,000","13,000","850,000","27,000","-46,000","49,000","-8,000","0","0","-360,000","4,000","5,000","-35,000","-427,000","-5,786,000","2,648,000","470,000","2,817,000","-3,409,000","-7,787,000",,,"-433,000","0","0","-136,000",,"960,000",,,,"-2,130,000","1,411,000","1,203,000","-425,000","1,743,000","13,668,000","1,680,000","1,132,000","1,106,000",,,,,,,,,,,,,,,,,,
