name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992
TotalRevenue,"5,882,943,000","1,566,838,000","1,471,579,000","1,444,405,000","1,400,121,000","1,267,032,000","1,191,369,000","1,227,253,000","1,084,936,000","1,113,811,000","1,244,415,000","1,285,043,000","1,295,457,000","1,064,832,000","573,634,000","548,525,000","457,069,000","421,349,000","488,726,000","469,385,000","420,464,000","391,703,000","480,314,000","462,353,000","372,247,000","370,014,000","459,831,000","420,789,000","360,147,000","322,926,000","392,448,000","361,626,000","305,800,000","310,666,000","400,211,000","317,201,000","293,399,000","297,584,000","361,688,000","298,488,000","250,231,000","243,603,000","281,788,000","262,138,000","225,565,000","190,086,000","241,454,000","245,292,000","202,358,000","182,887,000","244,401,000","238,439,000","224,719,000","260,364,000","508,931,000","477,596,000","416,143,000","361,489,000","463,399,000","433,844,000","367,727,000","359,303,000","498,475,000","449,393,000","329,362,000","293,252,000","341,522,000","292,734,000","250,571,000","245,239,000","318,957,000","295,814,000","254,686,000","215,406,000","254,826,000","236,262,000","199,198,000","207,864,000","253,816,000","257,837,000","213,224,000","228,565,000","271,017,000","259,114,000","208,184,000","216,562,000","280,757,000","272,749,000","232,766,000","232,100,000","261,100,000","243,800,000","217,400,000","214,300,000","253,100,000","229,500,000","95,300,000","97,300,000","120,800,000","112,500,000","91,600,000","82,900,000","101,400,000","92,000,000","72,200,000","67,400,000","67,100,000","58,900,000","55,900,000","52,300,000","52,400,000","45,200,000","35,900,000","34,200,000","41,100,000","36,000,000","29,100,000","28,200,000","25,000,000","20,100,000","17,200,000","16,800,000"
	OperatingRevenue,"5,882,943,000","1,566,838,000","1,471,579,000","1,444,405,000","1,400,121,000","1,267,032,000","1,191,369,000","1,227,253,000","1,084,936,000","1,113,811,000","1,244,415,000","1,285,043,000","1,295,457,000","1,064,832,000","573,634,000","548,525,000","457,069,000","421,349,000","488,726,000","469,385,000","420,464,000","391,703,000","480,314,000","462,353,000","372,247,000","370,014,000","459,831,000","420,789,000","360,147,000","322,926,000","392,448,000","361,626,000","305,800,000","310,666,000","400,211,000","317,201,000","293,399,000","297,584,000","361,688,000","298,488,000","250,231,000","243,603,000","281,788,000","262,138,000","225,565,000","190,086,000","241,454,000","245,292,000","202,358,000","182,887,000","244,401,000","238,439,000","224,719,000","260,364,000","508,931,000","477,596,000","416,143,000","361,489,000","463,399,000","433,844,000","367,727,000","359,303,000","498,475,000","449,393,000","329,362,000","293,252,000","341,522,000","292,734,000","250,571,000","245,239,000","318,957,000","295,814,000","254,686,000","215,406,000","254,826,000","236,262,000","199,198,000","207,864,000","253,816,000","257,837,000","213,224,000","228,565,000","271,017,000","259,114,000","208,184,000","216,562,000","280,757,000","272,749,000","232,766,000","232,100,000","261,100,000","243,800,000","217,400,000","214,300,000","253,100,000","229,500,000","95,300,000","97,300,000","120,800,000","112,500,000","91,600,000","82,900,000","101,400,000","92,000,000","72,200,000","67,400,000","67,100,000","58,900,000","55,900,000","52,300,000","52,400,000","45,200,000","35,900,000","34,200,000","41,100,000","36,000,000","29,100,000","28,200,000","25,000,000","20,100,000","17,200,000","16,800,000"
CostOfRevenue,"4,609,690,000","1,232,931,000","1,153,457,000","1,134,909,000","1,088,393,000","1,007,303,000","924,169,000","929,751,000","830,205,000","882,924,000","956,379,000","975,240,000","990,794,000","878,915,000","440,353,000","415,124,000","352,986,000","329,432,000","372,421,000","354,416,000","319,488,000","307,752,000","359,403,000","334,454,000","283,799,000","281,023,000","336,230,000","320,102,000","284,258,000","250,787,000","299,011,000","282,061,000","246,527,000","252,428,000","313,934,000","250,163,000","232,562,000","236,715,000","282,879,000","232,903,000","192,229,000","189,981,000","222,596,000","205,255,000","174,752,000","156,541,000","195,946,000","194,999,000","162,574,000","150,698,000","224,353,000","177,359,000","193,507,000","214,459,000","384,792,000","349,071,000","312,703,000","279,058,000","343,454,000","324,053,000","282,337,000","271,619,000","376,765,000","335,731,000","253,812,000","220,843,000","253,586,000","221,572,000","189,013,000","186,528,000","232,887,000","227,578,000","197,068,000","165,189,000","196,096,000","182,954,000","157,598,000","163,983,000","193,430,000","196,422,000","167,705,000","183,020,000","213,493,000","199,693,000","162,056,000","164,845,000","196,726,000","191,452,000","163,134,000","164,800,000","185,100,000","172,200,000","156,000,000","153,100,000","181,700,000","165,100,000","68,700,000","71,900,000","80,400,000","82,700,000","67,900,000","60,500,000","66,500,000","66,500,000","52,600,000","50,000,000","44,800,000","42,400,000","40,600,000","38,800,000","36,600,000","33,200,000","26,500,000","25,700,000","28,500,000","27,000,000","21,400,000","21,200,000",,,,
GrossProfit,"1,273,253,000","333,907,000","318,122,000","309,496,000","311,728,000","259,729,000","267,200,000","297,502,000","254,731,000","230,887,000","288,036,000","309,803,000","304,663,000","185,917,000","133,281,000","133,401,000","104,083,000","91,917,000","116,305,000","114,969,000","100,976,000","83,951,000","120,911,000","127,899,000","88,448,000","88,991,000","123,601,000","100,687,000","75,889,000","72,139,000","93,437,000","79,565,000","59,273,000","58,238,000","86,277,000","67,038,000","60,837,000","60,869,000","78,809,000","65,585,000","58,002,000","53,622,000","59,192,000","56,883,000","50,813,000","33,545,000","46,357,000","50,357,000","40,016,000","32,189,000","60,034,000","61,080,000","31,212,000","16,527,000","124,139,000","128,525,000","103,440,000","82,431,000","119,945,000","109,791,000","85,390,000","87,684,000","121,710,000","113,662,000","75,550,000","72,409,000","87,936,000","71,162,000","61,558,000","58,711,000","86,070,000","68,236,000","57,618,000","50,217,000","58,730,000","53,308,000","41,600,000","43,881,000","60,386,000","61,415,000","45,519,000","45,545,000","57,524,000","59,421,000","46,128,000","51,717,000","84,031,000","81,297,000","69,632,000","67,300,000","76,000,000","71,600,000","61,400,000","61,200,000","71,400,000","64,400,000","26,600,000","25,400,000","40,400,000","29,800,000","23,700,000","22,400,000","34,900,000","25,500,000","19,600,000","17,400,000","22,300,000","16,500,000","15,300,000","13,500,000","15,800,000","12,000,000","9,400,000","8,500,000","12,600,000","9,000,000","7,700,000","7,000,000",,,,
OperatingExpense,"865,134,000","225,544,000","222,462,000","206,801,000","210,327,000","199,370,000","188,072,000","182,696,000","179,611,000","209,815,000","206,371,000","198,759,000","204,539,000","195,769,000","81,286,000","81,451,000","76,819,000","77,198,000","75,077,000","78,714,000","77,529,000","71,444,000","80,051,000","82,819,000","77,053,000","72,266,000","82,113,000","79,858,000","77,410,000","64,362,000","68,350,000","65,877,000","65,110,000","62,393,000","70,842,000","62,761,000","62,782,000","60,471,000","63,230,000","55,605,000","51,564,000","49,337,000","51,125,000","50,889,000","52,657,000","47,681,000","48,503,000","48,730,000","48,357,000","44,408,000","-575,369,000","49,603,000","54,654,000","54,307,000","73,152,000","72,810,000","73,928,000","63,935,000","72,341,000","67,781,000","68,100,000","63,649,000","70,470,000","72,187,000","53,689,000","49,698,000","50,699,000","44,130,000","41,447,000","38,621,000","47,499,000","40,727,000","40,668,000","36,271,000","36,820,000","37,107,000","34,052,000","32,377,000","36,698,000","37,094,000","32,543,000","34,306,000","36,771,000","37,963,000","34,612,000","36,217,000","43,304,000","46,310,000","43,742,000","43,100,000","40,500,000","41,300,000","38,800,000","39,100,000","36,600,000","33,800,000","17,400,000","16,600,000","26,100,000","17,600,000","15,800,000","14,500,000","21,500,000","14,300,000","11,800,000","11,300,000","13,900,000","9,600,000","9,100,000","8,600,000","10,400,000","7,300,000","6,500,000","6,100,000","9,000,000","6,300,000","5,900,000","5,500,000",,,,
	SellingGeneralAndAdministration,"672,840,000","176,536,000","171,652,000","161,134,000","163,518,000","153,168,000","142,625,000","137,250,000","134,371,000","164,954,000","161,493,000","154,034,000","158,028,000","154,306,000","78,875,000","79,039,000","74,406,000","74,786,000","72,672,000","76,309,000","75,124,000","69,039,000","77,639,000","80,414,000","74,648,000","69,850,000","76,416,000","74,520,000","73,035,000","62,869,000","68,350,000","65,877,000","65,110,000","62,393,000","70,842,000","62,761,000","62,782,000","60,471,000","63,230,000","55,605,000","51,564,000","49,337,000","51,125,000","50,889,000","52,657,000","47,681,000","48,503,000","48,730,000","48,357,000","44,408,000","51,003,000","49,603,000","54,654,000","54,307,000","73,152,000","72,810,000","73,928,000","63,935,000","72,341,000","67,781,000","68,100,000","63,649,000","70,470,000","72,187,000","53,689,000","49,698,000","50,699,000","44,130,000","41,447,000","38,621,000","47,499,000","40,727,000","40,668,000","36,271,000","36,820,000","37,107,000","34,052,000","32,377,000","36,698,000","37,094,000","32,543,000","34,306,000","36,771,000","37,963,000","34,612,000","36,217,000","34,757,000","37,492,000","35,520,000","35,200,000","34,100,000","33,200,000","31,800,000","32,100,000","29,900,000","30,100,000","17,400,000","16,600,000","18,200,000","17,600,000","15,800,000","14,500,000","15,700,000","14,300,000","11,800,000","11,300,000","10,700,000","9,600,000","9,100,000","8,600,000","8,200,000","7,300,000","6,500,000","6,100,000","7,400,000","6,300,000","5,900,000","5,500,000",,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"78,875,000","79,039,000","74,406,000","74,786,000","72,672,000","76,309,000","75,124,000","69,039,000","77,639,000","80,414,000","74,648,000","69,850,000","76,416,000","74,520,000","73,035,000","62,869,000","68,350,000","65,877,000","65,110,000","62,393,000","70,842,000","62,761,000","62,782,000","60,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,"4,741,000",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"78,875,000","79,039,000","74,406,000","74,786,000","72,672,000","76,309,000","75,124,000","69,039,000","77,639,000","80,414,000","74,648,000","69,850,000","76,416,000","74,520,000","73,035,000","62,869,000","68,350,000","65,877,000","65,110,000","62,393,000","70,842,000","62,761,000","62,782,000","60,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
